ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,include_for_algo,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
AAPU,AAPL,1.98552,500,ols,0.120298,-0.08389799999999999,0.204196,15000,0.204196,False,False,False,,True,False,False,False,False,True,False,False,False,0.562619,0.174603,0.283183,0.078459,0.174603,-0.02959299999999998,-0.02959299999999998,0.49638,0.595656,0.5,0.595656
AMUU,AMD,2.007493,245,ols,0.058815,-0.022414999999999997,0.08123,55000,0.08123,False,False,False,,True,False,False,False,False,True,False,False,False,1.29996,0.502697,0.560613,0.317828,0.497562,0.4214669999999999,0.41633200000000004,0.50187325,0.6022479000000001,0.50187325,0.6022479000000001
AMZU,AMZN,1.988226,500,ols,0.043626,-0.007226,0.050851999999999994,30000,0.050851999999999994,False,False,False,,True,False,False,False,False,True,False,False,False,0.632466,0.21227,0.317951,0.099314,0.21227,0.161418,0.161418,0.4970565,0.5964678,0.5,0.5964678
ASMU,ASML,1.983264,30,ols,0.052956,-0.016556,0.069512,1000,0.069512,False,False,False,,True,False,False,False,False,True,False,False,False,0.845141,0.309084,0.435563,0.184979,0.199753,0.239572,0.130241,0.495816,0.5949791999999999,0.5,0.5949791999999999
AVL,AVGO,1.987516,364,ols,0.042180999999999996,-0.005781,0.047962,150000,0.047962,False,False,False,,True,False,False,False,False,True,False,False,False,1.074773,0.380244,0.534571,0.280437,0.380244,0.332282,0.332282,0.496879,0.5962548,0.5,0.5962548
BOEU,BA,1.989948,232,ols,0.052405,-0.016005000000000002,0.06841,45000,0.06841,False,False,False,,True,False,False,False,False,True,False,False,False,0.590428,0.193558,0.351127,0.121437,0.187834,0.125148,0.119424,0.497487,0.5969844,0.5,0.5969844
BABU,BABA,2.032581,29,ols_short_history,0.049157,-0.012757000000000001,0.061914,30000,0.061914,False,False,False,,True,False,False,False,False,True,False,False,False,0.729389,0.246208,0.444544,0.207382,0.21185,0.184294,0.149936,0.50814525,0.6097743,0.50814525,0.6097743
BRKU,BRK-B,1.944319,321,ols,0.118353,-0.081953,0.20030599999999998,30000,0.20030599999999998,False,False,False,,True,False,False,False,False,True,False,False,False,0.3568,0.139303,0.172422,0.027292,0.139303,-0.061002999999999974,-0.061002999999999974,0.48607975,0.5832957,0.5,0.5832957
CONX,COIN,2.003765,86,ols,0.14632199999999998,-0.109922,0.25624399999999997,20000,0.25624399999999997,False,False,False,,True,False,False,False,False,True,False,False,False,1.533114,0.715938,0.791629,0.63022,0.659473,0.459694,0.403229,0.50094125,0.6011295,0.50094125,0.6011295
CSCL,CSCO,2.023685,189,ols,0.09673899999999999,-0.060339000000000004,0.157078,15000,0.157078,False,False,False,,True,False,False,False,False,True,False,False,False,0.527653,0.200458,0.237079,0.058219,0.164898,0.04338,0.007819999999999994,0.50592125,0.6071055,0.50592125,0.6071055
FRDU,F,1.983164,170,ols,0.10031599999999999,-0.063916,0.164232,100,0.164232,False,False,False,,True,False,False,False,False,True,False,True,False,0.62062,0.217974,0.344165,0.115475,0.184621,0.05374200000000001,0.020389000000000018,0.495791,0.5949492,0.5,0.5949492
