ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPU,AAPL,2.0,1.972865,500,ols
AMUU,AMD,2.0,2.007597,228,ols
AMZU,AMZN,2.0,1.979919,500,ols
ASMU,ASML,2.0,2.017236,13,ols_short_history
AVL,AVGO,2.0,1.986859,347,ols
BOEU,BA,2.0,1.9896,215,ols
BABU,BABA,2.0,2.119373,12,ols_short_history
BRKU,BRK-B,2.0,1.945986,304,ols
CONX,COIN,2.0,1.99555,69,ols
CSCL,CSCO,2.0,2.025435,172,ols
FRDU,F,2.0,1.970316,153,ols
GGLL,GOOGL,2.0,1.979006,500,ols
HODU,HOOD,2.0,2.004074,69,ols
LINT,INTC,2.0,1.988248,69,ols
ELIL,LLY,2.0,1.992383,233,ols
LMTL,LMT,2.0,1.982439,143,ols
METU,META,2.0,1.998575,434,ols
MRVU,MRVL,2.0,1.988913,12,ols_short_history
MSFU,MSFT,2.0,1.974782,500,ols
MUU,MU,2.0,1.994574,347,ols
NFXL,NFLX,2.0,1.996173,352,ols
NVDU,NVDA,2.0,1.971892,500,ols
ORCU,ORCL,2.0,2.008449,69,ols
PALU,PANW,2.0,2.004961,233,ols
PLTU,PLTR,2.0,1.990906,304,ols
QCMU,QCOM,2.0,2.00512,172,ols
SHPU,SHOP,2.0,2.002751,143,ols
SOFA,SOFI,2.0,2.031744,13,ols_short_history
TSLL,TSLA,2.0,1.98526,500,ols
TSMX,TSM,2.0,1.993942,352,ols
XOMX,XOM,2.0,1.965339,215,ols
YINN,FXI,2.0,2.973599,500,ols
MEXX,EWW,2.0,2.96355,500,ols
KORU,EWY,2.0,2.948817,500,ols
HIBL,SPY,2.0,4.478043,500,ols
HIBS,SPY,2.0,-4.458773,500,ols
LABU,XBI,2.0,2.988071,500,ols
LABD,XBI,2.0,-2.994033,500,ols
SOXL,SOXX,2.0,2.960301,500,ols
CHAU,ASHR,2.0,1.967254,500,ols
CWEB,KWEB,2.0,1.986985,500,ols
ERX,XLE,2.0,1.986312,500,ols
NUGT,GDX,2.0,1.980833,500,ols
JNUG,GDXJ,2.0,1.969774,500,ols
GUSH,XOP,2.0,2.011094,500,ols
URAA,URA,2.0,1.931697,421,ols
MSTU,MSTR,2.0,1.965178,363,ols
NVDX,NVDA,2.0,1.998274,500,ols
TSLT,TSLA,2.0,1.992724,500,ols
BTCL,IBIT,2.0,2.005515,412,ols
ETU,ETHA,2.0,1.989684,337,ols
CCUP,CRCL,2.0,1.981014,140,ols
CRWU,CRWV,2.0,1.989315,150,ols
AAPX,AAPL,2.0,1.99412,500,ols
GOOX,GOOGL,2.0,1.980104,500,ols
MSFX,MSFT,2.0,2.008065,500,ols
NFLU,NFLX,2.0,1.988269,356,ols
ROBN,HOOD,2.0,2.010944,271,ols
ARMU,ARM,2.0,1.9987,250,ols
DJTU,DJT,2.0,2.000205,250,ols
RBLU,RBLX,2.0,2.019301,250,ols
SNOU,SNOW,2.0,2.021078,214,ols
SMUP,SMR,2.0,2.06084,150,ols
DKUP,DKNG,2.0,1.98446,147,ols
BULU,BULL,2.0,1.976802,147,ols
GLXU,GLXY,2.0,2.011015,141,ols
AFRU,AFRM,2.0,1.961814,115,ols
AXUP,AXON,2.0,1.96821,115,ols
KTUP,KTOS,2.0,2.024297,115,ols
TTDU,TTD,2.0,1.986764,114,ols
BKNU,BKNG,2.0,2.003139,114,ols
PXIU,UPXI,2.0,1.968092,114,ols
BMNU,BMNR,2.0,1.94325,107,ols
SBTU,SBET,2.0,2.023667,90,ols
CIFU,CIFR,2.0,1.980596,67,ols
SOLX,GSOL,2.0,1.984644,60,ols
XRPK,XRPZ,2.0,1.96792,60,ols
XRPT,XRPZ,2.0,2.021339,66,ols
GMEU,GME,2.0,1.965904,214,ols
APLX,APLD,2.0,1.994541,120,ols
APPX,APP,2.0,1.983789,213,ols
ARCX,ACHR,2.0,1.987453,182,ols
ASTX,ASTS,2.0,1.989805,161,ols
AURU,AUR,2.0,1.863735,98,ols
BEX,BE,2.0,1.984344,73,ols
BLSX,BLSH,2.0,2.041657,88,ols
CEGX,CEG,2.0,1.983351,161,ols
CELT,CELH,2.0,1.97401,99,ols
CLSX,CLSK,2.0,2.000602,115,ols
COZX,CORZ,2.0,2.02637,79,ols
CRDU,CRDO,2.0,1.989136,115,ols
CSEX,CLS,2.0,2.003015,73,ols
CWVX,CRWV,2.0,1.99067,161,ols
DASX,DASH,2.0,2.014867,88,ols
DOGD,DDOG,2.0,2.017105,139,ols
ENPX,ENPH,2.0,2.017442,115,ols
FLYT,FLY,2.0,1.964045,88,ols
GEVX,GEV,2.0,1.991755,161,ols
IREX,IREN,2.0,1.981047,88,ols
JOBX,JOBY,2.0,1.981939,120,ols
LABX,ALAB,2.0,1.995019,139,ols
LRCU,LRCX,2.0,2.044576,134,ols
LYFX,LYFT,2.0,1.860278,98,ols
MDBX,MDB,2.0,1.992783,134,ols
NEBX,NBIS,2.0,1.998839,120,ols
NETX,NET,2.0,1.574571,98,ols
NNEX,NNE,2.0,1.988622,73,ols
NVTX,NVTS,2.0,1.998311,120,ols
NWMX,NEM,2.0,1.221852,68,ols
OKTX,OKTA,2.0,1.692947,80,ols
OPEX,OPEN,2.0,1.997451,88,ols
PONX,PONY,2.0,2.015603,120,ols
QBTX,QBTS,2.0,1.992388,213,ols
QSX,QS,2.0,1.697939,67,ols
QUBX,QUBT,2.0,1.967235,173,ols
RGTU,RGTI,2.0,1.985446,173,ols
SMU,SMR,2.0,1.985594,161,ols
SNPX,SNPS,2.0,1.904861,73,ols
SRPU,SRPT,2.0,1.953014,88,ols
TARK,ARKK,2.0,1.975692,500,ols
TEMT,TEM,2.0,1.985316,201,ols
UNX,U,2.0,2.027604,115,ols
UPSX,UPST,2.0,1.989195,182,ols
VOYX,VOYG,2.0,1.974277,120,ols
WULX,WULF,2.0,1.989921,88,ols
CRMU,CRML,2.0,1.968956,14,ols_short_history
UECG,UEC,2.0,2.215976,14,ols_short_history
DNNG,DNN,2.0,1.939477,14,ols_short_history
RCAX,RCAT,2.0,2.024212,19,ols_short_history
