underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
HOOD,"HOOW, HOOY",1490.68620305,2240.256804,0.0,0.0,-547.06,-17.259999999999998,4.926535696522417,0.0,0.0,3171.549542746522
MARA,"MAAY, MARO",-80.81654759,4714.5274229999995,-9.29,0.0,-2477.42,-150.38,29.899320936671092,0.0,0.0,2026.5201963466716
MSTR,"MSOO, MSTW, MSTY, MTYY",521.6531984000001,5570.729183,-0.37,0.0,-3961.46,-275.59000000000003,58.24246747354664,0.0,0.0,1913.2048488735472
COIN,"COIW, CONY",2095.16658854,0.0,0.0,0.0,-165.33,-17.740000000000002,0.0,0.0,0.0,1912.0965885399999
AMZN,"AMZW, AMZY, AZYY",1775.56610859,0.0,0.0,0.0,-240.12,-24.439999999999998,0.0,0.0,0.0,1511.00610859
MSFT,"MSFO, MSFW",597.12502488,1005.976131,0.0,0.0,-227.45,-28.54,4.029838104147715,0.0,0.0,1351.1409939841476
PYPL,PYPY,1294.27550389,0.0,0.0,0.0,-91.03,-11.91,0.0,0.0,0.0,1191.33550389
XYZ,XYZY,1112.99321044,0.0,0.0,0.0,-145.49,-9.73,0.0,0.0,0.0,957.77321044
META,"FBY, FBYY, METW",198.95805113999998,1484.352752,0.0,0.0,-668.9200000000001,-77.94999999999999,13.546529296535125,0.0,0.0,949.9873324365351
CVNA,CVNY,1060.05958389,0.0,0.0,0.0,-140.7,-23.330000000000002,0.0,0.0,0.0,896.02958389
AMD,AMDY,896.15158561,0.0,0.0,0.0,-126.77000000000001,-6.84,0.0,0.0,0.0,762.54158561
PLTR,PLTW,84.56268232,922.230035,0.0,0.0,-299.99,-6.71,4.010985301633557,0.0,0.0,704.1037026216336
IBIT,XBTY,0.0,1581.596991,-0.15,0.0,-865.34,-32.77,15.335166589475705,0.0,0.0,698.6721575894755
RDDT,RDYY,806.40119775,0.0,0.0,0.0,-105.7,-10.620000000000001,0.0,0.0,0.0,690.08119775
AI,AIYY,883.84601372,0.0,0.0,0.0,-176.57999999999998,-20.3,0.0,0.0,0.0,686.9660137200001
SNOW,SNOY,734.35125347,0.0,0.0,0.0,-114.75,-12.7,0.0,0.0,0.0,606.9012534699999
TSLA,"TSLW, TSLY, TSYY",975.26873331,3.595816,0.0,0.0,-349.58,-45.71,0.04492494953592529,0.0,0.0,583.619474259536
RBLX,RBLY,751.03208154,0.0,0.0,0.0,-167.32,-8.18,0.0,0.0,0.0,575.5320815400001
ABNB,ABNY,531.49797475,0.0,0.0,0.0,-99.24000000000001,-11.59,0.0,0.0,0.0,420.66797475000004
QQQ,"JEPQ, QQQX, QYLD, QYLG, TQQY",549.2622957,8.990673,0.0,0.0,-163.08,-29.78,0.163267194931142,0.0,0.0,365.55623589493115
DKNG,DRAY,240.58474975,0.0,0.0,0.0,-38.6,-5.49,0.0,0.0,0.0,196.49474974999998
BABA,BABO,306.03432341,0.0,0.0,0.0,-151.56,-10.63,0.0,0.0,0.0,143.84432341000002
GOOGL,GOOY,270.42614422,0.0,0.0,0.0,-118.94,-13.03,0.0,0.0,0.0,138.45614422000003
NFLX,"NFLW, NFLY",1054.9163103600001,-687.516129,0.0,0.0,-365.13,-22.45,6.514571470078216,0.0,0.0,-13.665247169921656
NVDA,"NVDO, NVDY, NVYY",205.2055377,3.847413,0.0,0.0,-269.72,-23.240000000000002,0.04052458716938225,0.0,0.0,-83.86652471283062
SPY,"JEPI, SPYI, XYLD, XYLG",2.126764219999991,0.0,-0.34,0.0,-64.38,-26.28,0.0,0.0,0.0,-88.87323578000002
SNDX,SNXX,-97.22757425,0.0,0.0,0.0,0.0,-1.15,0.0,0.0,0.0,-98.37757425000001
AAPL,APLY,37.66504405,0.0,0.0,0.0,-116.11,-25.32,0.0,0.0,0.0,-103.76495595
ARM,ARMW,-237.86817473,0.0,0.0,0.0,-140.34,-15.81,0.0,0.0,0.0,-394.01817473
TSM,TSMY,-245.61204713,0.0,0.0,0.0,-138.64,-10.64,0.0,0.0,0.0,-394.89204713
XOM,XOMO,-255.23719707,0.0,0.0,0.0,-163.23,-23.080000000000002,0.0,0.0,0.0,-441.54719707
