underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
MSTR,850.41515257,2572.451584,-0.37,0.0,-2269.64,-188.6,62.45855962892376,0.0,0.0,1026.7152961989236
GDX,-170.39822695000004,1121.859682,0.0,0.0,0.0,-6.24,9.727475553950555,0.0,0.0,954.9489306039504
SLV,950.86998489,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.2899848899999
SOXX,853.50351738,0.0,0.0,0.0,0.0,-1.18,0.0,0.0,0.0,852.3235173799999
CRWV,181.83653027,547.595255,0.0,0.0,0.0,-31.150000000000002,5.003462099006147,0.0,0.0,703.2852473690066
BLSH,0.0,440.526009,0.0,0.0,0.0,-27.05,7.204702732448508,0.0,0.0,420.68071173244846
EWJ,388.67593575,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.27593575000003
TSLA,261.39657538000006,454.1492619999998,0.0,0.0,-347.66999999999996,-113.22,14.415763210221664,0.0,0.0,269.07160059022146
NBIS,-50.607662999999995,312.024649,0.0,0.0,0.0,-15.25,5.190340858187773,0.0,0.0,251.35732685818778
IREN,0.0,255.73158000000012,0.0,0.0,0.0,-29.36,5.2642687764704466,0.0,0.0,231.63584877647077
MRNA,-1.8364713700000124,234.4824299999999,0.0,0.0,0.0,-11.6,6.5021510062017915,0.0,0.0,227.5481096362015
XBI,227.91545575,0.0,0.0,0.0,0.0,-2.5399999999999996,0.0,0.0,0.0,225.37545575
HOOD,1490.68620305,-835.6502559999999,0.0,0.0,-433.28999999999996,-14.9,5.813066014034416,0.0,0.0,212.65901306403407
XRPZ,-1439.7644517400001,1676.0982549999999,0.0,0.0,-11.16,-25.880000000000003,11.808266824108873,0.0,0.0,211.10207008410907
MU,23.55844995,181.551225,0.0,0.0,0.0,-12.540000000000001,4.894392682495765,0.0,0.0,197.46406763249578
INTC,-62.22877602,267.763211,0.0,0.0,0.0,-15.48,5.787732416143422,0.0,0.0,195.8421673961434
COIN,1741.23579132,-1359.1557950000001,0.0,0.0,-165.33,-24.66,3.4093931000254023,0.0,0.0,195.49938942002518
VRT,-261.38572532,449.836272,0.0,0.0,0.0,-14.13,6.196339282511586,0.0,0.0,180.51688596251142
MSFT,631.76421974,-217.44123500000023,0.0,0.0,-183.05,-82.69,23.33153414992289,0.0,0.0,171.91451888992242
NVDA,-174.15738238,533.341458,0.0,0.0,-122.42,-102.34,23.95100391757267,0.0,0.0,158.37507953757262
META,666.85666064,3.676995000000005,0.0,0.0,-449.99,-88.37,21.359269731575473,0.0,0.0,153.53292537157546
XPEV,142.6206787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.6206787
MARA,-80.81654759,1889.6803139999997,-9.29,0.0,-1595.4700000000003,-102.0,32.28097192482248,0.0,0.0,134.38473833482226
TSM,82.82289362,215.433586,0.0,0.0,-138.64,-38.39,9.405706863329558,0.0,0.0,130.63218648332963
NFLX,-795.56098959,1231.0728230000004,0.0,0.0,-264.46000000000004,-63.76,17.345570851654927,0.0,0.0,124.63740426165509
AVGO,0.0,152.75900500000012,0.0,0.0,0.0,-47.43,13.823421677545767,0.0,0.0,119.15242667754586
ABNB,208.2108875,0.0,0.0,0.0,-78.46000000000001,-11.59,0.0,0.0,0.0,118.1608875
RKT,12.0593176,105.56004200000007,0.0,0.0,0.0,-6.74,4.780537567097683,0.0,0.0,115.65989716709782
CMG,567.93314245,-448.81904099999997,0.0,0.0,0.0,-19.26,4.873093540062424,0.0,0.0,104.72719499006246
SNOW,734.35125347,-497.21795699999996,0.0,0.0,-114.75,-31.09,7.002006125489802,0.0,0.0,98.29530259548983
ALAB,4e-07,105.668768,0.0,0.0,0.0,-18.95,6.333594239564064,0.0,0.0,93.05236263956408
LLY,214.68161264999998,-99.782421,0.0,0.0,0.0,-23.38,1.3835121598372966,0.0,0.0,92.9027038098373
APP,-2e-08,101.51757099999998,0.0,0.0,0.0,-14.950000000000001,2.9473783905471165,0.0,0.0,89.51494937054701
BMNR,0.0,88.1522,0.0,0.0,0.0,-8.239999999999998,5.956108327881323,0.0,0.0,85.86830832788132
ISRG,282.58692505,-203.50232799999998,0.0,0.0,0.0,-9.02,1.9723618017550149,0.0,0.0,72.036958851755
CSCO,80.66342065,1.5493960000000015,3.69,0.0,0.0,-21.06,5.520359314623903,0.0,0.0,70.3631759646239
XOM,-259.80667827999997,524.6152920000001,0.0,0.0,-163.23,-38.34,5.9137882813220655,0.0,0.0,69.15240200132209
BE,0.0,69.64606599999996,0.0,0.0,0.0,-3.66,2.354619500410085,0.0,0.0,68.34068550041002
KLAC,0.0,69.17446699999999,11.4,0.0,0.0,-20.29,5.721595170468631,0.0,0.0,66.00606217046857
CRWD,583.2770224999999,-499.774903,0.0,0.0,0.0,-19.79,1.6033204227026059,0.0,0.0,65.31543992270258
DIA,65.0769285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0769285
CORZ,-11.88782572,81.02445899999998,0.0,0.0,0.0,-10.82,4.642684397684243,0.0,0.0,62.95931767768434
CNC,73.47769074999997,0.0,0.0,0.0,0.0,-10.69,0.0,0.0,0.0,62.78769074999991
LITE,0.0,59.60196099999999,0.0,0.0,0.0,-1.51,1.6592045867488052,0.0,0.0,59.75116558674881
CEG,-19.56461841,103.19368199999997,0.0,0.0,0.0,-34.09,7.7853304323818335,0.0,0.0,57.32439402238174
OKLO,0.0,57.531690000000026,0.0,0.0,0.0,-6.46,4.35715624660528,0.0,0.0,55.4288462466053
WULF,0.0,55.143643,0.0,0.0,0.0,-7.08,4.670229990119263,0.0,0.0,52.733872990119266
