ETF,Underlying,Leverage,is_yieldboost,scenario_style,Delta_product_class,Delta,Delta_n_obs,Delta_source,Delta_se,Delta_resid_sigma_annual,Delta_horizon_chosen,Delta_quality,Delta_prior_mu,Delta_prior_tau,Delta_prior_source
STXL,STX,2.0,False,,letf_long,1.999752,42,posterior.nominal_L,0.017849167445598713,0.14976842442444568,1,ok,2.0,240.0,nominal_L
AMA,AMAT,2.0,False,,letf_long,1.996554,36,posterior.nominal_L,0.009206840359356884,0.07671669499786765,1,ok,2.0,240.0,nominal_L
POEL,POET,2.0,False,,letf_long,1.995869,36,posterior.nominal_L,0.027309795442973878,0.5279919963510697,1,ok,2.0,240.0,nominal_L
AMKL,AMKR,2.0,False,,letf_long,1.998845,34,posterior.nominal_L,0.011682847656935351,0.10025846649307041,1,ok,2.0,240.0,nominal_L
AXTU,AXTI,2.0,False,,letf_long,2.010731,34,posterior.nominal_L,0.014216284097565373,0.2639550503136216,1,ok,2.0,240.0,nominal_L
AMPU,AMPX,2.0,False,,letf_long,2.009641,33,posterior.nominal_L,0.039346074470808075,0.36031283208662496,1,ok,2.0,240.0,nominal_L
XNDX,XNDU,2.0,False,,letf_long,1.995668,32,posterior.nominal_L,0.015444651774478745,0.1950974146004785,1,ok,2.0,240.0,nominal_L
ASTY,ASTS,2.0,False,,letf_long,2.0,22,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
ASUP,ASTS,2.0,False,,letf_long,2.0,22,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
LITU,LITE,2.0,False,,letf_long,2.0,22,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
OSSL,OSS,2.0,False,,letf_long,2.0,19,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
BTCU,IBIT,2.0,False,,letf_long,2.0,19,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
EVMU,ETHA,2.0,False,,letf_long,2.0,19,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
UGLD,GLD,2.0,False,,letf_long,2.0,17,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
USLV,SLV,2.0,False,,letf_long,2.0,19,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
MCHU,MCHP,2.0,False,,letf_long,2.0,18,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
NXPX,NXPI,2.0,False,,letf_long,2.0,18,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
ONX,ON,2.0,False,,letf_long,2.0,18,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CBRX,CBRS,2.0,False,,letf_long,2.0,17,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
VELL,VELO,2.0,False,,letf_long,2.0,12,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
SPCU,SPCX,2.0,False,,letf_long,2.0,6,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
SPCM,SPCX,2.0,False,,letf_long,2.0,6,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
SPCL,SPCX,2.0,False,,letf_long,2.0,7,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
LOFF,SPCX,2.0,False,,letf_long,2.0,6,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
SPAX,SPCX,2.0,False,,letf_long,2.0,6,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
INFH,INFQ,2.0,False,,letf_long,2.0,12,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
SPAL,SPCX,2.0,False,,letf_long,2.0,6,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
AALG,AAL,2.0,False,,letf_long,1.994551,239,posterior.nominal_L,0.006341993350986217,0.0696317416632166,1,ok,2.0,240.0,nominal_L
ABNG,ABNB,2.0,False,,letf_long,1.994535,149,posterior.nominal_L,0.007687836458081233,0.038133086912612614,1,ok,2.0,240.0,nominal_L
ADBG,ADBE,2.0,False,,letf_long,2.004673,315,posterior.nominal_L,0.008629349939578111,0.054396499961094004,1,ok,2.0,240.0,nominal_L
AMDG,AMD,2.0,False,,letf_long,1.989497,354,posterior.nominal_L,0.015440606664208222,0.09542624383616063,1,ok,2.0,240.0,nominal_L
ARMG,ARM,2.0,False,,letf_long,1.989342,361,posterior.nominal_L,0.010917705856391973,0.09819217591329808,1,ok,2.0,240.0,nominal_L
ASMG,ASML,2.0,False,,letf_long,1.99499,361,posterior.nominal_L,0.008589026448060486,0.06381689134865394,1,ok,2.0,240.0,nominal_L
AVGG,AVGO,2.0,False,,letf_long,1.995987,276,posterior.nominal_L,0.019691680886847043,0.06181753676041402,1,ok,2.0,240.0,nominal_L
BAIG,BBAI,2.0,False,,letf_long,1.998112,210,posterior.nominal_L,0.012460605219246133,0.16854690459178537,1,ok,2.0,240.0,nominal_L
BEG,BE,2.0,False,,letf_long,1.989313,129,posterior.nominal_L,0.01641985240961795,0.18077680825022477,1,ok,2.0,240.0,nominal_L
BIDG,BIDU,2.0,False,,letf_long,2.001775,127,posterior.nominal_L,0.01211343211775512,0.06085130385225972,1,ok,2.0,240.0,nominal_L
BLSG,BLSH,2.0,False,,letf_long,2.002572,164,posterior.nominal_L,0.009072050408225455,0.1249444102495194,1,ok,2.0,240.0,nominal_L
BMNG,BMNR,2.0,False,,letf_long,2.00522,164,posterior.nominal_L,0.007560291388277088,0.11665459430388728,1,ok,2.0,240.0,nominal_L
BOEG,BA,2.0,False,,letf_long,1.994033,257,posterior.nominal_L,0.008889238399714191,0.06133939070138801,1,ok,2.0,240.0,nominal_L
BULG,BULL,2.0,False,,letf_long,1.989011,218,posterior.nominal_L,0.009987807799921243,0.10798031579428596,1,ok,2.0,240.0,nominal_L
CIFG,CIFR,2.0,False,,letf_long,1.992585,132,posterior.nominal_L,0.010334787843758905,0.14297468397767746,1,ok,2.0,240.0,nominal_L
CMGG,CMG,2.0,False,,letf_long,1.999227,149,posterior.nominal_L,0.008399634283172742,0.058249136791147516,1,ok,2.0,240.0,nominal_L
CNCG,CNC,2.0,False,,letf_long,1.999153,127,posterior.nominal_L,0.02408108682554936,0.08566731349721063,1,ok,2.0,240.0,nominal_L
COIG,COIN,2.0,False,,letf_long,1.996978,319,posterior.nominal_L,0.008777512783177758,0.09195409928537274,1,ok,2.0,240.0,nominal_L
COTG,COST,2.0,False,,letf_long,2.005071,191,posterior.nominal_L,0.00987690072905819,0.062239569479492655,1,ok,2.0,240.0,nominal_L
CRCG,CRCL,2.0,False,,letf_long,1.999018,218,posterior.nominal_L,0.0197796455163761,0.15204276305368747,1,ok,2.0,240.0,nominal_L
CRMG,CRM,2.0,False,,letf_long,1.998323,305,posterior.nominal_L,0.007725458213460843,0.046297658731402645,1,ok,2.0,240.0,nominal_L
CRWG,CRWV,2.0,False,,letf_long,2.000396,218,posterior.nominal_L,0.013638001282931718,0.13192636583251566,1,ok,2.0,240.0,nominal_L
DUOG,DUOL,2.0,False,,letf_long,2.006855,132,posterior.nominal_L,0.01155916089667238,0.07622735606035902,1,ok,2.0,240.0,nominal_L
FIGG,FIG,2.0,False,,letf_long,2.003565,173,posterior.nominal_L,0.010210875973050962,0.11103430594947958,1,ok,2.0,240.0,nominal_L
FUTG,FUTU,2.0,False,,letf_long,2.009722,173,posterior.nominal_L,0.11351622787542104,0.2802228721217961,1,ok,2.0,240.0,nominal_L
GEMG,GEMI,2.0,False,,letf_long,1.999673,157,posterior.nominal_L,0.020061455841086498,0.25916960527429717,1,ok,2.0,240.0,nominal_L
GEVG,GEV,2.0,False,,letf_long,1.997529,129,posterior.nominal_L,0.008855371072693786,0.09353748721945088,1,ok,2.0,240.0,nominal_L
GLGG,GLXY,2.0,False,,letf_long,2.000889,210,posterior.nominal_L,0.013853443253492952,0.13985776639773514,1,ok,2.0,240.0,nominal_L
GRAG,GRAB,2.0,False,,letf_long,1.994705,132,posterior.nominal_L,0.010017098913595413,0.08405508937457856,1,ok,2.0,240.0,nominal_L
HOOG,HOOD,2.0,False,,letf_long,1.996884,315,posterior.nominal_L,0.008560714016341304,0.08595771581193402,1,ok,2.0,240.0,nominal_L
IREG,IREN,2.0,False,,letf_long,1.99552,129,posterior.nominal_L,0.008629565865926548,0.13523956492203631,1,ok,2.0,240.0,nominal_L
KLAG,KLAC,2.0,False,,letf_long,1.9914,127,posterior.nominal_L,0.012786769753170025,0.08758494652735545,1,ok,2.0,240.0,nominal_L
LACG,LAC,2.0,False,,letf_long,1.999465,132,posterior.nominal_L,0.016458997058219824,0.14424011049310956,1,ok,2.0,240.0,nominal_L
LULG,LULU,2.0,False,,letf_long,2.005969,157,posterior.nominal_L,0.012485325105216468,0.08416223102601897,1,ok,2.0,240.0,nominal_L
MPG,MP,2.0,False,,letf_long,1.999756,164,posterior.nominal_L,0.007020482799246353,0.0927265540838817,1,ok,2.0,240.0,nominal_L
NBIG,NBIS,2.0,False,,letf_long,1.989649,164,posterior.nominal_L,0.007655142191151967,0.11353546707428133,1,ok,2.0,240.0,nominal_L
NEMG,NEM,2.0,False,,letf_long,2.002366,149,posterior.nominal_L,0.009242405648768158,0.06594841829424367,1,ok,2.0,240.0,nominal_L
NETG,NET,2.0,False,,letf_long,2.00616,149,posterior.nominal_L,0.04967625695029458,0.1676891127266942,1,ok,2.0,240.0,nominal_L
NIOG,NIO,2.0,False,,letf_long,1.990991,127,posterior.nominal_L,0.012292589991647354,0.11379697501063454,1,ok,2.0,240.0,nominal_L
NUG,NU,2.0,False,,letf_long,2.005522,149,posterior.nominal_L,0.010920525769697004,0.094022796418858,1,ok,2.0,240.0,nominal_L
NVDG,NVDA,2.0,False,,letf_long,1.996452,380,posterior.nominal_L,0.015310696177335143,0.06525798344285766,1,ok,2.0,240.0,nominal_L
OKTG,OKTA,2.0,False,,letf_long,1.993366,149,posterior.nominal_L,0.03306121969561546,0.10072063694470818,1,ok,2.0,240.0,nominal_L
OPEG,OPEN,2.0,False,,letf_long,2.004389,132,posterior.nominal_L,0.011129000878250264,0.11577200343960042,1,ok,2.0,240.0,nominal_L
OSCG,OSCR,2.0,False,,letf_long,1.991787,157,posterior.nominal_L,0.01512998320059719,0.13186028955692367,1,ok,2.0,240.0,nominal_L
PANG,PANW,2.0,False,,letf_long,1.996101,315,posterior.nominal_L,0.006391800438350705,0.048076319193122545,1,ok,2.0,240.0,nominal_L
PBRG,PBR,2.0,False,,letf_long,1.994212,127,posterior.nominal_L,0.007500474348485982,0.08001772980904465,1,ok,2.0,240.0,nominal_L
PLTG,PLTR,2.0,False,,letf_long,1.998982,291,posterior.nominal_L,0.009250305792118512,0.06739679353723739,1,ok,2.0,240.0,nominal_L
PYPG,PYPL,2.0,False,,letf_long,2.003031,305,posterior.nominal_L,0.04366443790857898,0.06960636166458042,1,ok,2.0,240.0,nominal_L
RTXG,RTX,2.0,False,,letf_long,1.99952,262,posterior.nominal_L,0.01107241687236707,0.06799555738619494,1,ok,2.0,240.0,nominal_L
SATG,SATS,2.0,False,,letf_long,2.001886,128,posterior.nominal_L,0.009466480399191412,0.08497035656697077,1,ok,2.0,240.0,nominal_L
SBU,SBUX,2.0,False,,letf_long,1.995147,149,posterior.nominal_L,0.011988501164516156,0.03765791841128751,1,ok,2.0,240.0,nominal_L
SNAG,SNAP,2.0,False,,letf_long,2.005446,127,posterior.nominal_L,0.01937969086404801,0.14009846186287855,1,ok,2.0,240.0,nominal_L
SPOG,SPOT,2.0,False,,letf_long,1.995234,149,posterior.nominal_L,0.010836507054831291,0.0881349596212383,1,ok,2.0,240.0,nominal_L
TERG,TER,2.0,False,,letf_long,1.997315,149,posterior.nominal_L,0.020342814747820074,0.11980153363282063,1,ok,2.0,240.0,nominal_L
TSLG,TSLA,2.0,False,,letf_long,2.000918,380,posterior.nominal_L,0.010198387353656031,0.06202260719090211,1,ok,2.0,240.0,nominal_L
TSMG,TSM,2.0,False,,letf_long,2.000031,361,posterior.nominal_L,0.008036274319076437,0.0662749647096158,1,ok,2.0,240.0,nominal_L
UNHG,UNH,2.0,False,,letf_long,1.990794,232,posterior.nominal_L,0.04431835254650313,0.07163348109937409,1,ok,2.0,240.0,nominal_L
UPSG,UPS,2.0,False,,letf_long,1.998474,132,posterior.nominal_L,0.02043239067560132,0.05999143872881611,1,ok,2.0,240.0,nominal_L
VALG,VALE,2.0,False,,letf_long,1.998716,127,posterior.nominal_L,0.010555093106083045,0.05608610928371825,1,ok,2.0,240.0,nominal_L
XYZG,XYZ,2.0,False,,letf_long,1.992034,305,posterior.nominal_L,0.02191910295056382,0.0825805939661836,1,ok,2.0,240.0,nominal_L
AAOG,AAOI,2.0,False,,letf_long,2.0,29,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
AMAU,AMAT,2.0,False,,letf_long,2.0,28,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CATG,CAT,2.0,False,,letf_long,2.0,29,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CIEG,CIEN,2.0,False,,letf_long,2.0,29,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
COHH,COHR,2.0,False,,letf_long,2.0,29,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
ETNG,ETN,2.0,False,,letf_long,2.0,28,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
HONG,HON,2.0,False,,letf_long,2.0,28,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
SNDG,SNDK,2.0,False,,letf_long,2.0,29,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
STXU,STX,2.0,False,,letf_long,2.0,29,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CBRG,CBRS,2.0,False,,letf_long,2.0,26,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CRMX,CRML,2.0,False,,letf_long,1.99003,111,posterior.nominal_L,0.015384643930056613,0.2439428993199148,1,ok,2.0,240.0,nominal_L
ONG,ON,2.0,False,,letf_long,2.0,15,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
NXPG,NXPI,2.0,False,,letf_long,2.0,15,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
SPCH,SPCX,2.0,False,,letf_long,2.0,6,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
ADIU,ADI,2.0,False,,letf_long,2.0,5,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
APHG,APH,2.0,False,,letf_long,2.0,5,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
AXTL,AXTI,2.0,False,,letf_long,2.0,5,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
FNG,FN,2.0,False,,letf_long,2.0,5,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
KEYG,KEYS,2.0,False,,letf_long,2.0,5,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
MCHG,MCHP,2.0,False,,letf_long,2.0,5,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
TELG,TEL,2.0,False,,letf_long,2.0,5,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
TSEG,TSEM,2.0,False,,letf_long,2.0,5,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CDNG,CDNS,2.0,False,,letf_long,2.0,0,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
FOMG,FORM,2.0,False,,letf_long,2.0,1,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
ENTL,ENTG,2.0,False,,letf_long,2.0,1,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
FPSX,FPS,2.0,False,,letf_long,2.0,1,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
ASTG,ASTS,2.0,False,,letf_long,2.0,0,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
GFSG,GFS,2.0,False,,letf_long,2.0,1,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
HPEL,HPE,2.0,False,,letf_long,2.0,1,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
MTSG,MTSI,2.0,False,,letf_long,2.0,1,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
SMTG,SMTC,2.0,False,,letf_long,2.0,1,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
COIO,COIN,2.0,False,,letf_long,1.655433,215,posterior.nominal_L,0.034223019201807675,0.48861664595814536,1,ok,2.0,240.0,nominal_L
MSOO,MSTR,2.0,False,,letf_long,1.645316,216,posterior.nominal_L,0.052977991495860896,0.4115552924658995,1,ok,2.0,240.0,nominal_L
NVDO,NVDA,2.0,False,,letf_long,1.597868,216,posterior.nominal_L,0.04282207560994064,0.3025887438256779,1,ok,2.0,240.0,nominal_L
PLOO,PLTR,2.0,False,,letf_long,1.648806,217,posterior.nominal_L,0.048045266721855724,0.35773932913697576,1,ok,2.0,240.0,nominal_L
TSLO,TSLA,2.0,False,,letf_long,1.590645,217,posterior.nominal_L,0.03961842166709101,0.2834983097196149,1,ok,2.0,240.0,nominal_L
CRCA,CRCL,2.0,False,,letf_long,1.998559,220,posterior.nominal_L,0.021178927035472955,0.16032036177954306,1,ok,2.0,240.0,nominal_L
NVDB,NVDA,2.0,False,,letf_long,1.992086,197,posterior.nominal_L,0.009790071592445335,0.05613940404579039,1,ok,2.0,240.0,nominal_L
PLTA,PLTR,2.0,False,,letf_long,2.004138,197,posterior.nominal_L,0.00770410301810442,0.055342423088936776,1,ok,2.0,240.0,nominal_L
TSLI,TSLA,2.0,False,,letf_long,1.99657,197,posterior.nominal_L,0.005644213259012114,0.04876310003218785,1,ok,2.0,240.0,nominal_L
COIA,COIN,2.0,False,,letf_long,2.005985,197,posterior.nominal_L,0.008055577841756595,0.08431554190302328,1,ok,2.0,240.0,nominal_L
BITU,IBIT,2.0,False,,letf_long,1.99683,500,posterior.nominal_L,0.008363573899502477,0.04763996951106641,1,ok,2.0,240.0,nominal_L
ETHT,ETHA,2.0,False,,letf_long,2.000243,481,posterior.nominal_L,0.011737344544642437,0.10045725658835107,1,ok,2.0,240.0,nominal_L
UXRP,XRPZ,2.0,False,,letf_long,1.995589,144,posterior.nominal_L,0.027691548330810393,0.15023510021913175,1,ok,2.0,240.0,nominal_L
SOLT,SOEZ,2.0,False,,letf_long,2.002421,138,posterior.nominal_L,0.01292399900415414,0.10695520998074351,1,ok,2.0,240.0,nominal_L
SPCF,SPCX,2.0,False,,letf_long,2.0,6,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
TSLR,TSLA,2.0,False,,letf_long,1.99958,500,posterior.nominal_L,0.00978672502859331,0.06037273985138521,1,ok,2.0,240.0,nominal_L
AAPB,AAPL,2.0,False,,letf_long,2.000914,500,posterior.nominal_L,0.012473065626353317,0.036958748075601115,1,ok,2.0,240.0,nominal_L
AMDL,AMD,2.0,False,,letf_long,1.991213,500,posterior.nominal_L,0.012681519302390944,0.07124917651188428,1,ok,2.0,240.0,nominal_L
AMZZ,AMZN,2.0,False,,letf_long,1.996856,500,posterior.nominal_L,0.007409887693144371,0.04387359506096041,1,ok,2.0,240.0,nominal_L
AVGU,AVGO,2.0,False,,letf_long,2.001251,237,posterior.nominal_L,0.021812203921078042,0.07577543827134668,1,ok,2.0,240.0,nominal_L
BABX,BABA,2.0,False,,letf_long,2.001075,500,posterior.nominal_L,0.005953997548465704,0.035285676054341984,1,ok,2.0,240.0,nominal_L
CONL,COIN,2.0,False,,letf_long,1.994889,500,posterior.nominal_L,0.010863762403179246,0.09325848776321621,1,ok,2.0,240.0,nominal_L
CRWL,CRWD,2.0,False,,letf_long,1.996524,402,posterior.nominal_L,0.007304975907719124,0.06254035010966608,1,ok,2.0,240.0,nominal_L
DLLL,DELL,2.0,False,,letf_long,1.983712,339,posterior.nominal_L,0.032101952812515884,0.11989461716536949,1,ok,2.0,240.0,nominal_L
GOU,GOOGL,2.0,False,,letf_long,1.992695,139,posterior.nominal_L,0.011230123269055129,0.06737307134256479,1,ok,2.0,240.0,nominal_L
INTW,INTC,2.0,False,,letf_long,1.987303,340,posterior.nominal_L,0.012395172707316241,0.0960046126775978,1,ok,2.0,240.0,nominal_L
IONL,IONQ,2.0,False,,letf_long,1.988742,312,posterior.nominal_L,0.012892749519016804,0.13894294751643732,1,ok,2.0,240.0,nominal_L
ISUL,ISRG,2.0,False,,letf_long,1.998239,178,posterior.nominal_L,0.010569774930311878,0.040127691089445826,1,ok,2.0,240.0,nominal_L
LCDL,LCID,2.0,False,,letf_long,1.981991,294,posterior.nominal_L,0.012948527207425694,0.13640161400422163,1,ok,2.0,240.0,nominal_L
MRAL,MARA,2.0,False,,letf_long,1.990313,325,posterior.nominal_L,0.008858475119398072,0.12906883098334151,1,ok,2.0,240.0,nominal_L
FBL,META,2.0,False,,letf_long,2.001223,500,posterior.nominal_L,0.009626201915144442,0.0351883117575438,1,ok,2.0,240.0,nominal_L
MVLL,MRVL,2.0,False,,letf_long,1.988225,325,posterior.nominal_L,0.021195087019841533,0.13534328806602733,1,ok,2.0,240.0,nominal_L
MSFL,MSFT,2.0,False,,letf_long,2.001242,500,posterior.nominal_L,0.009092897821025887,0.033504061902434434,1,ok,2.0,240.0,nominal_L
MSTP,MSTR,2.0,False,,letf_long,2.003763,260,posterior.nominal_L,0.007513403038516427,0.10365976879722497,1,ok,2.0,240.0,nominal_L
MULL,MU,2.0,False,,letf_long,1.992134,402,posterior.nominal_L,0.01185550133272417,0.1030330481648637,1,ok,2.0,240.0,nominal_L
NBIL,NBIS,2.0,False,,letf_long,1.99119,178,posterior.nominal_L,0.007735331821074848,0.11181031827594483,1,ok,2.0,240.0,nominal_L
NOWL,NOW,2.0,False,,letf_long,2.005501,237,posterior.nominal_L,0.022637141177264713,0.10185656614316221,1,ok,2.0,240.0,nominal_L
NVDL,NVDA,2.0,False,,letf_long,1.997165,500,posterior.nominal_L,0.01135842424099157,0.051349698888481864,1,ok,2.0,240.0,nominal_L
PDDL,PDD,2.0,False,,letf_long,2.007501,237,posterior.nominal_L,0.011951266969006055,0.05384699154767229,1,ok,2.0,240.0,nominal_L
PTIR,PLTR,2.0,False,,letf_long,1.995995,451,posterior.nominal_L,0.01009559344152602,0.06556898003636698,1,ok,2.0,240.0,nominal_L
QCML,QCOM,2.0,False,,letf_long,1.999768,306,posterior.nominal_L,0.011488166018782216,0.09421369778145836,1,ok,2.0,240.0,nominal_L
RDTL,RDDT,2.0,False,,letf_long,1.99633,313,posterior.nominal_L,0.007943438622534266,0.08934043996608833,1,ok,2.0,240.0,nominal_L
RVNL,RIVN,2.0,False,,letf_long,1.995352,294,posterior.nominal_L,0.01562514404596357,0.10578426747288588,1,ok,2.0,240.0,nominal_L
SMCL,SMCI,2.0,False,,letf_long,1.99713,379,posterior.nominal_L,0.05836800801393101,0.2432050050517691,1,ok,2.0,240.0,nominal_L
TSMU,TSM,2.0,False,,letf_long,1.99512,402,posterior.nominal_L,0.007248064258885357,0.05796071669575345,1,ok,2.0,240.0,nominal_L
UBRL,UBER,2.0,False,,letf_long,1.995544,451,posterior.nominal_L,0.006830765925571108,0.04661206300986976,1,ok,2.0,240.0,nominal_L
VRTL,VRT,2.0,False,,letf_long,1.996407,313,posterior.nominal_L,0.013394814885660977,0.10343654131051166,1,ok,2.0,240.0,nominal_L
QYLD,QQQ,1.0,False,,covered_call_1x,0.535751,500,posterior.covered_call_default,0.05407302902910948,0.06883880068853734,1,ok,0.55,30.0,covered_call_default
QYLG,QQQ,1.0,False,,covered_call_1x,0.729456,500,posterior.covered_call_default,0.022759107812802187,0.039683309748700185,1,ok,0.55,30.0,covered_call_default
QQQX,QQQ,1.0,False,,covered_call_1x,0.670028,500,posterior.covered_call_default,0.0420746471089046,0.09635701802886686,1,ok,0.55,30.0,covered_call_default
JEPQ,QQQ,1.0,False,,covered_call_1x,0.696669,500,posterior.covered_call_default,0.030391285377213185,0.048442537885522205,1,ok,0.55,30.0,covered_call_default
XYLD,SPY,1.0,False,,covered_call_1x,0.538809,500,posterior.covered_call_default,0.0691723015115144,0.04957417236960805,1,ok,0.55,30.0,covered_call_default
XYLG,SPY,1.0,False,,covered_call_1x,0.74042,500,posterior.covered_call_default,0.02981926056616598,0.03845986052786101,1,ok,0.55,30.0,covered_call_default
JEPI,SPY,1.0,False,,covered_call_1x,0.517589,500,posterior.covered_call_default,0.050716967134671345,0.060976273916648845,1,ok,0.55,30.0,covered_call_default
SPYI,SPY,1.0,False,,covered_call_1x,0.77919,500,posterior.covered_call_default,0.01572878467397048,0.021640525301935012,1,ok,0.55,30.0,covered_call_default
RYLD,IWM,1.0,False,,covered_call_1x,0.480479,500,posterior.covered_call_default,0.05174172678028008,0.06801010939572082,1,ok,0.55,30.0,covered_call_default
AMYY,AMD,1.0,True,income_style,income_yieldboost,0.247181,193,posterior.yieldboost_peer_AMD,0.02022950014084113,0.13859249145994088,1,ok,0.2756131825098343,30.0,yieldboost_peer_AMD
AZYY,AMZN,1.0,True,income_style,income_yieldboost,0.525686,193,posterior.yieldboost_peer_AMZN,0.051032749677373125,0.116620208753202,1,ok,0.5731704313651879,30.0,yieldboost_peer_AMZN
BBYY,BABA,1.0,True,income_style,income_yieldboost,0.518681,167,posterior.yieldboost_peer_BABA,0.03282781247855526,0.1134405227990369,1,ok,0.549452952436363,30.0,yieldboost_peer_BABA
BIOY,XBI,1.0,True,income_style,income_yieldboost,0.409995,34,posterior.yieldboost_peer_XBI,0.05503867428775893,0.09419604039678253,1,ok,0.42391528657309047,30.0,yieldboost_peer_XBI
COYY,COIN,1.0,True,income_style,income_yieldboost,0.37663,227,posterior.yieldboost_peer_COIN,0.024026841851988265,0.1733867616727811,1,ok,0.43789515097076875,30.0,yieldboost_peer_COIN
CRY,CRCL,1.0,True,income_style,income_yieldboost,0.217168,39,posterior.yieldboost_peer_CRCL,0.028921869561262446,0.15312643622653913,1,ok,0.21791602641791644,30.0,yieldboost_peer_CRCL
CWY,CRWV,1.0,True,income_style,income_yieldboost,0.218174,48,posterior.yieldboost_peer_CRWV,0.02648589272480758,0.11132733890928521,1,ok,0.21179408359631974,30.0,yieldboost_peer_CRWV
HMYY,HIMS,1.0,True,income_style,income_yieldboost,0.233996,139,posterior.yieldboost_peer_HIMS,0.019700349892318378,0.18150766042719083,1,ok,0.26202118220292686,30.0,yieldboost_peer_HIMS
HOYY,HOOD,1.0,True,income_style,income_yieldboost,0.343226,183,posterior.yieldboost_peer_HOOD,0.038660644361737176,0.20215359744123665,1,ok,0.4081221334585417,30.0,yieldboost_peer_HOOD
IOYY,IONQ,1.0,True,income_style,income_yieldboost,0.234566,158,posterior.yieldboost_peer_IONQ,0.02624175233634826,0.1820640191513511,1,ok,0.2765594467584589,30.0,yieldboost_peer_IONQ
MAAY,MARA,1.0,True,income_style,income_yieldboost,0.272851,158,posterior.yieldboost_peer_MARA,0.01677848002212309,0.14489447971459354,1,ok,0.29593507942209346,30.0,yieldboost_peer_MARA
FBYY,META,1.0,True,income_style,income_yieldboost,0.485315,167,posterior.yieldboost_peer_META,0.04082485382539057,0.12767846423859583,1,ok,0.5255528139953202,30.0,yieldboost_peer_META
FINY,XLF,1.0,True,income_style,income_yieldboost,0.259845,34,posterior.yieldboost_peer_XLF,0.034212299028066086,0.03189959227319188,1,ok,0.26419338173831647,30.0,yieldboost_peer_XLF
FIYY,TLT,1.0,True,income_style,income_yieldboost,0.224814,34,posterior.yieldboost_peer_TLT,0.15303409516824099,0.0488102695183897,1,ok,0.3508617139444722,30.0,yieldboost_peer_TLT
