ETF,Underlying,sleeve,strategy_tag,Delta,borrow_current,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,gross_target_usd,long_usd,short_usd
AAPU,AAPL,,ETF_LS,1.998585,0.082962,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
AMUU,AMD,core_leveraged,ETF_LS,1.988034,0.042751,4112.746916014281,2736.3412539588016,-1376.4056620554788,2736.3412539588016,-1376.4056620554788,haircut,haircut,0.0,1.0,4112.746916014281,2736.3412539588016,-1376.4056620554788
AMZU,AMZN,core_leveraged,ETF_LS,1.997845,0.057979,228.72092605558694,152.42581204682833,-76.2951140087586,152.42581204682833,-76.2951140087586,haircut,haircut,0.0,1.0,228.72092605558694,152.42581204682833,-76.2951140087586
ASMU,ASML,core_leveraged,ETF_LS,1.99603,0.086354,630.049303385016,419.75457890461496,-210.29472448040107,419.75457890461496,-210.29472448040107,haircut,haircut,0.0,1.0,630.049303385016,419.75457890461496,-210.29472448040107
AVL,AVGO,core_leveraged,ETF_LS,1.995988,0.034636,1689.8574807911787,1125.8173441847641,-564.0401366064145,1125.8173441847641,-564.0401366064145,haircut,haircut,0.0,1.0,1689.8574807911787,1125.8173441847641,-564.0401366064145
BOEU,BA,core_leveraged,ETF_LS,1.99375,0.0533089999999999,444.9594519923428,296.3299899489715,-148.62946204337132,296.3299899489715,-148.62946204337132,haircut,haircut,0.0,1.0,444.9594519923428,296.3299899489715,-148.62946204337132
BABU,BABA,core_leveraged,ETF_LS,2.008258,0.139986,585.4650596280336,390.8457618058277,-194.61929782220597,390.8457618058277,-194.61929782220597,haircut,haircut,0.0,1.0,585.4650596280336,390.8457618058277,-194.61929782220597
CONX,COIN,core_leveraged,ETF_LS,2.003028,0.13934,8923.74138588955,5952.16023982979,-2971.5811460597606,5952.16023982979,-2971.5811460597606,haircut,haircut,0.0,1.0,8923.74138588955,5952.16023982979,-2971.5811460597606
CSCL,CSCO,,ETF_LS,1.998423,0.164598,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
GGLL,GOOGL,core_leveraged,ETF_LS,1.998296,0.039345,252.67921643916006,168.40494317222442,-84.27427326693564,168.40494317222442,-84.27427326693564,haircut,haircut,0.0,1.0,252.67921643916006,168.40494317222442,-84.27427326693564
