date,plan_date,n_pairs,turnover_step,turnover_usd,txn_cost_usd,target_planned_gross_usd,target_tradeable_gross_usd,raw_plan_stock_gross_usd,blended_stock_structural_gross_usd,target_blend_alpha,deployed_gross_usd,confirmed_desired_gross_usd,turnover_reference_gross_usd,deployed_desired_gross_ratio,untradeable_plan_gross_usd,blocked_pairs,n_added,n_exited,n_resize_candidates,n_resized,turnover_budget_usd,turnover_used_usd,n_deferred_pace,turnover_pace_mode,target_confirmed_today,persistent_target_pairs,n_hedge_repairs,hedge_repair_turnover_usd,hedge_reserve_usd,reserve_committed_usd,unused_reserve_to_tracking_usd,tracking_budget_usd,max_request_age,equity
2026-03-02,2026-02-28,23,2.04,2142000.0,4835.370606839074,2257500.0,2257500.0,,,,2142000.0,2257500.0,0.0,0.9488372093023256,0.0,1,25,0,0,0,0.0,2142000.0,0,legacy,True,0,0,0.0,0.0,0.0,0.0,,0,1045164.6293931609
2026-03-06,2026-03-05,14,0.9458637115299832,993066.5503049529,2280.305107233924,2250838.1495140996,2233555.661260803,,,,914714.2552620617,2233555.661260803,1907780.8055670152,0.4095327782186191,17282.488253296353,3,115,10,13,0,286167.1208350523,993066.5503049529,128,legacy,True,0,0,0.0,0.0,0.0,0.0,286167.1208350523,0,1044621.1597830451
2026-03-13,2026-03-12,15,0.13867254674824542,145209.3518161236,317.0583151770457,2251265.279003719,2199821.8042368013,,,,968428.7043692686,2199821.8042368013,968062.345440824,0.4402305234469898,51443.47476691753,1,116,1,13,5,145209.3518161236,145209.3518161236,120,legacy,True,0,0,0.0,0.0,0.0,0.0,145209.3518161236,0,1046783.0714539944
2026-03-20,2026-03-18,14,0.17067576517921582,178999.93791572715,479.6210890483174,2251686.0427004998,2210319.00629458,,,,767910.160801193,2210319.00629458,946910.09871692,0.3474205119778307,41367.036405919585,2,119,1,14,0,142036.51480753798,178999.93791572715,131,legacy,True,0,0,0.0,0.0,0.0,0.0,142036.51480753798,0,1046816.2127251376
2026-03-27,2026-03-26,15,0.10082142630199291,105618.74264035937,255.69316775617798,2251160.003219869,2204372.302624665,,,,779179.9691182866,2204372.302624665,704124.9509357292,0.35347022287956786,46787.70059520379,1,153,0,14,2,105618.74264035937,105618.74264035937,164,legacy,True,0,0,0.0,0.0,0.0,0.0,105618.74264035937,0,1046795.471120555
2026-04-06,2026-04-04,18,0.057918495890581845,60918.03621022951,128.53388959966466,2262263.697491591,2195455.6663654055,,,,873158.5190132897,2195455.6663654055,812240.4828030602,0.39771175177443263,66808.03112618532,0,186,2,13,0,121836.07242045902,60918.03621022951,2,legacy,True,0,0,0.0,0.0,0.0,0.0,121836.07242045902,0,1052087.139362303
2026-04-10,2026-04-09,19,0.13038235995813416,137500.14440610143,313.5275874397398,2269305.3016800173,2219113.5353519777,,,,962131.7007725558,2219113.5353519777,916667.6293740096,0.4335657844653497,50191.76632803958,0,200,3,15,3,137500.14440610143,137500.14440610143,207,legacy,True,0,0,0.0,0.0,0.0,0.0,137500.14440610143,0,1055177.3104032662
2026-04-13,2026-04-11,19,0.09149036308525711,96538.55524811987,209.4748507153378,2270960.6964720082,2213209.5776472185,,,,1000368.4766896617,2213209.5776472185,992295.4941800166,0.45199898228938473,57751.118824789766,0,200,2,17,2,148844.32412700247,96538.55524811987,1,legacy,True,0,0,0.0,0.0,0.0,0.0,148844.32412700247,0,1056051.3142060325
2026-04-17,2026-04-16,21,0.1644250714086898,174684.26351403954,393.04640230241944,2295567.786091656,2220240.929314798,,,,1263740.236684717,2220240.929314798,1164561.7567602636,0.5691905864805075,75326.85677685775,0,197,1,18,2,174684.26351403954,174684.26351403954,207,legacy,True,0,0,0.0,0.0,0.0,0.0,174684.26351403954,0,1067312.9006170724
2026-04-20,2026-04-18,27,0.06588669454734837,70321.71906940143,150.19254184398483,4258021.095652067,4159859.1213483503,,,,1323397.6141333776,4159859.1213483503,1253075.895063976,0.3181352001421673,98161.9743037168,1,233,2,19,0,187961.3842595964,70321.71906940143,0,legacy,True,0,0,0.0,0.0,0.0,0.0,187961.3842595964,0,1067023.0143884986
