date,plan_date,n_pairs,turnover_step,turnover_usd,txn_cost_usd,target_planned_gross_usd,target_tradeable_gross_usd,raw_plan_stock_gross_usd,blended_stock_structural_gross_usd,target_blend_alpha,deployed_gross_usd,confirmed_desired_gross_usd,turnover_reference_gross_usd,deployed_desired_gross_ratio,untradeable_plan_gross_usd,blocked_pairs,n_added,n_exited,n_resize_candidates,n_resized,turnover_budget_usd,turnover_used_usd,n_deferred_pace,turnover_pace_mode,target_confirmed_today,persistent_target_pairs,n_hedge_repairs,hedge_repair_turnover_usd,hedge_reserve_usd,reserve_committed_usd,unused_reserve_to_tracking_usd,tracking_budget_usd,max_request_age,equity
2026-04-24,2026-04-23,28,0.18162686230643982,196269.1254564394,455.3203020648026,4142450.7585687116,4039042.623329773,,,,1308460.8363762626,4039042.623329773,1308460.8363762626,0.323953213273489,103408.1352389385,3,221,10,17,3,196269.1254564394,196269.1254564394,231,legacy,True,0,0,0.0,0.0,0.0,0.0,196269.1254564394,0,1067186.6277826547
2026-04-27,2026-04-26,32,0.06511499924224994,69489.85645940683,150.18895225562918,4278863.152147761,4251591.258128367,,,,1336741.7091350642,4251591.258128367,1293801.9371585194,0.314409741665412,27271.89401939325,1,214,5,22,1,194070.2905737779,69489.85645940683,0,legacy,True,0,0,0.0,0.0,0.0,0.0,194070.2905737779,0,1069565.5990846846
2026-05-01,2026-04-30,33,0.18732099168149818,199534.01467069366,451.62999196589857,4167338.6849719286,4065726.4756267876,,,,1529760.7791419846,4065726.4756267876,1330226.764471291,0.3762576721067177,101612.20934514096,22,236,13,19,1,199534.01467069366,199534.01467069366,231,legacy,True,0,0,0.0,0.0,0.0,0.0,199534.01467069366,0,1073604.7321142014
2026-05-08,2026-05-07,34,0.2313170955393971,248148.20840124215,554.2410755542478,4148676.5342406384,4094758.996141636,,,,1902469.5977428565,4094758.996141636,1654321.3893416142,0.46461088419013047,53917.53809900256,1,212,13,20,1,248148.20840124213,248148.20840124215,229,legacy,True,0,0,0.0,0.0,0.0,0.0,248148.20840124213,0,1068692.2883679094
2026-05-11,2026-05-09,33,0.04288255423687399,45828.255018465854,104.25892816317564,4124619.8228149842,4124619.8228149842,,,,1941712.6152757383,4124619.8228149842,1987540.870294204,0.4707615971138285,0.0,3,213,13,21,1,298131.1305441306,45828.255018465854,0,legacy,True,0,0,0.0,0.0,0.0,0.0,298131.1305441306,0,1062942.087158173
2026-05-13,2026-05-12,33,0.002913370291182078,3119.1211472436808,6.299562993752694,4247478.465378124,4247478.465378125,,,,1871812.6218703357,4247478.465378125,1874931.7430175794,0.44068796042823505,0.0,1,219,3,30,1,281239.7614526369,3119.1211472436808,0,legacy,True,0,0,0.0,0.0,0.0,0.0,281239.7614526369,0,1064524.644140797
2026-05-15,2026-05-14,34,0.2569008325408709,273836.2477266534,602.9638494144291,4277219.072286636,4235266.930979977,,,,1946692.6753597176,4235266.930979977,1825574.9848443563,0.459638721026087,41952.141306658275,0,217,6,27,3,273836.2477266534,273836.2477266534,232,legacy,True,0,0,0.0,0.0,0.0,0.0,273836.2477266534,0,1071381.7660469858
2026-05-18,2026-05-16,34,0.010094193894243417,10814.735281235213,23.790070850735212,4313425.303069638,4313425.303069638,,,,1855438.95259334,4313425.303069638,1862247.851600266,0.4301544184091751,0.0,51,211,6,27,1,279337.1777400399,10814.735281235213,0,legacy,True,0,0,0.0,0.0,0.0,0.0,279337.1777400399,0,1081035.18312956
2026-05-19,2026-05-18,34,0.005536564497908779,5985.2210159054375,14.244118391282262,4308156.4555022335,4308156.455502233,,,,1804971.52279899,4308156.455502233,1806471.0905986745,0.41896610335349843,9.313225746154785e-10,22,206,5,29,1,270970.6635898012,5985.2210159054375,0,legacy,True,0,0,0.0,0.0,0.0,0.0,270970.6635898012,0,1079724.215907231
2026-05-22,2026-05-21,36,0.2736108477706096,295465.46397905535,637.0994970000961,4300413.475585417,4258483.86064849,,,,1969769.759860369,4258483.86064849,1969769.759860369,0.46255189037170824,41929.61493692733,102,217,3,30,5,295465.46397905535,295465.46397905535,153,legacy,True,0,0,0.0,0.0,0.0,0.0,295465.46397905535,0,1077160.7640582423
2026-05-26,2026-05-25,37,0.017678218277899206,19042.283107410294,42.195477495478144,4308139.619054707,4308139.619054707,,,,1976970.733295673,4308139.619054707,1972897.733117729,0.45889198310835166,0.0,270,201,6,29,4,295934.65996765933,19042.283107410294,0,legacy,True,0,0,0.0,0.0,0.0,0.0,295934.65996765933,0,1079692.0448870927
2026-05-27,2026-05-26,37,0.008897692119100688,9606.76739884759,24.022395489450474,4306603.832968737,4306603.832968737,,,,1991016.8368340111,4306603.832968737,1981410.0694351634,0.4623171561758243,0.0,35,208,5,31,3,297211.5104152745,9606.76739884759,0,legacy,True,0,0,0.0,0.0,0.0,0.0,297211.5104152745,0,1079325.3091756226
2026-05-29,2026-05-28,40,0.283672429863439,305074.47368167515,663.7450531312796,4319171.732323165,4280060.759934312,,,,2096657.0797185095,4280060.759934312,2033829.824544501,0.48986619520576336,39110.97238885332,116,204,7,30,7,305074.47368167515,305074.47368167515,137,legacy,True,0,0,0.0,0.0,0.0,0.0,305074.47368167515,0,1081835.4359802434
2026-06-02,2026-06-01,38,0.022276655583059506,24132.190697318176,52.83939979405325,4313381.598931512,4313381.598931511,,,,2169447.5371880983,4313381.598931511,2185421.0683262385,0.5029574795157244,9.313225746154785e-10,45,211,6,32,3,327813.16024893575,24132.190697318176,0,legacy,True,0,0,0.0,0.0,0.0,0.0,327813.16024893575,0,1080995.1803825398
2026-06-05,2026-06-04,38,0.25811774449548835,279283.66683663544,647.4384313205195,4380787.989717233,4316419.4413367,,,,1992343.3717010785,4316419.4413367,1861891.1122442363,0.46157316238110857,64368.54838053323,75,213,6,32,1,279283.66683663544,279283.66683663544,179,legacy,True,0,0,0.0,0.0,0.0,0.0,279283.66683663544,0,1097294.4136281363
2026-06-08,2026-06-06,38,0.0006327481380488614,694.3109971146205,1.407726463947821,4357919.283242044,4357919.283242043,,,,2015026.910753029,4357919.283242043,2014332.5997559144,0.4623827977956407,9.313225746154785e-10,50,207,4,33,1,302149.88996338716,694.3109971146205,0,legacy,True,0,0,0.0,0.0,0.0,0.0,302149.88996338716,0,1092208.93895074
2026-06-10,2026-06-09,38,0.0016127793794497626,1755.0796522975952,4.78459469137325,4360612.8477581935,4360612.8477581935,,,,1900327.3776555257,4360612.8477581935,1898572.298003228,0.4357936473614003,0.0,76,217,4,34,1,284785.8447004842,1755.0796522975952,0,legacy,True,0,0,0.0,0.0,0.0,0.0,284785.8447004842,0,1092880.6409086152
2026-06-11,2026-06-10,38,0.002604969002241963,2846.9201927172726,6.362580045140209,4337089.81498038,4337089.81498038,,,,1943903.7953124002,4337089.81498038,1946750.7155051173,0.44820464372172425,0.0,41,217,4,33,1,292012.6073257676,2846.9201927172726,0,legacy,True,0,0,0.0,0.0,0.0,0.0,292012.6073257676,0,1086983.5659864661
2026-06-12,2026-06-11,39,0.2679216789375086,291226.4619765742,672.3917767973713,4351660.811579641,4328231.967729539,,,,2232736.2084870692,4328231.967729539,1941509.746510495,0.515854100504298,23428.843850102276,36,217,2,36,2,291226.4619765742,291226.4619765742,207,legacy,True,0,0,0.0,0.0,0.0,0.0,291226.4619765742,0,1089969.4156366466
2026-06-16,2026-06-14,41,0.032103728546992026,35005.1799650924,81.55009374646775,4407134.493774431,4407134.493774431,,,,2315168.0504145557,4407134.493774431,2280162.870449463,0.5253227587415334,0.0,45,214,2,36,0,342024.43056741945,35005.1799650924,0,legacy,True,0,0,0.0,0.0,0.0,0.0,342024.43056741945,0,1104463.435814632
2026-06-18,2026-06-17,40,0.013145951382179603,14461.60243012464,35.44558692069627,4365458.910489815,4365458.910489815,,,,2319675.0413797954,4365458.910489815,2334136.6438099197,0.5313702611667743,0.0,50,216,3,38,1,350120.4965714879,14461.60243012464,0,legacy,True,0,0,0.0,0.0,0.0,0.0,350120.4965714879,0,1094064.531979449
2026-06-22,2026-06-20,40,0.0014599393910185434,1597.2679065530647,3.2928378665250433,4388287.928266266,4388287.928266266,,,,2341738.714517668,4388287.928266266,2343335.982424221,0.5336337890305313,0.0,54,217,3,37,1,351500.39736363315,1597.2679065530647,0,legacy,True,0,0,0.0,0.0,0.0,0.0,351500.39736363315,0,1099818.243068466
2026-06-23,2026-06-22,39,0.0160124926158049,17610.83149586133,36.154327867464254,4398964.2166332,4398964.216633201,,,,2230653.123379339,4398964.216633201,2243917.0552157653,0.5070859896847708,0.0,21,219,3,37,3,336587.5582823648,17610.83149586133,0,legacy,True,0,0,0.0,0.0,0.0,0.0,336587.5582823648,0,1102461.143073937
2026-06-24,2026-06-23,41,0.005370668074667891,5920.952864669063,14.90325883245819,4382507.499635167,4382507.499635167,,,,2164268.7288490203,4382507.499635167,2158347.7759843515,0.4938425613713588,0.0,47,222,1,38,0,323752.1663976527,5920.952864669063,0,legacy,True,0,0,0.0,0.0,0.0,0.0,323752.1663976527,0,1098357.9036672749
2026-06-26,2026-06-25,42,0.2953954119367148,320005.7923941194,703.0591851111592,4367422.048266735,4347617.315963457,,,,2195897.083897399,4347617.315963457,2133371.9492941294,0.5050805819165745,19804.73230327759,40,226,10,31,6,320005.7923941194,320005.7923941194,209,legacy,True,0,0,0.0,0.0,0.0,0.0,320005.7923941194,0,1091152.4528815725
2026-06-29,2026-06-27,42,0.001348496145739688,1471.414877125207,3.010166209861519,4391351.2251467295,4390485.398938399,,,,2236807.862727807,4390485.398938399,2235336.4478506814,0.5094670997581857,865.8262083306909,57,202,11,31,1,335300.4671776022,1471.414877125207,0,legacy,True,0,0,0.0,0.0,0.0,0.0,335300.4671776022,0,1097834.7961204725
2026-06-30,2026-06-29,42,0.0023600040810802998,2590.8945991962737,6.829931195836803,4361495.122641361,4358114.243665363,,,,2264761.003492318,4358114.243665363,2264043.985858574,0.5196653591135684,3380.8789759986103,57,203,10,32,1,339606.5978787861,2590.8945991962737,0,legacy,True,0,0,0.0,0.0,0.0,0.0,339606.5978787861,0,1090366.9507291445
2026-07-01,2026-06-30,43,0.053438702396121834,58267.794982581596,130.9115162571541,4464945.193217227,4463876.007543819,,,,2223930.2312536794,4463876.007543819,2196786.716789022,0.4982060943214603,1069.1856734082103,47,222,7,34,2,329518.0075183533,58267.794982581596,0,legacy,True,0,0,0.0,0.0,0.0,0.0,329518.0075183533,0,1116105.3867880497
2026-07-06,2026-07-05,43,0.012401004598650813,13837.507646433722,28.283385594172586,4463546.041353012,4463546.041353013,,,,2211849.416802817,4463546.041353013,2198011.9091563835,0.49553637316852894,0.0,48,228,6,37,3,329701.7863734575,13837.507646433722,0,legacy,True,0,0,0.0,0.0,0.0,0.0,329701.7863734575,0,1115858.226952659
2026-07-08,2026-07-07,43,0.0033794348647219817,3801.3972356105314,7.783447502669221,4436968.275496755,4434050.788640514,,,,2151121.3233896797,4434050.788640514,2147646.827221863,0.4851368254284738,2917.486856240779,47,233,4,39,1,322147.0240832794,3801.3972356105314,0,legacy,True,0,0,0.0,0.0,0.0,0.0,322147.0240832794,0,1109234.2854266858
2026-07-10,2026-07-09,45,0.2874819141603411,319633.8659942968,737.1111260846524,4480477.010580397,4394434.658527719,,,,2235726.2960715685,4394434.658527719,2130892.4399619787,0.5087631219485719,86042.35205267835,36,231,3,39,4,319633.8659942968,319633.8659942968,241,legacy,True,0,0,0.0,0.0,0.0,0.0,319633.8659942968,0,1119382.1415190147
