underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
BABA,-8755.574047319998,0.8232259376330717,0.17677406236692828,0.0,25811.1,0.057768986910978995,0.942231013089021,0.0,0.057768986910978995,0.942231013089021,0.0,0.0,0.0,0.0,0.7654569507220927,0.7654569507220927,0.0,0.7654569507220927
SVIX,-287.0204339886983,0.3506066222966914,0.0,0.6493933777033086,-5289.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3506066222966914,0.0,0.6493933777033086,0.6493933777033086
SMCI,4123.10115606,0.7935265621789298,0.20647343782107028,0.0,32652.9,0.21501246621770193,0.7830643486397838,0.0,0.21501246621770193,0.7830643486397838,0.0,0.0,0.0,0.0,0.5785140959612278,0.5765909108187135,0.0,0.5785140959612278
IBIT,-11436.171028329998,0.6159856055991506,0.3840143944008495,0.0,36368.02,0.06602339137544723,0.9339766086245527,0.0,0.06602339137544723,0.9339766086245527,0.0,0.0,0.0,0.0,0.5499622142237034,0.5499622142237032,0.0,0.5499622142237034
HIMS,5172.95432917,0.03427031132632647,0.9657296886736736,0.0,20253.37,0.5354296239687519,0.442660690428309,0.0,0.5354296239687519,0.442660690428309,0.0,0.0,0.0,0.0,0.5011593126424254,0.5230689982453646,0.0,0.5230689982453646
AMD,45296.503113000006,0.6943268747636425,0.28672612188633056,0.01894700335002677,33316.94,0.2514468826707316,0.7485531173292683,0.0,0.2514468826707316,0.7485531173292683,0.0,0.0,0.0,0.0,0.4428799920929109,0.46182699544293776,0.01894700335002677,0.46182699544293776
HOOD,8570.42861922,0.09951859911495552,0.9004814008850445,0.0,47045.25,0.3514032469225267,0.5965263008350471,0.0,0.3514032469225267,0.5965263008350471,0.0,0.0,0.0,0.0,0.2518846478075712,0.3039551000499974,0.0,0.3039551000499974
META,-2961.0367381999995,0.2766386321571303,0.7233613678428698,0.0,31747.100000000002,0.04285281802306352,0.9113025366222424,0.0,0.04285281802306352,0.9113025366222424,0.0,0.0,0.0,0.0,0.2337858141340668,0.1879411687793726,0.0,0.2337858141340668
CRCL,-5558.999317720001,0.5700334750899921,0.2005929791107641,0.22937354579924382,21100.49,0.767463955316489,0.23253604468351108,0.0,0.767463955316489,0.23253604468351105,0.0,0.0,2.7755575615628914e-17,0.0,0.1974304802264969,0.031943065572746954,0.22937354579924382,0.22937354579924382
QBTS,7161.699236660001,0.7122800228776843,0.27367166757491634,0.014048309547399376,7579.830000000001,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.21228002287768433,0.22632833242508366,0.014048309547399376,0.22632833242508366
