symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,15287.912063424,15287.912063424,1
DUST,flow_program,13501.610956800001,13501.610956800001,1
FAZ,flow_program,10140.9924892,10140.9924892,1
ZSL,flow_program,9391.863031199999,9391.863031199999,1
SDS,flow_program,9166.63968072,9166.63968072,1
LABD,flow_program,8886.584054250001,8886.584054250001,1
TSLQ,flow_program,7804.425823700001,7804.425823700001,1
SQQQ,flow_program,7081.935432879999,7081.935432879999,1
NVDQ,flow_program,5317.3695431999995,5317.3695431999995,1
SOXS,flow_program,2486.54990276,2486.54990276,1
EWV,flow_program,1985.82147192,1985.82147192,1
TSYY,flow_program,-56.46156945,56.46156945,1
NVYY,flow_program,-70.95086094800001,70.95086094800001,1
TQQY,flow_program,-351.3713904864,351.3713904864,1
