symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,4578.386184,0.0,0.0,0.0,-206.5,20.588736299099097,0.0,0.0,4392.474920299099
SOXS,DIREX DAI SEMI BE 3X ETF-USD,0.0,2511.617821,0.0,0.0,-25.53,-55.49,2.2324768837558504,0.0,0.0,2432.8302978837555
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1737.823862,0.0,0.0,0.0,-145.4,7.185924772262247,0.0,0.0,1599.6097867722622
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1541.128082,0.0,0.0,-29.37,-25.81,6.3672942183984675,0.0,0.0,1492.3153762183986
SDS,PROSHARES ULTRASHORT S&P500,0.0,800.119892,0.0,0.0,-26.99,-57.62,12.416579464727121,0.0,0.0,727.9264714647271
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,739.580642,0.0,0.0,0.0,-59.2,10.479150227261128,0.0,0.0,690.8597922272611
LABD,DIRE DLY SP BT BE 3X ETF-USD,0.0,663.022916,0.0,0.0,-15.54,-95.16,7.983022345729095,0.0,0.0,560.3059383457291
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
FAZ,DIREX DLY FIN BEA 3X ETF-USD,0.0,90.855122,0.0,0.0,-26.13,-69.42,9.128797892131471,0.0,0.0,4.433919892131469
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,15.911186,0.0,0.0,-13.85,-1.02,0.31490973208777506,0.0,0.0,1.356095732087776
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,-18.941611,0.0,0.0,-132.21,-28.57,1.3379823251144005,0.0,0.0,-18.499113724885593
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,5.275803,0.0,0.0,-160.67000000000002,-7.62,0.3819341654384209,0.0,0.0,-58.20840057456159
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,82.757875,0.0,0.0,-1.46,-11.12,2.6822709298444227,0.0,0.0,-306.81908329015556
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-983.337632,0.0,0.0,0.0,-426.40999999999997,12.587334112780882,0.0,0.0,-1397.1602978872193
DUST,DIR DLY GOL MN IDX BR 2X ETF,-3.4059583,-2146.495048,0.0,0.0,-90.65,-192.76,18.313867202371565,0.0,0.0,-2414.997139097629
