run_date,underlying,plan_b4_usd,plan_b4_qty,ledger_qty_b4,ibkr_qty,orphan_qty,orphan_frac,ledger_missing_b4,plan_exposure_active
2026-05-21,AMD,0.0,0.0,0.0,161.0,76.0,0.4720496894409938,False,False
2026-05-21,ASTS,-14828.829606512903,-165.53728071570555,0.0,112.0,9.0,0.08035714285714286,True,True
2026-05-21,AUR,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,AXON,0.0,0.0,1.0,1.0,0.0,0.0,False,False
2026-05-21,BE,-13668.25171438277,-48.41575471780231,0.0,135.0,17.0,0.1259259259259259,True,True
2026-05-21,BKNG,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,BLSH,0.0,0.0,0.0,129.0,18.0,0.13953488372093023,False,False
2026-05-21,BMNR,0.0,0.0,0.0,982.0,268.0,0.2729124236252546,False,False
2026-05-21,CELH,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,CLSK,0.0,0.0,96.26582278481015,130.0,-2.842170943040401e-14,2.1862853408003084e-16,False,False
2026-05-21,COIN,-605.5257696474903,-3.1654857527706115,0.0,306.0,2.0,0.006535947712418301,True,True
2026-05-21,CRCL,-4128.122814330503,-36.98371989186977,10.092049024903416,245.0,5.684341886080802e-14,2.320139545339103e-16,False,True
2026-05-21,CRWV,-10634.081073922249,-104.99685104583578,0.0,324.0,50.0,0.15432098765432098,True,True
2026-05-21,DASH,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,DIA,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,DKNG,0.0,0.0,0.0,49.0,15.0,0.30612244897959184,False,False
2026-05-21,HOOD,0.0,0.0,0.0,373.0,122.0,0.32707774798927614,False,False
2026-05-21,IBIT,0.0,0.0,0.0,1594.0,676.0,0.424090338770389,False,False
2026-05-21,IONQ,0.0,0.0,0.0,1029.0,279.0,0.27113702623906705,False,False
2026-05-21,IREN,-14940.236024999998,-283.442155663062,68.13846756093994,822.0,203.0,0.24695863746958638,False,True
2026-05-21,IWM,0.0,0.0,0.0,4.0,0.0,0.0,False,False
2026-05-21,KEEL,0.0,0.0,0.0,4528.0,0.0,0.0,False,False
2026-05-21,LITE,0.0,0.0,0.0,22.0,5.0,0.22727272727272727,False,False
2026-05-21,LYFT,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,MSTR,-5351.060170787656,-32.272240340073914,0.0,332.0,3.000000000000057,0.009036144578313424,True,True
2026-05-21,NBIS,-15126.150599999995,-78.85596183922425,0.0,181.0,32.0,0.17679558011049723,True,True
2026-05-21,NEM,0.0,0.0,0.0,14.0,0.0,0.0,False,False
2026-05-21,NET,0.0,0.0,0.0,5.0,0.0,0.0,False,False
2026-05-21,NVDA,0.0,0.0,0.0,4.0,2.0000000000000213,0.5000000000000053,False,False
2026-05-21,OKLO,0.0,0.0,0.0,295.0,69.0,0.23389830508474577,False,False
2026-05-21,OKTA,0.0,0.0,0.0,17.0,0.0,0.0,False,False
2026-05-21,QBTS,-14828.51204999999,-768.3166865284969,374.1335958171919,1471.0,521.0,0.354180829367777,False,True
2026-05-21,QQQ,0.0,0.0,0.0,2.0,3.000000000000001,1.5000000000000004,False,False
2026-05-21,QS,0.0,0.0,0.0,368.0,0.0,0.0,False,False
2026-05-21,RGTI,0.0,0.0,0.0,671.0,48.0,0.07153502235469449,False,False
2026-05-21,RKLB,-1828.0142770478064,-13.613451571699482,0.0,36.0,0.0,0.0,True,True
2026-05-21,SMCI,0.0,0.0,0.0,1160.0,1020.0,0.8793103448275862,False,False
2026-05-21,SNDK,0.0,0.0,0.0,18.0,1.0,0.05555555555555555,False,False
2026-05-21,SPHB,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,SPY,0.0,0.0,0.0,1.0,3.0,3.0,False,False
2026-05-21,SVIX,-3528.283889162894,0.0,0.0,0.0,0.0,0.0,True,True
2026-05-21,TLT,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,TSLA,0.0,0.0,0.0,8.0,0.9999999999999964,0.12499999999999956,False,False
2026-05-21,TSM,0.0,0.0,0.0,2.0,1.0,0.5,False,False
2026-05-21,UPXI,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,USO,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,XLE,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,XLF,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,XLK,0.0,0.0,0.0,0.0,0.0,0.0,False,False
2026-05-21,XOP,0.0,0.0,0.0,4.0,0.0,0.0,False,False
2026-05-21,XRPZ,0.0,0.0,0.0,913.0,0.0,0.0,False,False
