underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
NBIS,NBIZ,22700.805959474998,22700.805959474998,1
BE,BEZ,17169.0325725,17169.0325725,1
IREN,IREZ,16484.3929008,16484.3929008,1
CRWV,CORD,16155.20732331,16155.20732331,1
ASTS,ASTN,11131.24232,11131.24232,1
CLSK,CLSZ,9757.15684596,9757.15684596,1
QBTS,QBTZ,9644.670397650001,9644.670397650001,1
MSTR,"MSDD, MSTZ",7326.889145269099,7326.889145269099,2
CRCL,CRCD,6696.479970179999,6696.479970179999,1
RKLB,RKLZ,1584.3981949400002,1584.3981949400002,1
