symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,15276.0051455485,15276.0051455485,1
DUST,flow_program,12825.131673599999,12825.131673599999,1
FAZ,flow_program,10286.431778999999,10286.431778999999,1
SDS,flow_program,9517.843696200001,9517.843696200001,1
ZSL,flow_program,9142.4798946,9142.4798946,1
LABD,flow_program,8786.32321875,8786.32321875,1
TSLQ,flow_program,7258.3299745,7258.3299745,1
SQQQ,flow_program,7064.432582400001,7064.432582400001,1
NVDQ,flow_program,5809.08264261,5809.08264261,1
EWV,flow_program,2350.87393408,2350.87393408,1
SOXS,flow_program,1944.7126747399998,1944.7126747399998,1
TSYY,flow_program,-65.27025076,65.27025076,1
NVYY,flow_program,-75.8760780624,75.8760780624,1
TQQY,flow_program,-400.00410768849997,400.00410768849997,1
