ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
XXRP,XRPZ,2.0,2.021596,91,ols
ADBU,ADBE,2.0,1.920563,9,ols_short_history
PYPU,PYPL,2.0,1.973584,9,ols_short_history
TXNU,TXN,2.0,1.991376,9,ols_short_history
UNHU,UNH,2.0,1.977669,9,ols_short_history
AAOX,AAOI,2.0,1.970484,10,ols_short_history
HLXX,HL,2.0,2.029845,10,ols_short_history
IBX,IBM,2.0,1.886175,10,ols_short_history
AALG,AAL,2.0,1.984604,186,ols
ABNG,ABNB,2.0,1.98994,96,ols
ADBG,ADBE,2.0,1.992554,262,ols
AMDG,AMD,2.0,2.002916,301,ols
ARMG,ARM,2.0,1.995794,308,ols
ASMG,ASML,2.0,1.986089,308,ols
AVGG,AVGO,2.0,1.99783,223,ols
BAIG,BBAI,2.0,2.002007,157,ols
BEG,BE,2.0,1.993505,76,ols
BIDG,BIDU,2.0,2.019063,74,ols
BLSG,BLSH,2.0,2.018704,111,ols
BMNG,BMNR,2.0,1.991738,111,ols
BOEG,BA,2.0,1.991796,204,ols
BULG,BULL,2.0,1.975866,165,ols
CIFG,CIFR,2.0,1.993211,79,ols
CMGG,CMG,2.0,1.975641,96,ols
CNCG,CNC,2.0,2.009292,74,ols
COIG,COIN,2.0,1.996222,266,ols
COTG,COST,2.0,1.989184,138,ols
CRCG,CRCL,2.0,1.991098,165,ols
CRMG,CRM,2.0,1.982722,252,ols
CRWG,CRWV,2.0,1.996248,165,ols
DUOG,DUOL,2.0,2.019636,79,ols
FIGG,FIG,2.0,1.9938,120,ols
FUTG,FUTU,2.0,2.001533,120,ols
GEMG,GEMI,2.0,1.975091,104,ols
GEVG,GEV,2.0,1.959076,76,ols
GLGG,GLXY,2.0,1.999773,157,ols
GRAG,GRAB,2.0,1.975195,79,ols
HOOG,HOOD,2.0,2.006154,262,ols
IREG,IREN,2.0,1.970002,76,ols
KLAG,KLAC,2.0,2.011538,74,ols
LACG,LAC,2.0,2.00873,79,ols
LULG,LULU,2.0,1.991204,104,ols
MPG,MP,2.0,1.987295,111,ols
NBIG,NBIS,2.0,2.008899,111,ols
NEMG,NEM,2.0,1.998068,96,ols
NETG,NET,2.0,2.002541,96,ols
NIOG,NIO,2.0,1.970201,74,ols
NUG,NU,2.0,1.982581,96,ols
NVDG,NVDA,2.0,1.96948,327,ols
OKTG,OKTA,2.0,1.999562,96,ols
OPEG,OPEN,2.0,2.002773,79,ols
OSCG,OSCR,2.0,1.992372,104,ols
PANG,PANW,2.0,1.995766,262,ols
PBRG,PBR,2.0,1.92975,74,ols
PLTG,PLTR,2.0,1.995743,238,ols
PYPG,PYPL,2.0,1.995375,252,ols
RTXG,RTX,2.0,2.014193,209,ols
SATG,SATS,2.0,2.003712,76,ols
SBU,SBUX,2.0,2.000411,96,ols
SNAG,SNAP,2.0,1.962716,74,ols
SPOG,SPOT,2.0,1.972882,96,ols
TERG,TER,2.0,1.995124,96,ols
TSLG,TSLA,2.0,1.991165,327,ols
TSMG,TSM,2.0,1.982834,308,ols
UNHG,UNH,2.0,1.995768,179,ols
UPSG,UPS,2.0,1.983241,79,ols
VALG,VALE,2.0,1.977346,74,ols
XYZG,XYZ,2.0,1.999036,252,ols
COIO,COIN,2.0,0.94783,163,ols
MSOO,MSTR,2.0,0.975182,163,ols
NVDO,NVDA,2.0,0.95505,163,ols
PLOO,PLTR,2.0,0.894431,163,ols
TSLO,TSLA,2.0,0.864129,163,ols
CRCA,CRCL,2.0,1.981179,167,ols
NVDB,NVDA,2.0,1.995934,144,ols
PLTA,PLTR,2.0,1.990704,144,ols
TSLI,TSLA,2.0,1.981259,144,ols
COIA,COIN,2.0,2.001245,144,ols
BITU,IBIT,2.0,1.992538,500,ols
ETHT,ETHA,2.0,1.991612,428,ols
UXRP,XRPZ,2.0,2.000246,91,ols
SOLT,SOEZ,2.0,2.017042,85,ols
TSLR,TSLA,2.0,1.998809,500,ols
AAPB,AAPL,2.0,1.989504,500,ols
AMDL,AMD,2.0,1.997972,500,ols
AMZZ,AMZN,2.0,1.991109,500,ols
AVGU,AVGO,2.0,1.99052,184,ols
BABX,BABA,2.0,2.006345,500,ols
BULX,BULL,2.0,1.97331,149,ols
CONL,COIN,2.0,1.98726,500,ols
CRWL,CRWD,2.0,1.995852,349,ols
DLLL,DELL,2.0,1.986127,286,ols
ETRL,ETOR,2.0,1.998985,149,ols
GOU,GOOGL,2.0,2.015362,86,ols
INTW,INTC,2.0,1.987276,287,ols
IONL,IONQ,2.0,1.985586,259,ols
ISUL,ISRG,2.0,2.001441,125,ols
LCDL,LCID,2.0,1.960235,241,ols
MRAL,MARA,2.0,1.977419,272,ols
FBL,META,2.0,1.996892,500,ols
MVLL,MRVL,2.0,1.993629,272,ols
MSFL,MSFT,2.0,1.992243,500,ols
MSTP,MSTR,2.0,1.996484,207,ols
MULL,MU,2.0,1.998607,349,ols
NBIL,NBIS,2.0,1.999387,125,ols
NOWL,NOW,2.0,1.994669,184,ols
NVDL,NVDA,2.0,1.987576,500,ols
PDDL,PDD,2.0,2.005656,184,ols
PTIR,PLTR,2.0,1.996546,398,ols
QCML,QCOM,2.0,1.973943,253,ols
RDTL,RDDT,2.0,1.981085,260,ols
RVNL,RIVN,2.0,1.986336,241,ols
SMCL,SMCI,2.0,1.764591,327,ols
TSMU,TSM,2.0,1.990856,349,ols
UBRL,UBER,2.0,1.997337,398,ols
VRTL,VRT,2.0,1.980893,260,ols
AMYY,AMD,2.0,0.314255,140,ols
AZYY,AMZN,2.0,0.639758,140,ols
BBYY,BABA,2.0,0.597036,114,ols
XBTY,IBIT,2.0,0.54132,226,ols
COYY,COIN,2.0,0.475996,174,ols
NUGY,GDX,2.0,0.484981,95,ols
HMYY,HIMS,2.0,0.26344,86,ols
HOYY,HOOD,2.0,0.512521,130,ols
IOYY,IONQ,2.0,0.367334,105,ols
MAAY,MARA,2.0,0.312705,105,ols
FBYY,META,2.0,0.570784,114,ols
MTYY,MSTR,2.0,0.392253,135,ols
NVYY,NVDA,2.0,0.655506,226,ols
PLYY,PLTR,2.0,0.543739,135,ols
QBY,QBTS,2.0,0.287091,87,ols
TQQY,QQQ,2.0,0.872161,279,ols
RGYY,RGTI,2.0,0.325004,90,ols
RTYY,RIOT,2.0,0.335754,86,ols
SEMY,SOXX,2.0,0.685343,95,ols
SMYY,SMCI,2.0,0.328993,130,ols
YSPY,SPY,2.0,0.838814,253,ols
TSYY,TSLA,2.0,0.540684,324,ols
QYLD,QQQ,1.0,0.62603,500,ols
QYLG,QQQ,1.0,0.800872,500,ols
QQQX,QQQ,1.0,0.787415,500,ols
JEPQ,QQQ,1.0,0.773103,500,ols
XYLD,SPY,1.0,0.643844,500,ols
XYLG,SPY,1.0,0.816337,500,ols
JEPI,SPY,1.0,0.601093,500,ols
SPYI,SPY,1.0,0.828838,500,ols
RYLD,IWM,1.0,0.575673,500,ols
ABNY,ABNB,1.0,0.795616,447,ols
AIYY,AI,1.0,0.770952,500,ols
AMDY,AMD,1.0,0.798017,500,ols
AMZY,AMZN,1.0,0.765218,500,ols
APLY,AAPL,1.0,0.787717,500,ols
BABO,BABA,1.0,0.774653,416,ols
BRKC,BRK-B,1.0,0.828974,210,ols
CONY,COIN,1.0,0.776137,500,ols
CRCO,CRCL,1.0,0.836802,130,ols
CVNY,CVNA,1.0,0.815815,296,ols
DISO,DIS,1.0,0.758698,500,ols
DRAY,DKNG,1.0,0.800135,184,ols
FBY,META,1.0,0.790245,500,ols
GMEY,GME,1.0,0.64949,145,ols
GOOY,GOOGL,1.0,0.753618,500,ols
HIYY,HIMS,1.0,0.871895,135,ols
HOOY,HOOD,1.0,0.790523,229,ols
MARO,MARA,1.0,0.781577,330,ols
MRNY,MRNA,1.0,0.761752,500,ols
MSFO,MSFT,1.0,0.79237,500,ols
MSTY,MSTR,1.0,0.761978,500,ols
NFLY,NFLX,1.0,0.785049,500,ols
NVDY,NVDA,1.0,0.786848,500,ols
PLTY,PLTR,1.0,0.794268,374,ols
PYPY,PYPL,1.0,0.814357,500,ols
RBLY,RBLX,1.0,0.841838,174,ols
RDYY,RDDT,1.0,0.822745,145,ols
SMCY,SMCI,1.0,0.759219,392,ols
SNOY,SNOW,1.0,0.794477,456,ols
TSLY,TSLA,1.0,0.755063,500,ols
TSMY,TSM,1.0,0.796911,407,ols
XOMO,XOM,1.0,0.808709,500,ols
XYZY,XYZ,1.0,0.811246,500,ols
AAPW,AAPL,1.0,1.100476,283,ols
AMDW,AMD,1.0,1.198586,177,ols
AMZW,AMZN,1.0,1.212919,201,ols
ARMW,ARM,1.0,1.204261,113,ols
AVGW,AVGO,1.0,1.19709,177,ols
BABW,BABA,1.0,1.226914,113,ols
BRKW,BRK-B,1.0,1.179805,201,ols
COIW,COIN,1.0,1.217695,284,ols
COSW,COST,1.0,1.237122,113,ols
GOOW,GOOGL,1.0,1.225571,177,ols
HOOW,HOOD,1.0,1.210328,201,ols
METW,META,1.0,1.187503,201,ols
MSFW,MSFT,1.0,1.216387,177,ols
MSTW,MSTR,1.0,1.217376,177,ols
NFLW,NFLX,1.0,1.191335,201,ols
NVDW,NVDA,1.0,1.200431,284,ols
PLTW,PLTR,1.0,1.194497,284,ols
TSLW,TSLA,1.0,1.197842,284,ols
UBEW,UBER,1.0,1.222299,113,ols
UNHW,UNH,1.0,1.199179,85,ols
TSYW,TLT,1.0,1.154334,98,ols
GLDW,GOLD,1.0,0.339684,108,ols
GDXW,GDX,1.0,1.202425,108,ols
TOPW,TOP,1.0,0.0302,148,ols
SDS,SPY,-2.0,-1.935654,500,ols
QID,QQQ,-2.0,-1.992972,500,ols
DXD,DIA,-2.0,-1.989507,500,ols
TWM,IWM,-2.0,-2.003035,500,ols
SCO,USO,-2.0,-1.358313,500,ols
MSTZ,MSTR,-2.0,-1.982229,388,ols
NVDQ,NVDA,-2.0,-1.991897,500,ols
BTCZ,IBIT,-2.0,-1.992695,437,ols
ETHD,ETHA,-2.0,-1.98153,428,ols
CRCD,CRCL,-2.0,-2.011186,132,ols
CORD,CRWV,-2.0,-2.005605,132,ols
TSLQ,TSLA,-2.0,-1.865585,500,ols
ZSL,SLV,-2.0,-2.023663,500,ols
SQQQ,QQQ,-3.0,-2.9766,500,ols
SPXS,SPY,-3.0,-2.90162,500,ols
TZA,IWM,-3.0,-2.991441,500,ols
SOXS,SOXX,-3.0,-2.989779,500,ols
FAZ,XLF,-3.0,-3.00065,500,ols
LABD,XBI,-3.0,-2.991914,500,ols
TECS,XLK,-3.0,-2.963295,500,ols
SDOW,DIA,-3.0,-2.988276,500,ols
DUST,GDX,-3.0,-1.985672,500,ols
TTXD,XLK,-2.0,-1.890152,128,ols
TSXD,SOXX,-2.0,-1.885009,128,ols
WEBS,XLK,-3.0,-2.247481,500,ols
FNGD,XLK,-3.0,-2.840015,500,ols
REW,XLK,-2.0,-1.998838,500,ols
SKF,XLF,-2.0,-2.004536,500,ols
SPXU,SPY,-3.0,-2.895089,500,ols
DUG,XLE,-2.0,-1.974814,500,ols
DRIP,XOP,-2.0,-1.998862,500,ols
TMV,TLT,-3.0,-2.966265,500,ols
TBT,TLT,-2.0,-1.983008,500,ols
TBX,TLT,-2.0,-0.426007,500,ols
NVDS,NVDA,-1.5,-1.454011,500,ols
EWV,EWJ,-2.0,-1.980779,500,ols
APLZ,APLD,-2.0,-1.985096,52,ols
AMZO,AMZN,-2.0,-1.965615,10,ols_short_history
BEZ,BE,-2.0,-1.968233,38,ols
NBIZ,NBIS,-2.0,-1.987799,52,ols
SMZ,SMR,-2.0,-1.97751,38,ols
HIBS,SPY,-3.0,-4.474336,500,ols
CLSZ,CLSK,-2.0,-2.038403,33,ols
IREZ,IREN,-2.0,-2.010599,52,ols
