ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
FRDU,F,1.9826,178,ols,,0,,False,True,26.82200050354004,,1.0,False,,False,False,False,False,False,False,True,False,0.628621,0.20467,0.346118,0.116689,0.178834,0.20467,0.178834,0.49565,1.0,0.5,1.0
GGLL,GOOGL,1.994662,500,ols,,0,,False,True,94.52999877929688,,1.0,False,,False,False,False,False,False,False,True,False,0.602307,0.19247,0.301841,0.09038,0.19247,0.19247,0.19247,0.4986655,1.0,0.5,1.0
HODU,HOOD,2.006853,94,ols,0.104034,20000,0.104034,False,False,7.550000190734863,0.104034,1.0,False,,True,False,False,False,False,False,False,False,1.397111,0.613938,0.706889,0.50484,0.545535,0.509904,0.441501,0.50171325,0.6020559,0.50171325,0.6020559
LINT,INTC,1.991509,94,ols,0.22063500000000003,7000,0.22063500000000003,False,False,56.95000076293945,0.22063500000000003,1.0,False,,True,False,False,False,False,False,False,False,1.478333,0.623711,0.632865,0.395431,0.480583,0.403076,0.25994799999999996,0.49787725,0.5974527,0.5,0.5974527
ELIL,LLY,1.992952,258,ols,0.105828,30000,0.105828,False,False,20.674999237060547,0.105828,1.0,False,,True,False,False,False,False,False,False,False,0.842666,0.281221,0.375077,0.139199,0.281221,0.175393,0.175393,0.498238,0.5978856,0.5,0.5978856
LMTL,LMT,1.998692,168,ols,0.20276499999999997,30000,0.20276499999999997,False,False,48.277000427246094,0.20276499999999997,1.0,False,,True,False,False,False,False,False,False,False,0.485693,0.164419,0.243765,0.059305,0.129381,-0.03834599999999996,-0.07338399999999998,0.499673,0.5996075999999999,0.5,0.5996075999999999
METU,META,1.998398,459,ols,0.071128,400000,0.071128,False,False,25.520000457763672,0.071128,1.0,False,,True,False,False,False,False,False,False,False,0.724649,0.239747,0.363102,0.131526,0.239747,0.168619,0.168619,0.4995995,0.5995193999999999,0.5,0.5995193999999999
MRVU,MRVL,2.009578,37,ols,0.231632,15000,0.231632,False,False,44.470001220703125,0.231632,1.0,False,,True,False,False,False,False,False,False,False,1.492738,0.564843,0.642872,0.419241,0.440619,0.333211,0.20898699999999998,0.5023945,0.6028733999999999,0.5023945,0.6028733999999999
MSFU,MSFT,1.99176,500,ols,0.035192,350000,0.035192,False,False,23.489999771118164,0.035192,1.0,False,,True,False,False,False,False,False,False,False,0.481591,0.161217,0.241564,0.057634,0.161217,0.126025,0.126025,0.49794,0.597528,0.5,0.597528
MUU,MU,1.994144,372,ols,0.039973999999999996,100000,0.039973999999999996,False,False,171.6199951171875,0.039973999999999996,1.0,False,,True,False,False,False,False,False,False,False,1.276353,0.51961,0.613258,0.372788,0.51961,0.479636,0.479636,0.498536,0.5982432,0.5,0.5982432
NFXL,NFLX,1.996173,377,ols,0.077081,65000,0.077081,False,False,32.13999938964844,0.077081,1.0,False,,True,False,False,False,False,False,False,False,0.694273,0.225345,0.329582,0.108002,0.225345,0.148264,0.148264,0.49904325,0.5988519,0.5,0.5988519
NVDU,NVDA,1.987086,500,ols,0.049477,100000,0.049477,False,False,104.93000030517578,0.049477,1.0,False,,True,False,False,False,False,False,False,False,0.983065,0.354798,0.494464,0.239779,0.354798,0.305321,0.305321,0.4967715,0.5961257999999999,0.5,0.5961257999999999
ORCU,ORCL,2.00344,94,ols,0.089115,150000,0.089115,False,False,9.069999694824219,0.089115,1.0,False,,True,False,False,False,False,False,False,False,1.062517,0.364458,0.51492,0.266512,0.303047,0.275343,0.213932,0.50086,0.6010319999999999,0.50086,0.6010319999999999
PALU,PANW,2.005396,258,ols,0.050046,30000,0.050046,False,False,14.729999542236328,0.050046,1.0,False,,True,False,False,False,False,False,False,False,0.737585,0.24327,0.347658,0.121846,0.24327,0.19322399999999998,0.19322399999999998,0.501349,0.6016188,0.501349,0.6016188
PLTU,PLTR,1.991933,329,ols,0.063919,150000,0.063919,False,False,40.900001525878906,0.063919,1.0,False,,True,False,False,False,False,False,False,False,1.284796,0.498909,0.6301,0.392235,0.498909,0.43499,0.43499,0.49798325,0.5975798999999999,0.5,0.5975798999999999
QCMU,QCOM,2.002638,197,ols,0.040372000000000005,10000,0.040372000000000005,False,False,14.185999870300293,0.040372000000000005,1.0,False,,True,False,False,False,False,False,False,False,0.642196,0.22194,0.383679,0.147793,0.205757,0.181568,0.165385,0.5006595,0.6007914,0.5006595,0.6007914
SHPU,SHOP,2.011666,168,ols,0.081927,20000,0.081927,False,False,14.097999572753906,0.081927,1.0,False,,True,False,False,False,False,False,False,False,1.012936,0.343959,0.579132,0.341286,0.343068,0.26203200000000004,0.26114099999999996,0.5029165,0.6034997999999999,0.5029165,0.6034997999999999
SOFA,SOFI,1.986169,38,ols,0.046082,200,0.046082,False,False,14.260000228881836,0.046082,1.0,False,,True,False,False,False,False,False,True,False,0.842221,0.33111,0.572584,0.321082,0.322594,0.285028,0.276512,0.49654225,0.5958507,0.5,0.5958507
TSLL,TSLA,1.993807,500,ols,0.054347000000000006,400000,0.054347000000000006,False,False,10.289999961853027,0.054347000000000006,1.0,False,,True,False,False,False,False,False,False,False,1.248567,0.496492,0.626132,0.388407,0.496492,0.442145,0.442145,0.49845175,0.5981421,0.5,0.5981421
TSMX,TSM,1.995689,377,ols,0.22572199999999998,500000,0.22572199999999998,False,False,66.44999694824219,0.22572199999999998,1.0,False,,True,False,False,False,False,False,False,False,0.813451,0.27964,0.411223,0.168012,0.27964,0.05391800000000002,0.05391800000000002,0.49892225,0.5987067,0.5,0.5987067
XOMX,XOM,1.986594,240,ols,0.04975399999999999,20000,0.04975399999999999,False,False,46.9900016784668,0.04975399999999999,1.0,False,,True,False,False,False,False,False,False,False,0.456869,0.146862,0.232404,0.05293,0.142389,0.097108,0.092635,0.4966485,0.5959782,0.5,0.5959782
YINN,FXI,2.973296,500,ols,0.014607000000000002,850000,0.014607000000000002,False,False,33.959999084472656,0.014607000000000002,1.0,False,,True,False,False,False,False,False,False,False,0.860907,0.36887,0.288851,0.244764,0.36887,0.354263,0.354263,0.743324,0.8919887999999999,0.743324,0.8919887999999999
MEXX,EWW,2.954666,500,ols,0.046916,40000,0.046916,False,False,33.459999084472656,0.046916,1.0,False,,True,False,False,False,False,False,False,False,0.746801,0.299207,0.252108,0.183537,0.299207,0.252291,0.252291,0.7386665,0.8863998,0.7386665,0.8863998
KORU,EWY,2.932232,500,ols,0.10551,300000,0.10551,False,False,405.010009765625,0.10551,1.0,False,,True,False,False,False,False,False,False,False,0.934622,0.38867,0.31843,0.287247,0.38867,0.28316,0.28316,0.733058,0.8796695999999999,0.733058,0.8796695999999999
HIBL,SPY,4.479737,500,ols,0.625879,50000,0.625879,False,False,69.43000030517578,0.625879,1.0,False,,False,True,False,False,False,True,False,False,0.812326,0.401546,0.167729,0.219273,0.401546,-0.22433299999999995,-0.22433299999999995,1.0,1.0,1.0,1.0
LABU,XBI,2.988091,500,ols,0.21387,49,0.21387,False,False,177.2899932861328,0.21387,1.0,False,,True,False,False,False,False,False,True,False,0.793331,0.324127,0.265307,0.209073,0.324127,0.110257,0.110257,0.74702275,0.8964272999999999,0.74702275,0.8964272999999999
SOXL,SOXX,2.962051,500,ols,0.018826,8000000,0.018826,False,False,67.5,0.018826,1.0,False,,True,False,False,False,False,False,False,False,1.139385,0.553676,0.384354,0.429275,0.553676,0.5348499999999999,0.5348499999999999,0.74051275,0.8886153,0.74051275,0.8886153
CHAU,ASHR,1.9668,500,ols,0.029845,10000,0.029845,False,False,21.360000610351562,0.029845,1.0,False,,True,False,False,False,False,False,False,False,0.519825,0.116851,0.263831,0.066179,0.116851,0.087006,0.087006,0.4917,0.59004,0.5,0.59004
CWEB,KWEB,1.988079,500,ols,0.016314,750000,0.016314,False,False,27.889999389648438,0.016314,1.0,False,,True,False,False,False,False,False,False,False,0.707751,0.187846,0.355723,0.124285,0.187846,0.17153200000000002,0.17153200000000002,0.49701975,0.5964237,0.5,0.5964237
ERX,XLE,1.987277,500,ols,0.211495,150000,0.211495,False,False,92.11000061035156,0.211495,1.0,False,,True,False,False,False,False,False,False,False,0.446353,0.111182,0.2243,0.049354,0.111182,-0.10031299999999999,-0.10031299999999999,0.49681925,0.5961831,0.5,0.5961831
NUGT,GDX,1.977292,500,ols,0.017298,350000,0.017298,False,False,213.66000366210938,0.017298,1.0,False,,True,False,False,False,False,False,False,False,0.777894,0.214157,0.393056,0.149271,0.214157,0.19685899999999998,0.19685899999999998,0.494323,0.5931876,0.5,0.5931876
JNUG,GDXJ,1.97553,500,ols,0.040902,100000,0.040902,False,False,223.2100067138672,0.040902,1.0,False,,True,False,False,False,False,False,False,False,0.869396,0.252018,0.439021,0.185723,0.252018,0.21111600000000003,0.21111600000000003,0.4938825,0.5926589999999999,0.5,0.5926589999999999
GUSH,XOP,2.010259,500,ols,0.032376999999999996,500000,0.032376999999999996,False,False,39.209999084472656,0.032376999999999996,1.0,False,,True,False,False,False,False,False,False,False,0.58961,0.149406,0.293094,0.087231,0.149406,0.11702900000000002,0.11702900000000002,0.50256475,0.6030776999999999,0.50256475,0.6030776999999999
URAA,URA,1.928175,446,ols,0.03057,25000,0.03057,False,False,38.41999816894531,0.03057,1.0,False,,True,False,False,False,False,False,False,False,0.883786,0.384549,0.441773,0.17464,0.384549,0.353979,0.353979,0.48204375,0.5784524999999999,0.5,0.5784524999999999
MSTU,MSTR,1.966025,388,ols,0.21063600000000002,2400000,0.21063600000000002,False,False,4.409999847412109,0.21063600000000002,1.0,False,,True,False,False,False,False,False,False,False,1.711986,1.079933,0.880794,0.736709,1.079933,0.869297,0.869297,0.49150625,0.5898074999999999,0.5,0.5898074999999999
NVDX,NVDA,1.997828,500,ols,0.114634,200000,0.114634,False,False,15.119999885559082,0.114634,1.0,False,,True,False,False,False,False,False,False,False,0.988907,0.410749,0.494464,0.243699,0.410749,0.29611499999999996,0.29611499999999996,0.499457,0.5993484,0.5,0.5993484
TSLT,TSLA,1.99265,500,ols,0.0809,250000,0.0809,False,False,14.399999618530273,0.0809,1.0,False,,True,False,False,False,False,False,False,False,1.248134,0.531232,0.626132,0.38773,0.531232,0.45033200000000007,0.45033200000000007,0.4981625,0.597795,0.5,0.597795
BTCL,IBIT,2.006488,437,ols,0.044015000000000006,2000,0.044015000000000006,False,False,16.790000915527344,0.044015000000000006,1.0,False,,True,False,False,False,False,False,False,False,1.002396,0.426833,0.497698,0.250119,0.426833,0.382818,0.382818,0.501622,0.6019464,0.501622,0.6019464
ETU,ETHA,1.989879,362,ols,0.032556,55000,0.032556,False,False,6.559999942779541,0.032556,1.0,False,,True,False,False,False,False,False,False,False,1.515681,0.739353,0.748764,0.552165,0.739353,0.706797,0.706797,0.49746975,0.5969637,0.5,0.5969637
CCUP,CRCL,1.984454,165,ols,0.213597,300000,0.213597,False,False,4.5,0.213597,1.0,False,,True,False,False,False,False,False,False,False,1.931365,0.99347,1.182211,1.365201,1.121806,0.7798729999999999,0.908209,0.4961135,0.5953362,0.5,0.5953362
CRWU,CRWV,1.988682,175,ols,0.224854,450000,0.224854,False,False,5.78000020980835,0.224854,1.0,False,,True,False,False,False,False,False,False,False,1.957042,1.110776,1.185165,1.38086,1.193302,0.885922,0.9684480000000001,0.4971705,0.5966046,0.5,0.5966046
AAPX,AAPL,1.994637,500,ols,0.137652,10000,0.137652,False,False,26.309999465942383,0.137652,1.0,False,,True,False,False,False,False,False,False,False,0.569062,0.194034,0.284751,0.080432,0.194034,0.056382000000000015,0.056382000000000015,0.49865925,0.5983911,0.5,0.5983911
GOOX,GOOGL,1.978382,500,ols,0.016384,100000,0.016384,False,False,67.31999969482422,0.016384,1.0,False,,True,False,False,False,False,False,False,False,0.600236,0.204288,0.301841,0.088175,0.204288,0.187904,0.187904,0.4945955,0.5935146,0.5,0.5935146
MSFX,MSFT,2.007574,500,ols,0.072532,65000,0.072532,False,False,15.550000190734863,0.072532,1.0,False,,True,False,False,False,False,False,False,False,0.486408,0.185802,0.241564,0.059018,0.185802,0.11327,0.11327,0.5018935,0.6022721999999999,0.5018935,0.6022721999999999
NFLU,NFLX,1.991661,381,ols,0.043162000000000006,25000,0.043162000000000006,False,False,34.20000076293945,0.043162000000000006,1.0,False,,True,False,False,False,False,False,False,False,0.690208,0.228776,0.329582,0.107269,0.228776,0.185614,0.185614,0.49791525,0.5974982999999999,0.5,0.5974982999999999
ROBN,HOOD,2.011514,296,ols,0.10293,300000,0.10293,False,False,18.420000076293945,0.10293,1.0,False,,True,False,False,False,False,False,False,False,1.514556,0.736905,0.706889,0.508355,0.736905,0.6339750000000001,0.6339750000000001,0.5028785,0.6034541999999999,0.5028785,0.6034541999999999
DJTU,DJT,2.00566,275,ols,0.292254,20000,0.3458627101831817,False,False,1.690000057220459,0.292254,1.183431912593777,False,,True,False,False,False,False,False,False,False,1.459717,0.831603,0.970424,0.949733,0.831603,0.48574028981681827,0.48574028981681827,0.501415,0.6016980000000001,0.501415,0.6016980000000001
RBLU,RBLX,2.018492,275,ols,0.081649,40000,0.081649,False,False,11.239999771118164,0.081649,1.0,False,,True,False,False,False,False,False,False,False,1.129503,0.500946,0.528076,0.286647,0.500946,0.41929700000000003,0.41929700000000003,0.504623,0.6055476000000001,0.504623,0.6055476000000001
SNOU,SNOW,2.01669,239,ols,0.006495,2000,0.006495,False,False,17.229999542236328,0.006495,1.0,False,,True,False,False,False,False,False,False,False,0.986387,0.359974,0.523397,0.280841,0.355892,0.35347900000000004,0.349397,0.5041725,0.605007,0.5041725,0.605007
SMUP,SMR,1.976593,175,ols,,0,,False,True,8.489999771118164,,1.0,False,,False,False,False,False,False,False,True,False,1.99851,1.451259,1.123879,1.219102,1.380322,1.451259,1.380322,0.49414825,1.0,0.5,1.0
GLXU,GLXY,2.011129,166,ols,0.10813800000000001,20000,0.10813800000000001,False,False,5.349999904632568,0.10813800000000001,1.0,False,,True,False,False,False,False,False,False,False,1.83419,1.040658,0.89312,0.811029,0.962293,0.93252,0.854155,0.50278225,0.6033387,0.50278225,0.6033387
AFRU,AFRM,1.953973,140,ols,0.148018,4000,0.148018,False,False,5.639999866485596,0.148018,1.0,False,,True,False,False,False,False,False,False,False,1.205889,0.616504,0.754814,0.531012,0.578508,0.46848600000000007,0.43049000000000004,0.48849325,0.5861919,0.5,0.5861919
KTUP,KTOS,2.032301,140,ols,0.180042,10000,0.180042,False,False,17.030000686645508,0.180042,1.0,False,,True,False,False,False,False,False,False,False,1.568183,0.797875,0.569269,0.339938,0.594347,0.617833,0.4143049999999999,0.50807525,0.6096902999999999,0.50807525,0.6096902999999999
TTDU,TTD,1.996264,139,ols,0.135235,50000,0.135235,False,False,3.8399999141693115,0.135235,1.0,False,,True,False,False,False,False,False,False,False,1.015663,0.518797,0.623399,0.386451,0.459451,0.38356199999999996,0.324216,0.499066,0.5988792,0.5,0.5988792
BMNU,BMNR,1.949345,132,ols,0.23473,750000,0.23473,False,False,2.059999942779541,0.23473,1.0,False,,True,False,False,False,False,False,False,False,2.05077,1.617348,1.059579,1.038842,1.341869,1.382618,1.107139,0.48733625,0.5848035,0.5,0.5848035
SBTU,SBET,2.023758,115,ols,0.06985000000000001,1000,0.06985000000000001,False,False,3.069999933242798,0.06985000000000001,1.0,False,,True,False,False,False,False,False,False,False,1.733603,0.859684,0.856626,0.760166,0.805581,0.789834,0.735731,0.5059395,0.6071274,0.5059395,0.6071274
CIFU,CIFR,1.985936,92,ols,0.314197,45000,0.314197,False,False,16.93000030517578,0.314197,1.0,False,,True,False,False,False,False,False,False,False,2.09071,1.305432,1.117267,1.222075,1.252507,0.9912349999999999,0.93831,0.496484,0.5957808,0.5,0.5957808
SOLX,GSOL,1.971204,85,ols,,0,,False,True,8.899999618530273,,1.0,False,,False,False,False,False,False,False,True,False,1.532907,0.76325,1.125662,1.212909,1.061238,0.76325,1.061238,0.492801,1.0,0.5,1.0
XRPK,XRPZ,1.956576,85,ols,0.109787,300,0.109787,False,False,7.915999889373779,0.109787,1.0,False,,True,False,False,False,False,False,True,False,1.602575,1.022179,0.812321,0.617507,0.754004,0.912392,0.644217,0.489144,0.5869728,0.5,0.5869728
XRPT,XRPZ,2.01601,91,ols,,0,,False,True,40.47800064086914,,1.0,False,,False,False,False,False,False,False,True,False,1.583995,0.890308,0.812321,0.675797,0.753259,0.890308,0.753259,0.5040025,1.0,0.5040025,1.0
CHNU,CHNL,2.0,0,imputed_no_overlap,,0,,False,True,20.530000686645508,,1.0,False,,False,False,False,False,False,False,True,False,,,,,,,,0.5,1.0,0.5,1.0
CRDX,CRDD,2.0,0,imputed_no_overlap,,0,,False,True,21.8799991607666,,1.0,False,,False,False,False,False,False,False,True,False,,,,,,,,0.5,1.0,0.5,1.0
STLU,STLR,2.0,0,imputed_no_overlap,,0,,False,True,17.770000457763672,,1.0,False,,False,False,False,False,False,False,True,False,,,,,,,,0.5,1.0,0.5,1.0
GMEU,GME,1.964995,239,ols,0.223736,70000,0.223736,False,False,10.029999732971191,0.223736,1.0,False,,True,False,False,False,False,False,False,False,0.883412,0.598986,0.442416,0.185574,0.577659,0.37525000000000003,0.35392300000000004,0.49124875,0.5894985,0.5,0.5894985
APLX,APLD,1.9944,145,ols,0.151891,55000,0.151891,False,False,14.710000038146973,0.151891,1.0,False,,True,False,False,False,False,False,False,False,2.194873,1.35371,1.323442,1.736814,1.516377,1.201819,1.364486,0.4986,0.59832,0.5,0.59832
APPX,APP,1.986733,238,ols,0.045465,300000,0.045465,False,False,26.260000228881836,0.045465,1.0,False,,True,False,False,False,False,False,False,False,1.422345,0.65285,0.822657,0.663356,0.653434,0.6073850000000001,0.607969,0.49668325,0.5960199,0.5,0.5960199
ARCX,ACHR,1.984904,207,ols,0.143384,25000,0.143384,False,False,16.700000762939453,0.143384,1.0,False,,True,False,False,False,False,False,False,False,1.445427,0.699917,0.874072,0.746789,0.708287,0.5565329999999999,0.5649029999999999,0.496226,0.5954712,0.5,0.5954712
ASTX,ASTS,1.990028,186,ols,0.078246,100000,0.078246,False,False,48.630001068115234,0.078246,1.0,False,,True,False,False,False,False,False,False,False,2.07028,1.198151,1.286869,1.631343,1.311606,1.119905,1.23336,0.497507,0.5970084,0.5,0.5970084
BEX,BE,1.975979,98,ols,0.107205,65000,0.107205,False,False,19.389999389648438,0.107205,1.0,False,,True,False,False,False,False,False,False,False,2.121987,1.160421,0.996862,0.958215,1.036851,1.053216,0.929646,0.49399475,0.5927937,0.5,0.5927937
CEGX,CEG,1.987668,186,ols,0.097351,30000,0.097351,False,False,16.3799991607666,0.097351,1.0,False,,True,False,False,False,False,False,False,False,0.937863,0.313001,0.584523,0.335373,0.31886,0.21564999999999998,0.22150899999999998,0.496917,0.5963004,0.5,0.5963004
CLSX,CLSK,1.998785,140,ols,0.149846,85000,0.149846,False,False,11.239999771118164,0.149846,1.0,False,,True,False,False,False,False,False,False,False,2.038589,1.230925,0.953577,0.907653,1.087249,1.0810790000000001,0.9374029999999999,0.49969625,0.5996355,0.5,0.5996355
COZX,CORZ,2.036595,104,ols,0.039552000000000004,2000,0.039552000000000004,False,False,11.880000114440918,0.039552000000000004,1.0,False,,True,False,False,False,False,False,False,False,1.454248,0.722387,0.86186,0.784074,0.758616,0.682835,0.7190639999999999,0.50914875,0.6109785,0.50914875,0.6109785
CRDU,CRDO,1.990394,140,ols,0.095315,85000,0.095315,False,False,20.600000381469727,0.095315,1.0,False,,True,False,False,False,False,False,False,False,1.722417,0.971296,0.909274,0.814904,0.901788,0.875981,0.806473,0.4975985,0.5971181999999999,0.5,0.5971181999999999
CSEX,CLS,1.995424,98,ols,0.056907,30000,0.056907,False,False,17.18000030517578,0.056907,1.0,False,,True,False,False,False,False,False,False,False,1.533051,0.633073,0.711538,0.502816,0.553472,0.576166,0.496565,0.498856,0.5986272,0.5,0.5986272
CWVX,CRWV,1.989124,186,ols,0.067724,300000,0.067724,False,False,24.979999542236328,0.067724,1.0,False,,True,False,False,False,False,False,False,False,1.935169,0.941692,1.185165,1.381784,1.056954,0.873968,0.9892299999999999,0.497281,0.5967372,0.5,0.5967372
DOGD,DDOG,2.013608,164,ols,0.052286,15000,0.052286,False,False,15.588000297546387,0.052286,1.0,False,,True,False,False,False,False,False,False,False,1.176505,0.405945,0.482896,0.23797,0.347287,0.353659,0.295001,0.503402,0.6040824,0.503402,0.6040824
ENPX,ENPH,2.018515,140,ols,0.23397300000000001,35000,0.23397300000000001,False,False,12.098999977111816,0.23397300000000001,1.0,False,,True,False,False,False,False,False,False,False,1.641663,0.736463,0.72725,0.543672,0.650778,0.50249,0.416805,0.50462875,0.6055544999999999,0.50462875,0.6055544999999999
FLYT,FLY,1.990775,113,ols,0.197632,4000,0.197632,False,False,27.760000228881836,0.197632,1.0,False,,True,False,False,False,False,False,False,False,2.360062,1.38507,1.102852,1.199504,1.282714,1.187438,1.0850819999999999,0.49769375,0.5972324999999999,0.5,0.5972324999999999
GEVX,GEV,1.996216,186,ols,0.045842999999999995,10000,0.045842999999999995,False,False,59.189998626708984,0.045842999999999995,1.0,False,,True,False,False,False,False,False,False,False,1.006765,0.324758,0.526905,0.276055,0.312002,0.278915,0.26615900000000003,0.499054,0.5988648,0.5,0.5988648
IREX,IREN,1.981768,113,ols,0.299325,40000,0.299325,False,False,19.950000762939453,0.299325,1.0,False,,True,False,False,False,False,False,False,False,2.152964,1.374885,1.051919,1.076456,1.210275,1.0755599999999998,0.9109499999999999,0.495442,0.5945304,0.5,0.5945304
JOBX,JOBY,1.978951,145,ols,0.22267800000000001,45000,0.22267800000000001,False,False,20.030000686645508,0.22267800000000001,1.0,False,,True,False,False,False,False,False,False,False,1.433521,0.703516,0.813575,0.641152,0.677036,0.480838,0.45435799999999993,0.49473775,0.5936853,0.5,0.5936853
LABX,ALAB,1.995496,164,ols,0.039943,80000,0.039943,False,False,19.260000228881836,0.039943,1.0,False,,True,False,False,False,False,False,False,False,1.780128,0.977137,0.90908,0.820851,0.922561,0.9371940000000001,0.882618,0.498874,0.5986488,0.5,0.5986488
LRCU,LRCX,2.036154,159,ols,0.0701,35000,0.0701,False,False,40.72999954223633,0.0701,1.0,False,,True,False,False,False,False,False,False,False,1.114294,0.444168,0.504211,0.268182,0.379221,0.374068,0.309121,0.5090385,0.6108461999999999,0.5090385,0.6108461999999999
MDBX,MDB,1.990923,159,ols,0.089382,15000,0.089382,False,False,20.422000885009766,0.089382,1.0,False,,True,False,False,False,False,False,False,False,1.536228,0.620341,0.668499,0.440825,0.554091,0.5309590000000001,0.464709,0.49773075,0.5972769,0.5,0.5972769
NEBX,NBIS,1.997691,145,ols,0.059195000000000005,65000,0.059195000000000005,False,False,46.040000915527344,0.059195000000000005,1.0,False,,True,False,False,False,False,False,False,False,1.874533,0.970804,1.112553,1.23349,1.082341,0.911609,1.0231459999999999,0.49942275,0.5993073,0.5,0.5993073
NNEX,NNE,1.988647,98,ols,0.141884,100,0.141884,False,False,6.690000057220459,0.141884,1.0,False,,True,False,False,False,False,False,True,False,1.682971,0.833382,1.5104,2.242606,1.694574,0.691498,1.5526900000000001,0.49716175,0.5965941,0.5,0.5965941
NVTX,NVTS,1.996569,145,ols,0.23105,20000,0.23105,False,False,24.610000610351562,0.23105,1.0,False,,True,False,False,False,False,False,False,False,2.450506,1.624494,1.613626,2.590404,2.034622,1.3934440000000001,1.8035720000000002,0.49914225,0.5989707,0.5,0.5989707
OPEX,OPEN,1.994412,113,ols,0.295716,20000,0.295716,False,False,20.899999618530273,0.295716,1.0,False,,True,False,False,False,False,False,False,False,1.847898,1.059069,1.298326,1.671548,1.396905,0.7633530000000001,1.1011890000000002,0.498603,0.5983236,0.5,0.5983236
PONX,PONY,2.005341,145,ols,0.25313199999999997,65000,0.25313199999999997,False,False,7.288000106811523,0.25313199999999997,1.0,False,,True,False,False,False,False,False,False,False,1.618453,0.836735,1.247148,1.567861,1.147173,0.5836030000000001,0.8940410000000001,0.50133525,0.6016023,0.50133525,0.6016023
