ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
CRWU,CRWV,2.0,1.987842,170,ols
AAPX,AAPL,2.0,1.995487,501,ols
GOOX,GOOGL,2.0,1.981119,501,ols
MSFX,MSFT,2.0,2.006266,501,ols
NFLU,NFLX,2.0,1.99325,376,ols
ROBN,HOOD,2.0,2.011435,291,ols
DJTU,DJT,2.0,2.005912,270,ols
RBLU,RBLX,2.0,2.013668,270,ols
SNOU,SNOW,2.0,2.015227,234,ols
GLXU,GLXY,2.0,2.010966,161,ols
AFRU,AFRM,2.0,1.955489,135,ols
KTUP,KTOS,2.0,2.029065,135,ols
TTDU,TTD,2.0,1.995665,134,ols
BMNU,BMNR,2.0,1.946357,127,ols
SBTU,SBET,2.0,2.025729,110,ols
CIFU,CIFR,2.0,1.988643,87,ols
SOLX,GSOL,2.0,1.980383,80,ols
XRPK,XRPZ,2.0,1.956844,80,ols
XRPT,XRPZ,2.0,2.016467,86,ols
GMEU,GME,2.0,1.968617,234,ols
APLX,APLD,2.0,1.993255,140,ols
APPX,APP,2.0,1.985584,233,ols
ARCX,ACHR,2.0,1.984935,202,ols
ASTX,ASTS,2.0,1.989108,181,ols
BEX,BE,2.0,1.978172,93,ols
CEGX,CEG,2.0,1.981348,181,ols
CLSX,CLSK,2.0,1.998807,135,ols
COZX,CORZ,2.0,2.0421,99,ols
CRDU,CRDO,2.0,1.989167,135,ols
CSEX,CLS,2.0,2.003132,93,ols
CWVX,CRWV,2.0,1.989222,181,ols
DOGD,DDOG,2.0,2.014777,159,ols
ENPX,ENPH,2.0,2.018326,135,ols
FLYT,FLY,2.0,1.98087,108,ols
GEVX,GEV,2.0,1.995169,181,ols
IREX,IREN,2.0,1.983121,108,ols
JOBX,JOBY,2.0,1.979251,140,ols
LABX,ALAB,2.0,1.995082,159,ols
LRCU,LRCX,2.0,2.041571,154,ols
MDBX,MDB,2.0,1.991334,154,ols
NEBX,NBIS,2.0,1.99724,140,ols
NNEX,NNE,2.0,1.988741,93,ols
NVTX,NVTS,2.0,1.99864,140,ols
OPEX,OPEN,2.0,1.999493,108,ols
PONX,PONY,2.0,2.008237,140,ols
QBTX,QBTS,2.0,1.99193,233,ols
QUBX,QUBT,2.0,1.965477,193,ols
RGTU,RGTI,2.0,1.98648,193,ols
SMU,SMR,2.0,1.985651,181,ols
SNPX,SNPS,2.0,1.918836,93,ols
SRPU,SRPT,2.0,1.965605,108,ols
TARK,ARKK,2.0,1.978191,501,ols
TEMT,TEM,2.0,1.985769,221,ols
UNX,U,2.0,2.025989,135,ols
UPSX,UPST,2.0,1.986534,202,ols
VOYX,VOYG,2.0,1.969912,140,ols
WULX,WULF,2.0,1.995303,108,ols
CRMU,CRML,2.0,1.969214,34,ols
UECG,UEC,2.0,1.989159,34,ols
DNNG,DNN,2.0,1.968578,34,ols
RCAX,RCAT,2.0,2.020644,39,ols
RDWU,RDW,2.0,1.988183,41,ols
OKLL,OKLO,2.0,1.997731,193,ols
GDXU,GDX,2.0,3.044436,501,ols
MRNX,MRNA,2.0,2.006241,38,ols
ZETX,ZETA,2.0,2.064132,38,ols
LITX,LITE,2.0,1.979877,44,ols
SNXX,SNDX,2.0,1.32211,44,ols
WDCX,WDC,2.0,2.04658,44,ols
LNOK,NOK,2.0,1.962427,48,ols
USGG,USAR,2.0,1.998865,53,ols
ONDG,ONDS,2.0,2.007038,53,ols
PLUL,PLUG,2.0,1.936688,53,ols
ALBG,ALB,2.0,2.007687,53,ols
UUUG,UUUU,2.0,1.998966,53,ols
HUTG,HUT,2.0,2.005908,53,ols
XPEG,XPEV,2.0,1.972752,51,ols
ORLG,ORLY,2.0,2.000904,51,ols
LUNL,LUNR,2.0,1.999102,53,ols
RKTL,RKT,2.0,1.954421,53,ols
EOSU,EOSE,2.0,1.97111,52,ols
BTFL,KEEL,2.0,2.0261,62,ols
FGRU,FIGR,2.0,2.01328,29,ols_short_history
APHU,APH,2.0,1.814449,29,ols_short_history
COPZ,COPX,2.0,2.040835,29,ols_short_history
LEUX,LEU,2.0,2.086445,28,ols_short_history
COHX,COHR,2.0,2.065812,28,ols_short_history
AXPG,AXP,2.0,2.016571,28,ols_short_history
FCXG,FCX,2.0,1.959612,28,ols_short_history
GLWG,GLW,2.0,1.980636,15,ols_short_history
SNDU,SNDK,2.0,1.956068,13,ols_short_history
PAAU,PAAS,2.0,1.944719,13,ols_short_history
BITX,IBIT,2.0,2.004801,501,ols
ETHU,ETHA,2.0,2.00098,423,ols
XXRP,XRPZ,2.0,2.019495,86,ols
ADBU,ADBE,2.0,2.0,0,imputed_no_overlap
PYPU,PYPL,2.0,2.0,0,imputed_no_overlap
TXNU,TXN,2.0,2.0,0,imputed_no_overlap
UNHU,UNH,2.0,2.0,0,imputed_no_overlap
AAOX,AAOI,2.0,1.85811,5,ols_short_history
HLXX,HL,2.0,2.000042,5,ols_short_history
IBX,IBM,2.0,1.955116,5,ols_short_history
AALG,AAL,2.0,1.97844,181,ols
ABNG,ABNB,2.0,1.983535,91,ols
ADBG,ADBE,2.0,1.992697,257,ols
AMDG,AMD,2.0,2.002948,296,ols
ARMG,ARM,2.0,1.996193,303,ols
ASMG,ASML,2.0,1.985506,303,ols
AVGG,AVGO,2.0,1.998663,218,ols
BAIG,BBAI,2.0,2.003493,152,ols
BEG,BE,2.0,2.000489,71,ols
BIDG,BIDU,2.0,2.019727,69,ols
BLSG,BLSH,2.0,2.019784,106,ols
BMNG,BMNR,2.0,1.992434,106,ols
BOEG,BA,2.0,1.988922,199,ols
BULG,BULL,2.0,1.974853,160,ols
CIFG,CIFR,2.0,1.992004,74,ols
CMGG,CMG,2.0,1.973767,91,ols
CNCG,CNC,2.0,2.009784,69,ols
COIG,COIN,2.0,1.995039,261,ols
COTG,COST,2.0,1.98474,133,ols
CRCG,CRCL,2.0,1.991263,160,ols
CRMG,CRM,2.0,1.98342,247,ols
CRWG,CRWV,2.0,1.996642,160,ols
DUOG,DUOL,2.0,2.019762,74,ols
FIGG,FIG,2.0,1.993975,115,ols
FUTG,FUTU,2.0,1.998652,115,ols
GEMG,GEMI,2.0,1.980641,99,ols
GEVG,GEV,2.0,1.958708,71,ols
GLGG,GLXY,2.0,2.001809,152,ols
GRAG,GRAB,2.0,1.97896,74,ols
HOOG,HOOD,2.0,2.006171,257,ols
IREG,IREN,2.0,1.971229,71,ols
KLAG,KLAC,2.0,2.011304,69,ols
LACG,LAC,2.0,2.008979,74,ols
LULG,LULU,2.0,1.990493,99,ols
MPG,MP,2.0,1.986441,106,ols
NBIG,NBIS,2.0,2.008348,106,ols
NEMG,NEM,2.0,1.992743,91,ols
NETG,NET,2.0,2.003919,91,ols
NIOG,NIO,2.0,1.975477,69,ols
NUG,NU,2.0,1.984518,90,ols
NVDG,NVDA,2.0,1.969646,322,ols
OKTG,OKTA,2.0,1.974668,91,ols
OPEG,OPEN,2.0,1.999668,74,ols
OSCG,OSCR,2.0,1.986977,99,ols
PANG,PANW,2.0,1.996277,257,ols
PBRG,PBR,2.0,1.933734,69,ols
PLTG,PLTR,2.0,1.998619,233,ols
PYPG,PYPL,2.0,1.995204,247,ols
RTXG,RTX,2.0,2.009476,204,ols
SATG,SATS,2.0,2.006094,71,ols
SBU,SBUX,2.0,1.997932,90,ols
SNAG,SNAP,2.0,1.981606,69,ols
SPOG,SPOT,2.0,1.975335,91,ols
TERG,TER,2.0,1.98843,91,ols
TSLG,TSLA,2.0,1.990839,322,ols
TSMG,TSM,2.0,1.980286,303,ols
UNHG,UNH,2.0,1.995948,174,ols
UPSG,UPS,2.0,1.993077,73,ols
VALG,VALE,2.0,1.952023,69,ols
XYZG,XYZ,2.0,1.986713,247,ols
COIO,COIN,2.0,0.945809,158,ols
MSOO,MSTR,2.0,0.976191,158,ols
NVDO,NVDA,2.0,0.944879,158,ols
PLOO,PLTR,2.0,0.861546,158,ols
TSLO,TSLA,2.0,0.859644,158,ols
CRCA,CRCL,2.0,1.980908,162,ols
NVDB,NVDA,2.0,2.003673,139,ols
PLTA,PLTR,2.0,1.99504,139,ols
TSLI,TSLA,2.0,1.980673,139,ols
COIA,COIN,2.0,1.999711,139,ols
BITU,IBIT,2.0,1.99228,500,ols
ETHT,ETHA,2.0,1.991309,423,ols
UXRP,XRPZ,2.0,1.998982,86,ols
SOLT,SOEZ,2.0,2.015312,80,ols
TSLR,TSLA,2.0,1.998835,501,ols
AAPB,AAPL,2.0,1.99082,501,ols
AMDL,AMD,2.0,1.996944,501,ols
AMZZ,AMZN,2.0,1.990179,501,ols
AVGU,AVGO,2.0,1.990447,179,ols
BABX,BABA,2.0,2.006368,501,ols
BULX,BULL,2.0,1.97289,144,ols
CONL,COIN,2.0,1.987115,501,ols
CRWL,CRWD,2.0,1.99603,344,ols
DLLL,DELL,2.0,1.986243,281,ols
ETRL,ETOR,2.0,1.999997,143,ols
GOU,GOOGL,2.0,2.043271,81,ols
INTW,INTC,2.0,1.987496,282,ols
IONL,IONQ,2.0,1.985884,254,ols
ISUL,ISRG,2.0,1.999124,120,ols
LCDL,LCID,2.0,1.961483,236,ols
MRAL,MARA,2.0,1.978833,267,ols
FBL,META,2.0,1.996655,501,ols
MVLL,MRVL,2.0,1.993323,267,ols
MSFL,MSFT,2.0,1.992634,501,ols
MSTP,MSTR,2.0,1.994346,202,ols
MULL,MU,2.0,1.998003,344,ols
NBIL,NBIS,2.0,1.999044,120,ols
NOWL,NOW,2.0,1.995076,179,ols
NVDL,NVDA,2.0,1.987639,501,ols
PDDL,PDD,2.0,2.01866,179,ols
PTIR,PLTR,2.0,1.996684,393,ols
QCML,QCOM,2.0,1.973013,248,ols
RDTL,RDDT,2.0,1.980136,255,ols
RVNL,RIVN,2.0,1.98755,236,ols
SMCL,SMCI,2.0,1.762353,322,ols
TSMU,TSM,2.0,1.991803,344,ols
UBRL,UBER,2.0,1.997686,393,ols
VRTL,VRT,2.0,1.981608,255,ols
AMYY,AMD,2.0,0.3144,135,ols
AZYY,AMZN,2.0,0.645791,135,ols
BBYY,BABA,2.0,0.586256,108,ols
XBTY,IBIT,2.0,0.541223,221,ols
COYY,COIN,2.0,0.474828,169,ols
NUGY,GDX,2.0,0.494761,90,ols
HMYY,HIMS,2.0,0.262087,81,ols
HOYY,HOOD,2.0,0.512185,125,ols
IOYY,IONQ,2.0,0.367414,100,ols
MAAY,MARA,2.0,0.320553,100,ols
FBYY,META,2.0,0.605355,108,ols
MTYY,MSTR,2.0,0.390787,130,ols
NVYY,NVDA,2.0,0.657485,221,ols
PLYY,PLTR,2.0,0.53895,130,ols
QBY,QBTS,2.0,0.28266,82,ols
TQQY,QQQ,2.0,0.877367,274,ols
RGYY,RGTI,2.0,0.322898,85,ols
RTYY,RIOT,2.0,0.356063,81,ols
SEMY,SOXX,2.0,0.73761,90,ols
SMYY,SMCI,2.0,0.327717,125,ols
YSPY,SPY,2.0,0.843774,248,ols
TSYY,TSLA,2.0,0.542475,319,ols
QYLD,QQQ,1.0,0.626636,501,ols
QYLG,QQQ,1.0,0.800191,501,ols
QQQX,QQQ,1.0,0.78263,501,ols
JEPQ,QQQ,1.0,0.773174,501,ols
XYLD,SPY,1.0,0.645712,501,ols
XYLG,SPY,1.0,0.815765,501,ols
JEPI,SPY,1.0,0.598643,501,ols
SPYI,SPY,1.0,0.829293,501,ols
RYLD,IWM,1.0,0.577616,501,ols
ABNY,ABNB,1.0,0.796679,442,ols
AIYY,AI,1.0,0.771608,501,ols
AMDY,AMD,1.0,0.801002,501,ols
AMZY,AMZN,1.0,0.764001,501,ols
APLY,AAPL,1.0,0.78711,501,ols
BABO,BABA,1.0,0.77382,411,ols
BRKC,BRK-B,1.0,0.828979,205,ols
CONY,COIN,1.0,0.775059,501,ols
CRCO,CRCL,1.0,0.83749,125,ols
CVNY,CVNA,1.0,0.815833,291,ols
DISO,DIS,1.0,0.759445,501,ols
DRAY,DKNG,1.0,0.807,179,ols
FBY,META,1.0,0.788318,501,ols
GMEY,GME,1.0,0.646573,140,ols
GOOY,GOOGL,1.0,0.752777,501,ols
HIYY,HIMS,1.0,0.873132,130,ols
HOOY,HOOD,1.0,0.79089,224,ols
MARO,MARA,1.0,0.782182,325,ols
MRNY,MRNA,1.0,0.760549,501,ols
MSFO,MSFT,1.0,0.790286,501,ols
MSTY,MSTR,1.0,0.763608,501,ols
NFLY,NFLX,1.0,0.780543,501,ols
NVDY,NVDA,1.0,0.788085,501,ols
PLTY,PLTR,1.0,0.795107,369,ols
PYPY,PYPL,1.0,0.815387,501,ols
RBLY,RBLX,1.0,0.843639,169,ols
RDYY,RDDT,1.0,0.824175,140,ols
SMCY,SMCI,1.0,0.759648,387,ols
SNOY,SNOW,1.0,0.794045,451,ols
TSLY,TSLA,1.0,0.755606,501,ols
TSMY,TSM,1.0,0.796281,402,ols
XOMO,XOM,1.0,0.801875,501,ols
XYZY,XYZ,1.0,0.81351,501,ols
AAPW,AAPL,1.0,1.100205,278,ols
AMDW,AMD,1.0,1.198395,172,ols
AMZW,AMZN,1.0,1.216683,196,ols
ARMW,ARM,1.0,1.197286,108,ols
AVGW,AVGO,1.0,1.19844,172,ols
BABW,BABA,1.0,1.226,108,ols
BRKW,BRK-B,1.0,1.17952,196,ols
COIW,COIN,1.0,1.216207,279,ols
COSW,COST,1.0,1.242407,108,ols
GOOW,GOOGL,1.0,1.226307,172,ols
HOOW,HOOD,1.0,1.210342,196,ols
METW,META,1.0,1.185022,196,ols
MSFW,MSFT,1.0,1.217018,172,ols
MSTW,MSTR,1.0,1.219653,172,ols
NFLW,NFLX,1.0,1.193078,196,ols
NVDW,NVDA,1.0,1.20063,279,ols
PLTW,PLTR,1.0,1.195299,279,ols
TSLW,TSLA,1.0,1.197553,279,ols
UBEW,UBER,1.0,1.223424,108,ols
UNHW,UNH,1.0,1.203196,80,ols
TSYW,TLT,1.0,1.152782,93,ols
GLDW,GOLD,1.0,0.3397,103,ols
GDXW,GDX,1.0,1.200946,103,ols
TOPW,TOP,1.0,1.0,0,imputed_no_overlap
SDS,SPY,-2.0,-1.93544,501,ols
QID,QQQ,-2.0,-1.993069,501,ols
DXD,DIA,-2.0,-1.989979,501,ols
TWM,IWM,-2.0,-2.003337,501,ols
SCO,USO,-2.0,-1.444458,501,ols
MSTZ,MSTR,-2.0,-1.982438,383,ols
NVDQ,NVDA,-2.0,-1.992241,501,ols
BTCZ,IBIT,-2.0,-1.992728,432,ols
ETHD,ETHA,-2.0,-1.981673,423,ols
CRCD,CRCL,-2.0,-2.009538,127,ols
CORD,CRWV,-2.0,-2.005655,127,ols
TSLQ,TSLA,-2.0,-1.857095,501,ols
ZSL,SLV,-2.0,-2.023615,501,ols
SQQQ,QQQ,-3.0,-2.97648,501,ols
SPXS,SPY,-3.0,-2.901946,501,ols
TZA,IWM,-3.0,-2.991744,501,ols
SOXS,SOXX,-3.0,-2.990085,501,ols
FAZ,XLF,-3.0,-3.000648,501,ols
LABD,XBI,-3.0,-2.991957,501,ols
TECS,XLK,-3.0,-2.963114,501,ols
SDOW,DIA,-3.0,-2.989083,501,ols
DUST,GDX,-3.0,-1.987135,501,ols
TTXD,XLK,-2.0,-1.852043,123,ols
TSXD,SOXX,-2.0,-1.86546,123,ols
WEBS,XLK,-3.0,-2.252113,501,ols
FNGD,XLK,-3.0,-2.84259,501,ols
REW,XLK,-2.0,-1.998809,501,ols
SKF,XLF,-2.0,-2.002695,501,ols
SPXU,SPY,-3.0,-2.894274,501,ols
DUG,XLE,-2.0,-1.975267,501,ols
DRIP,XOP,-2.0,-1.999086,501,ols
TMV,TLT,-3.0,-2.965757,501,ols
TBT,TLT,-2.0,-1.983196,501,ols
TBX,TLT,-2.0,-0.426484,501,ols
NVDS,NVDA,-1.5,-1.4528,501,ols
EWV,EWJ,-2.0,-1.978517,501,ols
APLZ,APLD,-2.0,-1.988712,47,ols
AMZO,AMZN,-2.0,-2.0,0,imputed_no_overlap
HIBS,SPY,-3.0,-4.470765,501,ols
CLSZ,CLSK,-2.0,-2.01963,28,ols_short_history
