underlying,etf,delta,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl,bucket,symbol
NBIS,NBIZ,-2.024318,-2578.74238643,7606.86997489186,0.0,0.0,0.0,-546.61,71.39120219847149,0.0,0.0,4552.908790660332,bucket_4,
LITE,LITZ,-2.001986,-804.96370926,4954.985323343557,0.0,0.0,0.0,-966.17,69.0440396636624,0.0,0.0,3252.8956537472195,bucket_4,
MSTR,MSTZ,-1.994048,445.80230715,2342.873935502189,0.0,0.0,0.0,-183.14000000000001,30.406814720344855,0.0,0.0,2635.9430573725335,bucket_4,
COIN,CONI,-1.930846,261.33225725,2361.721205,0.0,0.0,0.0,-325.42,32.15752606351563,0.0,0.0,2329.7909883135153,bucket_4,
AMD,DAMD,-2.024383,0.0,1392.8462635921423,0.0,0.0,0.0,-30.88,50.394605374615466,0.0,0.0,1412.3608689667576,bucket_4,
MSTR,SMST,-1.974047,0.0,1230.176212502189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.176212502189,bucket_4,
NVDA,NVDQ,-1.996658,1511.29918369,0.0,0.0,0.0,0.0,-392.33,0.0,0.0,0.0,1118.9691836900001,bucket_4,
XLF,FAZ,-2.995206,941.70759925,0.0,0.0,0.0,-46.84,-108.65,0.0,0.0,0.0,786.21759925,bucket_4,
BE,BEZ,-1.999326,1562.93144603,0.0,0.0,0.0,0.0,-854.81,0.0,0.0,0.0,708.12144603,bucket_4,
SPY,SDS,-1.989809,873.17422075,0.0,0.0,0.0,-84.78999999999999,-100.92999999999999,0.0,0.0,0.0,687.4542207500001,bucket_4,
MU,MUZ,-2.0,4.4114826,345.24092,0.0,0.0,0.0,-23.28,13.816844489899196,0.0,0.0,340.1892470898992,bucket_4,
XLK,WEBS,-2.718799,313.26477971,0.0,0.0,0.0,0.0,-1.1875,0.0,0.0,0.0,312.07727971,bucket_4,
SPCX,SNK,-2.0,-3.3333333249174757e-07,255.29349081442055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.29349048108722,bucket_4,
QQQ,QID,-1.995925,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078,bucket_4,
AAOI,AAOZ,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XLE,DUG,-1.993741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
XRPZ,XRP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
AUR,AURU,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
AXON,AXUP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
IWM,TWM,-2.002229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
IBIT,BTCZ,-1.99606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
BMNR,BMNZ,-1.996099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
BLSH,BLSX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
KEEL,BTFL,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
NEM,NWMX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
NET,NETX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
NVDA,NVDS,-1.501321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
OKLO,OKLS,-1.994527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
OKTA,OKTX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
IWM,TZA,-2.996788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
LYFT,LYFX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
ORCL,ORCZ,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SMCI,SMCZ,-2.017423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
SPY,SPXS,-2.994412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bucket_4,
