underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
CRWV,software,override,1.0,letf,2.9114095425984914,computed,26384.33215192499,115932.529791675
SMCI,semis,override,1.0,letf,3.545929972777626,computed,5791.358651490005,92734.08134851
RIOT,crypto-equity,override,1.0,letf,3.8204707993789606,computed,4454.562923999998,58531.157076
CRCL,software,override,1.0,letf,3.1047293708681876,computed,3155.262877439998,73987.29712256
TSM,semis,override,1.0,letf,2.1523648842029433,computed,2865.243641974001,41003.609374026
MARA,crypto-equity,override,1.0,letf,3.202620054280471,computed,2120.5055829220014,54891.034417078
IBIT,crypto,override,1.0,letf,1.8151756346041612,computed,2095.690081149998,46894.38991885001
SPCX,industrials,vendor,0.75,letf,4.1178579760837,computed,1413.2000000000005,6023.6
IREN,crypto-equity,override,1.0,letf,3.4349642783015484,computed,1328.682684502233,148424.09169578226
POET,semis,vendor,0.75,letf,4.1410071124772445,computed,1299.6802149000068,128888.0197851
THYP,other,default,0.1,letf,3.7276622438697005,computed,956.6847358791993,15894.3152641208
IONQ,quantum,override,1.0,letf,3.3497054510440236,computed,908.289084092994,120818.510915907
BABA,china,override,1.0,letf,1.3077371695048021,computed,786.1833154999986,37484.497660500005
PLTR,software,override,1.0,letf,1.7350581550842141,computed,729.2884615384992,21942.4515384615
DUOL,software,override,1.0,letf,0.8625382757396799,computed,717.7098487430012,9560.150151257
RKT,fintech,override,1.0,letf,2.0343782445413785,computed,640.6325841999987,11536.0074158
FIG,software,override,1.0,letf,1.1062442978869242,computed,630.7566818999994,14999.4033181
GEV,industrials,override,1.0,letf,2.102932205619224,computed,543.6191726800002,7338.393881319998
LMND,insurtech,override,1.0,letf,2.5451768089424442,computed,493.6114846176001,6482.5885153824
SHOP,software,override,1.0,letf,2.089170402004125,computed,443.1725932248,5951.5074067752
RBLX,software,override,1.0,letf,1.7496070774829469,computed,442.3203575999996,8492.879642400001
DKNG,software,override,1.0,letf,0.7625086213623993,computed,430.71868063159945,5687.7213193684
OSCR,healthcare,override,1.0,letf,1.5119623063791185,computed,383.34277418240026,13717.6572258176
RDDT,software,override,1.0,letf,1.902333475890982,computed,379.6232562,6776.3367438000005
IBM,software,vendor,0.75,letf,0.8711585906929475,computed,372.25633859999925,9093.163661400002
OKTA,software,override,1.0,letf,1.2246298787503316,computed,363.7179065600003,4557.12209344
AMPX,industrials,vendor,0.75,letf,3.5415473911060102,computed,355.0198001400004,22568.16019986
NOW,software,override,1.0,letf,0.6900793915373648,computed,352.90287690000014,6711.137123099999
SNOW,software,override,1.0,letf,1.2637911997009952,computed,341.0528053600001,8228.54719464
MRNA,healthcare,override,1.0,letf,1.6491928115289687,computed,322.1741789718999,3742.7258210281
