underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
CRWV,"CRWV, CWY",4121.309902966543,17230.164749716543,2
COIN,"COIN, COYY",60.39244973691166,63871.6797032913,2
MU,"MU, MUYY",3.794138483801362,42796.794525593796,2
BABA,"BABA, BBYY",0.0,33197.955741720005,2
CRCL,"CRCL, CRY",0.0,7775.396499199999,2
MARA,"MAAY, MARA",0.0,51494.8476412728,2
IONQ,"IONQ, IOYY",0.0,42479.69413217401,2
TSM,"TMYY, TSM",0.0,34092.454251168,2
IBIT,"IBIT, XBTY",0.0,41250.940065,2
SMCI,"SMCI, SMYY",0.0,47343.47313071999,2
RIOT,"RIOT, RTYY",0.0,43057.819266,2
HIMS,"HIMS, HMYY",-1.8189894035458565e-12,19968.996425699996,2
QQQ,"QQQ, TQQY",-19.47361179837455,332.2435740216255,2
SOXX,"SEMY, SOXX",-391.97889403647787,30848.150267454323,2
META,"FBYY, META",-617.840748291288,36392.99942031871,2
MSTR,"MSTR, MTYY",-2445.709372089579,46303.93472267043,2
QBTS,QBY,-13975.2696122721,13975.2696122721,1
