etf,weight
NVTX,0.09999999992370616
ASTX,0.09999999991675843
SMU,0.0999999999059232
IRE,0.09999999990552984
CLSX,0.09999999987708864
NBIG,0.09999999954516318
WULX,0.07499999991646929
IOYY,0.03999999999207158
MAAY,0.039999999990275675
MTYY,0.03999999998230978
SMYY,0.03999999998167644
XBTY,0.039999999974494084
MSDD,0.025000000006824688
ETHD,0.025000000005483927
CORD,0.0250000000023911
CONI,0.02499999999407198
PLTZ,0.024999999991228313
OKLL,3.3135728299180134e-10
NEBX,3.132259559859778e-10
LABX,9.574809110151664e-11
GLXU,8.190815923280446e-11
CRDU,5.26763206218246e-11
FBYY,4.981605192420246e-11
NBIL,4.6035933839176096e-11
COYY,2.9356434050514135e-11
RKLX,2.3129773603205555e-11
QBTX,2.1668163995033076e-11
CWVX,1.8268280457524064e-11
IREX,8.478111832631391e-12
ETU,7.1993876421180855e-12
ETHU,6.38743373357043e-12
ETHT,2.017684050670296e-12
QUBX,1.1565721763959247e-12
APPX,1.0417859415904841e-13
CONL,0.0
INTW,0.0
AMDL,0.0
COIA,0.0
MUU,0.0
RIOX,0.0
TEMT,0.0
AMUU,0.0
UPSX,0.0
AMDG,0.0
PTIR,0.0
COIG,0.0
OSCX,0.0
ROBN,0.0
HOOX,0.0
SOUX,0.0
AVXX,0.0
NUGT,0.0
JNUG,0.0
RDTL,0.0
RBLU,0.0
MULL,0.0
PLTU,0.0
COZX,0.0
SOFX,0.0
HOOG,0.0
BABX,0.0
RGTU,0.0
KTUP,0.0
ARCX,0.0
PLTA,0.0
BITX,0.0
TSLI,0.0
MPL,0.0
VRTL,0.0
TSLL,0.0
ANEL,0.0
BITU,0.0
TSLR,0.0
BTCL,0.0
SNOU,0.0
QSU,0.0
MPG,0.0
SBTU,0.0
AVGG,0.0
GLGG,0.0
URAA,0.0
MVLL,0.0
BULX,0.0
GEVX,0.0
LRCU,0.0
DKNX,0.0
CVNX,0.0
PONX,0.0
AVL,0.0
GDXU,0.0
VSTL,0.0
UBRL,0.0
TSLT,0.0
FBL,0.0
MSTX,0.0
LLYX,0.0
OPEX,0.0
SHPU,0.0
ETRL,0.0
AVGX,0.0
CWEB,0.0
UNHG,0.0
QCMU,0.0
PALU,0.0
NVDG,0.0
SOXL,0.0
AMZZ,0.0
AFRU,0.0
TSLG,0.0
CEGX,0.0
NFLU,0.0
NOWL,0.0
TSMU,0.0
METU,0.0
NVDU,0.0
GOOX,0.0
PLTG,0.0
TSMG,0.0
RGTX,0.0
ARMG,0.0
JOBX,0.0
NVDL,0.0
CRMG,0.0
MRAL,0.0
DLLL,0.0
CRWU,0.0
AMZU,0.0
PANG,0.0
MSFU,0.0
YINN,0.0
BOEU,0.0
NFXL,0.0
NVDB,0.0
MSTU,0.0
CRWL,0.0
AVGU,0.0
BOEG,0.0
HIMZ,0.0
IONL,0.0
IONX,0.0
ASMG,0.0
QPUX,0.0
TTDU,0.0
NVOX,0.0
SMCL,0.0
TARK,0.0
ORCX,0.0
NVDX,0.0
PYPG,0.0
XYZG,0.0
GMEU,0.0
CRWG,0.0
BAIG,0.0
LMNX,0.0
SRPU,0.0
LULG,0.0
MSTZ,0.0
