symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,15432.037396776,15432.037396776,1
DUST,flow_program,13237.122816,13237.122816,1
FAZ,flow_program,10477.736238,10477.736238,1
ZSL,flow_program,9321.2828982,9321.2828982,1
SDS,flow_program,9215.36496023,9215.36496023,1
LABD,flow_program,9190.87659,9190.87659,1
TSLQ,flow_program,7662.683362400001,7662.683362400001,1
SQQQ,flow_program,7214.545779839999,7214.545779839999,1
NVDQ,flow_program,5238.398708399999,5238.398708399999,1
SOXS,flow_program,2687.4538176200003,2687.4538176200003,1
EWV,flow_program,1996.1997161599998,1996.1997161599998,1
TSYY,flow_program,-57.10422146,57.10422146,1
NVYY,flow_program,-70.7885164,70.7885164,1
TQQY,flow_program,-347.86251007199996,347.86251007199996,1
