underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
COIN,59801.58,59801.58,0.22063731688727956,0.7639326181778141,0.0,sleeve_balance,13194.46015682,45684.377580570006,0.0
IBIT,41772.24,41772.24,0.09478046935155979,0.23731523216384856,0.0,sleeve_balance,3959.1925130659997,9913.188833604001,0.0
IONQ,38962.5,38962.5,0.42986531286801416,0.4393332065355149,0.0,sleeve_balance,16748.62725262,17117.52005964,0.0
AMD,37320.8,37320.8,0.16607003928558872,0.10443556957514308,0.0,sleeve_balance,6197.8667221696005,3897.619005,0.0
NVTS,34005.4,34005.4,1.0,0.0,0.0,sleeve_balance,34005.4,0.0,0.0
IREN,33722.78,33722.78,1.0,0.0,0.0,sleeve_balance,33722.78,0.0,0.0
NBIS,32771.06,32771.06,1.0,0.0,0.0,sleeve_balance,32771.06,0.0,0.0
BE,32562.1,32562.1,0.9953268850233186,0.0,0.0,sleeve_balance,32409.9335628178,0.0,0.0
CRWV,30365.899999999998,30365.899999999998,1.0,0.0,0.0,sleeve_balance,30365.899999999998,0.0,0.0
MSTR,30338.819999999996,30338.819999999996,0.11548760877746729,0.4436902111565974,0.0,sleeve_balance,3503.75777493,13461.037452042,0.0
EOSE,28219.62,28219.62,0.943971160286354,0.0,0.0,sleeve_balance,26638.50743424,0.0,0.0
CRML,28207.14,28207.14,0.9381385620012805,0.0,0.0,sleeve_balance,26462.2057577688,0.0,0.0
CRCL,27930.0,27930.0,1.0,0.0,0.0,sleeve_balance,27930.0,0.0,0.0
RCAT,26628.940000000002,26628.940000000002,1.0,0.0,0.0,sleeve_balance,26628.940000000002,0.0,0.0
SNDK,23929.37,23929.37,1.0,0.0,0.0,sleeve_balance,23929.37,0.0,0.0
PLUG,21905.1,21905.1,1.0,0.0,0.0,sleeve_balance,21905.1,0.0,0.0
FLY,21266.18,21266.18,1.0,0.0,0.0,sleeve_balance,21266.18,0.0,0.0
KEEL,19877.92,19877.92,0.9942008772654032,0.0,0.0,sleeve_balance,19762.6455022115,0.0,0.0
HOOD,19670.7,19670.7,0.5643697644411446,0.43563023555885527,0.0,sleeve_balance,11101.548325392423,8569.151674607574,0.0
QBTS,19332.5,19332.5,0.5040940236596405,0.07367024578105263,0.0,sleeve_balance,9745.3977124,1424.2300265622,0.0
META,19041.13,19041.13,0.05662666212824553,0.5332204768698077,0.0,sleeve_balance,1078.23563505,10153.120418740002,0.0
CIFR,17605.78,17605.78,0.9471520410626055,0.0,0.0,sleeve_balance,16675.350461499198,0.0,0.0
LUNR,17385.57,17385.57,0.9229432206950938,0.0,0.0,sleeve_balance,16045.893969420002,0.0,0.0
LITE,16501.9,16501.9,0.9980829999666704,0.0,0.0,sleeve_balance,16470.26585715,0.0,0.0
ONDS,15377.759999999998,15377.759999999998,1.0,0.0,0.0,sleeve_balance,15377.759999999998,0.0,0.0
HUT,14960.619999999999,14960.619999999999,1.0,0.0,0.0,sleeve_balance,14960.619999999999,0.0,0.0
XRPZ,14224.54,14224.54,1.0,0.0,0.0,sleeve_balance,14224.54,0.0,0.0
ALAB,14193.48,14193.48,0.9505423526858813,0.0,0.0,sleeve_balance,13491.503872000001,0.0,0.0
BMNR,14187.18,14187.18,0.9833265653385662,0.0,0.0,sleeve_balance,13950.63098124,0.0,0.0
OKLO,14068.5,14068.5,0.9912744762554643,0.0,0.0,sleeve_balance,13945.7449692,0.0,0.0
ETHA,13106.320000000002,13106.320000000002,1.0,0.0,0.0,sleeve_balance,13106.320000000002,0.0,0.0
WULF,12543.84,12543.84,1.0,0.0,0.0,sleeve_balance,12543.84,0.0,0.0
UUUU,12205.83,12205.83,1.0,0.0,0.0,sleeve_balance,12205.83,0.0,0.0
GLXY,11725.56,11725.56,0.9795650030657812,0.0,0.0,sleeve_balance,11485.948217348001,0.0,0.0
CRDO,11707.56,11707.56,0.9974771524040875,0.0,0.0,sleeve_balance,11678.023610399998,0.0,0.0
RGTI,11120.550000000001,11120.550000000001,1.0,0.0,0.0,sleeve_balance,11120.550000000001,0.0,0.0
PL,11112.539999999999,11112.539999999999,1.0,0.0,0.0,sleeve_balance,11112.539999999999,0.0,0.0
CNC,11071.300000000001,11071.300000000001,1.0,0.0,0.0,sleeve_balance,11071.300000000001,0.0,0.0
OPEN,10297.38,10297.38,1.0,0.0,0.0,sleeve_balance,10297.38,0.0,0.0
TSUI,10111.724100000001,10111.724100000001,1.0,0.0,0.0,sleeve_balance,10111.724100000001,0.0,0.0
USAR,9999.9,9999.9,1.0,0.0,0.0,sleeve_balance,9999.9,0.0,0.0
ASTS,9371.04,9371.04,1.0,0.0,0.0,sleeve_balance,9371.04,0.0,0.0
QUBT,9244.400000000001,9244.400000000001,0.9974754042122798,0.0,0.0,sleeve_balance,9221.0616267,0.0,0.0
RDW,8998.4,8998.4,1.0,0.0,0.0,sleeve_balance,8998.4,0.0,0.0
FIGR,8223.2,8223.2,1.0,0.0,0.0,sleeve_balance,8223.2,0.0,0.0
SBET,7882.5599999999995,7882.5599999999995,0.9358483864379086,0.0,0.0,sleeve_balance,7376.8810570000005,0.0,0.0
HIMS,7389.75,7389.75,0.8176346225562559,0.1823653774437442,0.0,sleeve_balance,6042.115452035092,1347.6345479649087,0.0
GEMI,7315.38,7315.38,1.0,0.0,0.0,sleeve_balance,7315.38,0.0,0.0
BBAI,6854.400000000001,6854.400000000001,1.0,0.0,0.0,sleeve_balance,6854.400000000001,0.0,0.0
CLS,6453.900000000001,6453.900000000001,0.9717305697950076,0.0,0.0,sleeve_balance,6271.4519244,0.0,0.0
U,6056.68,6056.68,1.0,0.0,0.0,sleeve_balance,6056.68,0.0,0.0
APP,6012.0,6012.0,0.9857198606520292,0.0,0.0,sleeve_balance,5926.14780224,0.0,0.0
SOEZ,5293.343,5293.343,1.0,0.0,0.0,sleeve_balance,5293.343,0.0,0.0
FIG,5157.0,5157.0,1.0,0.0,0.0,sleeve_balance,5157.0,0.0,0.0
MU,5072.62,5072.62,1.0,0.0,0.0,sleeve_balance,5072.62,0.0,0.0
WDC,4820.2,4820.2,1.0,0.0,0.0,sleeve_balance,4820.2,0.0,0.0
PLTR,4689.650000000001,4689.650000000001,1.0,0.0,0.0,sleeve_balance,4689.650000000001,0.0,0.0
TDOG,4644.223199999999,4644.223199999999,0.9712722890849432,0.0,0.0,sleeve_balance,4510.805298485399,0.0,0.0
BLSH,4600.139999999999,4600.139999999999,1.0,0.0,0.0,sleeve_balance,4600.139999999999,0.0,0.0
RKLB,4491.72,4491.72,1.0,0.0,0.0,sleeve_balance,4491.72,0.0,0.0
ACHR,4489.099999999999,4489.099999999999,1.0,0.0,0.0,sleeve_balance,4489.099999999999,0.0,0.0
GRAB,4483.65,4483.65,0.0,0.0,0.0,sleeve_balance,0.0,0.0,0.0
SMCI,4345.599999999999,4345.599999999999,0.5697571761778351,0.037696368694771734,0.0,sleeve_balance,2475.9367847984,163.81333980000002,0.0
INTC,4242.03,4242.03,1.0,0.0,0.0,sleeve_balance,4242.03,0.0,0.0
NOK,4198.95,4198.95,0.0,0.0,0.0,sleeve_balance,0.0,0.0,0.0
RKT,4151.849999999999,4151.849999999999,1.0,0.0,0.0,sleeve_balance,4151.849999999999,0.0,0.0
UEC,4095.0,4095.0,1.0,0.0,0.0,sleeve_balance,4095.0,0.0,0.0
UPST,4042.8700000000003,4042.8700000000003,1.0,0.0,0.0,sleeve_balance,4042.8700000000003,0.0,0.0
DUOL,4034.16,4034.16,1.0,0.0,0.0,sleeve_balance,4034.16,0.0,0.0
OSCR,4011.04,4011.04,1.0,0.0,0.0,sleeve_balance,4011.04,0.0,0.0
COHR,3824.5,3824.5,1.0,0.0,0.0,sleeve_balance,3824.5,0.0,0.0
RDDT,3796.08,3796.08,1.0,0.0,0.0,sleeve_balance,3796.08,0.0,0.0
EWY,3577.2000000000003,3577.2000000000003,1.0,0.0,0.0,sleeve_balance,3577.2000000000003,0.0,0.0
SOXX,3559.64,3559.64,1.0,0.0,0.0,sleeve_balance,3559.64,0.0,0.0
TSLA,3377.92,3377.92,1.0,0.0,0.0,sleeve_balance,3377.92,0.0,0.0
RIOT,3359.0699999999997,3359.0699999999997,0.47247875601973327,0.5275212439802667,0.0,sleeve_balance,1587.0892149832052,1771.9807850167942,0.0
MRNA,3236.64,3236.64,1.0,0.0,0.0,sleeve_balance,3236.64,0.0,0.0
SNOW,3149.4,3149.4,1.0,0.0,0.0,sleeve_balance,3149.4,0.0,0.0
GEV,3147.69,3147.69,0.786276778002281,0.0,0.0,sleeve_balance,2474.95555135,0.0,0.0
ORCL,3087.2,3087.2,1.0,0.0,0.0,sleeve_balance,3087.2,0.0,0.0
GDX,3057.25,3057.25,1.0,0.0,0.0,sleeve_balance,3057.25,0.0,0.0
PAAS,3045.6,3045.6,0.8080826694739953,0.0,0.0,sleeve_balance,2461.09657815,0.0,0.0
AVAV,3002.0,3002.0,0.9649242181212526,0.0,0.0,sleeve_balance,2896.7025028000003,0.0,0.0
AVGO,2976.33,2976.33,1.0,0.0,0.0,sleeve_balance,2976.33,0.0,0.0
LAC,2975.94,2975.94,1.0,0.0,0.0,sleeve_balance,2975.94,0.0,0.0
CRWD,2970.4,2970.4,1.0,0.0,0.0,sleeve_balance,2970.4,0.0,0.0
QS,2947.68,2947.68,1.0,0.0,0.0,sleeve_balance,2947.68,0.0,0.0
TEM,2855.45,2855.45,1.0,0.0,0.0,sleeve_balance,2855.45,0.0,0.0
MP,2818.42,2818.42,1.0,0.0,0.0,sleeve_balance,2818.42,0.0,0.0
SNAP,2748.4100000000003,2748.4100000000003,0.9233150128721697,0.0,0.0,sleeve_balance,2537.648214528,0.0,0.0
AAL,2597.4100000000003,2597.4100000000003,0.0,0.0,0.0,sleeve_balance,0.0,0.0,0.0
SOFI,2560.04,2560.04,1.0,0.0,0.0,sleeve_balance,2560.04,0.0,0.0
DELL,2419.9,2419.9,1.0,0.0,0.0,sleeve_balance,2419.9,0.0,0.0
PONY,2370.9399999999996,2370.9399999999996,1.0,0.0,0.0,sleeve_balance,2370.9399999999996,0.0,0.0
ARM,2300.7599999999998,2300.7599999999998,1.0,0.0,0.0,sleeve_balance,2300.7599999999998,0.0,0.0
LRCX,2277.76,2277.76,1.0,0.0,0.0,sleeve_balance,2277.76,0.0,0.0
LMND,2259.4,2259.4,1.0,0.0,0.0,sleeve_balance,2259.4,0.0,0.0
BABA,2254.03,2254.03,0.49275959763470156,0.5072404023652984,0.0,sleeve_balance,1110.6949158565465,1143.3350841434537,0.0
SOUN,2237.06,2237.06,1.0,0.0,0.0,sleeve_balance,2237.06,0.0,0.0
CORZ,2227.32,2227.32,1.0,0.0,0.0,sleeve_balance,2227.32,0.0,0.0
ZETA,2217.51,2217.51,1.0,0.0,0.0,sleeve_balance,2217.51,0.0,0.0
AFRM,2172.06,2172.06,1.0,0.0,0.0,sleeve_balance,2172.06,0.0,0.0
MARA,2152.12,2152.12,0.3853257321944658,0.6146742678055342,0.0,sleeve_balance,829.2672147703537,1322.8527852296463,0.0
TER,2027.28,2027.28,0.9838358635314314,0.0,0.0,sleeve_balance,1994.51076942,0.0,0.0
COPX,1993.1999999999998,1993.1999999999998,1.0,0.0,0.0,sleeve_balance,1993.1999999999998,0.0,0.0
GDXJ,1978.29,1978.29,0.9094464370744432,0.0,0.0,sleeve_balance,1799.1487920000002,0.0,0.0
FCX,1953.31,1953.31,1.0,0.0,0.0,sleeve_balance,1953.31,0.0,0.0
SHOP,1905.32,1905.32,0.7433994092330949,0.0,0.0,sleeve_balance,1416.4137624000002,0.0,0.0
CEG,1870.3999999999999,1870.3999999999999,1.0,0.0,0.0,sleeve_balance,1870.3999999999999,0.0,0.0
URA,1847.41,1847.41,1.0,0.0,0.0,sleeve_balance,1847.41,0.0,0.0
ANET,1845.61,1845.61,1.0,0.0,0.0,sleeve_balance,1845.61,0.0,0.0
KLAC,1804.32,1804.32,1.0,0.0,0.0,sleeve_balance,1804.32,0.0,0.0
XYZ,1759.0,1759.0,1.0,0.0,0.0,sleeve_balance,1759.0,0.0,0.0
DNN,1705.6,1705.6,1.0,0.0,0.0,sleeve_balance,1705.6,0.0,0.0
CLSK,1704.3,1704.3,1.0,0.0,0.0,sleeve_balance,1704.3,0.0,0.0
RBLX,1671.15,1671.15,1.0,0.0,0.0,sleeve_balance,1671.15,0.0,0.0
LEU,1643.3999999999999,1643.3999999999999,1.0,0.0,0.0,sleeve_balance,1643.3999999999999,0.0,0.0
BULL,1560.26,1560.26,0.7455451507671799,0.0,0.0,sleeve_balance,1163.244276936,0.0,0.0
GLW,1534.48,1534.48,0.9814286404645222,0.0,0.0,sleeve_balance,1505.98262022,0.0,0.0
NEM,1526.8400000000001,1526.8400000000001,1.0,0.0,0.0,sleeve_balance,1526.8400000000001,0.0,0.0
ASML,1501.81,1501.81,1.0,0.0,0.0,sleeve_balance,1501.81,0.0,0.0
JOBY,1460.76,1460.76,1.0,0.0,0.0,sleeve_balance,1460.76,0.0,0.0
ALB,1443.04,1443.04,0.9555008278495399,0.0,0.0,sleeve_balance,1378.82591462,0.0,0.0
QQQ,1417.86,1417.86,1.0,0.0,0.0,sleeve_balance,1417.86,0.0,0.0
MRVL,1415.12,1415.12,1.0,0.0,0.0,sleeve_balance,1415.12,0.0,0.0
OKTA,1407.09,1407.09,1.0,0.0,0.0,sleeve_balance,1407.09,0.0,0.0
KTOS,1406.43,1406.43,0.654490044324993,0.0,0.0,sleeve_balance,920.49443304,0.0,0.0
VST,1396.8000000000002,1396.8000000000002,0.976798409621993,0.0,0.0,sleeve_balance,1364.39201856,0.0,0.0
CVNA,1343.4,1343.4,0.0,0.0,0.0,sleeve_balance,0.0,0.0,0.0
DKNG,1225.0,1225.0,0.9914368801149388,0.0,0.0,sleeve_balance,1214.5101781408,0.0,0.0
CRM,1214.57,1214.57,1.0,0.0,0.0,sleeve_balance,1214.57,0.0,0.0
FXI,1194.6000000000001,1194.6000000000001,1.0,0.0,0.0,sleeve_balance,1194.6000000000001,0.0,0.0
EWW,1158.1499999999999,1158.1499999999999,1.0,0.0,0.0,sleeve_balance,1158.1499999999999,0.0,0.0
NVO,1118.5,1118.5,1.0,0.0,0.0,sleeve_balance,1118.5,0.0,0.0
VRT,1112.82,1112.82,1.0,0.0,0.0,sleeve_balance,1112.82,0.0,0.0
IWM,1110.4,1110.4,1.0,0.0,0.0,sleeve_balance,1110.4,0.0,0.0
NIO,1085.8,1085.8,1.0,0.0,0.0,sleeve_balance,1085.8,0.0,0.0
LLY,1004.92,1004.92,0.0,0.0,0.0,sleeve_balance,0.0,0.0,0.0
ADBE,990.4,990.4,1.0,0.0,0.0,sleeve_balance,990.4,0.0,0.0
NET,987.8,987.8,1.0,0.0,0.0,sleeve_balance,987.8,0.0,0.0
ARKK,973.7,973.7,1.0,0.0,0.0,sleeve_balance,973.7,0.0,0.0
PANW,971.32,971.32,1.0,0.0,0.0,sleeve_balance,971.32,0.0,0.0
NOW,950.6999999999999,950.6999999999999,1.0,0.0,0.0,sleeve_balance,950.6999999999999,0.0,0.0
NVDA,901.28,901.28,1.0,0.0,0.0,sleeve_balance,901.28,0.0,0.0
UBER,901.08,901.08,1.0,0.0,0.0,sleeve_balance,901.08,0.0,0.0
