underlying,etf,beta,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl,bucket,symbol
IONQ,,,-141.77524822,-826.244078,0.0,0.0,0.0,-48.839999999999996,14.262941660025854,0.0,0.0,-1002.5963845599741,bucket_1,IONX
IONQ,,,0.0,244.524829,0.0,0.0,-2091.64,-244.27,304.4007148943856,0.0,0.0,-1786.9844561056143,bucket_2,IOYY
IREN,,,0.0,533.034642,0.0,0.0,0.0,-59.28,31.82448002552851,0.0,0.0,505.5791220255285,bucket_1,IRE
IREN,,,0.0,-852.737236,0.0,0.0,0.0,-200.71,30.578328793702102,0.0,0.0,-1022.8689072062979,bucket_1,IREG
IREN,,,0.0,1167.424337,0.0,0.0,0.0,-24.68,31.515215914418725,0.0,0.0,1174.2595529144187,bucket_1,IREX
ISRG,,,543.97935416,0.0,0.0,0.0,0.0,-22.73,0.0,0.0,0.0,521.2493541599999,bucket_1,ISUL
SPY,,,-75.36331925,0.0,-0.34,0.0,-24.11,-3.7800000000000002,0.0,0.0,0.0,-103.59331925000001,bucket_2,JEPI
QQQ,,,97.10092575,0.0,0.0,0.0,-32.6,-3.17,0.0,0.0,0.0,61.33092574999999,bucket_2,JEPQ
GDXJ,,,0.0,449.905511,0.0,0.0,-5.98,-7.72,3.726795831646448,0.0,0.0,439.9323068316464,bucket_1,JNUG
JOBY,,,0.0,-182.174832,0.0,0.0,0.0,-17.73,3.3051284164185635,0.0,0.0,-196.59970358358143,bucket_1,JOBX
KEEL,,,-1730.04303866,-4596.318655,0.0,0.0,0.0,-52.230000000000004,40.9691233836559,0.0,0.0,-6337.622570276344,bucket_1,KEEX
KLAC,,,-1498.28327477,-210.129104,0.0,0.0,0.0,-67.21,4.200510234695107,0.0,0.0,-1771.421868535305,bucket_1,KLAG
EWY,,,0.0,-672.578104,0.0,0.0,-0.23,-10.120000000000001,6.212070505045462,0.0,0.0,-676.7160334949546,bucket_1,KORU
KTOS,,,0.0,953.060324,0.0,0.0,0.0,-36.660000000000004,1.8951469917933235,0.0,0.0,918.2954709917934,bucket_1,KTUP
XBI,,,-178.21287911,0.0,0.0,0.0,0.0,-15.1,0.0,0.0,0.0,-193.31287910999998,bucket_1,LABU
ALAB,,,-6761.00479035,-2777.153794,0.0,0.0,0.0,-71.82000000000001,28.011945152785724,0.0,0.0,-9581.966639197213,bucket_1,LABX
LAC,,,-143.73798636,111.509974,0.0,0.0,0.0,-121.17,6.661311662033836,0.0,0.0,-146.73670069796617,bucket_1,LACG
LCID,,,185.87911095,0.0,0.0,0.0,0.0,-8.78,0.0,0.0,0.0,177.09911095,bucket_1,LCDL
LEU,,,1170.40841187,510.772966,0.0,0.0,0.0,-210.85,4.415974015888022,0.0,0.0,1474.747351885888,bucket_1,LEUX
LITE,,,0.0,-924.288605,0.0,0.0,0.0,-33.93,34.07010705127301,0.0,0.0,-924.1484979487269,bucket_1,LITX
LMND,,,0.0,253.877331,0.0,0.0,0.0,-6.3,5.096264112455676,0.0,0.0,252.67359511245567,bucket_1,LMNX
LMT,,,-610.56744061,0.0,0.0,0.0,-3.09,-30.45,0.0,0.0,0.0,-644.10744061,bucket_1,LMTL
NOK,,,-1834.23204625,0.0,0.0,0.0,0.0,-95.14,0.0,0.0,0.0,-1929.37204625,bucket_1,LNOK
LRCX,,,-107.83911665,-422.510566,0.0,0.0,0.0,-18.17,5.235621059194224,0.0,0.0,-543.2840615908057,bucket_1,LRCU
LUNR,,,-0.46989836,1268.75284,0.0,0.0,0.0,-30.24,33.26649990572253,0.0,0.0,1271.3094415457228,bucket_1,LUNL
MARA,,,-2.6e-07,10160.958253,0.0,0.0,-7500.570000000001,-652.33,222.27995228018838,0.0,0.0,2230.3382050201876,bucket_2,MAAY
MARA,,,979.72637468,0.0,-9.29,0.0,-677.29,-135.55,0.0,0.0,0.0,157.5963746800001,bucket_2,MARO
META,,,-97.67110425,0.0,0.0,0.0,0.0,-2.85,0.0,0.0,0.0,-100.52110425,bucket_1,METU
META,,,14.59314875,0.0,0.0,0.0,-15.71,-2.99,0.0,0.0,0.0,-4.106851250000002,bucket_2,METW
EWW,,,0.0,45.419448,0.0,0.0,-0.71,-10.22,4.552519846525052,0.0,0.0,39.041967846525054,bucket_1,MEXX
MP,,,76.63948633,-169.42412,0.0,0.0,0.0,-52.9,3.7706161708760124,0.0,0.0,-141.91401749912396,bucket_1,MPG
MP,,,0.0,-10.519295,0.0,0.0,0.0,0.0,2.4285149321139277,0.0,0.0,-8.090780067886072,bucket_1,MPL
MARA,,,0.0,-32.143648,0.0,0.0,0.0,0.0,2.803013472756026,0.0,0.0,-29.340634527243974,bucket_1,MRAL
MRNA,,,167.96131633,276.685384,0.0,0.0,0.0,-82.08,7.197035979086597,0.0,0.0,369.7637363090866,bucket_1,MRNX
MRVL,,,-10760.65002778,0.0,0.0,0.0,-9.19,-210.27,0.0,0.0,0.0,-10980.110027780001,bucket_1,MRVU
MSFT,,,-588.00077338,0.0,0.0,0.0,0.0,-37.46,0.0,0.0,0.0,-625.4607733800001,bucket_1,MSFL
MSFT,,,558.84950913,0.0,0.0,0.0,-72.98,-19.81,0.0,0.0,0.0,466.05950913,bucket_2,MSFO
MSFT,,,-20.73078296,130.184184,0.0,0.0,-20.68,-47.14,1.329657916018595,0.0,0.0,42.96305895601858,bucket_1,MSFU
MSFT,,,1131.18087664,0.0,0.0,0.0,-191.4,-15.4,0.0,0.0,0.0,924.38087664,bucket_2,MSFW
MSFT,,,652.5735033,120.559819,0.0,0.0,0.0,-90.8,1.19555114199906,0.0,0.0,683.528873441999,bucket_1,MSFX
MSTR,,,219.55998575,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,218.92998575000001,bucket_1,MSOO
MSTR,,,-129.90435851,-35.185127,0.0,0.0,0.0,-50.34,4.164957883999422,0.0,0.0,-211.26452762600059,bucket_1,MSTU
MSTR,,,1501.67635482,0.0,0.0,0.0,-499.13,-29.72,0.0,0.0,0.0,972.8263548199999,bucket_2,MSTW
MSTR,,,-136.70468274,-20.45254,0.0,0.0,0.0,-45.84,3.0966510855367773,0.0,0.0,-199.90057165446325,bucket_1,MSTX
MSTR,,,-4.65810225,0.0,-0.37,0.0,-28.91,-4.74,0.0,0.0,0.0,-38.67810225,bucket_2,MSTY
MSTR,,,106.764981,12203.984996,0.0,0.0,-10111.869999999999,-1140.56,181.56085286979703,0.0,0.0,1239.8808298697977,bucket_2,MTYY
MU,,,-2701.92016675,-698.665085,0.0,0.0,0.0,-22.77,5.4454626081841,0.0,0.0,-3417.909789141816,bucket_1,MULL
MU,,,-7692.74456545,-1252.909885,0.0,0.0,-14.21,-62.71,8.329006289260118,0.0,0.0,-9014.245444160739,bucket_1,MUU
MRVL,,,-169.83777033,-95.96361,0.0,0.0,0.0,-10.09,3.4823940905849526,0.0,0.0,-272.40898623941507,bucket_1,MVLL
NBIS,,,-1240.18826389,-3613.347381,0.0,0.0,0.0,-29.130000000000003,34.336377622006616,0.0,0.0,-4848.329267267994,bucket_1,NBIG
NBIS,,,-435.78538349,-3205.020032,0.0,0.0,0.0,-38.22,28.989634796917045,0.0,0.0,-3650.035780693083,bucket_1,NBIL
NBIS,,,-8513.01070804,-6348.69164,0.0,0.0,0.0,-122.05,34.86122953413732,0.0,0.0,-14948.89111850586,bucket_1,NEBX
NEM,,,0.0,263.080468,0.0,0.0,0.0,-11.71,3.5823540719595623,0.0,0.0,254.95282207195956,bucket_1,NEMG
NET,,,0.0,116.240502,0.0,0.0,0.0,-10.78,2.874159514090064,0.0,0.0,108.33466151409007,bucket_1,NETG
NFLX,,,1549.79141298,122.150437,0.0,0.0,0.0,-140.39,1.4642607693501628,0.0,0.0,1533.0161107493502,bucket_1,NFLU
NFLX,,,-546.64657616,0.0,0.0,0.0,-354.74,-31.76,0.0,0.0,0.0,-933.14657616,bucket_2,NFLW
NFLX,,,559.66645845,0.0,0.0,0.0,-106.49000000000001,-3.11,0.0,0.0,0.0,450.06645845,bucket_2,NFLY
NFLX,,,-1904.24142933,0.0,0.0,0.0,0.0,-23.81,0.0,0.0,0.0,-1928.05142933,bucket_1,NFXL
NIO,,,101.79230697,119.058475,0.0,0.0,0.0,-18.01,2.7623763091120055,0.0,0.0,205.60315827911202,bucket_1,NIOG
NOW,,,0.0,482.919247,0.0,0.0,0.0,-20.2,3.289005838777497,0.0,0.0,466.0082528387775,bucket_1,NOWL
NU,,,2235.01613625,303.705046,0.0,0.0,0.0,-87.39,1.2232489035875582,0.0,0.0,2452.5544311535878,bucket_1,NUG
GDX,,,2159.99986967,1037.569835,0.0,0.0,-10.84,-23.32,4.753059908414313,0.0,0.0,3168.1627645784138,bucket_1,NUGT
NVDA,,,1.99830523,-1580.457146,0.0,0.0,-24.43,-76.26,25.057958209401043,0.0,0.0,-1654.090882560599,bucket_1,NVDB
NVDA,,,-2838.12937397,0.0,0.0,0.0,0.0,-93.25,0.0,0.0,0.0,-2931.37937397,bucket_1,NVDG
NVDA,,,-1841.67141084,-118.755993,0.0,0.0,0.0,-80.4,1.9418197870670768,0.0,0.0,-2038.885584052933,bucket_1,NVDL
NVDA,,,-46.30217225,0.0,0.0,0.0,0.0,-5.03,0.0,0.0,0.0,-51.33217225,bucket_1,NVDO
NVDA,,,-1619.44571721,-108.467455,0.0,0.0,-20.49,-70.43,1.9437627643725384,0.0,0.0,-1816.8894094456275,bucket_1,NVDU
NVDA,,,147.08384769,0.0,0.0,0.0,-122.42,-11.57,0.0,0.0,0.0,13.093847689999997,bucket_2,NVDY
NVO,,,-643.21558157,-147.757979,0.0,0.0,0.0,-17.060000000000002,2.7554725386862153,0.0,0.0,-805.2780880313137,bucket_1,NVOX
NVTS,,,-14902.15818932,-13303.028309,0.0,0.0,0.0,-626.98,76.52643487246058,0.0,0.0,-28755.64006344754,bucket_1,NVTX
OKLO,,,0.0,952.860629,0.0,0.0,0.0,-159.17,28.829649218786464,0.0,0.0,822.5202782187865,bucket_1,OKLL
OKTA,,,-140.4309009,-117.345733,0.0,0.0,0.0,-31.64,3.392893114705701,0.0,0.0,-286.02374078529425,bucket_1,OKTG
ONDS,,,-119.1073841,-341.488529,0.0,0.0,0.0,-145.42,19.769752743131345,0.0,0.0,-586.2461603568687,bucket_1,ONDG
ONDS,,,0.0,8.140488,0.0,0.0,0.0,0.0,12.770404369889823,0.0,0.0,20.910892369889822,bucket_1,ONDL
OPEN,,,1060.66775663,2489.171551,0.0,0.0,0.0,-152.54,14.757863453663917,0.0,0.0,3412.057171083664,bucket_1,OPEG
OPEN,,,736.1693249,654.908314,0.0,0.0,0.0,-101.8,7.413905318330272,0.0,0.0,1296.6915442183304,bucket_1,OPEX
ORCL,,,-299.00101476,-310.123646,0.0,0.0,-6.92,-30.13,4.065493981936845,0.0,0.0,-642.1091667780631,bucket_1,ORCU
ORCL,,,-266.7399895,-169.973961,0.0,0.0,0.0,-7.61,3.9671462583263417,0.0,0.0,-440.3568042416737,bucket_1,ORCX
ORLY,,,-56.566013,0.0,0.0,0.0,0.0,-8.74,0.0,0.0,0.0,-65.306013,bucket_1,ORLG
OSCR,,,-280.12992876,0.0,0.0,0.0,0.0,-50.85,0.0,0.0,0.0,-330.97992876,bucket_1,OSCG
OSCR,,,-1678.95922292,-991.563313,0.0,0.0,0.0,-22.1,8.756295936691041,0.0,0.0,-2683.866239983309,bucket_1,OSCX
PAAS,,,-158.82283111,-27.045755,0.0,0.0,0.0,-6.31,5.091634038876703,0.0,0.0,-187.08695207112333,bucket_1,PAAU
PANW,,,-3427.3811494,-132.788496,0.0,0.0,-19.03,-71.17,1.7102334282330953,0.0,0.0,-3648.6594119717674,bucket_1,PALU
PANW,,,-6923.08515321,-154.197551,0.0,0.0,0.0,-127.49,1.9712538262476893,0.0,0.0,-7202.801450383752,bucket_1,PANG
PBR,,,-407.43568788,0.0,0.0,0.0,0.0,-22.55,0.0,0.0,0.0,-429.98568788,bucket_1,PBRG
PLTR,,,719.72079773,730.66113,0.0,0.0,-35.34,-96.86,3.0438186388052832,0.0,0.0,1321.2257463688054,bucket_1,PLTA
PLTR,,,118.73970627,603.489255,0.0,0.0,-37.27,-78.98,3.228649522480173,0.0,0.0,609.2076107924801,bucket_1,PLTU
PLTR,,,1164.61353691,0.0,0.0,0.0,-381.96999999999997,-10.21,0.0,0.0,0.0,772.4335369099999,bucket_2,PLTW
PL,,,19.9067871,254.576184,0.0,0.0,0.0,0.0,23.6589318695832,0.0,0.0,298.14190296958316,bucket_1,PLU
PLUG,,,0.0,-8792.14032,0.0,0.0,0.0,-260.66,51.38542471823671,0.0,0.0,-9001.414895281763,bucket_1,PLUL
PONY,,,555.66121535,637.860006,0.0,0.0,0.0,-108.14,5.2909339024858815,0.0,0.0,1090.6721552524857,bucket_1,PONX
PLTR,,,868.23013827,872.220204,0.0,0.0,0.0,-49.2,3.896206916705651,0.0,0.0,1695.1465491867057,bucket_1,PTIR
PYPL,,,122.78660407,52.268729,0.0,0.0,0.0,-22.42,1.2138233966589351,0.0,0.0,153.84915646665894,bucket_1,PYPG
PYPL,,,1294.27550389,0.0,0.0,0.0,-91.03,-11.91,0.0,0.0,0.0,1191.33550389,bucket_2,PYPY
QBTS,,,-723.06185912,98.246791,0.0,0.0,0.0,-154.61,20.33015700595774,0.0,0.0,-759.0949111140422,bucket_1,QBTX
QBTS,,,0.0,236.704724,0.0,0.0,-200.5,-30.04,29.710065977816686,0.0,0.0,35.87478997781669,bucket_2,QBY
QCOM,,,-3247.52474479,-29.180215,0.0,0.0,-31.66,-65.32000000000001,1.4697176417825235,0.0,0.0,-3372.2152421482174,bucket_1,QCMU
IONQ,,,-85.27622191,-387.356582,0.0,0.0,0.0,-39.61,8.483204275416982,0.0,0.0,-503.759599634583,bucket_1,QPUX
QQQ,,,124.28834842,0.0,0.0,0.0,0.0,-4.17,0.0,0.0,0.0,120.11834842,bucket_2,QQQX
QS,,,-115.56439493,-254.523577,0.0,0.0,0.0,-30.5,6.73138286485847,0.0,0.0,-393.8565890651415,bucket_1,QSU
QUBT,,,-4694.9618358,-2230.27655,0.0,0.0,0.0,-298.49,19.1399800565057,0.0,0.0,-7204.588405743493,bucket_1,QUBX
QQQ,,,63.91391703,0.0,0.0,0.0,-17.5,-5.6,0.0,0.0,0.0,40.81391703,bucket_2,QYLD
QQQ,,,104.07458955,0.0,0.0,0.0,-9.89,-5.0,0.0,0.0,0.0,89.18458955,bucket_2,QYLG
RBLX,,,1264.20873942,2003.076984,0.0,0.0,0.0,-63.48,3.9386216978844555,0.0,0.0,3207.7443451178847,bucket_1,RBLU
RBLX,,,751.03208154,0.0,0.0,0.0,-167.32,-8.18,0.0,0.0,0.0,575.5320815400001,bucket_2,RBLY
RCAT,,,0.0,6452.855112,0.0,0.0,0.0,-115.71,56.32550652728739,0.0,0.0,6393.470618527287,bucket_1,RCAX
RDDT,,,-34.05653316,-210.144441,0.0,0.0,0.0,-38.87,8.377870101495349,0.0,0.0,-274.6931040585046,bucket_1,RDTL
RDW,,,0.0,-1934.948789,0.0,0.0,0.0,-145.35,19.027742112158275,0.0,0.0,-2061.2710468878417,bucket_1,RDWU
RDDT,,,806.40119775,0.0,0.0,0.0,-105.7,-10.620000000000001,0.0,0.0,0.0,690.08119775,bucket_2,RDYY
RGTI,,,0.0,-9.291934,0.0,0.0,0.0,0.0,6.424227090824825,0.0,0.0,-2.8677069091751743,bucket_1,RGTU
RGTI,,,0.0,704.47717,0.0,0.0,0.0,-86.98,17.661746386533277,0.0,0.0,635.1589163865333,bucket_1,RGTX
RIOT,,,469.363513,157.093862,0.0,0.0,0.0,-11.95,6.241339184455398,0.0,0.0,620.7487141844553,bucket_1,RIOX
RKLB,,,-1239.28232945,-1442.841247,0.0,0.0,0.0,-33.800000000000004,14.372037768730403,0.0,0.0,-2701.5515386812694,bucket_1,RKLX
RKT,,,200.80212785,2369.336304,0.0,0.0,0.0,-40.29,8.685728654554376,0.0,0.0,2538.534160504554,bucket_1,RKTL
HOOD,,,192.64165165,390.136418,0.0,0.0,0.0,-17.03,7.316963152770527,0.0,0.0,573.0650328027706,bucket_1,ROBN
RTX,,,304.74768075,0.0,0.0,0.0,0.0,-19.05,0.0,0.0,0.0,285.69768074999996,bucket_1,RTXG
RIOT,,,0.0,1153.9342,0.0,0.0,0.0,0.0,156.9470923443787,0.0,0.0,1310.8812923443786,bucket_2,RTYY
SATS,,,-534.57396852,-165.679653,0.0,0.0,0.0,-62.83,2.0661289946739636,0.0,0.0,-761.0174925253261,bucket_1,SATG
SBET,,,0.0,-82.49153,0.0,0.0,0.0,-56.18,15.188377616623054,0.0,0.0,-123.48315238337693,bucket_1,SBTU
SBUX,,,-18.32643625,0.0,0.0,0.0,0.0,-17.45,0.0,0.0,0.0,-35.77643625,bucket_1,SBU
SHOP,,,0.0,579.150076,0.0,0.0,-5.16,-23.47,2.9181865530329754,0.0,0.0,553.438262553033,bucket_1,SHPU
SMCI,,,-491.77189563,823.310968,0.0,0.0,0.0,-73.36,5.121853536968034,0.0,0.0,263.300925906968,bucket_1,SMCL
SMR,,,0.0,-560.468396,0.0,0.0,0.0,-165.95,29.563846600595014,0.0,0.0,-696.854549399405,bucket_1,SMU
SMR,,,3879.21309524,1074.23753,0.0,0.0,0.0,-238.82,26.89866049669877,0.0,0.0,4741.5292857366985,bucket_1,SMUP
SMCI,,,0.0,-0.837247,0.0,0.0,0.0,0.0,3.3907847776295617,0.0,0.0,2.5535377776295616,bucket_2,SMYY
SNAP,,,26.99046877,-16.604119,0.0,0.0,0.0,-12.06,5.234959620111514,0.0,0.0,3.5613093901115125,bucket_1,SNAG
SNDK,,,-1798.08481339,-1309.812851,0.0,0.0,0.0,-32.92,24.627361366556574,0.0,0.0,-3116.190303023443,bucket_1,SNDU
SNOW,,,680.35857014,1691.193409,0.0,0.0,0.0,-29.7,6.963630662775162,0.0,0.0,2348.8156098027757,bucket_1,SNOU
SNOW,,,734.35125347,0.0,0.0,0.0,-114.75,-12.7,0.0,0.0,0.0,606.9012534699999,bucket_2,SNOY
SNDK,,,-2827.26276882,-3854.623109,0.0,0.0,0.0,-47.5,31.169655333645206,0.0,0.0,-6698.216222486355,bucket_1,SNXX
SOFI,,,1336.25745942,594.547912,0.0,0.0,-13.16,-52.94,3.754493593234946,0.0,0.0,1868.4598650132348,bucket_1,SOFA
SOFI,,,336.89211761,344.95084,0.0,0.0,0.0,-10.01,3.0427438002958787,0.0,0.0,674.8757014102958,bucket_1,SOFX
SOEZ,,,-116.44715785,1901.921671,0.0,0.0,-21.98,-65.8,11.664064824171328,0.0,0.0,1709.3585779741716,bucket_1,SOLT
SOUN,,,0.0,-16.3992,0.0,0.0,0.0,-28.04,6.002104936227578,0.0,0.0,-38.43709506377242,bucket_1,SOUX
SOXX,,,-2879.59446724,-888.544865,0.0,0.0,0.0,-10.47,5.429753429969728,0.0,0.0,-3773.17957881003,bucket_1,SOXL
SPOT,,,146.11569471,131.356609,0.0,0.0,0.0,-22.38,2.086922985836672,0.0,0.0,257.1792266958367,bucket_1,SPOG
SPY,,,-41.11566558,-81.200411,0.0,0.0,0.0,-1.42,2.2042457431324305,0.0,0.0,-121.53183083686757,bucket_1,SPXL
SPY,,,33.83699975,0.0,0.0,0.0,-17.52,-1.53,0.0,0.0,0.0,14.786999749999998,bucket_2,SPYI
SRPT,,,93.53594621,923.230756,0.0,0.0,0.0,-131.79,9.512816887541069,0.0,0.0,894.4895190975411,bucket_1,SRPU
ARKK,,,-70.31110157,-36.154063,0.0,0.0,0.0,-9.82,2.6353386652889377,0.0,0.0,-113.64982590471107,bucket_1,TARK
TEM,,,261.45555616000007,2022.414727,0.0,0.0,0.0,-100.97,6.459242022265808,0.0,0.0,2189.359525182266,bucket_1,TEMT
TER,,,-1715.05200786,-266.200813,0.0,0.0,0.0,-200.13,4.128454714622342,0.0,0.0,-2177.2543661453774,bucket_1,TERG
QQQ,,,-377.41480733,-146.109793,0.0,0.0,0.0,-1.18,2.1801858964988394,0.0,0.0,-522.5244144335011,bucket_1,TQQQ
TSLA,,,434.56804788,139.339762,0.0,0.0,-26.8,-49.480000000000004,2.438601878125261,0.0,0.0,500.06641175812535,bucket_1,TSLI
TSLA,,,71.16388847,185.572526,0.0,0.0,-28.43,-79.15,3.2374135903260854,0.0,0.0,152.3938280603261,bucket_1,TSLL
TSLA,,,320.08068031,122.818729,0.0,0.0,0.0,-48.28,2.3355414010504463,0.0,0.0,396.95495071105046,bucket_1,TSLR
TSLA,,,-962.42566711,-105.663344,0.0,0.0,0.0,-30.69,2.0825409519137157,0.0,0.0,-1096.6964701580864,bucket_1,TSLT
TSLA,,,640.84373237,0.0,0.0,0.0,-192.4,-28.3,0.0,0.0,0.0,420.14373237,bucket_2,TSLW
TSLA,,,334.42500094,0.0,0.0,0.0,-155.26999999999998,-17.41,0.0,0.0,0.0,161.74500094000004,bucket_2,TSLY
TSM,,,-708.74834569,-34.319564,0.0,0.0,0.0,-50.26,1.7330117366439348,0.0,0.0,-791.594897953356,bucket_1,TSMG
TSM,,,-858.71772585,-102.244621,0.0,0.0,0.0,-64.42,1.7164344196335053,0.0,0.0,-1023.6659124303665,bucket_1,TSMU
TSM,,,-245.61204713,0.0,0.0,0.0,-138.64,-10.64,0.0,0.0,0.0,-394.89204713,bucket_2,TSMY
TTD,,,84.45584466,81.325165,0.0,0.0,0.0,-20.0,1.7843972853819998,0.0,0.0,147.565406945382,bucket_1,TTDU
TDOG,,,0.0,140.981836,0.0,0.0,0.0,0.0,9.296650327322773,0.0,0.0,150.27848632732275,bucket_1,TXXD
TSUI,,,0.0,998.023949,0.0,0.0,0.0,0.0,20.919044489283344,0.0,0.0,1018.9429934892834,bucket_1,TXXS
UBER,,,161.66472958,192.417265,0.0,0.0,0.0,-13.08,2.3563767321558236,0.0,0.0,343.35837131215584,bucket_1,UBRL
UEC,,,501.80766104,1276.893051,0.0,0.0,0.0,-60.2,8.818636570236496,0.0,0.0,1727.3193486102366,bucket_1,UECG
UNH,,,-2490.86484945,-32.471709,0.0,0.0,0.0,-87.51,1.7255292070207733,0.0,0.0,-2609.121029242979,bucket_1,UNHG
U,,,-244.73553062,-1454.048406,0.0,0.0,0.0,-27.85,12.973590188109926,0.0,0.0,-1713.66034643189,bucket_1,UNX
UPS,,,129.01978575,-1.126813,0.0,0.0,0.0,-12.78,0.34506450146148526,0.0,0.0,115.45803725146149,bucket_1,UPSG
UPST,,,277.95287675,60.363237,0.0,0.0,0.0,-60.74,9.732580022771602,0.0,0.0,287.3086937727716,bucket_1,UPSX
URA,,,755.57929305,401.515393,0.0,0.0,-42.69,-25.19,4.47265107728777,0.0,0.0,1093.6873371272877,bucket_1,URAA
IWM,,,0.0,-34.133164,0.0,0.0,0.0,-1.6400000000000001,2.040704929932282,0.0,0.0,-33.73245907006772,bucket_1,URTY
USAR,,,-1203.947452,-2449.838689,0.0,0.0,0.0,-276.09000000000003,20.87592692907916,0.0,0.0,-3909.0002140709216,bucket_1,USGG
UUUU,,,0.0,1537.49525,0.0,0.0,0.0,-57.44,25.39305978467921,0.0,0.0,1505.4483097846792,bucket_1,UUUG
XRPZ,,,-24.07000969,1667.536652,0.0,0.0,0.0,-45.74,10.566489346298749,0.0,0.0,1608.2931316562988,bucket_1,UXRP
VALE,,,-381.5531273,0.0,0.0,0.0,0.0,-13.52,0.0,0.0,0.0,-395.0731273,bucket_1,VALG
VRT,,,-5659.63580851,-592.214756,0.0,0.0,0.0,-86.37,3.4570113657859407,0.0,0.0,-6334.763553144215,bucket_1,VRTL
VST,,,0.0,99.011357,0.0,0.0,0.0,-3.19,2.8245102429441142,0.0,0.0,98.64586724294412,bucket_1,VSTL
WDC,,,0.0,-1966.986877,0.0,0.0,0.0,-40.66,12.27349825900363,0.0,0.0,-1995.3733787409965,bucket_1,WDCX
WULF,,,-1087.45972413,-2781.593826,0.0,0.0,0.0,-178.76,26.36942655064511,0.0,0.0,-4021.444123579355,bucket_1,WULX
IBIT,,,0.0,3108.44529,-1.73,0.0,-2762.87,-162.71,82.99439962262964,0.0,0.0,264.1296896226298,bucket_2,XBTY
XOM,,,-255.23719707,0.0,0.0,0.0,-163.23,-23.080000000000002,0.0,0.0,0.0,-441.54719707,bucket_2,XOMO
XOM,,,10.86777634,0.0,0.0,0.0,-15.55,-46.91,0.0,0.0,0.0,-51.592223659999995,bucket_1,XOMX
XPEV,,,0.0,253.094657,0.0,0.0,0.0,-13.96,3.312693625927064,0.0,0.0,242.44735062592707,bucket_1,XPEG
XRPZ,,,29.66559721,73.138343,0.0,0.0,0.0,-17.27,9.655811749234525,0.0,0.0,95.18975195923454,bucket_1,XRPT
XRPZ,,,1820.42245588,313.536066,0.0,0.0,-11.16,-49.19,11.09233341705352,0.0,0.0,2084.7008552970533,bucket_1,XXRP
SPY,,,12.6677966,0.0,0.0,0.0,-15.11,-10.06,0.0,0.0,0.0,-12.502203399999999,bucket_2,XYLD
SPY,,,30.98528712,0.0,0.0,0.0,-7.64,-10.91,0.0,0.0,0.0,12.435287119999998,bucket_2,XYLG
XYZ,,,-47.37224329,-38.895565,0.0,0.0,0.0,-6.33,4.104849607358115,0.0,0.0,-88.49295868264188,bucket_1,XYZG
XYZ,,,1112.99321044,0.0,0.0,0.0,-145.5,-9.73,0.0,0.0,0.0,957.76321044,bucket_2,XYZY
FXI,,,322.26566714,89.538746,0.0,0.0,-5.57,-10.52,2.307223540321907,0.0,0.0,398.02163668032193,bucket_1,YINN
ZETA,,,0.0,249.652641,0.0,0.0,0.0,-29.7,4.608163409358065,0.0,0.0,224.56080440935807,bucket_1,ZETX
AAL,,,0.0,-39.239941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.239941,bucket_1,AAL
AAOI,,,7988.708116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7988.708116,bucket_1,AAOI
AAPL,,,2164.697696568965,90.28640702624348,27.21256635899357,0.0,0.0,0.0,0.0,0.0,0.0,2282.196669954202,bucket_1,AAPL
ABNB,,,283.242309,-772.0460053931877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-488.8036963931877,bucket_1,ABNB
ACHR,,,0.431621,87.404606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.83622700000001,bucket_1,ACHR
ADBE,,,-155.386774,-118.2739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-273.660674,bucket_1,ADBE
AFRM,,,457.103744,458.63883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.742574,bucket_1,AFRM
AI,,,0.0,-24.259257000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.259257000000034,bucket_1,AI
ALAB,,,2971.602805,6069.502192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9041.104997,bucket_1,ALAB
ALB,,,-92.294044,-91.222281,5.67,0.0,0.0,0.0,0.0,0.0,0.0,-177.846325,bucket_1,ALB
AMD,,,14081.161169918461,17032.887227145515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31114.048397063976,bucket_1,AMD
AMZN,,,1254.1608251828786,129.84899766046476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.0098228433435,bucket_1,AMZN
ANET,,,-118.237588,-450.444844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-568.682432,bucket_1,ANET
APH,,,-155.921231,-35.817,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-187.738231,bucket_1,APH
APP,,,0.0,-494.492383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-494.492383,bucket_1,APP
ARKK,,,137.792559,42.911108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.703667,bucket_1,ARKK
