underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAOI,AAOI,spot,106196.0,106196.0,1.0,0.0,0.0
AAOI,AAOX,core_levered_etf,-104385.40945923999,104385.40945923999,1.0,0.0,0.0
AAPL,AAPL,spot,588.76,588.76,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-774.3115867872001,774.3115867872001,1.0,0.0,0.0
ACHR,ACHR,spot,6646.92,6646.92,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-6362.0867392352,6362.0867392352,1.0,0.0,0.0
ADBE,ADBE,spot,1476.86,1476.86,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-1695.5223035999998,1695.5223035999998,1.0,0.0,0.0
AFRM,AFRM,spot,2180.1,2180.1,1.0,0.0,0.0
AFRM,AFRU,core_levered_etf,-2561.46697344,2561.46697344,1.0,0.0,0.0
ALAB,ALAB,spot,11202.36,11202.36,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-11437.299528600002,11437.299528600002,1.0,0.0,0.0
ALB,ALB,spot,1632.96,1632.96,1.0,0.0,0.0
ALB,ALBG,core_levered_etf,-1649.2122912671996,1649.2122912671996,1.0,0.0,0.0
AMD,AMD,spot_b4_structural,28666.64,28666.64,0.3107297737006261,0.8803106451276704,-0.1910404188282966
AMD,DAMD,inverse_b4_etf,5476.486912,5476.486912,0.0,0.0,1.0
AMD,AMDG,core_levered_etf,-2872.159555584,2872.159555584,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-2989.2807432600002,2989.2807432600002,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-2993.88059346,2993.88059346,1.0,0.0,0.0
AMD,AMYY,yieldboost_etf,-25087.500160274998,25087.500160274998,0.0,1.0,0.0
AMZN,AMZN,spot,1450.1999999999998,1450.1999999999998,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-478.56930043999995,478.56930043999995,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-1263.07970208,1263.07970208,1.0,0.0,0.0
ANET,ANET,spot,1832.8200000000002,1832.8200000000002,1.0,0.0,0.0
ANET,ANEL,core_levered_etf,-1851.370089723,1851.370089723,1.0,0.0,0.0
APH,APH,spot,688.88,688.88,1.0,0.0,0.0
APH,APHU,core_levered_etf,-1008.3587305344,1008.3587305344,1.0,0.0,0.0
APP,APP,spot,11292.2,11292.2,1.0,0.0,0.0
APP,APPX,core_levered_etf,-12801.074739249998,12801.074739249998,1.0,0.0,0.0
ARKK,ARKK,spot,1145.8999999999999,1145.8999999999999,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-1468.524197934,1468.524197934,1.0,0.0,0.0
ARM,ARM,spot,3037.2300000000005,3037.2300000000005,1.0,0.0,0.0
ARM,ARMG,core_levered_etf,-2979.7401778199996,2979.7401778199996,1.0,0.0,0.0
ASML,ASML,spot,1843.04,1843.04,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-1817.594482,1817.594482,1.0,0.0,0.0
ASTS,ASTS,spot_b4_structural,42619.5,42619.5,1.4796494773265758,0.0,-0.4796494773265759
ASTS,ASTN,inverse_b4_etf,20442.42089892,20442.42089892,0.0,0.0,1.0
ASTS,ASTX,core_levered_etf,-96579.25705025,96579.25705025,1.0,0.0,0.0
AVAV,AVAV,spot,13622.76,13622.76,1.0,0.0,0.0
AVAV,AVXX,core_levered_etf,-15191.429568,15191.429568,1.0,0.0,0.0
AVGO,AVGO,spot,2219.91807,2219.91807,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-886.611955582,886.611955582,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-1264.2792517499997,1264.2792517499997,1.0,0.0,0.0
AXTI,AXTI,spot,115883.46,115883.46,1.0,0.0,0.0
AXTI,AXTX,core_levered_etf,-105174.68893260001,105174.68893260001,1.0,0.0,0.0
BA,BA,spot,1967.22,1967.22,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-1068.1765829982,1068.1765829982,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-1104.526064896,1104.526064896,1.0,0.0,0.0
BABA,BABA,spot,24791.469999999998,24791.469999999998,0.06077472065754847,0.9392252793424515,0.0
BABA,BABU,core_levered_etf,-314.127061648,314.127061648,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-953.12714211,953.12714211,1.0,0.0,0.0
BABA,BBYY,yieldboost_etf,-23284.775336060004,23284.775336060004,0.0,1.0,0.0
BBAI,BBAI,spot,13646.36,13646.36,1.0,0.0,0.0
BBAI,BAIG,core_levered_etf,-13877.5816219356,13877.5816219356,1.0,0.0,0.0
BE,BE,spot,28081.5,28081.5,1.0,0.0,0.0
BE,BEG,core_levered_etf,-11092.9597495382,11092.9597495382,1.0,0.0,0.0
BE,BEX,core_levered_etf,-17817.091159000003,17817.091159000003,1.0,0.0,0.0
BIDU,BIDU,spot,1179.4,1179.4,1.0,0.0,0.0
BIDU,BIDG,core_levered_etf,-1348.8074688816002,1348.8074688816002,1.0,0.0,0.0
BLSH,BLSH,spot,7796.07,7796.07,1.0,0.0,0.0
BLSH,BLSG,core_levered_etf,-8464.242199600001,8464.242199600001,1.0,0.0,0.0
BMNR,BMNR,spot,26800.100000000002,26800.100000000002,1.0,0.0,0.0
BMNR,BMNG,core_levered_etf,-13266.749382810001,13266.749382810001,1.0,0.0,0.0
BMNR,BMNU,core_levered_etf,-14598.978847689603,14598.978847689603,1.0,0.0,0.0
BULL,BULL,spot,2498.64,2498.64,1.0,0.0,0.0
BULL,BULG,core_levered_etf,-2531.4146178552,2531.4146178552,1.0,0.0,0.0
CEG,CEG,spot,1185.2433999999998,1185.2433999999998,1.0,0.0,0.0
CEG,CEGX,core_levered_etf,-1077.0986208000002,1077.0986208000002,1.0,0.0,0.0
CHNL,CHNL,spot,1163.05158138,1163.05158138,1.0,0.0,0.0
CHNL,CHNU,core_levered_etf,-1063.4636396411997,1063.4636396411997,1.0,0.0,0.0
CIFR,CIFR,spot,8565.0,8565.0,1.0,0.0,0.0
CIFR,CIFG,core_levered_etf,-7235.128649394801,7235.128649394801,1.0,0.0,0.0
CLS,CLS,spot,10848.6,10848.6,1.0,0.0,0.0
CLS,CSEX,core_levered_etf,-10902.883425,10902.883425,1.0,0.0,0.0
CLSK,CLSK,spot,7858.74,7858.74,1.0,0.0,0.0
CLSK,CLSX,core_levered_etf,-6670.7064051,6670.7064051,1.0,0.0,0.0
CMG,CMG,spot,525.0,525.0,1.0,0.0,0.0
CMG,CMGG,core_levered_etf,-793.452630825,793.452630825,1.0,0.0,0.0
CNC,CNC,spot,1230.3,1230.3,1.0,0.0,0.0
CNC,CNCG,core_levered_etf,-1489.99820138,1489.99820138,1.0,0.0,0.0
COHR,COHR,spot,6635.7,6635.7,1.0,0.0,0.0
COHR,COHX,core_levered_etf,-6156.74356038,6156.74356038,1.0,0.0,0.0
COIN,COIN,spot_b4_structural,89492.88,89492.88,0.28921320674950923,0.8604339695176979,-0.14964717626720692
COIN,CONI,inverse_b4_etf,13392.356788019999,13392.356788019999,0.0,0.0,1.0
COIN,COIG,core_levered_etf,-4781.13975432,4781.13975432,1.0,0.0,0.0
COIN,CONX,core_levered_etf,-6301.381466830499,6301.381466830499,1.0,0.0,0.0
COIN,COIA,core_levered_etf,-6405.0090885,6405.0090885,1.0,0.0,0.0
COIN,CONL,core_levered_etf,-7724.682025599999,7724.682025599999,1.0,0.0,0.0
COIN,COYY,yieldboost_etf,-75008.48313172499,75008.48313172499,0.0,1.0,0.0
COPX,COPX,spot,1957.5400000000002,1957.5400000000002,1.0,0.0,0.0
COPX,COPZ,core_levered_etf,-1871.5394369089997,1871.5394369089997,1.0,0.0,0.0
CORZ,CORZ,spot,2631.81,2631.81,1.0,0.0,0.0
CORZ,COZX,core_levered_etf,-2312.0135028,2312.0135028,1.0,0.0,0.0
CPNG,CPNG,spot,1994.3,1994.3,1.0,0.0,0.0
CPNG,CPNX,core_levered_etf,-2074.7218281,2074.7218281,1.0,0.0,0.0
CRCL,CRCL,spot,45471.3,45471.3,0.9165824003822192,0.08341759961778086,0.0
CRCL,CRY,yieldboost_etf,-3793.1066974999994,3793.1066974999994,0.0,1.0,0.0
CRCL,CCUP,core_levered_etf,-7238.62961822,7238.62961822,1.0,0.0,0.0
CRCL,CRCA,core_levered_etf,-11704.98025585,11704.98025585,1.0,0.0,0.0
CRCL,CRCG,core_levered_etf,-14475.90295876,14475.90295876,1.0,0.0,0.0
CRDO,CRDO,spot,9327.24,9327.24,1.0,0.0,0.0
CRDO,CRDU,core_levered_etf,-9058.384853280002,9058.384853280002,1.0,0.0,0.0
CRM,CRM,spot,1142.61,1142.61,1.0,0.0,0.0
CRM,CRMG,core_levered_etf,-1279.082584,1279.082584,1.0,0.0,0.0
CRML,CRML,spot,113934.95,113934.95,1.0,0.0,0.0
CRML,CRMX,core_levered_etf,-27057.15915624,27057.15915624,1.0,0.0,0.0
CRML,CRMU,core_levered_etf,-93613.7017534664,93613.7017534664,1.0,0.0,0.0
CRWD,CRWD,spot,772.74,772.74,1.0,0.0,0.0
CRWD,CRWL,core_levered_etf,-783.5667622199999,783.5667622199999,1.0,0.0,0.0
CRWV,CORD,inverse_b4_etf,87776.62033139999,87776.62033139999,0.0,0.0,1.0
CRWV,CWY,yieldboost_etf,-5710.974336,5710.974336,0.0,1.0,0.0
CRWV,CRWU,core_levered_etf,-8483.694962040001,8483.694962040001,1.0,0.0,0.0
CRWV,CWVX,core_levered_etf,-10890.1720928,10890.1720928,1.0,0.0,0.0
CRWV,CRWG,core_levered_etf,-11593.49830125,11593.49830125,1.0,0.0,0.0
DELL,DELL,spot,2551.5,2551.5,1.0,0.0,0.0
DELL,DLLL,core_levered_etf,-2705.0091264000002,2705.0091264000002,1.0,0.0,0.0
DKNG,DKNG,spot,1623.51,1623.51,1.0,0.0,0.0
DKNG,DKNX,core_levered_etf,-1684.492184184,1684.492184184,1.0,0.0,0.0
DNN,DNN,spot,1644.72,1644.72,1.0,0.0,0.0
DNN,DNNG,core_levered_etf,-1513.9700268968002,1513.9700268968002,1.0,0.0,0.0
DUOL,DUOL,spot,4242.525000000001,4242.525000000001,1.0,0.0,0.0
DUOL,DUOG,core_levered_etf,-4156.8704255904,4156.8704255904,1.0,0.0,0.0
EOSE,EOSE,spot,21123.3,21123.3,1.0,0.0,0.0
EOSE,EOSU,core_levered_etf,-19482.743183340004,19482.743183340004,1.0,0.0,0.0
ETHA,ETHA,spot,18236.239999999998,18236.239999999998,1.0,0.0,0.0
ETHA,ETHT,core_levered_etf,-4921.86077376,4921.86077376,1.0,0.0,0.0
ETHA,ETU,core_levered_etf,-5877.29030736,5877.29030736,1.0,0.0,0.0
ETHA,ETHU,core_levered_etf,-6985.621341920001,6985.621341920001,1.0,0.0,0.0
EWW,EWW,spot,1896.2620559999998,1896.2620559999998,1.0,0.0,0.0
EWW,MEXX,core_levered_etf,-1953.153752671,1953.153752671,1.0,0.0,0.0
EWY,EWY,spot,6307.0,6307.0,1.0,0.0,0.0
EWY,KORU,core_levered_etf,-5373.94096419,5373.94096419,1.0,0.0,0.0
FCX,FCX,spot,1513.25,1513.25,1.0,0.0,0.0
FCX,FCXG,core_levered_etf,-1291.6017261468,1291.6017261468,1.0,0.0,0.0
FIG,FIG,spot,10641.539999999999,10641.539999999999,1.0,0.0,0.0
FIG,FIGG,core_levered_etf,-11600.6053041,11600.6053041,1.0,0.0,0.0
FIGR,FIGR,spot,4639.14,4639.14,1.0,0.0,0.0
FIGR,FGRU,core_levered_etf,-5180.26593888,5180.26593888,1.0,0.0,0.0
FLY,FLY,spot,40824.43,40824.43,1.0,0.0,0.0
FLY,FLYT,core_levered_etf,-41379.038689099994,41379.038689099994,1.0,0.0,0.0
FXI,FXI,spot,1383.0253969999999,1383.0253969999999,1.0,0.0,0.0
FXI,YINN,core_levered_etf,-1331.7985571999998,1331.7985571999998,1.0,0.0,0.0
GDX,GDX,spot,4128.849999999999,4128.849999999999,1.0,0.0,0.0
GDX,NUGT,core_levered_etf,-1386.43575144,1386.43575144,1.0,0.0,0.0
GDX,GDXU,core_levered_etf,-2265.6229365,2265.6229365,1.0,0.0,0.0
GDXJ,GDXJ,spot,1764.8999999999999,1764.8999999999999,1.0,0.0,0.0
GDXJ,JNUG,core_levered_etf,-1440.4006385999999,1440.4006385999999,1.0,0.0,0.0
GEMI,GEMI,spot,7360.06,7360.06,1.0,0.0,0.0
GEMI,GEMG,core_levered_etf,-7820.6052883014,7820.6052883014,1.0,0.0,0.0
GEV,GEV,spot,3403.0499999999997,3403.0499999999997,1.0,0.0,0.0
GEV,GEVG,core_levered_etf,-1360.22771769,1360.22771769,1.0,0.0,0.0
GEV,GEVX,core_levered_etf,-2067.7667283,2067.7667283,1.0,0.0,0.0
