symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed,discrepancy_blocker,purgatory,purgatory_no_locate,purgatory_borrow_band,purgatory_net_edge,purgatory_vol_ratio
SNXX,-6836.41081737284,-19184.039999999997,-12347.629182627157,12347.629182627157,6836.41081737284,19184.039999999997,12347.629182627157,False,none,False,False,False,False,False
RCAX,-17024.05605213219,-29171.760000000002,-12147.703947867813,12147.703947867813,17024.05605213219,29171.760000000002,12147.703947867813,False,none,False,False,False,False,False
LITZ,-20941.32388687094,-32614.920000000002,-11673.59611312906,11673.59611312906,20941.32388687094,32614.920000000002,11673.59611312906,False,none,False,False,False,False,False
ASTN,0.0,-10192.92,-10192.92,10192.92,0.0,10192.92,10192.92,False,borrow_band,True,False,True,False,False
QBTZ,-23100.0,-13863.24,9236.76,9236.76,23100.0,13863.24,-9236.76,True,none,False,False,False,False,False
FLYT,-11641.379109947502,-20741.3,-9099.920890052497,9099.920890052497,11641.379109947502,20741.3,9099.920890052497,False,none,False,False,False,False,False
IREG,-8140.183287955172,-17063.76,-8923.576712044825,8923.576712044825,8140.183287955172,17063.76,8923.576712044825,False,none,False,False,False,False,False
AMZO,0.0,-8916.152699999999,-8916.152699999999,8916.152699999999,0.0,8916.152699999999,8916.152699999999,False,borrow_band,True,False,True,False,False
DUST,0.0,-8209.92,-8209.92,8209.92,0.0,8209.92,8209.92,False,none,False,False,False,False,False
AAOX,-44688.38022294897,-52346.84,-7658.45977705103,7658.45977705103,44688.38022294897,52346.84,7658.45977705103,False,none,False,False,False,False,False
ZSL,0.0,-7165.08,-7165.08,7165.08,0.0,7165.08,7165.08,False,none,False,False,False,False,False
MSTZ,-5104.321543148363,-11955.72,-6851.398456851636,6851.398456851636,5104.321543148363,11955.72,6851.398456851636,False,none,False,False,False,False,False
RGTZ,0.0,-6537.96,-6537.96,6537.96,0.0,6537.96,6537.96,False,none,False,False,False,False,False
RGTX,-7332.014055439903,-13681.95,-6349.935944560098,6349.935944560098,7332.014055439903,13681.95,6349.935944560098,False,none,False,False,False,False,False
CONI,-1158.5793504267317,-6937.678999999999,-5779.099649573267,5779.099649573267,1158.5793504267317,6937.678999999999,5779.099649573267,False,none,False,False,False,False,False
MSTU,-803.6283052549835,-6415.8,-5612.171694745017,5612.171694745017,803.6283052549835,6415.8,5612.171694745017,False,none,False,False,False,False,False
BEG,0.0,-5572.3747,-5572.3747,5572.3747,0.0,5572.3747,5572.3747,False,borrow_band,True,False,True,False,False
QBTX,-7913.653300038641,-13283.460000000001,-5369.80669996136,5369.80669996136,7913.653300038641,13283.460000000001,5369.80669996136,False,none,False,False,False,False,False
SDS,0.0,-5357.06,-5357.06,5357.06,0.0,5357.06,5357.06,False,none,False,False,False,False,False
BBYY,-41131.688398955885,-46090.03,-4958.341601044114,4958.341601044114,41131.688398955885,46090.03,4958.341601044114,False,none,False,False,False,False,False
EOSU,-14692.36179961237,-9744.87,4947.4917996123695,4947.4917996123695,14692.36179961237,9744.87,-4947.4917996123695,True,none,False,False,False,False,False
USGG,0.0,-4706.9728000000005,-4706.9728000000005,4706.9728000000005,0.0,4706.9728000000005,4706.9728000000005,False,borrow_band,True,False,True,False,False
GEMG,0.0,-3915.1986,-3915.1986,3915.1986,0.0,3915.1986,3915.1986,False,borrow_band,True,False,True,False,False
PLUL,0.0,-3803.2151999999996,-3803.2151999999996,3803.2151999999996,0.0,3803.2151999999996,3803.2151999999996,False,borrow_band,True,False,True,False,False
ONDG,-10150.805995440312,-13943.939999999999,-3793.134004559686,3793.134004559686,10150.805995440312,13943.939999999999,3793.134004559686,False,none,False,False,False,False,False
NBIZ,-15869.317374859962,-19601.395000000004,-3732.077625140042,3732.077625140042,15869.317374859962,19601.395000000004,3732.077625140042,False,none,False,False,False,False,False
AVXX,-3967.791092499848,-7616.0,-3648.208907500152,3648.208907500152,3967.791092499848,7616.0,3648.208907500152,False,none,False,False,False,False,False
TSLQ,0.0,-3533.78,-3533.78,3533.78,0.0,3533.78,3533.78,False,none,False,False,False,False,False
FBYY,-61507.50696956187,-57998.799999999996,3508.7069695618775,3508.7069695618775,61507.50696956187,57998.799999999996,-3508.7069695618775,True,none,False,False,False,False,False
AXTX,-48990.886475236446,-52355.41,-3364.5235247635574,3364.5235247635574,48990.886475236446,52355.41,3364.5235247635574,False,none,False,False,False,False,False
NVDQ,0.0,-3330.6,-3330.6,3330.6,0.0,3330.6,3330.6,False,borrow_band,True,False,True,True,False
ONDL,-7697.303548494448,-10870.079999999998,-3172.7764515055505,3172.7764515055505,7697.303548494448,10870.079999999998,3172.7764515055505,False,none,False,False,False,False,False
BMNU,-4160.724392580763,-7326.0684,-3165.3440074192367,3165.3440074192367,4160.724392580763,7326.0684,3165.3440074192367,False,none,False,False,False,False,False
OPEG,-4515.172624592189,-7568.184,-3053.011375407811,3053.011375407811,4515.172624592189,7568.184,3053.011375407811,False,none,False,False,False,False,False
FAZ,0.0,-3015.96,-3015.96,3015.96,0.0,3015.96,3015.96,False,none,False,False,False,False,False
CRCG,-10227.401556006103,-7233.08,2994.3215560061035,2994.3215560061035,10227.401556006103,7233.08,-2994.3215560061035,True,none,False,False,False,False,False
BEX,-11870.408486334816,-8936.36,2934.0484863348156,2934.0484863348156,11870.408486334816,8936.36,-2934.0484863348156,True,none,False,False,False,False,False
SBTU,-2485.396050608605,-5345.28,-2859.8839493913947,2859.8839493913947,2485.396050608605,5345.28,2859.8839493913947,False,none,False,False,False,False,False
UUUG,-4433.353428858442,-7240.86,-2807.5065711415573,2807.5065711415573,4433.353428858442,7240.86,2807.5065711415573,False,none,False,False,False,False,False
BMNG,-3836.384224210481,-6618.81,-2782.4257757895193,2782.4257757895193,3836.384224210481,6618.81,2782.4257757895193,False,none,False,False,False,False,False
SQQQ,0.0,-2651.6000000000004,-2651.6000000000004,2651.6000000000004,0.0,2651.6000000000004,2651.6000000000004,False,net_edge,True,False,False,True,False
AMKL,-2644.6602100277864,0.0,2644.6602100277864,2644.6602100277864,2644.6602100277864,0.0,-2644.6602100277864,True,none,False,False,False,False,False
FGRU,0.0,-2596.3199999999997,-2596.3199999999997,2596.3199999999997,0.0,2596.3199999999997,2596.3199999999997,False,borrow_band,True,False,True,False,False
CRCA,-8349.524154529428,-5851.509999999999,2498.014154529429,2498.014154529429,8349.524154529428,5851.509999999999,-2498.014154529429,True,none,False,False,False,False,False
APPX,-3957.171313812394,-6409.2699999999995,-2452.0986861876054,2452.0986861876054,3957.171313812394,6409.2699999999995,2452.0986861876054,False,none,False,False,False,False,False
AMA,-2177.9759607071123,0.0,2177.9759607071123,2177.9759607071123,2177.9759607071123,0.0,-2177.9759607071123,True,none,False,False,False,False,False
SNDQ,-23100.0,-20947.9,2152.0999999999985,2152.0999999999985,23100.0,20947.9,-2152.0999999999985,True,none,False,False,False,False,False
OKLL,-9448.373626012342,-11580.57,-2132.1963739876574,2132.1963739876574,9448.373626012342,11580.57,2132.1963739876574,False,none,False,False,False,False,False
ROBN,-2166.3098667297945,-4265.25,-2098.9401332702055,2098.9401332702055,2166.3098667297945,4265.25,2098.9401332702055,False,none,False,False,False,False,False
BLSG,-2218.1883874657774,-4224.7699999999995,-2006.5816125342221,2006.5816125342221,2218.1883874657774,4224.7699999999995,2006.5816125342221,False,none,False,False,False,False,False
UXRP,-2429.1256635302725,-4368.21,-1939.0843364697275,1939.0843364697275,2429.1256635302725,4368.21,1939.0843364697275,False,none,False,False,False,False,False
CCUP,-5559.335496738102,-3622.945,1936.3904967381018,1936.3904967381018,5559.335496738102,3622.945,-1936.3904967381018,True,none,False,False,False,False,False
LABX,-3824.577690721701,-5735.400000000001,-1910.8223092782996,1910.8223092782996,3824.577690721701,5735.400000000001,1910.8223092782996,False,none,False,False,False,False,False
SOLT,-2945.111769263787,-4823.77,-1878.6582307362132,1878.6582307362132,2945.111769263787,4823.77,1878.6582307362132,False,none,False,False,False,False,False
HIMZ,-3057.553660636368,-4929.52,-1871.9663393636324,1871.9663393636324,3057.553660636368,4929.52,1871.9663393636324,False,none,False,False,False,False,False
KLAG,-3161.6124748774505,-1313.99,1847.6224748774505,1847.6224748774505,3161.6124748774505,1313.99,-1847.6224748774505,True,none,False,False,False,False,False
IREX,-7478.415802075684,-5643.62,1834.7958020756842,1834.7958020756842,7478.415802075684,5643.62,-1834.7958020756842,True,none,False,False,False,False,False
UNX,-3045.304938221332,-4846.9596,-1801.654661778668,1801.654661778668,3045.304938221332,4846.9596,1801.654661778668,False,none,False,False,False,False,False
LABD,0.0,-1796.7,-1796.7,1796.7,0.0,1796.7,1796.7,False,none,False,False,False,False,False
OSCX,-919.8259397313172,-2641.0251,-1721.1991602686826,1721.1991602686826,919.8259397313172,2641.0251,1721.1991602686826,False,none,False,False,False,False,False
TXXS,-1691.332080115217,0.0,1691.332080115217,1691.332080115217,1691.332080115217,0.0,-1691.332080115217,True,none,False,False,False,False,False
MRNX,-639.8555577922567,-2327.64,-1687.7844422077433,1687.7844422077433,639.8555577922567,2327.64,1687.7844422077433,False,none,False,False,False,False,False
HODU,-1954.933498486384,-3608.3500000000004,-1653.4165015136164,1653.4165015136164,1954.933498486384,3608.3500000000004,1653.4165015136164,False,none,False,False,False,False,False
EWV,0.0,-1612.71,-1612.71,1612.71,0.0,1612.71,1612.71,False,none,False,False,False,False,False
PTIR,-883.6933702590062,-2484.65,-1600.9566297409938,1600.9566297409938,883.6933702590062,2484.65,1600.9566297409938,False,none,False,False,False,False,False
IRE,-6926.752173461432,-5402.22,1524.5321734614317,1524.5321734614317,6926.752173461432,5402.22,-1524.5321734614317,True,none,False,False,False,False,False
OPEX,-1876.584646438444,-3371.76,-1495.1753535615562,1495.1753535615562,1876.584646438444,3371.76,1495.1753535615562,False,none,False,False,False,False,False
GLWG,-2938.474416227996,-1454.64,1483.8344162279957,1483.8344162279957,2938.474416227996,1454.64,-1483.8344162279957,True,none,False,False,False,False,False
XXRP,-2666.546103986788,-4145.705999999999,-1479.1598960132114,1479.1598960132114,2666.546103986788,4145.705999999999,1479.1598960132114,False,none,False,False,False,False,False
XRPT,-2211.753887178945,-3681.3572,-1469.6033128210547,1469.6033128210547,2211.753887178945,3681.3572,1469.6033128210547,False,none,False,False,False,False,False
HOOX,-1528.1071763654188,-2977.5375,-1449.430323634581,1449.430323634581,1528.1071763654188,2977.5375,1449.430323634581,False,none,False,False,False,False,False
RDTL,-2041.7069990561592,-3489.84,-1448.133000943841,1448.133000943841,2041.7069990561592,3489.84,1448.133000943841,False,none,False,False,False,False,False
FIGG,-4358.283662805695,-5800.7,-1442.416337194305,1442.416337194305,4358.283662805695,5800.7,1442.416337194305,False,none,False,False,False,False,False
BAIG,-5521.565085780187,-6942.8628,-1421.2977142198133,1421.2977142198133,5521.565085780187,6942.8628,1421.2977142198133,False,none,False,False,False,False,False
HOOG,-1485.038655471922,-2879.8399999999997,-1394.8013445280776,1394.8013445280776,1485.038655471922,2879.8399999999997,1394.8013445280776,False,none,False,False,False,False,False
KEEX,-4319.648800245171,-5697.7421,-1378.0932997548298,1378.0932997548298,4319.648800245171,5697.7421,1378.0932997548298,False,none,False,False,False,False,False
PLU,-7365.721057845498,-8727.33,-1361.608942154502,1361.608942154502,7365.721057845498,8727.33,1361.608942154502,False,none,False,False,False,False,False
CONL,-2546.5648565603924,-3875.4399999999996,-1328.8751434396072,1328.8751434396072,2546.5648565603924,3875.4399999999996,1328.8751434396072,False,none,False,False,False,False,False
TXXD,-1912.5099572288743,-3224.0,-1311.4900427711257,1311.4900427711257,1912.5099572288743,3224.0,1311.4900427711257,False,no_locate,True,True,False,False,False
SMCL,-3656.8591027701887,-2369.58,1287.2791027701887,1287.2791027701887,3656.8591027701887,2369.58,-1287.2791027701887,True,none,False,False,False,False,False
TEMT,-2297.029145815148,-3510.28,-1213.2508541848524,1213.2508541848524,2297.029145815148,3510.28,1213.2508541848524,False,none,False,False,False,False,False
ARCX,-1988.337663262452,-3186.9424,-1198.604736737548,1198.604736737548,1988.337663262452,3186.9424,1198.604736737548,False,none,False,False,False,False,False
CSEX,-4244.31954282148,-5439.0,-1194.6804571785196,1194.6804571785196,4244.31954282148,5439.0,1194.6804571785196,False,none,False,False,False,False,False
DAMD,-1557.1792486319252,-2704.0,-1146.8207513680748,1146.8207513680748,1557.1792486319252,2704.0,1146.8207513680748,False,none,False,False,False,False,False
UECG,-2580.0365860047127,-3719.284,-1139.2474139952874,1139.2474139952874,2580.0365860047127,3719.284,1139.2474139952874,False,none,False,False,False,False,False
SNAG,-2141.9236552740167,-3264.8032,-1122.8795447259831,1122.8795447259831,2141.9236552740167,3264.8032,1122.8795447259831,False,none,False,False,False,False,False
NVTX,-13901.469677672918,-12785.08,1116.389677672918,1116.389677672918,13901.469677672918,12785.08,-1116.389677672918,True,none,False,False,False,False,False
UPSX,-2552.2787077842904,-3639.4799999999996,-1087.2012922157091,1087.2012922157091,2552.2787077842904,3639.4799999999996,1087.2012922157091,False,none,False,False,False,False,False
ETHU,-2419.3556326915877,-3492.32,-1072.9643673084124,1072.9643673084124,2419.3556326915877,3492.32,1072.9643673084124,False,none,False,False,False,False,False
COIG,-1323.0482657376272,-2395.98,-1072.9317342623729,1072.9317342623729,1323.0482657376272,2395.98,1072.9317342623729,False,none,False,False,False,False,False
CONX,-2076.8872883812446,-3147.7869,-1070.8996116187554,1070.8996116187554,2076.8872883812446,3147.7869,1070.8996116187554,False,none,False,False,False,False,False
SNOU,-1473.055659304789,-2537.0,-1063.944340695211,1063.944340695211,1473.055659304789,2537.0,1063.944340695211,False,none,False,False,False,False,False
UVIX,-10500.0,-9478.215999999999,1021.7840000000015,1021.7840000000015,10500.0,9478.215999999999,-1021.7840000000015,True,none,False,False,False,False,False
LACG,-1688.620593106106,-2699.1796,-1010.5590068938939,1010.5590068938939,1688.620593106106,2699.1796,1010.5590068938939,False,none,False,False,False,False,False
ZETX,-1288.9502552916356,-2270.807,-981.8567447083642,981.8567447083642,1288.9502552916356,2270.807,981.8567447083642,False,none,False,False,False,False,False
KORU,-2774.0598021108744,-1800.03,974.0298021108745,974.0298021108745,2774.0598021108744,1800.03,-974.0298021108745,True,none,False,False,False,False,False
COIA,-2230.073154913944,-3197.7000000000003,-967.6268450860562,967.6268450860562,2230.073154913944,3197.7000000000003,967.6268450860562,False,none,False,False,False,False,False
LEUX,-2024.623726265551,-2959.7200000000003,-935.0962737344491,935.0962737344491,2024.623726265551,2959.7200000000003,935.0962737344491,False,none,False,False,False,False,False
RKTL,-2918.9927628552405,-3852.37,-933.3772371447594,933.3772371447594,2918.9927628552405,3852.37,933.3772371447594,False,none,False,False,False,False,False
WULX,-3219.8123217823445,-4128.740000000001,-908.9276782176562,908.9276782176562,3219.8123217823445,4128.740000000001,908.9276782176562,False,none,False,False,False,False,False
SATG,-889.854036124165,0.0,889.854036124165,889.854036124165,889.854036124165,0.0,-889.854036124165,True,no_locate,True,True,False,False,False
PONX,-854.7517922577392,-1736.76,-882.0082077422608,882.0082077422608,854.7517922577392,1736.76,882.0082077422608,False,none,False,False,False,False,False
ETU,-2070.927299919253,-2945.1200000000003,-874.1927000807473,874.1927000807473,2070.927299919253,2945.1200000000003,874.1927000807473,False,none,False,False,False,False,False
PALU,-74.10133628055499,-937.04,-862.938663719445,862.938663719445,74.10133628055499,937.04,862.938663719445,False,none,False,False,False,False,False
MPWX,-2600.5237948268787,-1755.04,845.4837948268787,845.4837948268787,2600.5237948268787,1755.04,-845.4837948268787,True,none,False,False,False,False,False
SMCX,-1996.476057235928,-1172.16,824.3160572359279,824.3160572359279,1996.476057235928,1172.16,-824.3160572359279,True,none,False,False,False,False,False
TERG,-2744.3482281825,-1926.2784,818.0698281825,818.0698281825,2744.3482281825,1926.2784,-818.0698281825,True,none,False,False,False,False,False
CWEB,-163.65182259247342,-976.5699999999999,-812.9181774075265,812.9181774075265,163.65182259247342,976.5699999999999,812.9181774075265,False,none,False,False,False,False,False
RBLU,-1743.0520825545575,-2532.6000000000004,-789.5479174454429,789.5479174454429,1743.0520825545575,2532.6000000000004,789.5479174454429,False,none,False,False,False,False,False
AFRU,-496.3436042702321,-1280.64,-784.2963957297679,784.2963957297679,496.3436042702321,1280.64,784.2963957297679,False,none,False,False,False,False,False
MUU,-1768.962001423044,-2550.015,-781.0529985769558,781.0529985769558,1768.962001423044,2550.015,781.0529985769558,False,none,False,False,False,False,False
OKTG,-526.4503381211117,-1275.1872,-748.7368618788884,748.7368618788884,526.4503381211117,1275.1872,748.7368618788884,False,none,False,False,False,False,False
LMNX,-1539.916219084946,-2287.2668,-747.3505809150538,747.3505809150538,1539.916219084946,2287.2668,747.3505809150538,False,none,False,False,False,False,False
SNDU,-6583.2603264276,-5850.03,733.2303264276006,733.2303264276006,6583.2603264276,5850.03,-733.2303264276006,True,none,False,False,False,False,False
ETHT,-1740.653614700004,-2461.7599999999998,-721.1063852999957,721.1063852999957,1740.653614700004,2461.7599999999998,721.1063852999957,False,none,False,False,False,False,False
ADBG,-145.75007212782128,-846.39,-700.6399278721788,700.6399278721788,145.75007212782128,846.39,700.6399278721788,False,none,False,False,False,False,False
LLYX,-149.55171103939162,-847.85,-698.2982889606084,698.2982889606084,149.55171103939162,847.85,698.2982889606084,False,none,False,False,False,False,False
KTUP,-768.3601698485705,-1466.52,-698.1598301514294,698.1598301514294,768.3601698485705,1466.52,698.1598301514294,False,none,False,False,False,False,False
PLTU,-700.1082257922133,-1397.28,-697.1717742077867,697.1717742077867,700.1082257922133,1397.28,697.1717742077867,False,none,False,False,False,False,False
SOUX,-1632.1971153095046,-2321.4366999999997,-689.2395846904951,689.2395846904951,1632.1971153095046,2321.4366999999997,689.2395846904951,False,none,False,False,False,False,False
TQQY,0.0,-662.4747,-662.4747,662.4747,0.0,662.4747,662.4747,False,borrow_band,True,False,True,False,True
CIFG,-2972.807569478446,-3623.9588,-651.1512305215538,651.1512305215538,2972.807569478446,3623.9588,651.1512305215538,False,none,False,False,False,False,False
ASMU,-263.5666935815137,-910.2499999999999,-646.6833064184862,646.6833064184862,263.5666935815137,910.2499999999999,646.6833064184862,False,none,False,False,False,False,False
XPEG,-184.37818992421356,-823.5,-639.1218100757865,639.1218100757865,184.37818992421356,823.5,639.1218100757865,False,none,False,False,False,False,False
PANG,-111.38766336447976,-747.7800000000001,-636.3923366355203,636.3923366355203,111.38766336447976,747.7800000000001,636.3923366355203,False,none,False,False,False,False,False
RKLZ,-5829.560249249429,-5208.49,621.0702492494293,621.0702492494293,5829.560249249429,5208.49,-621.0702492494293,True,none,False,False,False,False,False
CRDU,-3921.201451920795,-4541.04,-619.8385480792049,619.8385480792049,3921.201451920795,4541.04,619.8385480792049,False,none,False,False,False,False,False
GUSH,-66.78588506576256,-672.1,-605.3141149342375,605.3141149342375,66.78588506576256,672.1,605.3141149342375,False,none,False,False,False,False,False
AMUU,-917.6131178144292,-1507.02,-589.4068821855708,589.4068821855708,917.6131178144292,1507.02,589.4068821855708,False,none,False,False,False,False,False
STXX,-1496.676990069249,-912.9000000000001,583.776990069249,583.776990069249,1496.676990069249,912.9000000000001,-583.776990069249,True,none,False,False,False,False,False
STXL,-1684.0089757835078,-1121.8999999999999,562.108975783508,562.108975783508,1684.0089757835078,1121.8999999999999,-562.108975783508,True,none,False,False,False,False,False
ALBG,-270.72765265393394,-823.9968,-553.2691473460661,553.2691473460661,270.72765265393394,823.9968,553.2691473460661,False,none,False,False,False,False,False
AMZZ,-81.28598416291483,-632.16,-550.8740158370852,550.8740158370852,81.28598416291483,632.16,550.8740158370852,False,none,False,False,False,False,False
PYPG,0.0,-543.66,-543.66,543.66,0.0,543.66,543.66,False,net_edge,True,False,False,True,False
SSPC,-354.8915488015682,-898.32,-543.4284511984318,543.4284511984318,354.8915488015682,898.32,543.4284511984318,False,none,False,False,False,False,False
LRCU,0.0,-543.24,-543.24,543.24,0.0,543.24,543.24,False,borrow_band,True,False,True,False,False
IBX,-287.4857531554206,-824.85,-537.3642468445794,537.3642468445794,287.4857531554206,824.85,537.3642468445794,False,none,False,False,False,False,False
PLTG,-577.2277083778208,-1110.66,-533.4322916221793,533.4322916221793,577.2277083778208,1110.66,533.4322916221793,False,none,False,False,False,False,False
AMDL,-967.8591396987176,-1499.82,-531.9608603012823,531.9608603012823,967.8591396987176,1499.82,531.9608603012823,False,none,False,False,False,False,False
PLTA,-534.1474925447856,-1059.25,-525.1025074552144,525.1025074552144,534.1474925447856,1059.25,525.1025074552144,False,none,False,False,False,False,False
BULG,-752.8816517648867,-1273.1796000000002,-520.2979482351135,520.2979482351135,752.8816517648867,1273.1796000000002,520.2979482351135,False,none,False,False,False,False,False
DUOG,-1556.0847340705968,-2069.0016,-512.9168659294032,512.9168659294032,1556.0847340705968,2069.0016,512.9168659294032,False,none,False,False,False,False,False
SOFA,-1324.4884507436736,-1829.65,-505.16154925632645,505.16154925632645,1324.4884507436736,1829.65,505.16154925632645,False,none,False,False,False,False,False
SPXL,-49.07005890664619,-539.98,-490.90994109335384,490.90994109335384,49.07005890664619,539.98,490.90994109335384,False,none,False,False,False,False,False
NETG,-809.9899553684321,-1298.0256,-488.03564463156783,488.03564463156783,809.9899553684321,1298.0256,488.03564463156783,False,none,False,False,False,False,False
BIDG,-186.30128198217636,-674.2008000000001,-487.8995180178237,487.8995180178237,186.30128198217636,674.2008000000001,487.8995180178237,False,none,False,False,False,False,False
NVOX,-281.5956550111377,-765.44,-483.84434498886236,483.84434498886236,281.5956550111377,765.44,483.84434498886236,False,none,False,False,False,False,False
AMDG,-959.392947946623,-1442.496,-483.10305205337704,483.10305205337704,959.392947946623,1442.496,483.10305205337704,False,none,False,False,False,False,False
SOXS,0.0,-474.78,-474.78,474.78,0.0,474.78,474.78,False,none,False,False,False,False,False
CNCG,-289.07816617832515,-745.562,-456.48383382167486,456.48383382167486,289.07816617832515,745.562,456.48383382167486,False,none,False,False,False,False,False
BOEU,-98.93951682243032,-554.2528,-455.31328317756964,455.31328317756964,98.93951682243032,554.2528,455.31328317756964,False,none,False,False,False,False,False
CPNX,-588.0225074387299,-1040.6999999999998,-452.6774925612699,452.6774925612699,588.0225074387299,1040.6999999999998,452.6774925612699,False,none,False,False,False,False,False
ARMG,-1051.4008165996722,-1495.62,-444.21918340032767,444.21918340032767,1051.4008165996722,1495.62,444.21918340032767,False,none,False,False,False,False,False
BOEG,-100.06841129271668,-535.8249000000001,-435.7564887072834,435.7564887072834,100.06841129271668,535.8249000000001,435.7564887072834,False,none,False,False,False,False,False
DLLL,-930.8580460728048,-1360.8,-429.9419539271952,429.9419539271952,930.8580460728048,1360.8,429.9419539271952,False,none,False,False,False,False,False
MPG,0.0,-427.5964,-427.5964,427.5964,0.0,427.5964,427.5964,False,borrow_band,True,False,True,False,False
TTDU,-210.1363365384968,-632.0999999999999,-421.9636634615031,421.9636634615031,210.1363365384968,632.0999999999999,421.9636634615031,False,none,False,False,False,False,False
GLGG,-2520.29802838938,-2114.6106,405.6874283893799,405.6874283893799,2520.29802838938,2114.6106,-405.6874283893799,True,none,False,False,False,False,False
TQQQ,-139.50940388706792,-542.2199999999999,-402.71059611293197,402.71059611293197,139.50940388706792,542.2199999999999,402.71059611293197,False,none,False,False,False,False,False
TARK,-338.18865995571866,-737.379,-399.19034004428136,399.19034004428136,338.18865995571866,737.379,399.19034004428136,False,none,False,False,False,False,False
CRWL,0.0,-392.93999999999994,-392.93999999999994,392.93999999999994,0.0,392.93999999999994,392.93999999999994,False,net_edge,True,False,False,True,False
MRAL,0.0,-391.20000000000005,-391.20000000000005,391.20000000000005,0.0,391.20000000000005,391.20000000000005,False,borrow_band,True,False,True,False,False
AAPB,0.0,-386.6016,-386.6016,386.6016,0.0,386.6016,386.6016,False,net_edge,True,False,False,True,False
APHU,-119.79734031696934,-505.6072,-385.80985968303065,385.80985968303065,119.79734031696934,505.6072,385.80985968303065,False,none,False,False,False,False,False
