symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3475.599986,0.0,0.0,0.0,-267.75,38.26723233586355,0.0,0.0,3246.1172183358635
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2673.15968,0.0,0.0,-25.53,-55.81,3.4911372907130103,0.0,0.0,2595.310817290713
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1445.236716,0.0,0.0,-29.37,-29.02,12.623592632897186,0.0,0.0,1399.4703086328973
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1331.791081,0.0,0.0,0.0,-180.54,13.725446305222238,0.0,0.0,1164.9765273052224
SDS,PROSHARES ULTRASHORT S&P500,0.0,714.716629,0.0,0.0,-26.99,-66.64,23.44948600287399,0.0,0.0,644.536115002874
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,512.986106,0.0,0.0,-15.54,-114.53,14.533841681018245,0.0,0.0,397.44994768101816
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,279.760199,0.0,0.0,0.0,-68.2,19.18838603433466,0.0,0.0,230.74858503433467
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,222.630757,0.0,0.0,-26.13,-77.38,15.165952683947612,0.0,0.0,134.2867096839476
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.49581973,25.572349,0.0,0.0,-15.28,-1.5,0.5999165294882456,0.0,0.0,9.888085259488246
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,10.174316,0.0,0.0,-141.41,-39.69,2.751449632626718,0.0,0.0,-8.289719417373261
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,15.410519,0.0,0.0,-164.31,-8.06,0.8100967097583421,0.0,0.0,-51.72552203024165
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,51.388299,0.0,0.0,-1.46,-13.28,7.002079853705519,0.0,0.0,-336.0288503662944
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-2066.757632,0.0,0.0,0.0,-481.31,25.10148128030203,0.0,0.0,-2522.966150719698
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-3178.175048,0.0,0.0,-90.65,-253.53,34.145336384601485,0.0,0.0,-3491.6156699153985
