symbol,underlying,overlay_type,net_notional_usd,gross_notional_usd,n_legs
UVIX,SVIX,volatility_etp_bucket5,7378.227862800001,7378.227862800001,1
SVIX,SVIX,volatility_etp_bucket5,-4883.76,4883.76,1
