ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
LULG,LULU,2.0,1.990552,84,ols
MPG,MP,2.0,1.984718,91,ols
NBIG,NBIS,2.0,2.006265,91,ols
NEMG,NEM,2.0,1.998004,76,ols
NETG,NET,2.0,2.009899,76,ols
NIOG,NIO,2.0,1.970213,54,ols
NUG,NU,2.0,1.98983,76,ols
NVDG,NVDA,2.0,1.968659,307,ols
OKTG,OKTA,2.0,2.000627,76,ols
OPEG,OPEN,2.0,2.009513,59,ols
OSCG,OSCR,2.0,1.988076,84,ols
PANG,PANW,2.0,1.997657,242,ols
PBRG,PBR,2.0,1.915395,54,ols
PLTG,PLTR,2.0,1.995303,218,ols
PYPG,PYPL,2.0,1.99531,232,ols
RTXG,RTX,2.0,2.007361,189,ols
SATG,SATS,2.0,2.010832,56,ols
SBU,SBUX,2.0,1.991387,76,ols
SNAG,SNAP,2.0,2.008488,54,ols
SPOG,SPOT,2.0,1.987248,76,ols
TERG,TER,2.0,1.989463,76,ols
TSLG,TSLA,2.0,1.991189,307,ols
TSMG,TSM,2.0,1.980425,288,ols
UNHG,UNH,2.0,1.996902,159,ols
UPSG,UPS,2.0,1.998789,59,ols
VALG,VALE,2.0,1.972264,54,ols
XYZG,XYZ,2.0,1.999242,232,ols
COIO,COIN,2.0,0.948207,143,ols
MSOO,MSTR,2.0,0.977912,143,ols
NVDO,NVDA,2.0,0.937946,143,ols
PLOO,PLTR,2.0,0.902479,143,ols
TSLO,TSLA,2.0,0.851496,143,ols
CRCA,CRCL,2.0,1.977975,147,ols
NVDB,NVDA,2.0,1.993829,124,ols
PLTA,PLTR,2.0,1.990484,124,ols
TSLI,TSLA,2.0,1.978397,124,ols
COIA,COIN,2.0,1.998894,124,ols
BITU,IBIT,2.0,1.9924,485,ols
ETHT,ETHA,2.0,1.991233,408,ols
UXRP,XRPZ,2.0,2.00343,71,ols
SOLT,SOEZ,2.0,2.019146,65,ols
TSLR,TSLA,2.0,1.999922,500,ols
AAPB,AAPL,2.0,1.990093,500,ols
AMDL,AMD,2.0,1.999051,495,ols
AMZZ,AMZN,2.0,1.994066,495,ols
AVGU,AVGO,2.0,1.988761,164,ols
BABX,BABA,2.0,2.005776,500,ols
BULX,BULL,2.0,1.971403,129,ols
CONL,COIN,2.0,1.987109,500,ols
CRWL,CRWD,2.0,1.996271,329,ols
DLLL,DELL,2.0,1.98608,266,ols
ETRL,ETOR,2.0,1.99844,129,ols
GOU,GOOGL,2.0,2.056957,66,ols
INTW,INTC,2.0,1.988394,267,ols
IONL,IONQ,2.0,1.987906,239,ols
ISUL,ISRG,2.0,2.000147,105,ols
LCDL,LCID,2.0,1.962408,221,ols
MRAL,MARA,2.0,1.981107,252,ols
FBL,META,2.0,1.998347,500,ols
MVLL,MRVL,2.0,1.992773,252,ols
MSFL,MSFT,2.0,1.990426,495,ols
MSTP,MSTR,2.0,1.994792,187,ols
MULL,MU,2.0,1.997681,329,ols
NBIL,NBIS,2.0,1.998261,105,ols
NOWL,NOW,2.0,1.993541,164,ols
NVDL,NVDA,2.0,1.987867,500,ols
PDDL,PDD,2.0,2.00355,164,ols
PTIR,PLTR,2.0,1.996869,378,ols
QCML,QCOM,2.0,1.973418,233,ols
RDTL,RDDT,2.0,1.982094,240,ols
RVNL,RIVN,2.0,1.993929,221,ols
SMCL,SMCI,2.0,1.988225,307,ols
TSMU,TSM,2.0,1.993377,329,ols
UBRL,UBER,2.0,1.996305,378,ols
VRTL,VRT,2.0,1.983763,240,ols
AMYY,AMD,2.0,0.31611,120,ols
AZYY,AMZN,2.0,0.645502,120,ols
BBYY,BABA,2.0,0.616384,94,ols
XBTY,IBIT,2.0,0.533125,206,ols
COYY,COIN,2.0,0.478689,154,ols
NUGY,GDX,2.0,0.542111,75,ols
HMYY,HIMS,2.0,0.275528,66,ols
HOYY,HOOD,2.0,0.501506,110,ols
IOYY,IONQ,2.0,0.361417,85,ols
MAAY,MARA,2.0,0.303852,85,ols
FBYY,META,2.0,0.608507,94,ols
MTYY,MSTR,2.0,0.363164,115,ols
NVYY,NVDA,2.0,0.640003,206,ols
PLYY,PLTR,2.0,0.548187,115,ols
QBY,QBTS,2.0,0.279615,67,ols
TQQY,QQQ,2.0,0.863545,259,ols
RGYY,RGTI,2.0,0.309399,70,ols
RTYY,RIOT,2.0,0.344894,66,ols
SEMY,SOXX,2.0,0.779231,75,ols
SMYY,SMCI,2.0,0.43497,110,ols
YSPY,SPY,2.0,0.801582,233,ols
TSYY,TSLA,2.0,0.537348,304,ols
QYLD,QQQ,1.0,0.621483,500,ols
QYLG,QQQ,1.0,0.79577,500,ols
QQQX,QQQ,1.0,0.774076,500,ols
JEPQ,QQQ,1.0,0.766628,500,ols
XYLD,SPY,1.0,0.638688,500,ols
XYLG,SPY,1.0,0.810992,500,ols
JEPI,SPY,1.0,0.593174,500,ols
SPYI,SPY,1.0,0.82273,500,ols
RYLD,IWM,1.0,0.569768,500,ols
ABNY,ABNB,1.0,0.795765,427,ols
AIYY,AI,1.0,0.772611,500,ols
AMDY,AMD,1.0,0.806853,500,ols
AMZY,AMZN,1.0,0.766025,500,ols
APLY,AAPL,1.0,0.77952,500,ols
BABO,BABA,1.0,0.771226,396,ols
BRKC,BRK-B,1.0,0.832241,190,ols
CONY,COIN,1.0,0.771348,500,ols
CRCO,CRCL,1.0,0.832069,110,ols
CVNY,CVNA,1.0,0.818109,276,ols
DISO,DIS,1.0,0.75742,500,ols
DRAY,DKNG,1.0,0.807332,164,ols
FBY,META,1.0,0.782708,500,ols
GMEY,GME,1.0,0.64568,125,ols
GOOY,GOOGL,1.0,0.739402,500,ols
HIYY,HIMS,1.0,0.871086,115,ols
HOOY,HOOD,1.0,0.790557,209,ols
MARO,MARA,1.0,0.786279,310,ols
MRNY,MRNA,1.0,0.759741,500,ols
MSFO,MSFT,1.0,0.783152,500,ols
MSTY,MSTR,1.0,0.753013,500,ols
NFLY,NFLX,1.0,0.780745,500,ols
NVDY,NVDA,1.0,0.790379,500,ols
PLTY,PLTR,1.0,0.795989,354,ols
PYPY,PYPL,1.0,0.808392,500,ols
RBLY,RBLX,1.0,0.842153,154,ols
RDYY,RDDT,1.0,0.82654,125,ols
SMCY,SMCI,1.0,0.744836,372,ols
SNOY,SNOW,1.0,0.793712,436,ols
TSLY,TSLA,1.0,0.753989,500,ols
TSMY,TSM,1.0,0.792219,387,ols
XOMO,XOM,1.0,0.802856,500,ols
XYZY,XYZ,1.0,0.806259,500,ols
AAPW,AAPL,1.0,1.096051,263,ols
AMDW,AMD,1.0,1.195931,157,ols
AMZW,AMZN,1.0,1.211493,181,ols
ARMW,ARM,1.0,1.186954,93,ols
AVGW,AVGO,1.0,1.198388,157,ols
BABW,BABA,1.0,1.225859,93,ols
BRKW,BRK-B,1.0,1.17331,181,ols
COIW,COIN,1.0,1.218075,264,ols
COSW,COST,1.0,1.236457,93,ols
GOOW,GOOGL,1.0,1.222704,157,ols
HOOW,HOOD,1.0,1.21114,181,ols
METW,META,1.0,1.185106,181,ols
MSFW,MSFT,1.0,1.220564,157,ols
MSTW,MSTR,1.0,1.22287,157,ols
NFLW,NFLX,1.0,1.192065,181,ols
NVDW,NVDA,1.0,1.201286,264,ols
PLTW,PLTR,1.0,1.193368,264,ols
TSLW,TSLA,1.0,1.198373,264,ols
UBEW,UBER,1.0,1.220107,93,ols
UNHW,UNH,1.0,1.203951,65,ols
TSYW,TLT,1.0,1.161706,78,ols
GLDW,GOLD,1.0,0.304382,88,ols
GDXW,GDX,1.0,1.198325,88,ols
SDS,SPY,-2.0,-1.933241,500,ols
QID,QQQ,-2.0,-1.992713,500,ols
DXD,DIA,-2.0,-1.988299,500,ols
TWM,IWM,-2.0,-2.002629,500,ols
SCO,USO,-2.0,-1.506257,500,ols
MSTZ,MSTR,-2.0,-1.982383,368,ols
NVDQ,NVDA,-2.0,-1.99232,500,ols
BTCZ,IBIT,-2.0,-1.992842,417,ols
ETHD,ETHA,-2.0,-1.980622,408,ols
CRCD,CRCL,-2.0,-2.011035,112,ols
CORD,CRWV,-2.0,-2.001825,112,ols
TSLQ,TSLA,-2.0,-1.843861,500,ols
ZSL,SLV,-2.0,-2.025789,500,ols
SQQQ,QQQ,-3.0,-2.975654,500,ols
SPXS,SPY,-3.0,-2.898468,500,ols
TZA,IWM,-3.0,-2.990856,500,ols
SOXS,SOXX,-3.0,-2.989736,500,ols
FAZ,XLF,-3.0,-3.001573,500,ols
LABD,XBI,-3.0,-2.992866,500,ols
TECS,XLK,-3.0,-2.961884,500,ols
SDOW,DIA,-3.0,-2.988009,500,ols
DUST,GDX,-3.0,-1.98647,500,ols
TTXD,XLK,-2.0,-1.848609,108,ols
TSXD,SOXX,-2.0,-1.902367,108,ols
WEBS,XLK,-3.0,-2.234466,500,ols
FNGD,XLK,-3.0,-2.838595,500,ols
REW,XLK,-2.0,-1.998282,500,ols
SKF,XLF,-2.0,-2.00155,500,ols
SPXU,SPY,-3.0,-2.891351,500,ols
DUG,XLE,-2.0,-1.974232,500,ols
DRIP,XOP,-2.0,-1.999481,500,ols
TMV,TLT,-3.0,-2.962662,500,ols
TBT,TLT,-2.0,-1.980311,500,ols
TBX,TLT,-2.0,-0.426229,500,ols
NVDS,NVDA,-1.5,-1.448297,500,ols
EWV,EWJ,-2.0,-1.965977,500,ols
APLZ,APLD,-2.0,-1.989509,32,ols
HIBS,SPY,-3.0,-4.473181,500,ols
CLSZ,CLSK,-2.0,-2.057321,13,ols_short_history
