ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
LMTL,LMT,1.982837,148,ols,0.092161,-0.055861,0.14802200000000001,10000,0.14802200000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.4816,0.147181,0.240583,0.056399,0.109715,-0.0008410000000000084,-0.03830700000000002,0.49570925,0.5948511,0.5,0.5948511
METU,META,1.998767,439,ols,0.07187299999999999,-0.035573,0.10744599999999999,400000,0.10744599999999999,False,False,False,,True,False,False,False,True,False,False,False,False,0.706979,0.233275,0.351548,0.123358,0.233275,0.12582900000000002,0.12582900000000002,0.49969175,0.5996300999999999,0.5,0.5996300999999999
MRVU,MRVL,2.026864,17,ols_short_history,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.578382,,0.631513,0.415023,0.415023,,,0.506716,1.0,0.506716,1.0
MSFU,MSFT,1.981549,500,ols,0.034892,0.0014080000000000002,0.033484,1400000,0.033484,False,False,False,,True,False,False,False,True,False,False,False,False,0.476947,0.16326,0.240322,0.056166,0.16326,0.129776,0.129776,0.49538725,0.5944647,0.5,0.5944647
MUU,MU,1.993879,352,ols,0.028092000000000002,0.008208,0.019884000000000002,200000,0.019884000000000002,False,False,False,,True,False,False,False,True,False,False,False,False,1.258843,0.506066,0.6069,0.364953,0.506066,0.486182,0.486182,0.49846975,0.5981637,0.5,0.5981637
NFXL,NFLX,1.997133,357,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.703266,0.231101,0.328923,0.107726,0.231101,,,0.49928325,1.0,0.5,1.0
NVDU,NVDA,1.978907,500,ols,0.046799,-0.010499000000000001,0.057298,50000,0.057298,False,False,False,,True,False,False,False,True,False,False,False,False,0.982023,0.355641,0.495707,0.238005,0.355641,0.29834299999999997,0.29834299999999997,0.49472675,0.5936720999999999,0.5,0.5936720999999999
ORCU,ORCL,2.008612,74,ols,0.147293,-0.110993,0.258286,100000,0.258286,False,False,False,,True,False,False,False,True,False,False,False,False,1.079424,0.350643,0.512638,0.266202,0.290998,0.09235699999999997,0.03271199999999996,0.502153,0.6025835999999999,0.502153,0.6025835999999999
PALU,PANW,2.005147,238,ols,0.050897,-0.014597,0.065494,300000,0.065494,False,False,False,,True,False,False,False,True,False,False,False,False,0.722648,0.240851,0.339726,0.116306,0.233932,0.175357,0.168438,0.50128675,0.6015441,0.50128675,0.6015441
PLTU,PLTR,1.991701,309,ols,0.071165,-0.034865,0.10603000000000001,15000,0.10603000000000001,False,False,False,,True,False,False,False,True,False,False,False,False,1.298577,0.504212,0.625533,0.386434,0.504212,0.398182,0.398182,0.49792525,0.5975102999999999,0.5,0.5975102999999999
QCMU,QCOM,2.004056,177,ols,0.025977,0.010323,0.015654,20000,0.015654,False,False,False,,True,False,False,False,True,False,False,False,False,0.663241,0.226945,0.383796,0.148197,0.203508,0.211291,0.187854,0.501014,0.6012167999999999,0.501014,0.6012167999999999
SHPU,SHOP,2.009156,148,ols,0.178689,-0.142389,0.321078,35000,0.321078,False,False,False,,False,True,False,False,False,True,True,False,False,1.028693,0.343351,0.575204,0.335418,0.340077,0.022273000000000043,0.018999000000000044,0.502289,0.6027467999999999,0.502289,0.6027467999999999
SOFA,SOFI,2.019595,18,ols_short_history,0.047786,-0.011486000000000001,0.059272000000000005,7000,0.059272000000000005,False,False,False,,True,False,False,False,True,False,False,False,False,0.970785,,0.574486,0.339798,0.339798,,0.280526,0.50489875,0.6058784999999999,0.50489875,0.6058784999999999
TSLL,TSLA,1.987191,500,ols,0.069051,-0.032751,0.101802,300000,0.101802,False,False,False,,True,False,False,False,True,False,False,False,False,1.246962,0.50768,0.627155,0.385799,0.50768,0.405878,0.405878,0.49679775,0.5961573,0.5,0.5961573
TSMX,TSM,1.994276,357,ols,0.22950199999999998,-0.19320199999999998,0.42270399999999997,650000,0.42270399999999997,False,False,False,,False,True,False,False,False,False,True,False,False,0.802895,0.274544,0.403331,0.161282,0.274544,-0.14815999999999996,-0.14815999999999996,0.498569,0.5982828,0.5,0.5982828
XOMX,XOM,1.963985,220,ols,0.046943,-0.010643,0.057586,20000,0.057586,False,False,False,,True,False,False,False,True,False,False,False,False,0.428035,0.137693,0.224382,0.04766,0.12626,0.08010700000000001,0.06867400000000001,0.49099625,0.5891955,0.5,0.5891955
YINN,FXI,2.974197,500,ols,0.022503000000000002,0.013796999999999999,0.008706000000000004,250000,0.008706000000000004,False,False,False,,True,False,False,False,True,False,False,False,False,0.855022,0.366722,0.286784,0.241457,0.366722,0.358016,0.358016,0.74354925,0.8922591000000001,0.74354925,0.8922591000000001
MEXX,EWW,2.954875,500,ols,0.045445,-0.009145,0.05459,20000,0.05459,False,False,False,,True,False,False,False,True,False,False,False,False,0.726346,0.294106,0.245198,0.173645,0.294106,0.23951599999999998,0.23951599999999998,0.73871875,0.8864624999999999,0.73871875,0.8864624999999999
KORU,EWY,2.94019,500,ols,0.097424,-0.061124,0.158548,200000,0.158548,False,False,False,,True,False,False,False,True,False,False,False,False,0.83798,0.339784,0.284699,0.231186,0.339784,0.18123599999999998,0.18123599999999998,0.7350475,0.882057,0.7350475,0.882057
HIBL,SPY,4.486837,500,ols,0.7193309999999999,-0.683031,1.402362,15000,1.402362,False,False,False,,False,True,False,False,False,False,True,False,False,0.799279,0.439634,0.164034,0.210479,0.439634,-0.962728,-0.962728,1.0,1.0,1.0,1.0
LABU,XBI,2.987799,500,ols,0.14829599999999998,-0.111996,0.26029199999999997,45000,0.26029199999999997,False,False,False,,True,False,False,False,True,False,False,False,False,0.773615,0.316666,0.258728,0.198784,0.316666,0.056374000000000035,0.056374000000000035,0.74694975,0.8963397,0.74694975,0.8963397
SOXL,SOXX,2.960216,500,ols,0.008002,0.028298,0.0,4900000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,1.11483,0.537487,0.376284,0.410798,0.537487,0.537487,0.537487,0.740054,0.8880648,0.740054,0.8880648
CHAU,ASHR,1.96726,500,ols,0.016369,0.019931,0.0,40000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.514819,0.116829,0.261228,0.064925,0.116829,0.116829,0.116829,0.491815,0.590178,0.5,0.590178
CWEB,KWEB,1.986977,500,ols,0.012912999999999999,0.023386999999999998,0.0,400000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.70382,0.186966,0.353954,0.122847,0.186966,0.186966,0.186966,0.49674425,0.5960930999999999,0.5,0.5960930999999999
ERX,XLE,1.986518,500,ols,0.08458700000000001,-0.048287000000000004,0.13287400000000002,25000,0.13287400000000002,False,False,False,,True,False,False,False,True,False,False,False,False,0.437414,0.108337,0.219883,0.047375,0.108337,-0.024537000000000017,-0.024537000000000017,0.4966295,0.5959554,0.5,0.5959554
NUGT,GDX,1.980247,500,ols,0.028848,0.007451999999999999,0.021396,350000,0.021396,False,False,False,,True,False,False,False,True,False,False,False,False,0.751338,0.203036,0.379066,0.139462,0.203036,0.18164,0.18164,0.49506175,0.5940741,0.5,0.5940741
JNUG,GDXJ,1.971093,500,ols,0.049279,-0.012979000000000001,0.06225800000000001,150000,0.06225800000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.834612,0.229914,0.422317,0.170693,0.229914,0.167656,0.167656,0.49277325,0.5913279,0.5,0.5913279
GUSH,XOP,2.011149,500,ols,0.04867200000000001,-0.012372000000000001,0.06104400000000001,400000,0.06104400000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.57771,0.146123,0.287039,0.083774,0.146123,0.08507899999999999,0.08507899999999999,0.50278725,0.6033447,0.50278725,0.6033447
URAA,URA,1.929702,426,ols,0.073199,-0.036899,0.110098,55000,0.110098,False,False,False,,True,False,False,False,True,False,False,False,False,0.880601,0.373241,0.435035,0.169767,0.373241,0.263143,0.263143,0.4824255,0.5789105999999999,0.5,0.5789105999999999
MSTU,MSTR,1.965661,368,ols,0.28965599999999997,-0.25335599999999997,0.5430119999999999,2800000,0.5430119999999999,False,False,False,,False,True,False,False,False,False,True,False,False,1.739371,1.09921,0.914545,0.793804,1.09921,0.5561980000000001,0.5561980000000001,0.49141525,0.5896983,0.5,0.5896983
NVDX,NVDA,1.998208,500,ols,0.095318,-0.059017999999999994,0.154336,1200000,0.154336,False,False,False,,True,False,False,False,True,False,False,False,False,0.991587,0.40879,0.495707,0.245065,0.40879,0.25445399999999996,0.25445399999999996,0.499552,0.5994624,0.5,0.5994624
TSLT,TSLA,1.992854,500,ols,0.084811,-0.048511,0.133322,200000,0.133322,False,False,False,,True,False,False,False,True,False,False,False,False,1.250285,0.531823,0.627155,0.389117,0.531823,0.39850100000000005,0.39850100000000005,0.4982135,0.5978562,0.5,0.5978562
BTCL,IBIT,2.006586,417,ols,0.041028,-0.0047279999999999996,0.045756000000000005,10000,0.045756000000000005,False,False,False,,True,False,False,False,True,False,False,False,False,1.012814,0.431298,0.509031,0.261678,0.431298,0.385542,0.385542,0.5016465,0.6019758,0.5016465,0.6019758
ETU,ETHA,1.989126,342,ols,0.036763,-0.00046300000000000003,0.037225999999999995,50000,0.037225999999999995,False,False,False,,True,False,False,False,True,False,False,False,False,1.53164,0.755022,0.755209,0.561072,0.755022,0.717796,0.717796,0.4972815,0.5967378,0.5,0.5967378
CCUP,CRCL,1.981947,145,ols,0.202808,-0.166508,0.369316,250000,0.369316,False,False,False,,False,True,False,False,False,True,True,False,False,1.9394,0.942253,1.204359,1.411439,1.141471,0.572937,0.7721549999999999,0.49548675,0.5945841,0.5,0.5945841
CRWU,CRWV,1.989211,155,ols,0.178038,-0.141738,0.319776,100000,0.319776,False,False,False,,False,True,False,False,False,True,True,False,False,1.987949,1.139738,1.209597,1.439532,1.255135,0.8199619999999999,0.9353589999999998,0.49730275,0.5967633,0.5,0.5967633
AAPX,AAPL,1.995016,500,ols,0.14697100000000002,-0.110671,0.25764200000000004,20000,0.25764200000000004,False,False,False,,True,False,False,False,True,False,False,False,False,0.56845,0.192161,0.284405,0.080283,0.192161,-0.06548100000000004,-0.06548100000000004,0.498754,0.5985048,0.5,0.5985048
GOOX,GOOGL,1.982302,500,ols,0.051364,-0.015064,0.066428,30000,0.066428,False,False,False,,True,False,False,False,True,False,False,False,False,0.593448,0.195765,0.297875,0.086388,0.195765,0.12933699999999998,0.12933699999999998,0.4955755,0.5946906,0.5,0.5946906
MSFX,MSFT,2.006922,500,ols,0.069797,-0.033497,0.103294,50000,0.103294,False,False,False,,True,False,False,False,True,False,False,False,False,0.483771,0.187454,0.240322,0.058356,0.187454,0.08416000000000001,0.08416000000000001,0.5017305,0.6020766,0.5017305,0.6020766
NFLU,NFLX,1.988856,361,ols,0.055854,-0.019554000000000002,0.075408,35000,0.075408,False,False,False,,True,False,False,False,True,False,False,False,False,0.697545,0.232715,0.328923,0.106389,0.232715,0.157307,0.157307,0.497214,0.5966568,0.5,0.5966568
ROBN,HOOD,2.012135,276,ols,0.09527,-0.05897,0.15424,150000,0.15424,False,False,False,,True,False,False,False,True,False,False,False,False,1.54164,0.75989,0.706784,0.508673,0.75989,0.60565,0.60565,0.50303375,0.6036404999999999,0.50303375,0.6036404999999999
ARMU,ARM,1.998292,255,ols,0.279841,-0.24354099999999998,0.523382,9000,0.523382,False,False,False,,False,True,False,False,False,False,True,False,False,1.13363,0.415788,0.625892,0.390738,0.415788,-0.10759400000000002,-0.10759400000000002,0.499573,0.5994876,0.5,0.5994876
DJTU,DJT,2.002771,255,ols,0.249841,-0.21354099999999998,0.46338199999999996,150000,0.46338199999999996,False,False,False,,False,True,False,False,False,False,True,False,False,1.476082,0.831783,1.042203,1.090706,0.831783,0.3684010000000001,0.3684010000000001,0.50069275,0.6008313,0.50069275,0.6008313
RBLU,RBLX,2.020121,255,ols,0.057703,-0.021403,0.079106,80000,0.079106,False,False,False,,True,False,False,False,True,False,False,False,False,1.125164,0.490111,0.521078,0.279772,0.490111,0.411005,0.411005,0.50503025,0.6060363,0.50503025,0.6060363
SNOU,SNOW,2.02256,219,ols,0.024432,0.011868,0.012563999999999999,30000,0.012563999999999999,False,False,False,,True,False,False,False,True,False,False,False,False,0.9982,0.357624,0.518461,0.277966,0.347193,0.34506,0.33462899999999995,0.50564,0.606768,0.50564,0.606768
SMUP,SMR,2.059627,155,ols,0.136559,-0.100259,0.23681800000000003,0,0.23681800000000003,False,False,False,,True,False,False,False,True,False,False,True,False,2.357613,4.832671,1.224035,1.63493,3.601795,4.595853,3.364977,0.51490675,0.6178880999999999,0.51490675,0.6178880999999999
DKUP,DKNG,1.983603,152,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.97088,0.406852,0.47561,0.220672,0.332971,,,0.49590075,1.0,0.5,1.0
BULU,BULL,1.979183,152,ols,0.187415,-0.151115,0.33853,300,0.33853,False,False,False,,False,True,False,False,False,True,True,True,False,1.161422,0.767621,0.579445,0.325345,0.592115,0.429091,0.25358499999999995,0.49479575,0.5937549,0.5,0.5937549
GLXU,GLXY,2.011226,146,ols,0.098482,-0.062182,0.160664,90000,0.160664,False,False,False,,True,False,False,False,True,False,False,False,False,1.869787,1.076653,0.904094,0.831201,0.973407,0.915989,0.812743,0.5028065,0.6033678,0.5028065,0.6033678
AFRU,AFRM,1.962867,120,ols,0.133978,-0.09767799999999999,0.231656,300000,0.231656,False,False,False,,True,False,False,False,True,False,False,False,False,1.214183,0.620885,0.761061,0.547351,0.582367,0.38922900000000005,0.350711,0.49071675,0.5888601,0.5,0.5888601
AXUP,AXON,1.971785,120,ols,0.110349,-0.07404899999999999,0.184398,10000,0.184398,False,False,False,,True,False,False,False,True,False,False,False,False,1.086833,0.480732,0.521883,0.260943,0.365604,0.296334,0.18120599999999998,0.49294625,0.5915355,0.5,0.5915355
KTUP,KTOS,2.020332,120,ols,0.161061,-0.12476100000000001,0.285822,10000,0.285822,False,False,False,,True,False,False,False,True,False,False,False,False,1.536987,0.777636,0.546672,0.308026,0.53165,0.491814,0.24582799999999994,0.505083,0.6060996,0.505083,0.6060996
TTDU,TTD,1.998305,119,ols,0.205067,-0.168767,0.373834,10000,0.373834,False,False,False,,False,True,False,False,False,True,True,False,False,1.005371,0.499401,0.616225,0.378768,0.435734,0.12556699999999998,0.06190000000000001,0.49957625,0.5994915,0.5,0.5994915
BKNU,BKNG,2.008352,119,ols,0.146835,-0.110535,0.25737,4000,0.25737,False,False,False,,True,False,False,False,True,False,False,False,False,0.72716,0.28198,0.291437,0.086003,0.178548,0.02461000000000002,-0.07882199999999998,0.502088,0.6025056,0.502088,0.6025056
PXIU,UPXI,1.912445,119,ols,0.36182499999999995,-0.325525,0.6873499999999999,200000,0.6873499999999999,False,False,False,,False,True,False,False,False,False,True,False,False,2.803839,2.470815,1.466102,1.8754,2.156568,1.783465,1.4692180000000001,0.47811125,0.5737335,0.5,0.5737335
BMNU,BMNR,1.942121,112,ols,0.20674800000000002,-0.170448,0.377196,85000,0.377196,False,False,False,,False,True,False,False,False,True,True,False,False,2.112668,1.73238,1.099807,1.106588,1.384718,1.355184,1.0075219999999998,0.48553025,0.5826363,0.5,0.5826363
SBTU,SBET,2.023902,95,ols,0.34726799999999997,-0.310968,0.658236,30000,0.658236,False,False,False,,False,True,False,False,False,False,True,False,False,1.785859,0.889689,0.882384,0.806739,0.83801,0.2314529999999999,0.179774,0.5059755,0.6071706,0.5059755,0.6071706
CIFU,CIFR,1.990579,72,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,2.171475,1.322845,1.124904,1.247583,1.269086,,,0.49764475,1.0,0.5,1.0
SOLX,GSOL,1.980212,65,ols,0.08171900000000001,-0.045419,0.12713800000000003,700,0.12713800000000003,False,False,False,,True,False,False,False,True,False,False,True,False,1.656345,0.852162,1.180565,1.352638,1.223547,0.7250239999999999,1.096409,0.495053,0.5940636,0.5,0.5940636
XRPK,XRPZ,1.964814,65,ols,0.099983,-0.06368299999999999,0.16366599999999998,200,0.16366599999999998,False,False,False,,True,False,False,False,True,False,False,True,False,1.760265,1.149686,0.881957,0.737276,0.843652,0.98602,0.679986,0.4912035,0.5894442,0.5,0.5894442
XRPT,XRPZ,2.020635,71,ols,0.08478999999999999,-0.048490000000000005,0.13328,10000,0.13328,False,False,False,,True,False,False,False,True,False,False,False,False,1.633168,0.973625,0.881957,0.80209,0.850419,0.8403449999999999,0.717139,0.50515875,0.6061905,0.50515875,0.6061905
GMEU,GME,1.966406,219,ols,0.21201899999999999,-0.175719,0.38773799999999997,15000,0.38773799999999997,False,False,False,,False,True,False,False,False,True,True,False,False,0.905974,0.614016,0.454358,0.196155,0.559296,0.22627800000000003,0.17155800000000004,0.4916015,0.5899218,0.5,0.5899218
APLX,APLD,1.993921,125,ols,0.141172,-0.10487199999999999,0.24604399999999998,15000,0.24604399999999998,False,False,False,,True,False,False,False,True,False,False,False,False,2.220597,1.373692,1.323556,1.735859,1.556213,1.127648,1.3101690000000001,0.49848025,0.5981763,0.5,0.5981763
APPX,APP,1.984377,218,ols,0.05748,-0.021179999999999997,0.07866000000000001,30000,0.07866000000000001,False,False,False,,True,False,False,False,True,False,False,False,False,1.432015,0.660853,0.816614,0.651312,0.659566,0.582193,0.5809059999999999,0.49609425,0.5953131,0.5,0.5953131
ARCX,ACHR,1.9894,187,ols,0.136535,-0.100235,0.23676999999999998,9000,0.23676999999999998,False,False,False,,True,False,False,False,True,False,False,False,False,1.481144,0.682813,0.872463,0.749132,0.699919,0.446043,0.463149,0.49735,0.59682,0.5,0.59682
ASTX,ASTS,1.98981,166,ols,0.129244,-0.092944,0.222188,20000,0.222188,False,False,False,,True,False,False,False,True,False,False,False,False,2.0872,1.198996,1.294002,1.648934,1.352546,0.9768079999999999,1.130358,0.4974525,0.596943,0.5,0.596943
AURU,AUR,1.850768,99,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.200002,1.145614,0.909219,0.650834,0.845212,,,0.462692,1.0,0.5,1.0
BEX,BE,1.978227,78,ols,0.071258,-0.034958,0.106216,100000,0.106216,False,False,False,,True,False,False,False,True,False,False,False,False,2.180265,1.181106,0.984595,0.937996,1.013244,1.07489,0.9070280000000001,0.49455675,0.5934680999999999,0.5,0.5934680999999999
BLSX,BLSH,2.009151,93,ols,0.063502,-0.027202,0.090704,10000,0.090704,False,False,False,,True,False,False,False,True,False,False,False,False,1.499195,0.969069,0.834413,0.705831,0.802978,0.878365,0.712274,0.50228775,0.6027453,0.50228775,0.6027453
CEGX,CEG,1.984413,166,ols,0.10020699999999999,-0.06390699999999999,0.16411399999999998,20000,0.16411399999999998,False,False,False,,True,False,False,False,True,False,False,False,False,0.909876,0.29803,0.577418,0.325657,0.307458,0.13391600000000004,0.14334400000000003,0.49610325,0.5953239,0.5,0.5953239
CELT,CELH,1.957271,104,ols,0.040670000000000005,-0.00437,0.045040000000000004,4000,0.045040000000000004,False,False,False,,True,False,False,False,True,False,False,False,False,1.235711,0.88288,0.615747,0.35519,0.572967,0.83784,0.527927,0.48931775,0.5871813,0.5,0.5871813
CLSX,CLSK,1.998115,120,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,2.133075,1.318106,0.983422,0.964386,1.132824,,,0.49952875,1.0,0.5,1.0
COZX,CORZ,2.037597,84,ols,0.03804,-0.0017399999999999998,0.039779999999999996,200,0.039779999999999996,False,False,False,,True,False,False,False,True,False,False,True,False,1.458458,0.711963,0.867331,0.795219,0.767467,0.672183,0.727687,0.50939925,0.6112791,0.50939925,0.6112791
CRDU,CRDO,1.986375,120,ols,0.09615800000000001,-0.059858,0.15601600000000002,60000,0.15601600000000002,False,False,False,,True,False,False,False,True,False,False,False,False,1.744955,0.999796,0.899614,0.79284,0.89139,0.84378,0.735374,0.49659375,0.5959125,0.5,0.5959125
CSEX,CLS,1.999623,78,ols,0.07416,-0.03786,0.11202000000000001,25000,0.11202000000000001,False,False,False,,True,False,False,False,True,False,False,False,False,1.532581,0.614334,0.700568,0.490518,0.528842,0.502314,0.416822,0.49990575,0.5998869,0.5,0.5998869
CWVX,CRWV,1.989384,166,ols,0.052996,-0.016696,0.069692,200000,0.069692,False,False,False,,True,False,False,False,True,False,False,False,False,1.961092,0.946134,1.209597,1.439909,1.114645,0.876442,1.044953,0.497346,0.5968152,0.5,0.5968152
DASX,DASH,1.991849,93,ols,0.048789,-0.012488999999999998,0.061278,1000,0.061278,False,False,False,,True,False,False,False,True,False,False,False,False,1.062233,0.139335,0.402882,0.160335,0.152585,0.07805699999999999,0.091307,0.49796225,0.5975547,0.5,0.5975547
DOGD,DDOG,2.01559,144,ols,0.144294,-0.107994,0.252288,8000,0.252288,False,False,False,,True,False,False,False,True,False,False,False,False,1.210662,0.412004,0.475812,0.231719,0.334739,0.15971599999999997,0.082451,0.5038975,0.604677,0.5038975,0.604677
ENPX,ENPH,2.017514,120,ols,0.174629,-0.138329,0.312958,3000,0.312958,False,False,False,,False,True,False,False,False,True,True,False,False,1.675518,0.750944,0.7267,0.542047,0.641522,0.43798599999999993,0.328564,0.5043785,0.6052542,0.5043785,0.6052542
FLYT,FLY,1.962919,93,ols,0.189514,-0.15321400000000002,0.34272800000000003,25000,0.34272800000000003,False,False,False,,False,True,False,False,False,True,True,False,False,2.284301,1.497604,1.072563,1.087196,1.238656,1.1548759999999998,0.895928,0.49072975,0.5888757,0.5,0.5888757
GEVX,GEV,1.994262,166,ols,0.017564,0.018736,0.0,30000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,1.011908,0.31793,0.532034,0.280629,0.3052,0.31793,0.3052,0.4985655,0.5982786,0.5,0.5982786
IREX,IREN,1.982174,93,ols,0.33299799999999996,-0.29669799999999996,0.6296959999999999,55000,0.6296959999999999,False,False,False,,False,True,False,False,False,False,True,False,False,2.253912,1.453439,1.07736,1.129853,1.249272,0.823743,0.619576,0.4955435,0.5946522,0.5,0.5946522
JOBX,JOBY,1.979236,125,ols,0.249253,-0.212953,0.462206,4000,0.462206,False,False,False,,False,True,False,False,False,False,True,False,False,1.494494,0.766976,0.810041,0.635871,0.700903,0.30477,0.23869700000000005,0.494809,0.5937707999999999,0.5,0.5937707999999999
LABX,ALAB,1.994326,144,ols,0.040025000000000005,-0.003725,0.043750000000000004,6000,0.043750000000000004,False,False,False,,True,False,False,False,True,False,False,False,False,1.785474,0.987157,0.917748,0.835106,0.921992,0.943407,0.8782420000000001,0.4985815,0.5982978,0.5,0.5982978
LRCU,LRCX,2.049848,139,ols,0.079354,-0.043053999999999995,0.12240799999999999,15000,0.12240799999999999,False,False,False,,True,False,False,False,True,False,False,False,False,1.080498,0.431212,0.488385,0.256651,0.352937,0.30880399999999997,0.230529,0.512462,0.6149543999999999,0.512462,0.6149543999999999
LYFX,LYFT,1.839153,99,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.049726,0.65629,0.588211,0.26699,0.419929,,,0.45978825,1.0,0.5,1.0
