underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAOI,AAOI,spot,72222.04,72222.04,1.0,0.0,0.0
AAOI,AAOX,core_levered_etf,-64366.83195839999,64366.83195839999,1.0,0.0,0.0
AAPL,AAPL,spot,591.26,591.26,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-574.9759595191999,574.9759595191999,1.0,0.0,0.0
ACHR,ACHR,spot,4844.2,4844.2,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-3855.951462944,3855.951462944,1.0,0.0,0.0
ADBE,ADBE,spot,656.4000000000001,656.4000000000001,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-596.3161912,596.3161912,1.0,0.0,0.0
AFRM,AFRM,spot,2260.66,2260.66,1.0,0.0,0.0
AFRM,AFRU,core_levered_etf,-2034.1637369999999,2034.1637369999999,1.0,0.0,0.0
ALAB,ALAB,spot,14698.800000000001,14698.800000000001,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-14551.47096192,14551.47096192,1.0,0.0,0.0
ALB,ALB,spot,2226.84,2226.84,1.0,0.0,0.0
ALB,ALBG,core_levered_etf,-2298.6824927832004,2298.6824927832004,1.0,0.0,0.0
AMD,AMD,spot_b4_structural,35168.4,35168.4,0.24808389795053112,0.8607817873601457,-0.10886568531067663
AMD,DAMD,inverse_b4_etf,3828.63196728,3828.63196728,0.0,0.0,1.0
AMD,AMDG,core_levered_etf,-2445.400239132,2445.400239132,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-2526.29589528,2526.29589528,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-2531.2672677600003,2531.2672677600003,1.0,0.0,0.0
AMD,AMYY,yieldboost_etf,-26033.1859551288,26033.1859551288,0.0,1.0,0.0
AMZN,AMZN,spot,724.53,724.53,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-69.5424408,69.5424408,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-703.212251918,703.212251918,1.0,0.0,0.0
ANET,ANET,spot,1720.4,1720.4,1.0,0.0,0.0
ANET,ANEL,core_levered_etf,-1665.7484175,1665.7484175,1.0,0.0,0.0
APH,APH,spot,762.3000000000001,762.3000000000001,1.0,0.0,0.0
APH,APHU,core_levered_etf,-795.0113773800001,795.0113773800001,1.0,0.0,0.0
APP,APP,spot,4785.7,4785.7,1.0,0.0,0.0
APP,APPX,core_levered_etf,-3636.9247194,3636.9247194,1.0,0.0,0.0
ARKK,ARKK,spot,980.9799999999999,980.9799999999999,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-1092.1959082320002,1092.1959082320002,1.0,0.0,0.0
ARM,ARM,spot,3764.53,3764.53,1.0,0.0,0.0
ARM,ARMG,core_levered_etf,-3258.5017600799997,3258.5017600799997,1.0,0.0,0.0
ASML,ASML,spot,1899.48,1899.48,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-1907.6526552,1907.6526552,1.0,0.0,0.0
ASTS,ASTN,inverse_b4_etf,23135.649979620004,23135.649979620004,0.0,0.0,1.0
ASTS,ASTS,spot_b4_structural,5951.16,5951.16,2.0,0.0,-1.0
ASTS,ASTX,core_levered_etf,-21663.130539960002,21663.130539960002,1.0,0.0,0.0
AVAV,AVAV,spot,4224.87,4224.87,1.0,0.0,0.0
AVAV,AVXX,core_levered_etf,-3639.0329492,3639.0329492,1.0,0.0,0.0
AVGO,AVGO,spot,2313.42,2313.42,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-975.11829864,975.11829864,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-1028.5026653,1028.5026653,1.0,0.0,0.0
BA,BA,spot,1329.78,1329.78,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-706.447622145,706.447622145,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-785.9585549376001,785.9585549376001,1.0,0.0,0.0
BABA,BABA,spot,26482.149999999998,26482.149999999998,0.06131668663870462,0.9386833133612953,0.0
BABA,BABU,core_levered_etf,-423.7743004319999,423.7743004319999,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-1274.8757240999998,1274.8757240999998,1.0,0.0,0.0
BABA,BBYY,yieldboost_etf,-26004.2497512,26004.2497512,0.0,1.0,0.0
BBAI,BBAI,spot,9186.66,9186.66,1.0,0.0,0.0
BBAI,BAIG,core_levered_etf,-7828.4150516052,7828.4150516052,1.0,0.0,0.0
BE,BEZ,inverse_b4_etf,22328.50176,22328.50176,0.0,0.0,1.0
BE,BE,spot_b4_structural,20905.92,20905.92,2.0,0.0,-1.0
BE,BEG,core_levered_etf,-9171.92428904,9171.92428904,1.0,0.0,0.0
BE,BEX,core_levered_etf,-22320.20579679,22320.20579679,1.0,0.0,0.0
BIDU,BIDU,spot,580.55,580.55,1.0,0.0,0.0
BIDU,BIDG,core_levered_etf,-570.3098605344001,570.3098605344001,1.0,0.0,0.0
BLSH,BLSH,spot,4097.5,4097.5,1.0,0.0,0.0
BLSH,BLSG,core_levered_etf,-3800.14961664,3800.14961664,1.0,0.0,0.0
BMNR,BMNR,spot,20121.36,20121.36,1.0,0.0,0.0
BMNR,BMNG,core_levered_etf,-7692.41203896,7692.41203896,1.0,0.0,0.0
BMNR,BMNU,core_levered_etf,-10733.316804,10733.316804,1.0,0.0,0.0
BULL,BULL,spot,2342.04,2342.04,1.0,0.0,0.0
BULL,BULG,core_levered_etf,-991.5174707760001,991.5174707760001,1.0,0.0,0.0
CEG,CEG,spot,1236.411836,1236.411836,1.0,0.0,0.0
CEG,CEGX,core_levered_etf,-1187.36737371,1187.36737371,1.0,0.0,0.0
CIFR,CIFR,spot,14324.789999999999,14324.789999999999,1.0,0.0,0.0
CIFR,CIFU,core_levered_etf,-4406.982639675,4406.982639675,1.0,0.0,0.0
CIFR,CIFG,core_levered_etf,-8576.2133838,8576.2133838,1.0,0.0,0.0
CLS,CLS,spot,8488.92,8488.92,1.0,0.0,0.0
CLS,CSEX,core_levered_etf,-8134.066656000002,8134.066656000002,1.0,0.0,0.0
CLSK,CLSK,spot_b4_structural,12467.070000000002,12467.070000000002,1.4386836682556527,0.0,-0.4386836682556526
CLSK,CLSX,core_levered_etf,-20605.811873040002,20605.811873040002,1.0,0.0,0.0
CMG,CMG,spot,687.5,687.5,1.0,0.0,0.0
CMG,CMGG,core_levered_etf,-747.4255243412,747.4255243412,1.0,0.0,0.0
CNC,CNC,spot,3304.08,3304.08,1.0,0.0,0.0
CNC,CNCG,core_levered_etf,-3600.9327299385,3600.9327299385,1.0,0.0,0.0
COHR,COHR,spot,3635.7999999999997,3635.7999999999997,1.0,0.0,0.0
COHR,COHX,core_levered_etf,-3311.5726670399995,3311.5726670399995,1.0,0.0,0.0
COIN,COIN,spot_b4_structural,61925.98,61925.98,0.14936864197734123,0.8610068209656756,-0.010375462943016805
COIN,CONI,inverse_b4_etf,642.5107107,642.5107107,0.0,0.0,1.0
COIN,COIG,core_levered_etf,-1765.2234338838,1765.2234338838,1.0,0.0,0.0
COIN,COIA,core_levered_etf,-2071.44427008,2071.44427008,1.0,0.0,0.0
