underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
QBTS,6741.828929339999,17120.093848,0.0,0.0,-8675.44,-2711.66,759.213020716324,0.0,0.0,13234.035798056324
CRWV,-754.4122566322433,15658.003652,0.0,0.0,-2492.74,-727.1500000000001,299.2308450463702,0.0,0.0,11982.932240414128
IREN,3299.8258295500004,7329.0712889999995,0.0,0.0,0.0,-1183.74,280.91294903534686,0.0,0.0,9726.070067585348
COIN,6374.08518455,16686.79319,-14.11,0.0,-12474.09,-2471.81,668.5627758423827,0.0,0.0,8769.431150392382
SMCI,15344.11124987,10756.390077,0.0,0.0,-15499.619999999999,-3067.02,728.021912517538,0.0,0.0,8261.883239387538
MSTR,511.59064178999506,33080.91846399562,-0.37,0.0,-24888.54,-2728.58,799.8005551951138,0.0,0.0,6774.819660980727
RKLB,4739.45141655,1785.541521427213,0.0,0.0,0.0,-239.62,115.9726435536117,0.0,0.0,6401.345581530824
MU,7935.439972020002,13457.837878999999,3.0,0.0,-14405.92,-2515.93,857.0107258949402,0.0,0.0,5331.438576914942
ASTS,-804.2308533600001,6304.072289948008,0.0,0.0,0.0,-391.77,187.9007068168538,0.0,0.0,5295.972143404862
BE,4978.818524140001,575.2776350000004,0.0,0.0,0.0,-498.04999999999995,113.31047029812768,0.0,0.0,5169.356629438129
RGTI,4272.84043601,773.3998409999999,0.0,0.0,0.0,-553.55,47.39168570864044,0.0,0.0,4540.081962718641
GDX,2121.63620452,2439.634931,0.0,0.0,-12.04,-57.19,10.557017486301586,0.0,0.0,4502.598153006302
META,1767.02822185,7341.253231000001,-211.79000000000002,0.0,-4100.26,-659.61,348.6775379917289,0.0,0.0,4485.2989908417285
SNDK,8810.453979459999,-4629.959396332419,0.0,0.0,0.0,-333.0,309.4101312260764,0.0,0.0,4156.904714353657
MARA,6302.73756489,19265.879840999998,-9.29,0.0,-20330.09,-1764.1299999999999,623.3889356015724,0.0,0.0,4088.496341491572
HOOD,16630.318125899998,-1081.254578,0.0,0.0,-8632.310000000001,-3065.7099999999996,29.659037887173756,0.0,0.0,3880.702585787174
AAOI,8741.49663613,-4611.064377999999,0.0,0.0,0.0,-980.78,412.650342494923,0.0,0.0,3562.302600624924
NBIS,11174.85889617,-7959.45613289186,0.0,0.0,0.0,-517.4100000000001,267.5292340755872,0.0,0.0,2965.521997353728
CRCL,-2652.19420232,7494.701521999999,0.0,0.0,-1438.97,-743.4,211.24396766860718,0.0,0.0,2871.3812873486063
