underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
CRWV,software,override,1.0,letf,2.9560371998397836,computed,61958.431362777,114885.621208893
QBTS,quantum,override,1.0,letf,4.120933372060745,computed,13129.610696290005,123715.15980475
AXTI,semis,vendor,0.75,letf,3.789125072995785,computed,12103.75658243998,298729.84341756
SNDK,semis,override,1.0,letf,3.9260119675601035,computed,7744.008412680007,183286.09186452
AAOI,software,vendor,0.75,letf,4.036649407215755,computed,6338.411159600008,241140.1488404
LITE,semis,override,1.0,letf,2.724716723402788,computed,4392.282405900005,156355.6615449
IREN,crypto-equity,override,1.0,letf,3.5251292514125123,computed,3262.292751159999,162993.19592755998
SPCX,industrials,vendor,0.75,letf,4.5820325777305735,computed,2772.8600000000006,5277.38
NBIS,software,override,1.0,letf,3.116523136638282,computed,2479.256148122005,154404.01469418197
SMCI,semis,override,1.0,letf,3.6746002687213046,computed,2285.402589840007,64153.91741016
BE,clean,override,1.0,letf,4.019097092966345,computed,2150.813896568601,66495.24610343139
CRML,metals,override,1.0,letf,3.7775641300634892,computed,2063.6146493888045,124005.2853506112
NVTS,semis,override,1.0,letf,4.272560338570164,computed,2000.1910263389943,58102.708973661
MARA,crypto-equity,override,1.0,letf,3.2762382230506915,computed,1547.106720298997,49992.213279701005
POET,semis,vendor,0.75,letf,4.200969038246995,computed,1525.9501105699892,134618.04988943
CRCL,software,override,1.0,letf,3.1689468075806984,computed,1478.793273390001,55851.20672661
COIN,crypto-equity,override,1.0,letf,3.2022024296955967,computed,1402.2278111805936,90765.5171181734
ASTS,space,override,1.0,letf,3.1275964903685827,computed,1376.4977456699926,108265.79118063
COHR,semis,override,1.0,letf,3.093619157727639,computed,1290.5179584999987,43588.4220415
ONDS,drones,override,1.0,letf,3.5617134731618894,computed,1241.7221547,38458.1178453
CIFR,crypto-equity,override,1.0,letf,4.159119345531933,computed,1093.0277519543988,16983.4722480456
IONQ,quantum,override,1.0,letf,3.354907254829178,computed,1092.778008600002,72234.90199140001
