symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17159.31713379,17159.31713379,1
DUST,flow_program,16866.297280000003,16866.297280000003,1
ZSL,flow_program,15035.86071,15035.86071,1
SDS,flow_program,10593.86981568,10593.86981568,1
FAZ,flow_program,8437.0924794,8437.0924794,1
SQQQ,flow_program,8380.7441585,8380.7441585,1
TSLQ,flow_program,7918.913172040001,7918.913172040001,1
NVDQ,flow_program,6183.6832785,6183.6832785,1
LABD,flow_program,5454.7416952,5454.7416952,1
EWV,flow_program,3228.7265902080003,3228.7265902080003,1
SOXS,flow_program,1709.49849525,1709.49849525,1
TSYY,flow_program,-63.31631544,63.31631544,1
TQQY,flow_program,-447.359575941,447.359575941,1
