symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed,discrepancy_blocker,purgatory,purgatory_no_locate,purgatory_borrow_band,purgatory_net_edge,purgatory_vol_ratio
CWY,-155888.76840316004,-31283.5,124605.26840316004,124605.26840316004,155888.76840316004,31283.5,-124605.26840316004,True,none,False,False,False,False,False
CRY,-129469.07134461562,-17655.0,111814.07134461562,111814.07134461562,129469.07134461562,17655.0,-111814.07134461562,True,none,False,False,False,False,False
HMYY,-126494.71302593136,-42705.825,83788.88802593136,83788.88802593136,126494.71302593136,42705.825,-83788.88802593136,True,none,False,False,False,False,False
QBY,-140044.2536928193,-70442.955,69601.2986928193,69601.2986928193,140044.2536928193,70442.955,-69601.2986928193,True,no_locate,True,True,False,False,False
AAOX,-81527.10912566201,-25374.059999999998,56153.049125662015,56153.049125662015,81527.10912566201,25374.059999999998,-56153.049125662015,True,none,False,False,False,False,False
AXTX,-81821.44304419745,-29362.4,52459.04304419745,52459.04304419745,81821.44304419745,29362.4,-52459.04304419745,True,none,False,False,False,False,False
CORD,-4699.800591812808,-56268.41,-51568.60940818719,51568.60940818719,4699.800591812808,56268.41,51568.60940818719,False,none,False,False,False,False,False
QBTZ,-5366.132487767594,-41663.579999999994,-36297.4475122324,36297.4475122324,5366.132487767594,41663.579999999994,36297.4475122324,False,none,False,False,False,False,False
IOYY,-119236.64646940432,-85730.82,33505.82646940432,33505.82646940432,119236.64646940432,85730.82,-33505.82646940432,True,none,False,False,False,False,False
RTYY,-70132.6964964064,-102988.774,-32856.07750359361,32856.07750359361,70132.6964964064,102988.774,32856.07750359361,False,none,False,False,False,False,False
SNDQ,-4726.383689931606,-37349.66,-32623.2763100684,32623.2763100684,4726.383689931606,37349.66,32623.2763100684,False,none,False,False,False,False,False
MAAY,-116506.28820224584,-85426.1,31080.18820224583,31080.18820224583,116506.28820224584,85426.1,-31080.18820224583,True,none,False,False,False,False,False
MUYY,-141725.32298753905,-111579.279,30146.04398753906,30146.04398753906,141725.32298753905,111579.279,-30146.04398753906,True,borrow_band,True,False,True,False,False
SMYY,-121472.09333931137,-92679.1,28792.99333931136,28792.99333931136,121472.09333931137,92679.1,-28792.99333931136,True,none,False,False,False,False,False
LITZ,-6117.551797820031,-34651.079999999994,-28533.528202179965,28533.528202179965,6117.551797820031,34651.079999999994,28533.528202179965,False,none,False,False,False,False,False
AXTU,-1595.0295863880208,-26093.02,-24497.99041361198,24497.99041361198,1595.0295863880208,26093.02,24497.99041361198,False,none,False,False,False,False,False
LITX,-10572.815369858094,-33970.86,-23398.044630141907,23398.044630141907,10572.815369858094,33970.86,23398.044630141907,False,none,False,False,False,False,False
COYY,-65204.70444243543,-88265.83499999999,-23061.13055756456,23061.13055756456,65204.70444243543,88265.83499999999,23061.13055756456,False,none,False,False,False,False,False
