symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,16930.320855700196,16930.320855700196,1
DUST,flow_program,10359.831106659998,10359.831106659998,1
ZSL,flow_program,9406.825674480002,9406.825674480002,1
FAZ,flow_program,9276.524006399999,9276.524006399999,1
SDS,flow_program,8937.521672030001,8937.521672030001,1
SQQQ,flow_program,8847.444875999998,8847.444875999998,1
TSLQ,flow_program,8450.68522568,8450.68522568,1
LABD,flow_program,7669.35263892,7669.35263892,1
NVDQ,flow_program,6897.614539829999,6897.614539829999,1
SOXS,flow_program,5761.300264320001,5761.300264320001,1
EWV,flow_program,1195.1878511999998,1195.1878511999998,1
TSYY,flow_program,-46.99101784,46.99101784,1
NVYY,flow_program,-65.607831023,65.607831023,1
TQQY,flow_program,-287.438875,287.438875,1
