symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3475.278795,0.0,0.0,0.0,-49.5,20.993478537992317,0.0,0.0,3446.7722735379925
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,1330.619899,0.0,0.0,-25.53,-49.24,4.652824819105692,0.0,0.0,1260.5027238191058
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,874.91552,0.0,0.0,-15.54,-52.6,6.194902659909017,0.0,0.0,812.970422659909
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,877.332156,0.0,0.0,0.0,-86.12,8.36340962187189,0.0,0.0,799.575565621872
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,599.520555,0.0,0.0,-29.37,-16.88,7.177959471358183,0.0,0.0,560.4485144713582
SDS,PROSHARES ULTRASHORT S&P500,0.0,283.253155,0.0,0.0,-26.99,-33.73,11.151269183711982,0.0,0.0,233.68442418371197
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,215.515083,0.0,0.0,-26.13,-47.78,7.467010006194034,0.0,0.0,149.07209300619405
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,49.808225,0.0,0.0,0.0,-32.67,10.895379275909022,0.0,0.0,28.03360427590902
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,31.991756,0.0,0.0,-1.46,-3.98,1.4556380125799386,0.0,0.0,-351.6718352074201
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-1027.669378,0.0,0.0,-90.65,-100.35,12.605240711757856,0.0,0.0,-1209.4700955882422
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-962.277632,0.0,0.0,0.0,-282.39,11.229642260712511,0.0,0.0,-1233.4379897392876
