etf,weight
XBTY,0.039999999832474514
IOYY,0.037544093917986424
MAAY,0.03214679155975964
FBYY,0.030199661026301235
QBTZ,0.025000000012865328
ETHD,0.025000000010058445
CORD,0.025000000008011596
MTYY,0.024347310830114557
MSDD,0.021590808670600745
PLTZ,0.021349484748849658
ETHU,0.020478279089676477
SMYY,0.019359462205907722
QBTX,0.01848080412892775
ASTX,0.01703510965747445
COYY,0.01640268062745603
ETU,0.015533732446948513
NUGT,0.013353326125549224
CWVX,0.012718467498443974
CWEB,0.012486552735327188
INTW,0.012433354846966352
BABX,0.012024209408650755
SMU,0.011894733411821273
NEBX,0.011847040817922413
ETHT,0.01057695570901491
BITX,0.010573356877057995
CRWG,0.010569339982077016
NVTX,0.01017749228651718
LLYX,0.010007680861911726
CONL,0.009935669600363947
UBRL,0.009861133953124613
JNUG,0.009803819991991976
RGTX,0.009726260953006799
LABX,0.009607312889722382
APPX,0.009490158651723028
RKLX,0.008935342360640601
PTIR,0.008393307538959744
BTCL,0.008298060533970676
MUU,0.008170986204298201
BITU,0.008086010303820048
IONX,0.008083632705103042
SNOU,0.007952775306115777
CRDU,0.007817893801609731
MSFU,0.007320701769269631
PALU,0.0069325082303611325
NBIG,0.006832380476172848
TSLI,0.006649190544846514
CLSX,0.006347617456738872
FBL,0.006271152140280939
NFLU,0.006176791678144163
NVOX,0.005993679702682002
OSCX,0.005992723329728886
COIA,0.005921922679972624
DKNX,0.005774333416498454
GLXU,0.0056699251925252155
GOOX,0.005664281075984184
AMDL,0.005600055036192209
PLTU,0.005562064040830067
TSLL,0.005376213191216751
RDTL,0.0053238344057440126
OKLL,0.005288998230295633
UPSX,0.005280792578356135
WULX,0.005061736459872519
ROBN,0.005036052564937059
RBLU,0.005030961205800362
AVGG,0.005013910996502783
NBIL,0.0049941025796352775
TEMT,0.004914730563568075
AVXX,0.00483329627497675
CRMG,0.004651321485050708
NFXL,0.004509775663896134
TSLR,0.004477509003810794
HOOX,0.004431591172350912
COIG,0.004360374571896455
NVDG,0.004318648814105274
BOEU,0.00426034199342585
GEVX,0.004257304050810996
AMZZ,0.004211508002467272
CONI,0.004160106169145971
AMUU,0.0041562381348133025
PANG,0.004104097064447811
MULL,0.004079402138560525
CRWU,0.0040382327956617736
QCMU,0.004007713220596667
IRE,0.003984606609965984
ANEL,0.003955444104314818
URAA,0.003841978365485755
AMDG,0.003837070502540643
XYZG,0.00379361370346142
AVL,0.0037748203598520916
ORCX,0.0036476421506138326
NVDU,0.0035230258151002698
IONL,0.0034643771105682592
PLTA,0.00332800585623507
NVDL,0.0030725581464907423
VRTL,0.0029860439567465707
METU,0.0029611888024786374
TSLT,0.002957055322724098
SOFX,0.0029503809523491313
MSTZ,0.0028996003804683114
BULX,0.0028146353669967427
HOOG,0.0027811667800986045
BAIG,0.002604866578656156
CVNX,0.0025982203656859
AMZU,0.0024944306406881425
YINN,0.002490901431814101
VSTL,0.002475020914977556
QUBX,0.0024040708093827795
TSMG,0.002273753664365668
COZX,0.0022678113944697782
ARCX,0.0022076298433283295
TSMU,0.002193071628684993
MSTX,0.002100340777650655
AVGX,0.002055149645822328
RIOX,0.0020433944305835905
KTUP,0.0020386516578494653
SOUX,0.0020177551872250323
UNHG,0.0019103187726353583
NOWL,0.0018952928069633473
LRCU,0.0018301416137299364
CEGX,0.0016344666999075343
BOEG,0.0016046800370361019
MVLL,0.001557775311417742
ETRL,0.0014744110860250893
TSLG,0.0014294318699357603
GDXU,0.0014099162314380376
SBTU,0.0013628586060436011
NVDB,0.001359678253040511
IREX,0.0013370900318244391
RGTU,0.0012767534883345079
DLLL,0.0012691307672541483
UNX,0.0011436446820599728
SHPU,0.0011034472110953738
MPL,0.0010115677637267527
PLTG,0.000931616185524609
LMNX,0.0009030102331194095
CRWL,0.0008771584380005195
ARMG,0.0008394696992837889
AFRU,0.0007678116247664946
QSU,0.000698120075986851
MPG,0.0006677517510845175
SOXL,0.0006527005369350268
HIMZ,0.0006451615343394975
ASMG,0.0006451614182058357
PONX,0.0006451613922574459
AVGU,0.0006451613765235469
MSTU,0.00064516133587123
GLGG,0.0006451613182880502
OPEX,0.0006451613165066772
MRAL,0.000645161315322543
SRPU,0.0006451612992806667
JOBX,0.000645161295548557
SMCL,0.0006451612893583576
QPUX,0.0006451612855590663
TTDU,0.0006451612841027356
TARK,0.0006451612726942496
NVDX,0.0
DJTU,0.0
GMEU,0.0
MSTP,0.0
LULG,0.0
