bucket,etf,underlying,w_book,frac_sleeve,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,q_prior,prev_w_book,delta_w_book,haircut_factor,ema_applied
whitelist_stock,XBTY,IBIT,0.03999999983247451,0.1999999991623725,479.0,245.0,0.5034094096645091,0.2169945023102897,0.8119712320205784,0.03375541122348775,0.040000150701573506,-1.50869098998474e-07,1.0,True
whitelist_stock,IOYY,IONQ,0.037544093917986424,0.18772046958993208,479.0,124.0,0.5927043489936146,0.2737109424024631,0.7579036494738923,0.03150770414871665,0.006351514509481115,0.031192579408505307,1.0,True
whitelist_stock,MAAY,MARA,0.03214679155975963,0.16073395779879812,479.0,124.0,0.5726345943083029,0.2566372458559165,0.7809548740264641,0.03246599372018425,0.0070001707808078325,0.025146620778951797,1.0,True
whitelist_stock,FBYY,META,0.030199661026301228,0.1509983051315061,479.0,133.0,0.4124156810460533,0.23534930596372086,0.6133244700894488,0.025497233011295112,0.040000307716204386,-0.009800646689903159,1.0,True
inverse_decay_bucket4,QBTZ,QBTS,0.025000000012865318,0.20000000010292254,479.0,144.0,2.357960028588964,0.496269527785117,1.6629794170305845,0.031730043070107856,0.0040408772795589385,0.020959122733306378,1.0,True
inverse_decay_bucket4,ETHD,ETHA,0.025000000010058435,0.20000000008046748,426.0,447.0,1.094285063833686,0.26948077888230215,1.4212507991490861,0.02711780350892721,0.025000062773568497,-6.276351006279102e-08,1.0,True
inverse_decay_bucket4,CORD,CRWV,0.025000000008011586,0.2000000000640927,255.0,151.0,1.3254417254076198,0.7186982567096619,0.6454789608319226,0.012315892198242818,0.02095863053747392,0.004041369470537667,1.0,True
whitelist_stock,MTYY,MSTR,0.024347310830114554,0.12173655415057275,479.0,154.0,0.5325901249415828,0.269828943737807,0.6908322774694079,0.028719401245791244,0.04000000576575533,-0.01565269493564078,1.0,True
inverse_decay_bucket4,MSDD,MSTR,0.021590808670600734,0.17272646936480587,479.0,225.0,0.8878454366606103,0.3393571885457135,0.9156897608767001,0.01747157857392777,0.019032682516853548,0.002558126153747186,1.0,True
inverse_decay_bucket4,PLTZ,PLTR,0.021349484748849647,0.17079587799079718,479.0,228.0,0.5791958048554953,0.23326602332434376,0.8690444017968026,0.0165815740209739,0.02500028464957438,-0.003650799900724734,1.0,True
core_leveraged,ETHU,ETHA,0.020478279089676466,0.030338191243965133,426.0,447.0,0.5194174032083775,0.08542994089419872,2.1280137762014686,0.011519840055914766,0.0,0.020478279089676466,1.0,True
whitelist_stock,SMYY,SMCI,0.019359462205907722,0.09679731102953859,479.0,149.0,0.5216610190092845,0.27749374332981747,0.657965669648418,0.027353064830450736,0.02664783069011717,-0.007288368484209447,1.0,True
core_leveraged,QBTX,QBTS,0.018480804128927743,0.027378969079892953,479.0,257.0,0.9205715748843613,0.14452740554716553,2.2293353291004636,0.01206833654436176,0.0,0.018480804128927743,1.0,True
core_leveraged,ASTX,ASTS,0.017035109657474443,0.025237199492554728,479.0,205.0,0.8987108448318196,0.11314603794313569,2.7800248370095035,0.015049452137939545,0.0,0.017035109657474443,1.0,True
whitelist_stock,COYY,COIN,0.016402680627456027,0.08201340313728012,479.0,193.0,0.37617848524296726,0.2644048448101934,0.4979578567463627,0.020701191820074336,0.0400000198360607,-0.02359733920860467,1.0,True
