underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
MSTR,"MSTR, MTYY",5541.528019725996,33778.631980274,2
MARA,"MAAY, MARA",2676.0591056766007,21948.5408943234,2
VALE,"VALE, VALG",2200.0532472895998,3830.7267527104,2
META,"FBL, FBYY, META",1147.92853104,29988.09146896,3
GDX,"GDX, GDXU, NUGT",1072.9892687799984,38381.65073122,3
USAR,"USAR, USGG",848.7847641600001,19829.675235839997,2
MRVL,"MRVL, MRVU",759.5683789919967,45919.931621008,2
TSM,"TSM, TSMG, TSMU",523.4555985653033,32178.0444014347,3
WULF,"WULF, WULX",400.4475546400008,28216.97244536,2
HIMS,"HIMS, HMYY",361.30135999999993,1096.1586399999999,2
CIFR,"CIFG, CIFR",280.06654838399845,17718.853451616,2
CRDO,"CRDO, CRDU",280.0408787200031,28009.499121279998,2
PLUG,"PLUG, PLUL",263.3268427926014,31499.8331572074,2
LLY,"ELIL, LLY",258.44963025180004,3357.5103697482,2
RTX,"RTX, RTXG",230.78396409679976,4077.9160359032003,2
HUT,"HUT, HUTG",223.47943711560038,24031.160562884397,2
BE,"BE, BEX",219.85810262999985,15324.58189737,2
COPX,"COPX, COPZ",218.59757292759969,17195.8224270724,2
VRT,"VRT, VRTL",168.84069759999875,21596.7793024,2
IWM,"IWM, URTY",163.79130235999992,2535.70869764,2
NOW,"NOW, NOWL",154.6677784000001,3702.9322216,2
MRNA,"MRNA, MRNX",142.27383352750076,17464.6861664725,2
CORZ,"CORZ, COZX",140.38834140000108,23576.411658600002,2
XOP,"GUSH, XOP",112.06671966999966,22711.453280330003,2
IBIT,"BITU, BITX, BTCL, IBIT, XBTY",111.26175229999535,75948.1382477,5
DKNG,"DKNG, DRAY",106.5559803839999,1935.084019616,2
ORLY,"ORLG, ORLY",86.65360100259977,4548.846398997401,2
FIGR,"FGRU, FIGR",81.26180954999836,27359.37819045,2
GLXY,"GLXU, GLXY",79.99525659999927,18242.5047434,2
FCX,"FCX, FCXG",69.59733994530052,6212.1626600547,2
ISRG,"ISRG, ISUL",56.5583693136,5440.4016306864,2
UUUU,"UUUG, UUUU",48.64269976000014,8616.377300240001,2
BA,"BA, BOEG, BOEU",45.541445599198596,35850.7785544008,3
SPY,"SPXL, SPY",35.0573392199999,4174.902660780001,2
LCID,"LCDL, LCID",34.830917,1551.369083,2
UBER,"UBER, UBRL",28.39007323039914,18173.849926769602,2
KTOS,"KTOS, KTUP",5.780313679999836,4012.35968632,2
PAAS,"PAAS, PAAU",3.065783161000013,1240.1542168390001,2
EWW,"EWW, MEXX",2.0414064744004463,6160.738593525601,2
DJT,"DJT, DJTU",-1.3819289600000957,1774.38192896,2
OKLO,"OKLL, OKLO",-2.9375991999995676,15670.177599199997,2
NU,"NU, NUG",-18.345101928000076,17330.805101928,2
NEM,"NEM, NEMG",-19.562228740000137,3875.50222874,2
TTD,"TTD, TTDU",-20.11431341999969,4253.47431342,2
AAL,"AAL, AALG",-23.13102912000022,5201.071029119999,2
ALAB,"ALAB, LABX",-23.603524160000234,37601.80352416,2
XYZ,"XYZ, XYZG",-29.66099099999974,5660.600991,2
CNC,"CNC, CNCG",-31.951711692600043,1747.9517116926,2
XOM,"XOM, XOMX",-35.66431308900064,18577.224313089,2
ARKK,"ARKK, TARK",-37.95906760000025,5606.4390676,2
ADBE,"ADBE, ADBG",-38.9805216000002,4009.4605216,2
UPS,"UPS, UPSG",-41.12032913999997,3823.2803291399996,2
GLW,"GLW, GLWG",-48.51971995289989,1709.3197199529,2
XBI,"LABU, XBI",-51.04545327999995,4656.685453280001,2
JOBY,"JOBX, JOBY",-53.17448880000006,2653.2144888000003,2
SATS,"SATG, SATS",-53.34380123519986,9328.3438012352,2
RBLX,"RBLU, RBLX",-56.68147571999907,16012.841475719999,2
PONY,"PONX, PONY",-59.11494239999956,17611.1149424,2
PYPL,"PYPG, PYPL",-62.26177383999993,5043.26177384,2
ACHR,"ACHR, ARCX",-74.00685766000015,4792.0868576600005,2
SNOW,"SNOU, SNOW",-75.88456895999934,14717.98456896,2
HOOD,"HODU, HOOD",-77.94838332000108,9978.84838332,2
XPEV,"XPEG, XPEV",-80.09852429679995,4423.5985242968,2
NET,"NET, NETG",-84.98094400000002,1269.260944,2
NOK,"LNOK, NOK",-86.56471278000026,6281.14471278,2
ZETA,"ZETA, ZETX",-88.64912275359939,4617.8491227536,2
GDXJ,"GDXJ, JNUG",-88.79001600000038,4489.410016,2
OKTA,"OKTA, OKTG",-100.74967783179954,4709.389677831799,2
APH,"APH, APHU",-105.45694347949984,5468.016943479501,2
GME,"GME, GMEU",-109.16594764000001,1871.76594764,2
CMG,"CMG, CMGG",-110.06353777280037,14913.823537772798,2
CRWD,"CRWD, CRWL",-112.53906500000039,4294.539065000001,2
MP,"MP, MPG",-118.24414681999951,7095.844146819999,2
ASHR,"ASHR, CHAU",-118.40359080000053,16816.4035908,2
BULL,"BULG, BULL",-119.35618380000005,5731.036183800001,2
CHNL,"CHNL, CHNU",-119.42311753360082,7633.3321175336005,2
ABNB,"ABNB, ABNG",-120.59320924500025,5081.753209245,2
URA,"URA, URAA",-126.88221950999832,18365.98221951,2
LRCX,"LRCU, LRCX",-132.63249820000055,5351.8324982,2
COHR,"COHR, COHX",-133.45526399999994,2101.455264,2
FUTU,"FUTG, FUTU",-133.94203127999992,1784.5420312799997,2
LEU,"LEU, LEUX",-134.6471089295992,21548.7671089296,2
OPEN,"OPEG, OPEN",-138.25047681680098,8095.9504768168,2
MU,"MU, MUU",-138.86021749999964,21171.4402175,2
SNAP,"SNAG, SNAP",-139.08558003200096,6122.965580032,2
DNN,"DNN, DNNG",-140.22075783360015,5494.9407578336,2
