symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17007.317760386697,17007.317760386697,1
TSLQ,flow_program,9965.8967602,9965.8967602,1
DUST,flow_program,9791.583454399999,9791.583454399999,1
FAZ,flow_program,9473.80421088,9473.80421088,1
ZSL,flow_program,9378.61989246,9378.61989246,1
SQQQ,flow_program,9231.208749000001,9231.208749000001,1
SDS,flow_program,9076.060989320002,9076.060989320002,1
LABD,flow_program,7767.879158220001,7767.879158220001,1
NVDQ,flow_program,7077.98492408,7077.98492408,1
SOXS,flow_program,5791.510749600001,5791.510749600001,1
EWV,flow_program,1185.160496814,1185.160496814,1
TSYY,flow_program,-47.21554656,47.21554656,1
NVYY,flow_program,-65.54079045499999,65.54079045499999,1
TQQY,flow_program,-287.3738936875,287.3738936875,1
