underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
PLTR,"PLTA, PLTR, PLTU, PTIR",3123.9463305599984,54955.65366944,4
MSTR,"MSTR, MTYY",2467.2113287549946,36007.588671245,2
PANW,"PALU, PANG, PANW",1867.0422122000018,41115.8977878,3
MARA,"MAAY, MARA",1614.0919241855008,20750.5880758145,2
SNOW,"SNOU, SNOW",1161.1322097600005,12656.80779024,2
ASTS,"ASTS, ASTX",1064.0071617899976,20724.212838209998,2
FIG,"FIG, FIGG",839.0223292008013,10139.2976707992,2
META,"FBL, FBYY, META",641.3996421500005,29833.14035785,3
FLY,"FLY, FLYT",640.6832449999984,21471.756755000002,2
CRM,"CRM, CRMG",609.1064159999987,16864.513584,2
XOP,"GUSH, XOP",587.3789700799989,21637.74102992,2
XOM,"XOM, XOMX",507.9907337200002,17699.28926628,2
RCAT,"RCAT, RCAX",502.93417436160235,17774.5058256384,2
GDX,"GDX, GDXU, NUGT",393.62004027999865,40309.37995972,3
HIMS,"HIMS, HMYY",374.57764618,778.8623538200001,2
OKTA,"OKTA, OKTG",369.1029841724003,3732.6570158276,2
OPEN,"OPEG, OPEN",353.1533832815999,6456.9466167184,2
NU,"NU, NUG",337.20825100480215,17499.4917489952,2
XRPZ,"UXRP, XRPZ, XXRP",326.4787344000015,35750.681265600004,3
ONDS,"ONDG, ONDS",282.48424051119946,23706.3157594888,2
NOW,"NOW, NOWL",274.0111280000003,3237.5888720000003,2
DUOL,"DUOG, DUOL",265.29367040800025,12904.946329592,2
RDW,"RDW, RDWU",227.12583970000014,10681.594160300001,2
UEC,"UEC, UECG",225.9963630000002,16899.563637,2
LLY,"ELIL, LLY",225.05636224980003,3464.9436377501997,2
SOEZ,"SOEZ, SOLT",214.04845483999998,16803.711545160004,2
LUNR,"LUNL, LUNR",186.73321274999944,16334.92678725,2
RTX,"RTX, RTXG",146.40456529999983,4315.4154347,2
BBAI,"BAIG, BBAI",139.19631800000025,21149.763681999997,2
TTD,"TTD, TTDU",129.9278455799997,3779.79215442,2
SRPT,"SRPT, SRPU",97.75281817749783,19881.5471818225,2
AAPL,"AAPB, AAPL, AAPU",93.38332434399945,32001.536675656,3
DKNG,"DKNG, DRAY",88.82325879360008,1885.7367412064,2
HL,"HL, HLXX",87.94394488000034,10544.65605512,2
RBLX,"RBLU, RBLX",71.23446234999847,15086.76553765,2
CRML,"CRML, CRMU",70.51832061119421,39273.521679388796,2
ORLY,"ORLG, ORLY",61.92733947819988,4614.072660521801,2
CSCO,"CSCL, CSCO",58.993918504998874,18445.646081495,2
ADBE,"ADBE, ADBG",57.866470300000174,3713.6535297,2
ZETA,"ZETA, ZETX",39.03999098699978,4172.960009013001,2
PYPL,"PYPG, PYPL",30.44460296000034,4766.55539704,2
KTOS,"KTOS, KTUP",29.52080100000012,3948.1191989999998,2
UBER,"UBER, UBRL",18.268175356799475,16605.2118246432,2
EWW,"EWW, MEXX",16.78124256000001,6125.7187574399995,2
SHOP,"SHOP, SHPU",16.35286410360004,4218.6871358964,2
JOBY,"JOBX, JOBY",7.176160500000151,2474.4238395,2
ISRG,"ISRG, ISUL",1.0150600800006941,5605.62493992,2
CNC,"CNC, CNCG",-0.8552707376002218,1640.2952707376,2
PAAS,"PAAS, PAAU",-13.771896322000089,1292.4118963219998,2
CRWD,"CRWD, CRWL",-18.36121019999996,4003.2612102000003,2
NET,"NET, NETG",-20.551053484799922,1092.4510534848,2
UPS,"UPS, UPSG",-29.302467689999503,3745.2224676899996,2
XPEV,"XPEG, XPEV",-38.535295057999974,4291.595295058,2
NIO,"NIO, NIOG",-40.50977779200002,5975.669777792,2
DJT,"DJT, DJTU",-40.804525860000126,1772.1045258600002,2
ABNB,"ABNB, ABNG",-46.89358321500049,4865.493583215,2
GME,"GME, GMEU",-55.754498860000126,1737.8544988600001,2
U,"U, UNX",-56.7058564224003,6781.5058564224,2
DELL,"DELL, DLLL",-61.355254160000186,7072.735254159999,2
XBI,"LABU, XBI",-62.15854536000006,4676.63854536,2
MRNA,"MRNA, MRNX",-66.22451650400035,16129.584516504001,2
BIDU,"BIDG, BIDU",-77.09648559520019,4569.8364855952,2
BULL,"BULG, BULL",-80.0435504799998,4654.56355048,2
COHR,"COHR, COHX",-84.84001968000007,1965.36001968,2
FUTU,"FUTG, FUTU",-88.52062184000022,1706.9206218400004,2
GLW,"GLW, GLWG",-91.02991832090015,1819.2299183209,2
NEM,"NEM, NEMG",-119.8316751530001,4176.031675153,2
BMNR,"BMNG, BMNR",-131.66225933999885,21182.06225934,2
ARM,"ARM, ARMG",-138.76911078000012,4330.48911078,2
BLSH,"BLSG, BLSH",-145.43594309450054,18180.7159430945,2
APP,"APP, APPX",-149.73566400000027,6218.875663999999,2
GDXJ,"GDXJ, JNUG",-163.42496779999965,4677.6049678,2
QCOM,"QCMU, QCOM",-165.42538239199894,15840.545382392,2
SBUX,"SBU, SBUX",-165.7080330552003,4892.268033055199,2
ACHR,"ACHR, ARCX",-166.01948264999987,4078.3194826499994,2
COIN,"COIN, CONX",-166.837032592799,10124.977032592798,2
OSCR,"OSCG, OSCR",-168.82633926400013,5917.866339264,2
GRAB,"GRAB, GRAG",-196.2089774520009,9005.128977452001,2
KWEB,"CWEB, KWEB",-201.31054679999943,16002.3705468,2
LEU,"LEU, LEUX",-219.56617086000188,19530.566170860002,2
BABA,"BABA, BABX",-224.31250693000038,14935.51250693,2
WDC,"WDC, WDCX",-227.35255391999908,6819.31255392,2
SATS,"SATG, SATS",-234.32021659999918,8845.3402166,2
DNN,"DNN, DNNG",-244.84250820000034,4959.8825082,2
UUUU,"UUUG, UUUU",-245.80560711000044,7280.20560711,2
ARKK,"ARKK, TARK",-259.84334210960014,5048.9633421096005,2
MP,"MP, MPG",-260.3402518560001,5881.620251856,2
USAR,"USAR, USGG",-264.3650517558008,15963.1250517558,2
FCX,"FCX, FCXG",-268.39863854340047,5866.538638543399,2
LRCX,"LRCU, LRCX",-269.4805018999996,5717.6805019,2
RDDT,"RDDT, RDTL",-271.44104031999996,8307.52104032,2
XYZ,"XYZ, XYZG",-276.5117127999997,5039.311712799999,2
ORCL,"ORCL, ORCU",-278.02739883999993,5168.02739884,2
AAL,"AAL, AALG",-279.6713600000003,4840.55136,2
COST,"COST, COTG",-281.65368015999957,15878.453680159999,2
FXI,"FXI, YINN",-306.0452340000011,19783.965234000003,2
SPOT,"SPOG, SPOT",-315.3062423473998,4406.1862423473995,2
TEM,"TEM, TEMT",-327.9209489999994,15087.860949,2
LITE,"LITE, LITX",-330.7070292499998,7153.027029249999,2
URA,"URA, URAA",-348.52555263999966,16940.28555264,2
ETOR,"ETOR, ETRL",-350.15589052979976,6808.0758905298,2
CMG,"CMG, CMGG",-368.24342259199875,14615.603422592,2
VALE,"VALE, VALG",-371.93334471860044,5817.3733447186005,2
SNAP,"SNAG, SNAP",-383.7791967231997,5065.379196723199,2
TSLA,"TSLA, TSLI, TSLL, TSLR",-390.52693937899676,36810.52693937899,4
LAC,"LAC, LACG",-396.9695856320004,12621.489585632,2
EWY,"EWY, KORU",-417.47073151999984,5111.23073152,2
APH,"APH, APHU",-438.88028671500024,5197.920286715,2
RKT,"RKT, RKTL",-447.54476800000066,15293.144768000002,2
UNH,"UNH, UNHG",-449.11092782000014,19928.89092782,2
ASHR,"ASHR, CHAU",-449.9618430600003,16661.48184306,2
COPX,"COPX, COPZ",-460.1484732500003,16708.988473250003,2
PONY,"PONX, PONY",-467.75220015000014,15427.592200149998,2
UPST,"UPST, UPSX",-471.19753023999965,9625.497530240002,2
AFRM,"AFRM, AFRU",-476.8762476000006,7175.276247600001,2
NOK,"LNOK, NOK",-494.8009828000004,5938.9009828,2
CEG,"CEG, CEGX",-496.24247904000003,21258.94247904,2
SMR,"SMR, SMU",-500.28146000000015,27191.28146,2
CORZ,"CORZ, COZX",-501.0396893499983,21049.03968935,2
MSFT,"MSFL, MSFT, MSFU, MSFX",-521.3704808699968,59487.87048087,4
FIGR,"FGRU, FIGR",-601.5417469000004,25853.6017469,2
TER,"TER, TERG",-610.570186519999,26196.27018652,2
OKLO,"OKLL, OKLO",-636.7128314399988,12469.87283144,2
SMCI,"SMCI, SMCL",-637.0701798749992,7328.270179874999,2
NVTS,"NVTS, NVTX",-677.2984176000027,44440.8784176,2
CRCL,"CRCG, CRCL",-688.0181504000011,22629.938150399998,2
SBET,"SBET, SBTU",-691.4505975299999,16756.450597529998,2
TSM,"TSM, TSMG, TSMU",-699.546396821599,34129.8663968216,3
CLS,"CLS, CSEX",-702.7557135000002,5314.955713500001,2
BA,"BA, BOEG, BOEU",-789.2271329533969,36592.4271329534,3
SOFI,"SOFA, SOFI",-839.8386881562001,18749.8386881562,2
GOOGL,"GGLL, GOOGL, GOOX",-1004.11788204,40287.49788204001,3
ASML,"ASML, ASMU",-1005.7969169200005,19225.39691692,2
CLSK,"CLSK, CLSX",-1178.9217611200002,15153.72176112,2
IONQ,"IONL, IONQ",-1178.9280577600011,14052.528057759999,2
IBIT,"BITU, BITX, BTCL, IBIT, XBTY",-1258.0202900399981,73553.10029004,5
ETHA,"ETHA, ETHT, ETHU, ETU",-1279.177144500005,57177.2171445,4
VRT,"VRT, VRTL",-1315.1508980599992,22429.830898059998,2
GEV,"GEV, GEVX",-1331.0079442999995,21081.0079443,2
QBTS,"QBTS, QBTX",-1445.5836588000002,23845.983658799996,2
INTC,"INTC, INTW",-1597.023328899997,31332.4833289,2
NFLX,"NFLU, NFLX",-1645.919295579999,67114.39929558,2
GLXY,"GLXU, GLXY",-1685.3372008000006,15395.4972008,2
KLAC,"KLAC, KLAG",-1717.9278266701967,23268.8478266702,2
MU,"MU, MUU",-1750.8942000000006,20377.294200000004,2
AVGO,"AVGG, AVGO, AVL",-1899.017410700004,46831.0574107,3
CIFR,"CIFG, CIFR",-2028.2816987400001,17784.58169874,2
SOXX,"SOXL, SOXX",-2144.0604089099998,19798.62040891,2
HUT,"HUT, HUTG",-2296.5213613200012,22096.76136132,2
PLUG,"PLUG, PLUL",-2347.2176927639994,30835.817692763998,2
BE,"BE, BEX",-2574.5304569600003,13964.090456959999,2
WULF,"WULF, WULX",-2715.2373394999995,30117.837339499998,2
QUBT,"QUBT, QUBX",-2724.6076723900005,35699.86767239,2
IREN,"IREG, IREN",-2737.8330433823976,23391.153043382397,2
AMZN,"AMZN, AMZU, AMZZ",-2959.7263599999987,46787.246360000005,3
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDU",-3099.4024126400036,78166.22241264,5
SNDK,"SNDK, SNDU",-3147.662585099999,25814.7025851,2
EOSE,"EOSE, EOSU",-3154.7360997999967,30014.736099799997,2
MRVL,"MRVL, MRVU",-3298.466440400003,42376.82644040001,2
AMD,"AMD, AMDG, AMDL, AMUU",-3623.3043979400027,74022.62439794,4
AAOI,"AAOI, AAOX",-3936.856102200003,61321.7361022,2
CRWV,"CRWV, CWVX",-4049.3574405300023,32177.357440530002,2
CRDO,"CRDO, CRDU",-4131.943535280001,24231.463535280003,2
ALAB,"ALAB, LABX",-4860.31430362,32838.71430362,2
NBIS,"NBIS, NEBX",-5328.889365719995,40955.68936572,2
