ETF,Underlying,is_yieldboost,scenario_style,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_current,shares_available,borrow_missing_from_ftp,borrow_spiking,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,vol_etf_annual_legacy,gross_decay_annual,gross_decay_annual_legacy_weekly,vol_underlying_annual,vol_underlying_annual_legacy,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_annual_legacy,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,decay_score,expected_gross_decay_p10_annual,expected_gross_decay_p50_annual,expected_gross_decay_p90_annual,expected_gross_decay_mean_annual,expected_gross_decay_dist_model,expected_logIV_mu_annual,expected_logIV_sigma_annual,expected_gross_decay_dist_n_obs,expected_gross_decay_dist_horizon_days,asof_date,product_class,expected_decay_available,gross_edge_definition,primary_edge_annual,gross_for_primary_annual,borrow_for_net_annual,borrow_avg_annual,borrow_median_60d,net_edge_p05_annual,net_edge_p25_annual,net_edge_p50_annual,net_edge_p75_annual,net_edge_p95_annual,net_edge_hist_json,mechanical_decay_annual,realized_tracking_component_annual,slippage_proxy_annual,income_distributions_annual,block_len,B_reps,annualization_key,hac_lag,sigma_b_annual,stress_borrow_rho,copula_note,copula_type,borrow_dispersion_type,regime_autocorr_und_21d_proxy,regime_warning,high_intraday_risk,decomposition_note,borrow_weight_halflife_days,borrow_history_points_used,borrow_resample_mode,gross_anchor_shift_annual,gross_anchor_target_annual,gross_anchor_source,schema_v,edge_sign_convention,expected_gross_decay_simple_ito_annual,expected_gross_decay_adjusted_annual,expected_decay_adjustment_annual,expected_decay_model,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,strategy_blacklisted
CWVX,CRWV,False,,1.988752,201,ols,,,0,True,False,39.380001068115234,,1.0,False,,False,False,False,False,False,False,True,False,1.951717,1.91948,0.939174,0.927461,1.061429,1.076956,,missing,0.0,0.045,1.152188,1.184833,True,0.982284,0.939174,0.982284,1.152188,1.152188,1.152188,1.152188,simple_ito_fallback,0.158614,0.0,251.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.939174,1.045681,0.0,0.08242115217391306,0.07312,0.7866690207231116,0.941943159808982,1.050430492195975,1.188408398979688,1.3610763055524162,"{""e"":[0.680192,0.723585,0.766978,0.810371,0.853764,0.897158,0.940551,0.983944,1.027337,1.07073,1.114123,1.157517,1.20091,1.244303,1.287696,1.331089,1.374483,1.417876,1.461269,1.504662,1.548055],""c"":[8,4,11,21,22,29,36,49,30,36,26,33,35,12,18,9,2,3,3,5]}",1.152188,-0.21301400000000004,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=+0.2015;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.008956552255437199,none,False,ok,90.0,46.0,weighted_empirical,0.20148632705436698,1.152188,simple_ito_fallback,2,short_favorable_positive,1.152188,,,simple_ito,0.497188,1.0,0.5,1.0,bucket_1,,False,False
DOGD,DDOG,False,,1.905296,177,ols,,,0,True,False,13.859999656677246,,1.0,False,,False,False,False,False,False,False,True,False,1.116086,1.149667,0.919282,0.899441,0.531876,0.5438,,missing,0.0,0.045,0.284712,0.295774,True,0.730422,0.919282,0.730422,0.284712,0.284712,0.284712,0.284712,simple_ito_fallback,-1.108274,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.919282,0.601997,0.0,0.19290377777777779,0.215524,-0.41145017170237086,-0.13831994309466156,0.09422501902607837,0.3234148723582678,0.6184346737118497,"{""e"":[-0.576768,-0.499843,-0.422919,-0.345994,-0.26907,-0.192145,-0.115221,-0.038297,0.038628,0.115552,0.192477,0.269401,0.346326,0.42325,0.500174,0.577099,0.654023,0.730948,0.807872,0.884797,0.961721],""c"":[5,10,13,18,32,26,37,29,36,33,32,41,19,20,18,10,5,1,5,2]}",0.284712,0.6345700000000001,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.6463;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.0836199623377823,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,36.0,weighted_empirical,-0.6463242625972103,0.284712,simple_ito_fallback,2,short_favorable_positive,0.284712,,,simple_ito,0.476324,1.0,0.5,1.0,bucket_1,,False,False
FLYT,FLY,False,,1.993395,128,ols,,,0,True,False,19.35300064086914,,1.0,False,,False,False,False,False,False,False,True,False,2.257469,2.310849,1.469349,1.430566,1.085546,1.088696,,missing,0.0,0.045,1.211463,1.218245,True,1.342453,1.469349,1.342453,1.211463,1.211463,1.211463,1.211463,simple_ito_fallback,0.201764,0.0,0.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.469349,1.340406,0.0,0.23774714583333334,0.1999665,0.39377078955037753,0.7290805695940361,0.9753583038144487,1.2460885444794736,1.5415736126846948,"{""e"":[0.106388,0.187724,0.26906,0.350395,0.431731,0.513067,0.594403,0.675739,0.757074,0.83841,0.919746,1.001082,1.082418,1.163753,1.245089,1.326425,1.407761,1.489097,1.570432,1.651768,1.733104],""c"":[6,3,6,9,17,15,24,34,26,34,31,39,24,28,25,24,19,14,8,6]}",1.211463,0.25788600000000006,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.2530;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.07754253670552282,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,48.0,weighted_empirical,-0.25301950921607097,1.211463,simple_ito_fallback,2,short_favorable_positive,1.211463,,,simple_ito,0.49834875,1.0,0.5,1.0,bucket_1,,False,False
GEVX,GEV,False,,1.992151,201,ols,,,0,True,False,75.0999984741211,,1.0,False,,False,False,False,False,False,False,True,False,0.994798,1.024422,0.32193,0.317915,0.474464,0.478754,,missing,0.0,0.045,0.267119,0.271161,True,0.310837,0.32193,0.310837,0.267119,0.267119,0.267119,0.267119,simple_ito_fallback,-1.308249,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.32193,0.29452449999999997,0.0,0.0635079375,0.051582,0.030403680231395044,0.14305724856674668,0.2225064045978966,0.2874573299483341,0.36715004661226064,"{""e"":[-0.122815,-0.094906,-0.066998,-0.039089,-0.011181,0.016727,0.044636,0.072544,0.100452,0.128361,0.156269,0.184177,0.212086,0.239994,0.267902,0.295811,0.323719,0.351628,0.379536,0.407444,0.435353],""c"":[1,2,2,1,6,9,13,14,29,36,35,37,44,42,42,34,19,12,9,5]}",0.267119,0.054811,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0612;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.04242932944459666,none,False,ok,90.0,48.0,weighted_empirical,-0.06116917575089831,0.267119,simple_ito_fallback,2,short_favorable_positive,0.267119,,,simple_ito,0.49803775,1.0,0.5,1.0,bucket_1,,False,False
IREX,IREN,False,,1.983035,128,ols,,,0,True,False,25.530000686645508,,1.0,False,,False,False,False,False,False,False,True,False,2.140849,2.119836,1.367302,1.32492,0.974705,0.976123,0.013,tradr,0.0,0.045,0.983247,0.985943,True,1.178323,1.367302,1.178323,0.983247,0.983247,0.983247,0.983247,simple_ito_fallback,0.008734,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.367302,1.1752745,0.0,0.3993268888888889,0.318815,0.2344298384225419,0.4424873023018584,0.5778955056878003,0.7360037052625859,0.9294066416430325,"{""e"":[0.116899,0.167771,0.218643,0.269515,0.320387,0.371259,0.422131,0.473003,0.523875,0.574747,0.625619,0.676491,0.727363,0.778235,0.829107,0.879979,0.930851,0.981723,1.032595,1.083467,1.134339],""c"":[4,7,16,15,20,26,29,34,42,36,36,23,38,22,15,13,5,5,4,2]}",0.983247,0.38405500000000004,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.3670;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.007922828721348259,none,False,ok,90.0,45.0,weighted_empirical,-0.3670347431322041,0.983247,simple_ito_fallback,2,short_favorable_positive,0.983247,,,simple_ito,0.49575875,1.0,0.5,1.0,bucket_1,,False,False
JOBX,JOBY,False,,1.979676,160,ols,,,0,True,False,19.979999542236328,,1.0,False,,False,False,False,False,False,False,True,False,1.420911,1.399959,0.731428,0.668147,0.784456,0.805014,0.013,tradr,0.0,0.045,0.653824,0.68551,True,0.703096,0.731428,0.703096,0.653824,0.653824,0.653824,0.653824,simple_ito_fallback,-0.39417,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.731428,0.692626,0.0,0.33726819148936177,0.273516,-0.010404344808827974,0.17617684925166288,0.3321232855810371,0.44440562176805115,0.6861083204790936,"{""e"":[-0.160711,-0.112913,-0.065115,-0.017317,0.03048,0.078278,0.126076,0.173873,0.221671,0.269469,0.317267,0.365064,0.412862,0.46066,0.508457,0.556255,0.604053,0.651851,0.699648,0.747446,0.795244],""c"":[2,5,6,19,18,19,24,39,30,25,43,37,35,25,16,14,13,7,9,6]}",0.653824,0.077604,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0775;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.18425242769677994,mean_reversion,False,incomplete_regime,90.0,47.0,weighted_empirical,-0.07750203472091488,0.653824,simple_ito_fallback,2,short_favorable_positive,0.653824,,,simple_ito,0.494919,1.0,0.5,1.0,bucket_1,,False,False
LABX,ALAB,False,,1.998847,179,ols,,,0,True,False,44.75,,1.0,False,,False,False,False,False,False,False,True,False,1.892984,1.818174,0.979187,0.97663,0.904314,0.909617,0.013,tradr,0.0,0.045,0.874318,0.883921,True,0.948808,0.979187,0.948808,0.874318,0.874318,0.874318,0.874318,simple_ito_fallback,-0.132581,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.979187,0.9267525000000001,0.0,0.0417556170212766,0.040184,0.5547106151225912,0.7139597301591455,0.8188493051515924,0.9461772863394331,1.1462539431970806,"{""e"":[0.463288,0.501722,0.540156,0.578589,0.617023,0.655457,0.693891,0.732324,0.770758,0.809192,0.847625,0.886059,0.924493,0.962926,1.00136,1.039794,1.078228,1.116661,1.155095,1.193529,1.231962],""c"":[5,8,15,17,15,24,23,35,46,29,30,32,26,16,20,15,13,8,10,5]}",0.874318,0.10486899999999999,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1259;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.13316183021876413,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,47.0,weighted_empirical,-0.12585105512865324,0.874318,simple_ito_fallback,2,short_favorable_positive,0.874318,,,simple_ito,0.49971175,1.0,0.5,1.0,bucket_1,,False,False
LRCU,LRCX,False,,2.036538,174,ols,,,0,True,False,41.130001068115234,,1.0,False,,False,False,False,False,False,False,True,False,1.100821,1.095368,0.422495,0.420388,0.489943,0.485848,,missing,0.0,0.045,0.300005,0.295787,True,0.384581,0.422495,0.384581,0.300005,0.300005,0.300005,0.300005,simple_ito_fallback,-1.257947,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.422495,0.36125,0.0,0.12308483333333335,0.08485100000000001,-0.0004542099155715488,0.1147566612256338,0.1980596408881487,0.27251434157846294,0.3581723860276069,"{""e"":[-0.093267,-0.066234,-0.039202,-0.012169,0.014863,0.041895,0.068928,0.09596,0.122993,0.150025,0.177057,0.20409,0.231122,0.258155,0.285187,0.31222,0.339252,0.366284,0.393317,0.420349,0.447382],""c"":[3,2,5,15,8,15,27,32,37,27,37,38,28,40,27,23,16,6,2,4]}",0.300005,0.12248999999999999,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1170;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.02420249854505534,none,False,ok,90.0,48.0,weighted_empirical,-0.11698473026845135,0.300005,simple_ito_fallback,2,short_favorable_positive,0.300005,,,simple_ito,0.5091345,1.0,0.5091345,1.0,bucket_1,,False,False
NEBX,NBIS,False,,1.998485,160,ols,,,0,True,False,56.86000061035156,,1.0,False,,False,False,False,False,False,False,True,False,1.814506,1.840861,1.013559,0.933882,0.966238,1.016311,,missing,0.0,0.045,0.976427,1.075474,True,1.000003,1.013559,1.000003,0.976427,0.976427,0.976427,0.976427,simple_ito_fallback,-0.021581,0.0,359.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.013559,0.994993,0.0,0.09292564583333333,0.077667,0.6634136212496311,0.8023938697702059,0.8894572523223181,0.9836823921020452,1.1230544883616205,"{""e"":[0.609375,0.640836,0.672297,0.703757,0.735218,0.766679,0.798139,0.8296,0.861061,0.892521,0.923982,0.955443,0.986903,1.018364,1.049825,1.081285,1.112746,1.144207,1.175667,1.207128,1.238589],""c"":[7,14,7,12,22,31,26,34,50,41,32,24,31,24,13,5,8,6,2,3]}",0.976427,0.037132000000000054,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0382;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.04304748864628196,none,False,ok,90.0,48.0,weighted_empirical,-0.03823057059631896,0.976427,simple_ito_fallback,2,short_favorable_positive,0.976427,,,simple_ito,0.49962125,1.0,0.5,1.0,bucket_1,,False,False
NVTX,NVTS,False,,2.00296,160,ols,,,0,True,False,55.619998931884766,,1.0,False,,False,False,False,False,False,False,True,False,2.389916,2.534624,1.738976,1.720814,1.542651,2.066579,0.013,tradr,0.0,0.045,2.448482,4.347863,True,1.998002,1.738976,1.998002,2.26,2.26,2.26,2.26,simple_ito_fallback,0.81093,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.738976,1.999488,0.0,0.32060078723404256,0.296918,1.5313133681395745,1.7700736073549468,1.9300995233058316,2.1071932719885016,2.3755947735650835,"{""e"":[1.392971,1.450459,1.507947,1.565435,1.622923,1.680411,1.737899,1.795387,1.852876,1.910364,1.967852,2.02534,2.082828,2.140316,2.197804,2.255292,2.312781,2.370269,2.427757,2.485245,2.542733],""c"":[7,6,10,13,16,27,35,35,32,37,26,38,24,24,17,15,11,11,6,2]}",2.448482,-0.7095059999999997,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=+0.5105;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.041526775079893316,none,False,ok,90.0,47.0,weighted_empirical,0.510531881171779,2.26,simple_ito_fallback,2,short_favorable_positive,2.448482,,,simple_ito,0.50074,1.0,0.50074,1.0,bucket_1,,False,False
OPEX,OPEN,False,,1.998936,128,ols,,,0,True,False,28.94499969482422,,1.0,False,,False,False,False,False,False,False,True,False,1.761318,1.799329,1.083786,1.019697,1.488746,1.639529,0.013,tradr,0.0,0.045,2.270781,2.741719,True,1.667863,1.083786,1.667863,2.24641,2.24641,2.24641,2.24641,simple_ito_fallback,0.81093,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.083786,1.665098,0.0,0.4654738936170212,0.535702,1.3262606564457948,1.613688646289456,1.7996854847724437,1.9900192816247788,2.272024319360672,"{""e"":[1.130497,1.193678,1.25686,1.320041,1.383222,1.446404,1.509585,1.572767,1.635948,1.699129,1.762311,1.825492,1.888674,1.951855,2.015036,2.078218,2.141399,2.204581,2.267762,2.330943,2.394125],""c"":[8,3,5,11,16,18,19,25,28,39,37,33,36,32,28,22,8,7,9,8]}",2.270781,-1.186995,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=+1.1591;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.22300362520366565,mean_reversion,False,incomplete_regime,90.0,47.0,weighted_empirical,1.159131588194324,2.24641,simple_ito_fallback,2,short_favorable_positive,2.270781,,,simple_ito,0.499734,1.0,0.5,1.0,bucket_1,,False,False
PONX,PONY,False,,2.008032,160,ols,,,0,True,False,6.710000038146973,,1.0,False,,False,False,False,False,False,False,True,False,1.588514,1.597639,0.843572,0.82678,1.008926,1.057306,0.013,tradr,0.0,0.045,1.08859,1.189762,True,0.933023,0.843572,0.933023,1.08859,1.08859,1.08859,1.08859,simple_ito_fallback,0.072875,0.0,332.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.843572,0.966081,0.0,0.3418690416666667,0.362874,0.45024164786018417,0.61698766547219,0.7529714248814848,0.8775999794948893,1.0660448821955864,"{""e"":[0.386003,0.426656,0.467309,0.507962,0.548615,0.589268,0.629921,0.670574,0.711227,0.75188,0.792533,0.833186,0.873839,0.914492,0.955145,0.995798,1.036451,1.077104,1.117757,1.15841,1.199063],""c"":[10,14,11,19,27,25,32,24,32,29,33,38,21,19,23,10,14,8,2,1]}",1.08859,-0.24501799999999996,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=+0.2580;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.021304112450264076,none,False,ok,90.0,48.0,weighted_empirical,0.25797499051379036,1.08859,simple_ito_fallback,2,short_favorable_positive,1.08859,,,simple_ito,0.502008,1.0,0.502008,1.0,bucket_1,,False,False
QBTX,QBTS,False,,1.99236,253,ols,,,0,True,False,11.404999732971191,,1.0,False,,False,False,False,False,False,False,True,False,2.158825,2.372606,1.394545,1.373662,1.122107,1.189497,0.013,tradr,0.0,0.045,1.302388,1.456386,True,1.394545,1.394545,1.394545,1.302388,1.302388,1.302388,1.302388,simple_ito_fallback,0.275696,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.394545,1.3484665,0.0,0.14071791489361707,0.10589,0.8517756536464876,1.042242249855985,1.173628237846318,1.3230577476679206,1.5225915497078417,"{""e"":[0.660117,0.712993,0.76587,0.818747,0.871623,0.9245,0.977377,1.030254,1.08313,1.136007,1.188884,1.241761,1.294637,1.347514,1.400391,1.453268,1.506144,1.559021,1.611898,1.664774,1.717651],""c"":[4,2,8,7,15,22,29,38,41,42,31,38,33,33,23,7,7,7,2,3]}",1.302388,0.09215699999999982,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0933;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.002941988931158973,none,False,ok,90.0,47.0,weighted_empirical,-0.09332312907190121,1.302388,simple_ito_fallback,2,short_favorable_positive,1.302388,,,simple_ito,0.49809,1.0,0.5,1.0,bucket_1,,False,False
QUBX,QUBT,False,,1.968187,213,ols,,,0,True,False,10.180000305175781,,1.0,False,,False,False,False,False,False,False,True,False,1.895014,1.939116,1.223807,1.216947,1.087587,1.140209,0.013,tradr,0.0,0.045,1.183568,1.295264,True,1.21758,1.223807,1.21758,1.183568,1.183568,1.183568,1.183568,simple_ito_fallback,0.216898,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.223807,1.2036875,0.0,0.3881498936170212,0.458406,0.42405017511293847,0.6548221620799313,0.8227374751967619,0.9813616448843598,1.1588664423541388,"{""e"":[0.323651,0.372275,0.420898,0.469522,0.518146,0.566769,0.615393,0.664017,0.71264,0.761264,0.809888,0.858511,0.907135,0.955759,1.004382,1.053006,1.10163,1.150253,1.198877,1.247501,1.296124],""c"":[4,10,12,18,22,10,27,21,27,31,44,30,26,29,22,21,18,10,5,5]}",1.183568,0.040239000000000136,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0405;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.1117952590238547,mean_reversion,False,incomplete_regime,90.0,47.0,weighted_empirical,-0.04045347116634379,1.183568,simple_ito_fallback,2,short_favorable_positive,1.183568,,,simple_ito,0.49204675,1.0,0.5,1.0,bucket_1,,False,False
RGTU,RGTI,False,,1.989,213,ols,,,0,True,False,17.68000030517578,,1.0,False,,False,False,False,False,False,False,True,False,1.988143,2.080212,1.196588,1.193232,1.044221,1.078433,0.013,tradr,0.0,0.045,1.129977,1.201403,True,1.186279,1.196588,1.186279,1.129977,1.129977,1.129977,1.129977,simple_ito_fallback,0.138773,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.196588,1.1632825,0.0,0.5433045319148938,0.533182,0.2384266990637941,0.43666201912088787,0.5998773372548464,0.7552776614095702,0.9634794575441418,"{""e"":[0.128635,0.179103,0.22957,0.280037,0.330505,0.380972,0.431439,0.481907,0.532374,0.582841,0.633309,0.683776,0.734243,0.784711,0.835178,0.885645,0.936113,0.98658,1.037048,1.087515,1.137982],""c"":[7,8,18,17,25,19,25,33,31,36,32,31,27,25,28,8,10,7,0,5]}",1.129977,0.06661099999999998,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0695;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.07419927058227196,mean_reversion,False,incomplete_regime,90.0,47.0,weighted_empirical,-0.06945421315909983,1.129977,simple_ito_fallback,2,short_favorable_positive,1.129977,,,simple_ito,0.49725,1.0,0.5,1.0,bucket_1,,False,False
SMU,SMR,False,,1.983061,201,ols,,,0,True,False,13.300000190734863,,1.0,False,,False,False,False,False,False,False,True,False,2.049235,2.046077,1.308945,1.29262,1.039812,1.060878,0.013,tradr,0.0,0.045,1.11113,1.154265,True,1.268911,1.308945,1.268911,1.11113,1.11113,1.11113,1.11113,simple_ito_fallback,0.130967,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.308945,1.2100374999999999,0.0,0.2119451578947368,0.1894125,0.6766983937689501,0.809742631032294,0.8960287763470575,0.9958288123328634,1.1412731943315955,"{""e"":[0.580664,0.614519,0.648373,0.682227,0.716082,0.749936,0.78379,0.817645,0.851499,0.885353,0.919208,0.953062,0.986916,1.020771,1.054625,1.088479,1.122334,1.156188,1.190042,1.223897,1.257751],""c"":[2,7,11,16,19,24,21,39,46,33,35,33,35,21,12,11,15,4,4,4]}",1.11113,0.19781500000000007,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1990;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.20959483733541046,mean_reversion,False,incomplete_regime,90.0,38.0,weighted_empirical,-0.19902819672380656,1.11113,simple_ito_fallback,2,short_favorable_positive,1.11113,,,simple_ito,0.49576525,1.0,0.5,1.0,bucket_1,,False,False
SNPX,SNPS,False,,1.576334,112,ols,,,0,True,False,24.549999237060547,,1.0,False,,False,False,False,False,False,False,True,False,0.765833,0.761632,0.832499,0.77898,0.620576,0.565845,0.013,tradr,0.0,0.045,0.213872,0.184376,True,0.488817,0.832499,0.488817,0.213872,0.213872,0.213872,0.213872,simple_ito_fallback,-0.753264,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.832499,0.5231855,0.0,0.17119399999999999,0.17616,-0.826717410498948,-0.3219392629024176,-0.005842742115326042,0.47574351807167903,0.924900218925229,"{""e"":[-1.022333,-0.91073,-0.799126,-0.687522,-0.575919,-0.464315,-0.352711,-0.241108,-0.129504,-0.0179,0.093703,0.205307,0.316911,0.428514,0.540118,0.651722,0.763325,0.874929,0.986533,1.098136,1.20974],""c"":[9,9,7,9,16,37,36,27,43,30,27,23,16,27,22,16,16,10,6,6]}",0.213872,0.618627,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.6067;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.16944657099072077,mean_reversion,False,incomplete_regime,90.0,35.0,weighted_empirical,-0.6066760440643248,0.213872,simple_ito_fallback,2,short_favorable_positive,0.213872,,,simple_ito,0.3940835,1.0,0.5,1.0,bucket_1,,False,False
SRPU,SRPT,False,,1.965737,128,ols,,,0,True,False,10.86400032043457,,1.0,False,,False,False,False,False,False,False,True,False,2.135271,1.864553,1.317881,1.282626,1.182405,1.080386,,missing,0.0,0.045,1.370507,1.151388,True,1.343776,1.317881,1.343776,1.370507,1.370507,1.370507,1.370507,simple_ito_fallback,0.367324,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,1.317881,1.3441939999999999,0.0,0.18121745833333333,0.19119799999999998,0.42498256426757886,0.7279335575747907,1.1286973539488567,1.5414838429474622,2.2693725739128863,"{""e"":[0.282828,0.419401,0.555974,0.692547,0.82912,0.965693,1.102265,1.238838,1.375411,1.511984,1.648557,1.78513,1.921703,2.058276,2.194849,2.331422,2.467994,2.604567,2.74114,2.877713,3.014286],""c"":[14,31,39,46,28,33,29,40,28,27,20,14,10,8,13,2,4,4,1,1]}",1.370507,-0.05262599999999984,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=+0.0368;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.15490011931455266,mean_reversion,False,incomplete_regime,90.0,48.0,weighted_empirical,0.036769627889087,1.370507,simple_ito_fallback,2,short_favorable_positive,1.370507,,,simple_ito,0.49143425,1.0,0.5,1.0,bucket_1,,False,False
TARK,ARKK,False,,1.978274,500,ols,,,0,True,False,41.117000579833984,,1.0,False,,False,False,False,False,False,False,True,False,0.731664,0.734728,0.23362,0.231073,0.369627,0.37068,,missing,0.0,0.045,0.176226,0.176981,True,0.23362,0.23362,0.23362,0.176226,0.176226,0.176226,0.176226,simple_ito_fallback,-1.7031,0.0,479.0,252.0,2026-04-30,letf,True,blended_realized_expected,0.23362,0.204923,0.0,0.245195625,0.13094,-0.2802125203546265,-0.137394876457249,0.0926235859516123,0.1488770288381351,0.18907790505210262,"{""e"":[-1.153005,-1.084535,-1.016065,-0.947595,-0.879125,-0.810655,-0.742185,-0.673715,-0.605245,-0.536775,-0.468305,-0.399835,-0.331365,-0.262895,-0.194425,-0.125955,-0.057485,0.010985,0.079455,0.147925,0.216395],""c"":[5,2,0,0,0,0,0,0,0,0,0,3,14,49,30,27,29,24,111,98]}",0.176226,0.057394,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0541;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.007218688344189034,none,False,ok,90.0,48.0,weighted_empirical,-0.05409622683346832,0.176226,simple_ito_fallback,2,short_favorable_positive,0.176226,,,simple_ito,0.4945685,1.0,0.5,1.0,bucket_1,,False,False
