bucket,etf,underlying,w_book,frac_sleeve
core_leveraged,TXXS,TSUI,0.19999999998905396,0.2962962962800799
inverse_decay_bucket4,SMZ,SMR,0.11877593361137996,0.9502074688910397
whitelist_stock,FBYY,META,0.11036557627707458,0.5518278813853728
whitelist_stock,XBTY,IBIT,0.0832870357087741,0.41643517854387047
core_leveraged,SNXX,SNDK,0.0821888300339973,0.12176122967999599
core_leveraged,RCAX,RCAT,0.066204760507629,0.09808112667796888
core_leveraged,CRMU,CRML,0.06581391430688388,0.09750209526945759
core_leveraged,OPEG,OPEN,0.037777844201843,0.05596717659532296
core_leveraged,FBL,META,0.02237276209339182,0.03314483273095084
core_leveraged,NVTX,NVTS,0.01822228743980641,0.02699598139230579
core_leveraged,RDWU,RDW,0.014841015087473644,0.02198668901847947
core_leveraged,LACG,LAC,0.013602318823457256,0.020151583442158897
core_leveraged,SMU,SMR,0.011918748724386821,0.017657405517610105
core_leveraged,ONDG,ONDS,0.006966294717348717,0.010320436618294395
core_leveraged,BMNG,BMNR,0.006649833202333593,0.009851604744197915
core_leveraged,ASTX,ASTS,0.005307156634524199,0.007862454273369183
core_leveraged,ONDL,ONDS,0.004884593098368746,0.007236434219805549
core_leveraged,USGG,USAR,0.004190892884490211,0.006208730199244757
core_leveraged,BMNU,BMNR,0.004037678252951174,0.005981745559927665
whitelist_stock,SMYY,SMCI,0.0038577614521715905,0.019288807260857948
core_leveraged,CRCG,CRCL,0.003584632675189319,0.005310566926206398
core_leveraged,METU,META,0.0035490638560715403,0.005257872379365244
core_leveraged,LEUX,LEU,0.0033743859542739443,0.004999090302628065
core_leveraged,OSCX,OSCR,0.0031556968375213326,0.00467510642595753
core_leveraged,BEX,BE,0.002951657149676521,0.004372825406928179
core_leveraged,CLSX,CLSK,0.002940529127692107,0.004356339448432751
core_leveraged,GLXU,GLXY,0.002928444978957667,0.004338437005863211
core_leveraged,OKLL,OKLO,0.002630789590519715,0.003897466060029207
core_leveraged,OPEX,OPEN,0.002496877149078362,0.0036990772578938693
core_leveraged,LITX,LITE,0.0017785304676234627,0.0026348599520347594
core_leveraged,PLUL,PLUG,0.0015721701461668205,0.0023291409572841785
core_leveraged,CIFG,CIFR,0.001049993129527897,0.001555545377078366
core_leveraged,KEEX,KEEL,0.00041493778581238656,0.00061472264564798
core_leveraged,FGRU,FIGR,0.00041493776822396327,0.0006147226195910567
core_leveraged,BTCL,IBIT,0.00041493776686183135,0.0006147226175730834
core_leveraged,ETHU,ETHA,0.00041493776627599284,0.0006147226167051745
core_leveraged,BITX,IBIT,0.00041493776616239475,0.0006147226165368811
