underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
CRWV,"CRWV, CWY",4077.4702950547107,17146.40925267471,2
COIN,"COIN, COYY",465.5146747905492,63832.73699459055,2
MU,"MU, MUYY",63.959401105756115,42992.95774452536,2
BABA,"BABA, BBYY",0.0,32858.894574,2
CRCL,"CRCL, CRY",0.0,7671.476630180001,2
IBIT,"IBIT, XBTY",0.0,40981.4854624,2
IONQ,"IONQ, IOYY",0.0,42311.1993743312,2
MARA,"MAAY, MARA",0.0,51870.0754027674,2
HIMS,"HIMS, HMYY",0.0,20136.184151850004,2
SMCI,"SMCI, SMYY",0.0,47405.88377792,2
TSM,"TMYY, TSM",0.0,33915.227570364004,2
RIOT,"RIOT, RTYY",0.0,43151.59512925,2
QQQ,"QQQ, TQQY",-19.221960924271826,326.9451876357282,2
SOXX,"SEMY, SOXX",-486.7399554969834,30877.28007026302,2
META,"FBYY, META",-977.9194379822911,35849.09906831771,2
MSTR,"MSTR, MTYY",-1661.1686381194304,46139.711578340575,2
QBTS,QBY,-13880.791782,13880.791782,1
