underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
CRWV,-3095.1289289399997,0.05033854472279555,0.8314674190323443,0.11819403624486018,28222.8,0.8119970418621698,0.18800295813783025,0.0,0.8119970418621698,0.18800295813783025,0.0,0.0,0.0,0.0,0.7616584971393743,0.6434644608945141,0.11819403624486018,0.7616584971393743
SPCX,327.9521682908821,0.34901116901216905,0.0,0.650988830987831,-2364.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34901116901216905,0.0,0.650988830987831,0.650988830987831
LITE,1036.6482109099998,0.41585550568996604,0.0,0.5841444943100339,19173.72,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.584144494310034,0.0,0.5841444943100339,0.584144494310034
QBTS,13136.383881489655,0.5192352260898708,0.48076477391012906,0.0,-25410.600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5192352260898708,0.48076477391012906,0.0,0.5192352260898708
SMCI,5615.82742006,0.8692369314677375,0.13076306853226247,0.0,50294.4,0.41136461407035374,0.4712839180696061,0.0,0.41136461407035374,0.4712839180696061,0.0,0.0,0.0,0.0,0.45787231739738377,0.34052084953734363,0.0,0.45787231739738377
MU,18401.419607559998,0.654401101914166,0.345598898085834,0.0,22779.087903000003,0.19788346118527358,0.8021165388147263,0.0,0.19788346118527358,0.8021165388147263,0.0,0.0,0.0,0.0,0.45651764072889245,0.45651764072889234,0.0,0.45651764072889245
COIN,-8131.639582559999,0.6939342159920305,0.3060657840079695,0.0,36099.84,0.30633493970090175,0.6936650602990982,0.0,0.30633493970090175,0.6936650602990982,0.0,0.0,0.0,0.0,0.3875992762911288,0.3875992762911287,0.0,0.3875992762911288
RKLB,565.097827,0.6258715368006764,0.0,0.3741284631993237,13718.039999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3741284631993236,0.0,0.3741284631993237,0.3741284631993237
CRCL,-12392.39423257,0.5654358377002486,0.4345641622997513,0.0,36250.94,0.7641694886182261,0.10581072697949351,0.0,0.7641694886182261,0.10581072697949351,0.0,0.0,0.0,0.0,0.19873365091797746,0.3287534353202578,0.0,0.3287534353202578
AMD,45386.012528,0.7037553464301897,0.29228481981665383,0.003959833753156534,11873.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29624465356981033,0.29228481981665383,0.003959833753156534,0.29624465356981033
AAPL,3181.3626088600004,0.7142614396843637,0.28573856031563616,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.28573856031563627,0.28573856031563616,0.0,0.28573856031563627
IONQ,-5068.851652720001,0.40382683321793394,0.596173166782066,0.0,59792.85,0.6239433452511463,0.3538148739718143,0.0,0.6239433452511463,0.3538148739718143,0.0,0.0,0.0,0.0,0.2201165120332123,0.24235829281025167,0.0,0.24235829281025167
HIMS,2778.9109427,0.25730698034696176,0.7426930196530382,0.0,20102.36,0.49066127722217684,0.5008412980329177,0.0,0.49066127722217684,0.5008412980329177,0.0,0.0,0.0,0.0,0.23335429687521508,0.24185172162012059,0.0,0.24185172162012059
ASML,1437.5811250000002,0.7619540086824664,0.23804599131753348,0.0,1803.0,0.9451990168649472,0.0,0.0,0.9451990168649472,0.0,0.0,0.0,0.0,0.0,0.1832450081824808,0.23804599131753348,0.0,0.23804599131753348
CPNG,-87.24250200000002,1.0,0.0,0.0,1281.66,0.7903991338451695,0.0,0.0,0.7903991338451695,0.0,0.0,0.0,0.0,0.0,0.20960086615483053,0.0,0.0,0.20960086615483053
PANW,10024.1016641,1.0,0.0,0.0,976.89,0.8113248453201487,0.0,0.0,0.8113248453201487,0.0,0.0,0.0,0.0,0.0,0.1886751546798513,0.0,0.0,0.1886751546798513
SHOP,-402.959243,1.0,0.0,0.0,3024.0,0.8117198237500001,0.0,0.0,0.8117198237500001,0.0,0.0,0.0,0.0,0.0,0.18828017624999993,0.0,0.0,0.18828017624999993
QS,-1239.458858,1.0,0.0,0.0,3503.775,0.8155030387253748,0.0,0.0,0.8155030387253748,0.0,0.0,0.0,0.0,0.0,0.18449696127462523,0.0,0.0,0.18449696127462523
CRM,-2443.770122,1.0,0.0,0.0,1416.1677060000002,0.8193758372216404,0.0,0.0,0.8193758372216404,0.0,0.0,0.0,0.0,0.0,0.18062416277835958,0.0,0.0,0.18062416277835958
LMND,730.5346010000001,1.0,0.0,0.0,3339.05,0.8210056439863136,0.0,0.0,0.8210056439863136,0.0,0.0,0.0,0.0,0.0,0.1789943560136864,0.0,0.0,0.1789943560136864
MRNA,1058.6802129999999,1.0,0.0,0.0,1995.7,0.8268894213759583,0.0,0.0,0.8268894213759583,0.0,0.0,0.0,0.0,0.0,0.17311057862404167,0.0,0.0,0.17311057862404167
MARA,2695.3628984699994,0.18029808678984355,0.8197019132101565,0.0,29332.69,0.0229587855286508,0.8841684039678496,0.0,0.0229587855286508,0.8841684039678496,0.0,0.0,0.0,0.0,0.15733930126119275,0.06446649075769306,0.0,0.15733930126119275
RKT,-2615.654899,1.0,0.0,0.0,5789.34,0.8485378295608828,0.0,0.0,0.8485378295608828,0.0,0.0,0.0,0.0,0.0,0.15146217043911725,0.0,0.0,0.15146217043911725
ZETA,410.18852021,1.0,0.0,0.0,1860.48,0.8534715963084795,0.0,0.0,0.8534715963084795,0.0,0.0,0.0,0.0,0.0,0.14652840369152054,0.0,0.0,0.14652840369152054
FIG,-1641.290332,1.0,0.0,0.0,7280.0,0.8536526432468406,0.0,0.0,0.8536526432468406,0.0,0.0,0.0,0.0,0.0,0.14634735675315935,0.0,0.0,0.14634735675315935
OKTA,1066.420833,1.0,0.0,0.0,2449.7999999999997,0.8538919688083927,0.0,0.0,0.8538919688083927,0.0,0.0,0.0,0.0,0.0,0.1461080311916073,0.0,0.0,0.1461080311916073
SNDK,15853.465747999999,0.8563128002077531,0.0,0.1436871997922469,40258.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14368719979224687,0.0,0.1436871997922469,0.1436871997922469
TSM,3224.9356020900004,0.22944667446154127,0.7705533255384588,0.0,21641.245384,0.09044109483537659,0.7835784625278199,0.0,0.09044109483537659,0.7835784625278199,0.0,0.0,0.0,0.0,0.13900557962616467,0.013025136989361141,0.0,0.13900557962616467
DKNG,-811.58749686,0.989187427099004,0.010812572900996003,0.0,3056.54,0.8525608918487898,0.0,0.0,0.8525608918487898,0.0,0.0,0.0,0.0,0.0,0.13662653525021418,0.010812572900996003,0.0,0.13662653525021418
RBLX,-3900.006878,1.0,0.0,0.0,4279.5,0.8634554032597266,0.0,0.0,0.8634554032597266,0.0,0.0,0.0,0.0,0.0,0.13654459674027342,0.0,0.0,0.13654459674027342
GOOGL,4947.15185474,1.0,0.0,0.0,1588.990073,0.864468100229598,0.0,0.0,0.864468100229598,0.0,0.0,0.0,0.0,0.0,0.13553189977040203,0.0,0.0,0.13553189977040203
LAC,-1161.26367295,1.0,0.0,0.0,1772.19,0.8646477269996445,0.0,0.0,0.8646477269996445,0.0,0.0,0.0,0.0,0.0,0.13535227300035546,0.0,0.0,0.13535227300035546
DUOL,1338.32911672,1.0,0.0,0.0,5188.81,0.8656678217304543,0.0,0.0,0.8656678217304543,0.0,0.0,0.0,0.0,0.0,0.1343321782695457,0.0,0.0,0.1343321782695457
NOW,-688.309676,1.0,0.0,0.0,3401.7799999999997,0.8660004801603868,0.0,0.0,0.8660004801603868,0.0,0.0,0.0,0.0,0.0,0.13399951983961322,0.0,0.0,0.13399951983961322
THYP,-879.17957,1.0,0.0,0.0,8241.0,0.8686091573861788,0.0,0.0,0.8686091573861788,0.0,0.0,0.0,0.0,0.0,0.13139084261382117,0.0,0.0,0.13139084261382117
OPEN,-4154.585242,1.0,0.0,0.0,8385.945,0.8692598065334318,0.0,0.0,0.8692598065334318,0.0,0.0,0.0,0.0,0.0,0.13074019346656818,0.0,0.0,0.13074019346656818
IBIT,-8101.59566418,0.19406095460695635,0.8059390453930437,0.0,24042.399999999998,0.07119499009167138,0.8522752608391841,0.0,0.07119499009167138,0.8522752608391841,0.0,0.0,0.0,0.0,0.12286596451528498,0.046336215446140416,0.0,0.12286596451528498
AMZN,2676.76428011,1.0,0.0,0.0,1401.96,0.8776636524281005,0.0,0.0,0.8776636524281005,0.0,0.0,0.0,0.0,0.0,0.12233634757189948,0.0,0.0,0.12233634757189948
SOUN,-255.98845699999998,1.0,0.0,0.0,2618.62,0.8783062026534969,0.0,0.0,0.8783062026534969,0.0,0.0,0.0,0.0,0.0,0.1216937973465031,0.0,0.0,0.1216937973465031
TSLA,-1505.00053663,1.0,0.0,0.0,8311.94,0.8826449201991352,0.0,0.0,0.8826449201991352,0.0,0.0,0.0,0.0,0.0,0.11735507980086479,0.0,0.0,0.11735507980086479
RDDT,438.68217141,1.0,0.0,0.0,3544.38,0.8832407764065929,0.0,0.0,0.8832407764065929,0.0,0.0,0.0,0.0,0.0,0.11675922359340707,0.0,0.0,0.11675922359340707
META,-2145.0317473,0.015460696205418916,0.984539303794581,0.0,20027.60474,0.12942211305256118,0.8705778869474387,0.0,0.12942211305256118,0.8705778869474388,0.0,0.0,1.1102230246251565e-16,0.0,0.11396141684714227,0.11396141684714223,0.0,0.11396141684714227
OSCR,3895.2278539999998,1.0,0.0,0.0,6911.88,0.8884010369993838,0.0,0.0,0.8884010369993838,0.0,0.0,0.0,0.0,0.0,0.11159896300061622,0.0,0.0,0.11159896300061622
GEV,2615.633543,1.0,0.0,0.0,4125.688071,0.8913856697432325,0.0,0.0,0.8913856697432325,0.0,0.0,0.0,0.0,0.0,0.10861433025676748,0.0,0.0,0.10861433025676748
GRAB,-232.82258800000002,1.0,0.0,0.0,346.5,0.8918409974025974,0.0,0.0,0.8918409974025974,0.0,0.0,0.0,0.0,0.0,0.10815900259740263,0.0,0.0,0.10815900259740263
BABA,-7511.06084217,0.01997039690770057,0.9800296030922995,0.0,18724.922238000003,0.08952153633718068,0.8774107084759151,0.0,0.08952153633718068,0.8774107084759151,0.0,0.0,0.0,0.0,0.06955113942948012,0.1026188946163844,0.0,0.1026188946163844
UBER,-376.046905,1.0,0.0,0.0,1378.1999999999998,0.9033692999425339,0.0,0.0,0.9033692999425339,0.0,0.0,0.0,0.0,0.0,0.0966307000574661,0.0,0.0,0.0966307000574661
RIOT,-1133.6873062599996,0.23724200960353475,0.7627579903964653,0.0,32139.42,0.17845952080031316,0.6713188217032231,0.0,0.17845952080031316,0.6713188217032231,0.0,0.0,0.0,0.0,0.058782488803221594,0.0914391686932422,0.0,0.0914391686932422
NOK,1271.4539459999999,1.0,0.0,0.0,5769.89,0.9092612212711161,0.0,0.0,0.9092612212711161,0.0,0.0,0.0,0.0,0.0,0.09073877872888392,0.0,0.0,0.09073877872888392
EOSE,-10859.723463999999,1.0,0.0,0.0,13075.800000000001,0.9130072592850915,0.0,0.0,0.9130072592850915,0.0,0.0,0.0,0.0,0.0,0.08699274071490848,0.0,0.0,0.08699274071490848
SNOW,-968.5357634899999,1.0,0.0,0.0,4242.08,0.9136368850846754,0.0,0.0,0.9136368850846754,0.0,0.0,0.0,0.0,0.0,0.08636311491532456,0.0,0.0,0.08636311491532456
DJT,-227.27357,1.0,0.0,0.0,1333.5,0.9165397206599173,0.0,0.0,0.9165397206599173,0.0,0.0,0.0,0.0,0.0,0.08346027934008271,0.0,0.0,0.08346027934008271
NET,271.209213,1.0,0.0,0.0,4984.08,0.9194306825251601,0.0,0.0,0.9194306825251601,0.0,0.0,0.0,0.0,0.0,0.08056931747483986,0.0,0.0,0.08056931747483986
LLY,-183.10206261000002,0.9766233654663034,0.02337663453369663,0.0,1187.648805,0.8961434116881041,0.0,0.0,0.8961434116881041,0.0,0.0,0.0,0.0,0.0,0.08047995377819928,0.02337663453369663,0.0,0.08047995377819928
MSTR,-21161.237137000007,0.0897715185834998,0.8328334285817321,0.0773950528347681,15168.06,0.13640438778497851,0.8635956122150216,0.0,0.13640438778497851,0.8635956122150216,0.0,0.0,0.0,0.0,0.046632869201478716,0.03076218363328942,0.0773950528347681,0.0773950528347681
PLTR,-3074.02836966,1.0,0.0,0.0,11226.67,0.9242198986224767,0.0,0.0,0.9242198986224767,0.0,0.0,0.0,0.0,0.0,0.07578010137752333,0.0,0.0,0.07578010137752333
