symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed
HMYY,-136365.89879786645,-7496.262199999999,128869.63659786645,128869.63659786645,136365.89879786645,7496.262199999999,-128869.63659786645,True
QBY,-95763.17677042288,-3670.7999999999997,92092.37677042288,92092.37677042288,95763.17677042288,3670.7999999999997,-92092.37677042288,True
NVTX,-9270.817680710894,-23010.68,-13739.862319289106,13739.862319289106,9270.817680710894,23010.68,13739.862319289106,False
NFLU,-982.5504057391036,-14436.1,-13453.549594260898,13453.549594260898,982.5504057391036,14436.1,13453.549594260898,False
AMZZ,-876.6394882142099,-12848.94,-11972.30051178579,11972.30051178579,876.6394882142099,12848.94,11972.30051178579,False
MSFX,-580.3757077703609,-11249.28,-10668.90429222964,10668.90429222964,580.3757077703609,11249.28,10668.90429222964,False
MTYY,-56261.36180846115,-46756.299999999996,9505.061808461156,9505.061808461156,56261.36180846115,46756.299999999996,-9505.061808461156,True
INTW,-4501.816460786797,-13859.76,-9357.943539213204,9357.943539213204,4501.816460786797,13859.76,9357.943539213204,False
FBYY,-30116.218545830303,-21829.83,8286.388545830301,8286.388545830301,30116.218545830303,21829.83,-8286.388545830301,True
AMDL,-2066.250741398817,-10187.85,-8121.5992586011835,8121.5992586011835,2066.250741398817,10187.85,8121.5992586011835,False
AMZO,0.0,-8000.6975999999995,-8000.6975999999995,8000.6975999999995,0.0,8000.6975999999995,8000.6975999999995,False
XBTY,-4910.771606602925,-12897.3768,-7986.605193397075,7986.605193397075,4910.771606602925,12897.3768,7986.605193397075,False
PANG,-400.48539827034034,-8246.1904,-7845.705001729659,7845.705001729659,400.48539827034034,8246.1904,7845.705001729659,False
RIOX,-7711.802735104279,0.0,7711.802735104279,7711.802735104279,7711.802735104279,0.0,-7711.802735104279,True
AAPB,-707.9462531904077,-8217.95,-7510.003746809593,7510.003746809593,707.9462531904077,8217.95,7510.003746809593,False
MAAY,-63734.26560858635,-56250.45,7483.815608586352,7483.815608586352,63734.26560858635,56250.45,-7483.815608586352,True
AMUU,-2889.680102360731,-10020.1,-7130.419897639269,7130.419897639269,2889.680102360731,10020.1,7130.419897639269,False
AMDG,-3283.9107446430744,-10103.310000000001,-6819.399255356927,6819.399255356927,3283.9107446430744,10103.310000000001,6819.399255356927,False
TERG,-401.4053253167149,-7166.4656,-6765.060274683286,6765.060274683286,401.4053253167149,7166.4656,6765.060274683286,False
