underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAL,AAL,spot,2456.04,2456.04,1.0,0.0,0.0
AAL,AALG,core_levered_etf,-2308.2495897599997,2308.2495897599997,1.0,0.0,0.0
AAPL,AAPL,spot,16784.02,16784.02,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-16476.75142945,16476.75142945,1.0,0.0,0.0
ACHR,ACHR,spot,6353.92,6353.92,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-6376.3035750832,6376.3035750832,1.0,0.0,0.0
ADBE,ADBE,spot,1945.6,1945.6,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-1917.0054516,1917.0054516,1.0,0.0,0.0
AFRM,AFRM,spot,4926.48,4926.48,1.0,0.0,0.0
AFRM,AFRU,core_levered_etf,-4780.704815759999,4780.704815759999,1.0,0.0,0.0
AI,AI,spot,816.2700000000001,816.2700000000001,0.021029780391292108,0.9789702196087079,0.0
AI,AIYY,yieldboost_etf,-799.1040211600001,799.1040211600001,0.0,1.0,0.0
ALAB,ALAB,spot,22730.44,22730.44,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-21014.132280959995,21014.132280959995,1.0,0.0,0.0
AMD,AMD,spot,56238.53999999999,56238.53999999999,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-19899.7983588,19899.7983588,1.0,0.0,0.0
AMD,AMDG,core_levered_etf,-20099.050058430003,20099.050058430003,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-20287.5954732,20287.5954732,1.0,0.0,0.0
AMZN,AMZN,spot,25450.6,25450.6,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-25679.557411560003,25679.557411560003,1.0,0.0,0.0
ANET,ANET,spot,2809.93,2809.93,1.0,0.0,0.0
ANET,ANEL,core_levered_etf,-2690.985054312,2690.985054312,1.0,0.0,0.0
APH,APH,spot,2586.96,2586.96,1.0,0.0,0.0
APH,APHU,core_levered_etf,-2595.7011833962,2595.7011833962,1.0,0.0,0.0
APP,APP,spot,8531.57,8531.57,1.0,0.0,0.0
APP,APPX,core_levered_etf,-8818.5486674,8818.5486674,1.0,0.0,0.0
ARKK,ARKK,spot,2716.2000000000003,2716.2000000000003,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-2672.8012388,2672.8012388,1.0,0.0,0.0
ARM,ARM,spot,3178.4,3178.4,1.0,0.0,0.0
ARM,ARMG,core_levered_etf,-3222.67567608,3222.67567608,1.0,0.0,0.0
ASML,ASML,spot,8307.36,8307.36,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-8384.89536368,8384.89536368,1.0,0.0,0.0
ASTS,ASTS,spot,12291.48,12291.48,1.0,0.0,0.0
ASTS,ASTX,core_levered_etf,-10563.3901992,10563.3901992,1.0,0.0,0.0
AVAV,AVAV,spot,2692.76,2692.76,1.0,0.0,0.0
AVAV,AVXX,core_levered_etf,-2627.659843683,2627.659843683,1.0,0.0,0.0
AVGO,AVGO,spot,27588.27,27588.27,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-12754.39561095,12754.39561095,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-13861.642945499998,13861.642945499998,1.0,0.0,0.0
BA,BA,spot,19380.48,19380.48,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-8259.3596357664,8259.3596357664,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-11384.816866199999,11384.816866199999,1.0,0.0,0.0
BABA,BABA,spot,7720.15,7720.15,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-7448.264752109999,7448.264752109999,1.0,0.0,0.0
BBAI,BBAI,spot,13517.720000000001,13517.720000000001,1.0,0.0,0.0
BBAI,BAIG,core_levered_etf,-13979.090916,13979.090916,1.0,0.0,0.0
BE,BE,spot,11997.61,11997.61,1.0,0.0,0.0
BE,BEX,core_levered_etf,-12220.5632715,12220.5632715,1.0,0.0,0.0
BLSH,BLSH,spot,9556.8,9556.8,1.0,0.0,0.0
BLSH,BLSG,core_levered_etf,-8621.86389266,8621.86389266,1.0,0.0,0.0
BMNR,BMNR,spot,19353.48,19353.48,1.0,0.0,0.0
BMNR,BMNU,core_levered_etf,-7747.3281627,7747.3281627,1.0,0.0,0.0
BMNR,BMNG,core_levered_etf,-10369.451322179999,10369.451322179999,1.0,0.0,0.0
BULL,BULL,spot,3550.0,3550.0,1.0,0.0,0.0
BULL,BULG,core_levered_etf,-3425.2120591200005,3425.2120591200005,1.0,0.0,0.0
CEG,CEG,spot,11005.56,11005.56,1.0,0.0,0.0
