symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17910.0705655872,17910.0705655872,1
DUST,flow_program,16082.9134848,16082.9134848,1
ZSL,flow_program,12502.094225399998,12502.094225399998,1
SDS,flow_program,11064.239622959998,11064.239622959998,1
FAZ,flow_program,10462.886940399998,10462.886940399998,1
LABD,flow_program,9492.079099999999,9492.079099999999,1
SQQQ,flow_program,8953.1341823,8953.1341823,1
TSLQ,flow_program,8549.7479078,8549.7479078,1
NVDQ,flow_program,6130.17087774,6130.17087774,1
EWV,flow_program,3453.2319659039995,3453.2319659039995,1
SOXS,flow_program,2189.4114217799997,2189.4114217799997,1
TSYY,flow_program,-67.6958997,67.6958997,1
NVYY,flow_program,-99.69185701800002,99.69185701800002,1
TQQY,flow_program,-471.4199063352001,471.4199063352001,1
