underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
CRML,"CRML, CRMU, CRMX",12929.290086193207,174687.2899138068,3
AAOI,"AAOI, AAOX",9798.493589400001,100959.9064106,2
NVTS,"NVTS, NVTX",7454.4379983000035,71240.96200170001,2
ONDS,"ONDG, ONDL, ONDS",7363.641382560001,54357.75861744,3
SMCI,"SMCI, SMCL, SMCX",6004.463681055196,14181.849190567995,3
RCAT,"RCAT, RCAX",5717.299337199995,55022.280662799996,2
FLY,"FLY, FLYT",5214.109611899999,43749.370388100004,2
EOSE,"EOSE, EOSU",4611.793690800005,52604.6063092,2
LUNR,"LUNL, LUNR",3721.9398809399972,39955.36011906,2
HOOD,"HODU, HOOD, HOOG, HOOX, ROBN",3416.891678449201,28704.6914791748,5
PL,"PL, PLU",3265.558703490002,19052.16129651,2
OKLO,"OKLL, OKLO",3011.443327879999,31328.396672119998,2
IONQ,"IONL, IONQ, IONX, QPUX",3006.8648277103975,29900.879633270397,4
COIN,"COIA, COIG, COIN, CONL, CONX",2800.4467812426037,18855.612684082604,5
UUUU,"UUUG, UUUU",2492.947066888799,23200.6129331112,2
RGTI,"RGTI, RGTU, RGTX",2377.9768224000018,22037.6231776,3
KEEL,"KEEL, KEEX",2362.5819254320013,36000.178074568,2
IBIT,"BITU, BITX, BTCL, IBIT",2231.3242845163995,6984.969990058399,4
MARA,"MARA, MRAL",2096.2293076959986,3693.278929167999,2
SOXX,"SOXL, SOXX",1984.6201314799991,9208.35968252,2
USAR,"USAR, USGG",1869.5344132699993,16355.26558673,2
RDW,"RDW, RDWU",1868.7771354999995,10762.7228645,2
BMNR,"BMNG, BMNR, BMNU",1845.4803175199995,37617.71968248,3
LITE,"LITE, LITX",1750.76425405,31119.63574595,2
SNDK,"SNDK, SNDU, SNXX",1650.1688134399992,54332.19118656,3
QUBT,"QUBT, QUBX",1624.3161075999997,17727.8638924,2
HIMS,"HIMS, HIMZ",1547.7440876400005,16694.046550360003,2
BBAI,"BAIG, BBAI",1545.7409704140018,16161.879029586002,2
OPEN,"OPEG, OPEN, OPEX",1374.2682878533997,17435.291712146598,3
CVNA,CVNA,1322.59,1322.59,1
AMD,"AMD, AMDG, AMDL, AMUU",1310.8020482078982,15665.0505738879,4
BULL,"BULG, BULL",1235.107807728,2592.892192272,2
EWY,"EWY, KORU",1209.5479319200003,9465.352068080001,2
HUT,"HUT, HUTG",1187.9313193199996,25397.468680680002,2
ETHA,"ETHA, ETHT, ETHU, ETU",1174.1334669300008,18244.74653307,4
CIFR,"CIFG, CIFR, CIFU",1090.8068977560006,22404.893102244,3
WDC,"WDC, WDCX",1017.3091368599999,11407.97086314,2
ACHR,"ACHR, ARCX",983.2756696000001,8741.684330400001,2
UEC,"UEC, UECG",918.0403635199996,6217.45963648,2
APP,"APP, APPX",888.9151792000011,9527.8848208,2
ALAB,"ALAB, LABX",888.4238323200007,26447.57616768,2
RIOT,"RIOT, RIOX",864.5932084078099,6494.14036093781,2
MU,"MU, MULL, MUU",790.7659162400005,15272.129430379999,3
CLS,"CLS, CSEX",784.5137079999995,13346.166292000002,2
PLUG,"PLUG, PLUL",771.4214591698997,6067.0785408301,2
META,"FBL, META, METU",749.3412695039997,3563.5377589439995,3
QS,"QS, QSU",691.3276405799998,4959.71235942,2
XRPZ,"UXRP, XRPT, XRPZ, XXRP",690.0926847800001,23941.22731522,4
AVAV,"AVAV, AVXX",674.8645405999991,7444.5954593999995,2
PONY,"PONX, PONY",640.4095744392007,8928.850425560799,2
FIG,"FIG, FIGG",607.0638027199993,9596.95619728,2
ARM,"ARM, ARMG",603.3582161200002,6543.56178388,2
ORCL,"ORCL, ORCU, ORCX",545.6566644599995,7686.74333554,3
TSUI,"TSUI, TXXS",480.67831755000043,16934.57728245,2
GDX,"GDX, GDXU, NUGT",459.25771124000016,6368.66228876,3
INTC,"INTC, INTW, LINT",451.9931234199994,9476.64687658,3
GEMI,"GEMG, GEMI",444.855467888201,13889.5845321118,2
LAC,"LAC, LACG",423.9433563652001,5001.0566436348,2
SBET,"SBET, SBTU",408.1251865000004,12242.834813500001,2
MP,"MP, MPG, MPL",399.78814902999966,4052.81185097,3
ZETA,"ZETA, ZETX",399.5184086803001,6641.201591319699,2
SOEZ,"SOEZ, SOLT",396.61910499999976,8333.636095,2
PLTR,"PLTA, PLTG, PLTR, PLTU, PTIR",385.2141164399993,10180.385883559999,5
COHR,"COHR, COHX",383.9646248000008,6734.835375199999,2
RKT,"RKT, RKTL",361.8761618399999,6913.48383816,2
MRVL,"MRVL, MVLL",354.56244612,3915.51755388,2
U,"U, UNX",343.3651644800002,9155.594835520002,2
BLSH,"BLSG, BLSH",327.03199482880063,7689.168005171199,2
TDOG,"TDOG, TXXD",318.91777782479994,6685.422222175201,2
GDXJ,"GDXJ, JNUG",316.97066240000004,2868.3093376,2
SOUN,"SOUN, SOUX",312.4096685364,3337.9903314635994,2
FIGR,"FGRU, FIGR",307.31198563,7724.2080143700005,2
PAAS,"PAAS, PAAU",305.97186424250003,4597.8593337575,2
WULF,"WULF, WULX",303.3282936800024,23934.07170632,2
GLW,"GLW, GLWG",300.9043102800001,3525.7756897199997,2
AVGO,"AVGG, AVGO, AVL",264.5016738600002,4441.418326139999,3
AFRM,"AFRM, AFRU",252.33151932669966,4175.1484806733,2
