etf,underlying,pair_frac_merged
TXXS,TSUI,0.0999999999955438
FBYY,META,0.09999999999516163
XBTY,IBIT,0.09398353592593463
SMZ,SMR,0.08994105207972307
BABU,BABA,0.05883340006363769
ASMU,ASML,0.04765855521827751
SPXL,SPY,0.0336246162614345
FBL,META,0.03256957314869661
CLSZ,CLSK,0.02924981922037563
SNXX,SNDK,0.02849473056474049
SOFA,SOFI,0.02697672604365703
METU,META,0.02655691072281843
BITX,IBIT,0.021328415530248848
BTCL,IBIT,0.02007509984816013
BITU,IBIT,0.01967465709606239
CWEB,KWEB,0.0193150960519462
LITX,LITE,0.01764783421662849
URAA,URA,0.016396496016058075
ZETX,ZETA,0.015841630080146232
CRMU,CRML,0.015097535945572931
RCAX,RCAT,0.0116890140488541
OPEG,OPEN,0.011286892454735149
COPZ,COPX,0.01096521453978994
MRNX,MRNA,0.010007826066621161
MEXX,EWW,0.010001298470538397
FCXG,FCX,0.00903250078684834
SMU,SMR,0.008188309078616994
WDCX,WDC,0.008056411618240396
NVTX,NVTS,0.004881487872889483
CLSX,CLSK,0.004318479755852897
TQQQ,QQQ,0.0038677027477406734
SMYY,SMCI,0.0035268374764295223
YINN,FXI,0.002109395296238319
BABX,BABA,0.0017078751479738332
BULX,BULL,0.0015593631371955909
ASTX,ASTS,0.00047346431103163214
LACG,LAC,0.00041493798405792547
UECG,UEC,0.00041493789836439756
ONDL,ONDS,0.00041493788680608526
OKLL,OKLO,0.00041493786608121986
ASMG,ASML,0.00041493784811155255
JNUG,GDXJ,0.0004149378378792377
NUGT,GDX,0.00041493780439586794
ASTN,ASTS,0.0004149378006065301
URTY,IWM,0.00041493779871740064
FGRU,FIGR,0.0004149377966613381
LEUX,LEU,0.00041493779490855775
GOOX,GOOGL,0.00041493779412341925
ONDG,ONDS,0.0004149377936443477
AAPB,AAPL,0.000414937789868563
UBRL,UBER,0.00041493778873922843
DNNG,DNN,0.0004149377877209334
CIFG,CIFR,0.0004149377875361382
COYY,COIN,0.00041493778691977597
NVDG,NVDA,0.00041493778618909905
GGLL,GOOGL,0.0004149377861671078
NVDU,NVDA,0.0004149377845889053
BOEU,BA,0.0004149377842832021
NVDL,NVDA,0.00041493778304420314
NEBX,NBIS,0.00041493778040160894
BOEG,BA,0.00041493778030813136
MSFU,MSFT,0.0004149377799211098
RDWU,RDW,0.000414937779620074
NUG,NU,0.000414937777888314
PLUL,PLUG,0.00041493777658359473
NVDB,NVDA,0.0004149377762151838
GLXU,GLXY,0.00041493777556089387
COHX,COHR,0.0004149377751427403
LRCU,LRCX,0.0004149377740300294
BAIG,BBAI,0.0004149377732491582
KEEX,KEEL,0.0004149377718921878
SOXL,SOXX,0.0004149377716636065
PALU,PANW,0.0004149377710662925
MUU,MU,0.00041493777104154516
BEZ,BE,0.00041493777081912065
TSMU,TSM,0.0004149377707948985
AMZZ,AMZN,0.000414937770676782
PANG,PANW,0.00041493777040652806
AVGG,AVGO,0.0004149377701590867
GDXU,GDX,0.0004149377701004288
AMZU,AMZN,0.00041493776994379745
SATG,SATS,0.0004149377699205313
CIFU,CIFR,0.0004149377698571315
ETHU,ETHA,0.0004149377697916112
TSMG,TSM,0.0004149377697123934
ETRL,ETOR,0.0004149377695513051
BMNG,BMNR,0.00041493776922562893
COZX,CORZ,0.00041493776918208086
KORU,EWY,0.0004149377691362527
COIA,COIN,0.0004149377690290025
OSCX,OSCR,0.00041493776877253303
SOFX,SOFI,0.00041493776875717336
MULL,MU,0.00041493776873084774
ETU,ETHA,0.0004149377686974422
WULX,WULF,0.00041493776860568196
MPL,MP,0.0004149377683604419
PONX,PONY,0.0004149377683045692
ROBN,HOOD,0.0004149377682852774
TSLI,TSLA,0.0004149377682230885
AMDL,AMD,0.0004149377681204183
XXRP,XRPZ,0.0004149377680806631
QSU,QS,0.0004149377680688529
AMUU,AMD,0.00041493776803949197
VRTL,VRT,0.0004149377680299228
HOOX,HOOD,0.00041493776780056763
UXRP,XRPZ,0.0004149377677362876
USGG,USAR,0.0004149377677118944
ARCX,ACHR,0.00041493776768320616
SOLX,GSOL,0.0004149377676328719
AVL,AVGO,0.00041493776755936713
LLYX,LLY,0.00041493776753724507
ANEL,ANET,0.00041493776751161155
BMNU,BMNR,0.0004149377674872526
GEVX,GEV,0.000414937767423362
KLAG,KLAC,0.0004149377671756874
AMDG,AMD,0.0004149377671138926
MPG,MP,0.0004149377670645065
ETHT,ETHA,0.0004149377670016296
CONL,COIN,0.0004149377667968675
HOOG,HOOD,0.0004149377667624625
NBIG,NBIS,0.00041493776674131246
AVGX,AVGO,0.00041493776670866513
OPEX,OPEN,0.0004149377667020716
XRPT,XRPZ,0.0004149377664373178
TSLL,TSLA,0.00041493776640812825
XRPK,XRPZ,0.0004149377663807774
SBTU,SBET,0.00041493776631684135
MTYY,MSTR,0.00041493776628555334
TSLR,TSLA,0.0004149377662583373
MSTX,MSTR,0.0004149377662364626
CVNX,CVNA,0.0004149377661866791
RKLX,RKLB,0.00041493776614794206
NBIL,NBIS,0.00041493776608399343
GUSH,XOP,0.00041493776602419155
ELIL,LLY,0.0004149377659884967
TSLT,TSLA,0.0004149377659323772
IREG,IREN,0.0004149377657518741
CRCG,CRCL,0.0004149377657408049
QCMU,QCOM,0.000414937765719959
