run_date,underlying,plan_b4_usd,plan_b4_qty,etf_implied_short_usd,etf_implied_short_qty,b4_source,ledger_qty_b4,ibkr_qty,orphan_qty,orphan_frac,ledger_missing_b4,plan_exposure_active
2026-04-02,AMD,-2122.619770671828,-10.097615578097274,0.0,0.0,plan,0.0,126.0,3.0,0.023809523809523808,True,False
2026-04-02,AUR,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,AXON,0.0,0.0,0.0,0.0,none,0.0,1.0,0.0,0.0,False,False
2026-04-02,BKNG,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,BLSH,0.0,0.0,0.0,0.0,none,0.0,0.0,18.0,0.0,False,False
2026-04-02,CELH,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,CLSK,0.0,0.0,0.0,0.0,none,-960.0,585.0,0.0,0.0,False,False
2026-04-02,COIN,-1891.287588003846,-10.932930157834821,0.0,0.0,plan,0.0,27.0,1.9999999999999964,0.07407407407407395,True,False
2026-04-02,CRCL,0.0,0.0,0.0,0.0,none,0.0,104.0,0.0,0.0,False,False
2026-04-02,CRWV,-42355.10928254931,-539.9682468453508,0.0,0.0,plan,0.0,105.0,9.0,0.08571428571428572,True,False
2026-04-02,DASH,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,DIA,0.0,0.0,0.0,0.0,none,-52.94117647058823,0.0,0.0,0.0,False,False
2026-04-02,DKNG,0.0,0.0,0.0,0.0,none,0.0,0.0,15.0,0.0,False,False
2026-04-02,IBIT,0.0,0.0,0.0,0.0,none,0.0,858.0,14.0,0.016317016317016316,False,False
2026-04-02,IWM,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,LITE,-37225.066082065474,-48.682490135441675,0.0,0.0,plan,0.0,4.0,0.0,0.0,True,False
2026-04-02,LYFT,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,MSTR,-10375.468875489676,-84.5045518446789,0.0,0.0,plan,0.0,140.0,3.0000000000000284,0.02142857142857163,True,False
2026-04-02,NBIS,-43967.8289091938,-431.2685523216655,0.0,0.0,plan,0.0,96.0,0.0,0.0,True,False
2026-04-02,NEM,0.0,0.0,0.0,0.0,none,0.0,16.0,0.0,0.0,False,False
2026-04-02,NET,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,NVDA,0.0,0.0,0.0,0.0,none,0.0,186.0,2.0,0.010752688172043012,False,False
2026-04-02,OKTA,0.0,0.0,0.0,0.0,none,0.0,32.0,0.0,0.0,False,False
2026-04-02,QBTS,-46145.16060000001,-3368.25989781022,0.0,0.0,plan,0.0,660.0,0.0,0.0,True,False
2026-04-02,QQQ,0.0,0.0,0.0,0.0,none,0.0,0.0,3.0,0.0,False,False
2026-04-02,QS,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,SNDK,-46896.92700000002,-67.69870945389981,0.0,0.0,plan,0.0,11.0,0.0,0.0,True,False
2026-04-02,SOXX,0.0,0.0,0.0,0.0,none,0.0,20.0,0.0,0.0,False,False
2026-04-02,SPCX,-755.3725244127252,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,True,False
2026-04-02,SPY,0.0,0.0,0.0,0.0,none,0.0,0.0,3.0,0.0,False,False
2026-04-02,TLT,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,UPXI,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,USO,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,XLE,0.0,0.0,0.0,0.0,none,0.0,168.0,0.0,0.0,False,False
2026-04-02,XLF,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-04-02,XLK,0.0,0.0,0.0,0.0,none,-121.0,0.0,0.0,0.0,False,False
2026-04-02,XOP,0.0,0.0,0.0,0.0,none,0.0,68.0,0.0,0.0,False,False
2026-04-02,XRPZ,0.0,0.0,0.0,0.0,none,0.0,1218.0,0.0,0.0,False,False
