underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
IBIT,33153.12,33153.12,0.7805262772788806,0.21518755924191751,0.0,sleeve_balance,25876.881333780002,7134.138974054401,0.0
NVDA,32689.5,32689.5,0.9959329096184096,0.0011488554482632037,0.0,sleeve_balance,32556.548848971,37.555510176,0.0
PLTR,31348.86,31348.86,0.8900091947113866,0.10546858992767201,0.0,sleeve_balance,27900.77364372,3306.32006004,0.0
NFLX,29429.399999999998,29429.399999999998,0.8034367984844905,0.1965632015155095,0.0,sleeve_balance,23644.662917319463,5784.7370826805345,0.0
MSFT,27702.75,27702.75,0.87858890515497,0.12141109484503002,0.0,sleeve_balance,24339.328792281845,3363.421207718155,0.0
AMD,26486.460000000003,26486.460000000003,1.0,0.0,0.0,sleeve_balance,26486.460000000003,0.0,0.0
ETHA,24967.2,24967.2,1.0,0.0,0.0,sleeve_balance,24967.2,0.0,0.0
PANW,19601.739999999998,19601.739999999998,1.0,0.0,0.0,sleeve_balance,19601.739999999998,0.0,0.0
TSLA,19063.0,19063.0,0.9985004502952404,0.0014995497047596532,0.0,sleeve_balance,19034.41408397817,28.585916021833267,0.0
GDX,18721.95,18721.95,1.0,0.0,0.0,sleeve_balance,18721.95,0.0,0.0
CRML,18597.780000000002,18597.780000000002,0.9604821349677218,0.0,0.0,sleeve_balance,17862.83544006,0.0,0.0
AMZN,17898.45,17898.45,0.9989075246246573,0.0,0.0,sleeve_balance,17878.896384118198,0.0,0.0
XRPZ,17868.06,17868.06,0.9925573895946174,0.0,0.0,sleeve_balance,17735.07499072,0.0,0.0
MSTR,17189.2,17189.2,0.0,0.9909842826786588,0.0,sleeve_balance,0.0,17034.227031820003,0.0
AVGO,16614.97,16614.97,1.0,0.0,0.0,sleeve_balance,16614.97,0.0,0.0
GOOGL,16356.449999999999,16356.449999999999,1.0,0.0,0.0,sleeve_balance,16356.449999999999,0.0,0.0
BA,16170.96,16170.96,0.9977118443976364,0.0,0.0,sleeve_balance,16133.958327280401,0.0,0.0
AAPL,15849.06,15849.06,0.9820415626497724,0.0,0.0,sleeve_balance,15564.43564893,0.0,0.0
MRVL,14832.689999999999,14832.689999999999,0.9972452095079857,0.0,0.0,sleeve_balance,14791.829046617002,0.0,0.0
TSM,14001.09,14001.09,1.0,0.0,0.0,sleeve_balance,14001.09,0.0,0.0
META,13322.29,13322.29,0.49744035830926964,0.48024206311302337,0.0,sleeve_balance,6627.0447111,6397.92403499,0.0
AAOI,12348.05,12348.05,0.9475367456804923,0.0,0.0,sleeve_balance,11700.231112500001,0.0,0.0
GSOL,12342.720000000001,12342.720000000001,1.0,0.0,0.0,sleeve_balance,12342.720000000001,0.0,0.0
XOP,11889.8,11889.8,0.9732471781981196,0.0,0.0,sleeve_balance,11571.714299340001,0.0,0.0
NNE,11016.0,11016.0,0.9524126761111111,0.0,0.0,sleeve_balance,10491.77804004,0.0,0.0
EOSE,10603.75,10603.75,1.0,0.0,0.0,sleeve_balance,10603.75,0.0,0.0
TER,9990.4,9990.4,0.9988915881889714,0.0,0.0,sleeve_balance,9979.3265226431,0.0,0.0
SRPT,9980.63,9980.63,0.9850274497501663,0.0,0.0,sleeve_balance,9831.194515800002,0.0,0.0
XLE,9906.96,9906.96,0.9759137005499167,0.0,0.0,sleeve_balance,9668.337994800002,0.0,0.0
PLUG,9897.75,9897.75,0.9815208323943018,0.0,0.0,sleeve_balance,9714.8478188307,0.0,0.0
XOM,9807.58,9807.58,0.9629546306673001,0.0,0.0,sleeve_balance,9444.25457664,0.0,0.0
NBIS,9787.2,9787.2,0.9678483260789601,0.0,0.0,sleeve_balance,9472.525136999999,0.0,0.0
CEG,9781.099999999999,9781.099999999999,0.9878605430145895,0.0,0.0,sleeve_balance,9662.36275728,0.0,0.0
LEU,9707.48,9707.48,0.9637887328707347,0.0,0.0,sleeve_balance,9355.959848568,0.0,0.0
INTC,9606.0,9606.0,0.9919486893504059,0.0,0.0,sleeve_balance,9528.6591099,0.0,0.0
CRM,9498.24,9498.24,1.0,0.0,0.0,sleeve_balance,9498.24,0.0,0.0
CRCL,9436.96,9436.96,0.9488504669893695,0.0,0.0,sleeve_balance,8954.26390296,0.0,0.0
ASTS,9154.91,9154.91,0.9963865890893521,0.0,0.0,sleeve_balance,9121.82954832,0.0,0.0
KLAC,9119.039999999999,9119.039999999999,1.0,0.0,0.0,sleeve_balance,9119.039999999999,0.0,0.0
QBTS,9042.0,9042.0,0.9493981254346384,0.0,0.0,sleeve_balance,8584.45785018,0.0,0.0
