symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
DUST,flow_program,10848.63447304,10848.63447304,1
SQQQ,flow_program,10835.2486491,10835.2486491,1
ZSL,flow_program,10693.01288952,10693.01288952,1
FAZ,flow_program,10470.711677399999,10470.711677399999,1
SOXS,flow_program,9650.278099,9650.278099,1
SDS,flow_program,9467.5962249,9467.5962249,1
TSLQ,flow_program,9066.172251400001,9066.172251400001,1
LABD,flow_program,8786.4709296,8786.4709296,1
NVDQ,flow_program,8773.4468547,8773.4468547,1
EWV,flow_program,592.65419864,592.65419864,1
TSYY,flow_program,-28.628846399999997,28.628846399999997,1
NVYY,flow_program,-37.555510176,37.555510176,1
TQQY,flow_program,-170.46214179599997,170.46214179599997,1
