run_date,underlying,qty_b1,qty_b2,qty_b4,cost_b1_base,cost_b2_base,cost_b4_base
2026-04-02,3905,3000.0,0.0,0.0,43142.1429,0.0,0.0
2026-04-02,AAL,188.0,0.0,0.0,2354.7000000000003,0.0,0.0
2026-04-02,AAOI,143.0,0.0,0.0,13087.359999999999,0.0,0.0
2026-04-02,AAPL,21.319876671392407,39.68012332860761,0.0,5417.940209527147,9949.035755061645,0.0
2026-04-02,ABNB,0.0,12.0,0.0,0.0,1521.96,0.0
2026-04-02,ACHR,345.0,0.0,0.0,2366.7000000000003,0.0,0.0
2026-04-02,ADBE,8.0,0.0,0.0,2198.0,0.0,0.0
2026-04-02,AFRM,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-02,AI,0.0,-40.0,0.0,0.0,-431.2,0.0
2026-04-02,ALAB,70.0,0.0,0.0,10185.773898507463,0.0,0.0
2026-04-02,ALB,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-02,AMD,93.25401162056774,29.745988379432266,0.0,20386.37473842564,7716.481210479472,0.0
2026-04-02,AMZN,16.663777162823926,66.33622283717608,0.0,3968.8439715112095,15744.046579728458,0.0
2026-04-02,APH,16.0,0.0,0.0,2191.04,0.0,0.0
2026-04-02,APLD,11000.0,0.0,9000.0,304876.82660000003,0.0,231069.11500000005
2026-04-02,APP,6.0,0.0,0.0,3140.3494444444445,0.0,0.0
2026-04-02,AREB,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-02,ARKK,32.0,0.0,0.0,2290.816,0.0,0.0
2026-04-02,ARM,0.0,9.0,0.0,0.0,1377.09,0.0
2026-04-02,ASHR,234.0,0.0,0.0,7986.420000000001,0.0,0.0
2026-04-02,ASML,4.0,0.0,0.0,5907.56,0.0,0.0
2026-04-02,ASO,2.0,0.0,0.0,116.26,0.0,0.0
2026-04-02,ASTS,100.0,0.0,0.0,10526.42,0.0,0.0
2026-04-02,AVGO,53.0,0.0,0.0,17263.510178571432,0.0,0.0
2026-04-02,AXON,1.0,0.0,0.0,572.42,0.0,0.0
