underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
GDX,-170.39822695000004,3175.225186,0.0,0.0,-10.84,-18.29,11.427886777841282,0.0,0.0,2987.1248458278415
MSTR,706.5429351643278,7167.828311109323,-0.37,0.0,-5570.58,-548.47,51.27052782706793,0.0,0.0,1806.2217741007187
BLSH,1741.02942416,0.0,0.0,0.0,0.0,-40.47,0.0,0.0,0.0,1700.55942416
QBTS,0.0,1576.1773457229483,0.0,0.0,0.0,-32.47,5.625423132419081,0.0,0.0,1549.3327688553677
ASTS,86.29137128514526,1216.829281902555,0.0,0.0,0.0,-44.83,5.986789453871911,0.0,0.0,1264.2774426415724
CRWV,178.51372225529641,1024.6465780920794,0.0,0.0,0.0,-46.7,5.489587623769784,0.0,0.0,1161.9498879711455
IREN,0.0,1048.7492935690084,0.0,0.0,0.0,-59.14,4.579160702476743,0.0,0.0,994.1884542714852
SLV,950.86998489,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.2899848899999
TSLA,1020.4489595800001,215.74924200000032,0.0,0.0,-402.9,-147.38,12.529702849585117,0.0,0.0,698.4479044295849
MARA,-73.94721659,4255.988883999999,-9.29,0.0,-3236.4500000000003,-269.25,27.588042967302936,0.0,0.0,694.6397103773022
SOXX,907.58553742,-222.503292,0.0,0.0,4.16,-1.31,2.933937315710571,0.0,0.0,690.8661827357108
META,534.44764968,1088.313228,12.6,0.0,-864.7700000000001,-115.56,18.634127629574884,0.0,0.0,673.6650053095746
NVDA,71.14948496,685.5356830000001,1.44,0.0,-167.34,-150.14,21.420374511429163,0.0,0.0,462.0655424714291
XRPZ,-1439.7644517400004,1921.0068379999998,0.0,0.0,-11.16,-49.4,11.529933138433641,0.0,0.0,432.21231939843346
ENPH,436.15916215,0.0,0.0,0.0,0.0,-14.26,0.0,0.0,0.0,421.89916215
RCAT,0.0,432.34259999999995,0.0,0.0,0.0,-31.11,5.441358445669966,0.0,0.0,406.67395844567
EWJ,388.67593575,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.27593575000003
VRT,-205.89726944,572.2084640000003,2.06,0.0,0.0,-25.08,5.503805700367159,0.0,0.0,348.79500026036743
BE,0.0,341.38748916786517,0.0,0.0,0.0,-16.36,2.0914020365721195,0.0,0.0,327.1188912044373
MRVL,0.0,337.8457709999998,0.0,0.0,-9.19,-26.56,9.610531966043169,0.0,0.0,311.70630296604304
AMD,927.33672567,-403.70687499999985,0.0,0.0,-148.62,-88.51,17.4828812199085,0.0,0.0,303.9827318899088
INTC,-33.50780248,343.667753,0.0,0.0,0.0,-27.71,6.260784454305798,0.0,0.0,288.7107349743058
SRPT,0.0,307.7955949999998,0.0,0.0,0.0,-37.07,6.534113594403167,0.0,0.0,277.25970859440304
MU,23.55844995,283.284588,0.0,0.0,-14.21,-22.55,4.62740293666159,0.0,0.0,274.71044088666156
AVGO,0.0,322.14203399999997,34.45,0.0,-30.49,-67.86,10.955700406656113,0.0,0.0,269.197734406656
MRNA,18.78210047999999,274.914461,0.0,0.0,0.0,-33.66,4.815044990708851,0.0,0.0,264.8516064707088
ALAB,2.4e-07,291.717165,0.0,0.0,0.0,-32.69,4.99360000957542,0.0,0.0,264.02076524957556
WULF,0.0,287.24582699999996,0.0,0.0,0.0,-43.62,5.294790835126231,0.0,0.0,248.92061783512622
PLTR,-494.44224291000006,1273.6746269999999,0.0,0.0,-431.29,-123.74000000000001,21.886124232694677,0.0,0.0,246.08850832269422
CORZ,-11.88782572,238.37642700000015,0.0,0.0,0.0,-19.83,4.774806136647227,0.0,0.0,211.43340741664747
PLUG,0.0,232.26876100000004,0.0,0.0,0.0,-40.12,6.559651296721317,0.0,0.0,198.70841229672146
HUT,-70.722721,282.5111169999999,0.0,0.0,0.0,-23.56,3.626249280496965,0.0,0.0,191.8546452804969
LITE,0.0,197.84196100000003,0.0,0.0,0.0,-9.66,2.0240195817336897,0.0,0.0,190.2059805817337
MDB,0.0,220.56111199999987,0.0,0.0,0.0,-36.05,3.8640005888883238,0.0,0.0,188.375112588888
BMNR,0.0,237.06032000000005,0.0,0.0,0.0,-72.59,5.9194592233736,0.0,0.0,170.38977922337358
NBIS,-103.75093323592704,299.47001227348704,0.0,0.0,0.0,-34.77,6.192501129600317,0.0,0.0,167.1415801671603
KLAC,0.0,177.614467,11.4,0.0,0.0,-32.4,5.938860565727777,0.0,0.0,162.55332756572778
TSM,82.82289361999997,269.32734500000004,0.0,0.0,-138.64,-60.46,9.27258826113367,0.0,0.0,162.3228268811337
RKT,14.0651807,161.732485,0.0,0.0,0.0,-18.26,4.549888959840091,0.0,0.0,162.08755465984
APP,0.0,178.72274399999992,0.0,0.0,0.0,-20.54,1.6901102070983787,0.0,0.0,159.87285420709827
SNOW,734.35125347,-437.4465240000002,0.0,0.0,-114.75,-36.04,4.9425115488540925,0.0,0.0,151.05724101885335
CRDO,3.9e-07,167.56296999999995,0.0,0.0,0.0,-24.48,3.5279108480530486,0.0,0.0,146.6108812380529
CIFR,0.0,167.11173099999996,0.0,0.0,0.0,-28.72,3.1343873891719958,0.0,0.0,141.52611838917187
SOEZ,13.511677599999999,154.32643699999994,7.91,0.0,-18.09,-25.03,5.420690663067906,0.0,0.0,138.0488052630676
UEC,-18.904435080000003,172.56252100000006,0.0,0.0,0.0,-22.29,5.005833561248276,0.0,0.0,136.37391948124832
MSFT,631.76421974,-179.04690400000027,66.43,0.0,-276.28,-126.99,19.657215508589452,0.0,0.0,135.5345312485888
XPEV,143.78664600000002,-10.198167999999999,0.0,0.0,0.0,0.0,1.3707453111861854,0.0,0.0,134.9592233111862
COIN,1740.1208257636613,-1387.2277921398618,0.0,0.0,-179.87,-42.67,2.9965412434281204,0.0,0.0,133.3495748672276
CMG,567.93314174,-418.4275779999999,0.0,0.0,0.0,-30.33,4.2793929901941725,0.0,0.0,123.45495673019417
HOOD,1491.15825505,-720.9669100000001,0.0,0.0,-633.58,-20.09,4.833010163709758,0.0,0.0,121.35435521370982
FIGR,151.30131910999998,0.0,0.0,0.0,0.0,-36.07,0.0,0.0,0.0,115.23131910999999
CRML,0.0,158.651699,0.0,0.0,0.0,-59.71,11.856465825027156,0.0,0.0,110.79816482502702
GSOL,0.0,130.707903,0.0,0.0,0.0,-33.22,8.177039110204108,0.0,0.0,105.66494211020404
ABNB,212.45937050000006,0.49510900000000113,0.0,0.0,-99.24000000000001,-11.59,1.4182955728644568,0.0,0.0,103.54277507286454
LLY,214.68161265,-90.56242100000001,8.65,0.0,-2.23,-28.990000000000002,1.1456975735287518,0.0,0.0,102.69488922352869
CRCL,0.0,142.10231662042565,0.0,0.0,0.0,-45.98,5.8711647648486345,0.0,0.0,101.99348138527421
CRM,0.0,118.13318400000003,0.0,0.0,0.0,-26.0,6.303347291502712,0.0,0.0,98.43653129150266
TER,-3.35040458,159.5266489999999,3.12,0.0,0.0,-68.48,6.529792030258328,0.0,0.0,97.346036450258
CSCO,80.66342064999999,73.04939599999997,3.69,0.0,-25.45,-42.69,5.329937816026262,0.0,0.0,94.5927544660262
CEG,5.9e-07,139.49879899999996,14.93,0.0,0.0,-69.34,6.36029793440239,0.0,0.0,91.4490975244023
XOM,-259.80667828,540.1800350000001,38.11,0.0,-178.78,-54.510000000000005,6.224305752732736,0.0,0.0,91.41766247273301
CLS,-52.838314,154.694029,0.0,0.0,0.0,-15.27,1.1102111344179493,0.0,0.0,87.69592613441793
LEU,0.0,133.251123,0.0,0.0,0.0,-51.6,5.903674416572659,0.0,0.0,87.55479741657268
XBI,161.35837863,-73.10118800000001,0.0,0.0,0.0,-4.41,0.885881481437151,0.0,0.0,84.73307211143715
GOOGL,455.33948351000004,-182.82622100000003,11.34,0.0,-145.61,-70.39,10.89099444924878,0.0,0.0,78.74425695924879
URA,0.0,120.95462899999995,0.0,0.0,-42.69,-10.2,5.174439843322193,0.0,0.0,73.23906884332212
CRWD,583.2770227499999,-484.86154000000005,0.0,0.0,0.0,-28.04,1.3082719443189335,0.0,0.0,71.68375469431876
GEV,-34.533061909999994,121.30444399999999,0.0,0.0,0.0,-21.31,6.080414639620096,0.0,0.0,71.54179672962016
SPOT,82.02639456,-4.332514999999997,0.0,0.0,0.0,-8.41,1.32720326761204,0.0,0.0,70.61108282761204
DIA,65.0769285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0769285
NU,-52.02791649,145.870052,0.0,0.0,0.0,-36.0,4.993456392640093,0.0,0.0,62.83559190264009
ISRG,282.58692575,-211.164955,0.0,0.0,0.0,-13.39,1.8165453345262712,0.0,0.0,59.848516084526295
CNC,69.26452255000004,0.0,0.0,0.0,0.0,-10.69,0.0,0.0,0.0,58.57452254999998
WDC,0.0,64.95166599999999,1.0,0.0,0.0,-10.78,1.5454226727989255,0.0,0.0,56.71708867279892
UNH,-95.40678147,108.11198000000013,64.09,0.0,0.0,-34.63,5.1436405387370625,0.0,0.0,47.30883906873737
SATS,0.0,63.582915000000014,0.0,0.0,0.0,-18.87,2.587742165062285,0.0,0.0,47.30065716506229
FXI,0.0,53.63515800000005,0.0,0.0,-5.57,-5.01,3.9628482086484,0.0,0.0,47.018006208648444
AAPL,-183.87915886000002,445.02017700000005,21.84,0.0,-139.07999999999998,-108.54,10.219702781360251,0.0,0.0,45.58072092136018
COST,-26.80481263,118.270331,7.8,0.0,0.0,-59.79,5.5285208693284345,0.0,0.0,45.004039239328435
AFRM,50.480235050000005,0.0,0.0,0.0,0.0,-6.85,0.0,0.0,0.0,43.63023505000001
OKLO,-99.8038378,179.50993199999994,0.0,0.0,0.0,-41.93,2.98018196888587,0.0,0.0,40.756276168885734
OKTA,0.0,51.13882000000001,0.0,0.0,0.0,-14.03,1.724734944597219,0.0,0.0,38.83355494459724
LRCX,0.0,36.222536,0.0,0.0,0.0,-5.18,1.3117448629368413,0.0,0.0,32.35428086293684
QCOM,-11.54169324,35.85585600000013,52.51,0.0,-31.66,-18.21,4.63706443958359,0.0,0.0,31.5912271995835
FCX,0.0,27.382841000000013,0.0,0.0,0.0,-2.5100000000000002,1.6261484465377378,0.0,0.0,26.498989446537763
DNN,0.0,30.900205,0.0,0.0,0.0,-5.88,1.4561843316207297,0.0,0.0,26.47638933162073
GLXY,5.840784750000012,43.480802000000494,0.0,0.0,0.0,-26.53,3.079577944217195,0.0,0.0,25.87116469421744
RDW,0.0,41.340936,0.0,0.0,0.0,-18.94,3.0332418984466876,0.0,0.0,25.434177898446677
ETOR,0.0,27.14623499999999,0.0,0.0,0.0,-8.86,1.7760323026790232,0.0,0.0,20.062267302679004
UBER,-60.21031285,80.70280799999989,0.0,0.0,0.0,-5.8500000000000005,5.271655452453552,0.0,0.0,19.914150602453333
HL,0.0,14.941216999999995,0.0,0.0,0.0,0.0,3.2544380910203508,0.0,0.0,18.195655091020342
CELH,41.48727030000009,0.0,0.0,0.0,0.0,-24.38,0.0,0.0,0.0,17.107270300000092
ASHR,-21.795233,59.076756999999986,-0.85,0.0,-16.99,-7.98,5.033904144062193,0.0,0.0,16.495428144062146
EWW,0.0,17.989784,0.0,0.0,-0.71,-2.83,1.2271675441142587,0.0,0.0,15.67695154411426
PAAS,4.063556,5.0672520000000105,0.0,0.0,0.0,0.0,3.00569355903396,0.0,0.0,12.136501559033974
SMCI,0.0,28.662721000000147,0.0,0.0,0.0,-21.54,1.8293272417703759,0.0,0.0,8.952048241770626
KWEB,0.0,39.55253400000004,0.0,0.0,-29.95,-5.9,4.9364013010601795,0.0,0.0,8.6389353010602
NOK,0.0,10.322935999999999,0.0,0.0,0.0,-5.95,1.3845455930626085,0.0,0.0,5.757481593062607
VALE,0.0,8.972941999999989,0.0,0.0,0.0,-5.14,1.6774588607045715,0.0,0.0,5.5104008607045785
ORLY,0.0,7.841196,0.0,0.0,0.0,-4.38,1.446836174739444,0.0,0.0,4.908032174739446
APH,0.0,4.674747999999994,0.0,0.0,0.0,-5.49,1.371385059352642,0.0,0.0,0.5561330593526179
ORCL,0.0,17.980003999999994,0.0,0.0,-6.92,-12.59,1.4309860875133533,0.0,0.0,-0.09900991248665036
SNPS,0.0,8.202159000000023,0.0,0.0,0.0,-9.709999999999999,1.3505606037302247,0.0,0.0,-0.15728039626975487
GLW,-0.3080245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3080245
ARKK,0.0,0.8148839999999922,0.0,0.0,0.0,-4.53,1.4606103444458078,0.0,0.0,-2.2545056555541976
TTD,-0.5780269999999996,-4.929006000000001,0.0,0.0,0.0,0.0,1.3245920506060942,0.0,0.0,-4.182440949393907
ARM,174.02727752,-23.487668,0.0,0.0,-140.34,-15.81,1.3716722932232959,0.0,0.0,-4.238718186776737
