ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,expected_gross_decay_annual,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short
HODU,HOOD,2.006637,97,ols,0.10313599999999999,30000,0.10313599999999999,False,False,7.453000068664551,0.10313599999999999,1.0,False,,True,False,False,False,False,False,False,False,1.382906,0.605856,0.705969,0.503365,0.542816,0.50272,0.43967999999999996,0.50165925,0.6019911,0.50165925,0.6019911
LINT,INTC,1.990936,97,ols,0.14747,50000,0.14747,False,False,69.0199966430664,0.14747,1.0,False,,True,False,False,False,False,False,False,False,1.465489,0.612547,0.633422,0.395785,0.479221,0.46507699999999996,0.331751,0.497734,0.5972808,0.5,0.5972808
ELIL,LLY,1.993139,261,ols,0.095752,10000,0.095752,False,False,19.690000534057617,0.095752,1.0,False,,True,False,False,False,False,False,False,False,0.838881,0.274745,0.375623,0.139644,0.274745,0.178993,0.178993,0.49828475,0.5979417,0.5,0.5979417
LMTL,LMT,1.998914,171,ols,0.211272,35000,0.211272,False,False,46.85200119018555,0.211272,1.0,False,,True,False,False,False,False,False,False,False,0.484492,0.162502,0.244339,0.059604,0.129428,-0.04876999999999998,-0.081844,0.4997285,0.5996742,0.5,0.5996742
METU,META,1.998369,462,ols,0.069212,350000,0.069212,False,False,27.34000015258789,0.069212,1.0,False,,True,False,False,False,False,False,False,False,0.723315,0.238337,0.363181,0.131578,0.238337,0.169125,0.169125,0.49959225,0.5995107,0.5,0.5995107
MRVU,MRVL,2.008702,40,ols,0.20691099999999998,2000,0.20691099999999998,False,False,58.040000915527344,0.20691099999999998,1.0,False,,True,False,False,False,False,False,False,False,1.476787,0.56129,0.645476,0.422093,0.444188,0.354379,0.23727700000000004,0.5021755,0.6026106,0.5021755,0.6026106
MSFU,MSFT,1.991981,499,ols,0.035509,600000,0.035509,False,False,24.700000762939453,0.035509,1.0,False,,True,False,False,False,False,False,False,False,0.483425,0.160306,0.242458,0.058081,0.160306,0.124797,0.124797,0.49799525,0.5975943,0.5,0.5975943
MUU,MU,1.994264,375,ols,0.052468,65000,0.052468,False,False,188.4499969482422,0.052468,1.0,False,,True,False,False,False,False,False,False,False,1.272516,0.514049,0.612896,0.372416,0.514049,0.46158099999999996,0.46158099999999996,0.498566,0.5982792,0.5,0.5982792
NFXL,NFLX,1.995867,380,ols,0.047003,30000,0.047003,False,False,34.5,0.047003,1.0,False,,True,False,False,False,False,False,False,False,0.692798,0.224705,0.329663,0.108005,0.224705,0.17770199999999997,0.17770199999999997,0.49896675,0.5987601,0.5,0.5987601
NVDU,NVDA,1.98708,499,ols,0.050932000000000005,25000,0.050932000000000005,False,False,113.06999969482422,0.050932000000000005,1.0,False,,True,False,False,False,False,False,False,False,0.981236,0.345367,0.493544,0.238885,0.345367,0.294435,0.294435,0.49677,0.596124,0.5,0.596124
ORCU,ORCL,2.004419,97,ols,0.08071,150000,0.08071,False,False,10.539999961853027,0.08071,1.0,False,,True,False,False,False,False,False,False,False,1.134323,0.388595,0.523504,0.275876,0.319264,0.307885,0.238554,0.50110475,0.6013257,0.50110475,0.6013257
PALU,PANW,2.005088,261,ols,0.04372499999999999,8000,0.04372499999999999,False,False,12.739999771118164,0.04372499999999999,1.0,False,,True,False,False,False,False,False,False,False,0.754127,0.248959,0.353037,0.125588,0.248959,0.20523400000000003,0.20523400000000003,0.501272,0.6015264,0.501272,0.6015264
PLTU,PLTR,1.991949,332,ols,0.064694,150000,0.064694,False,False,35.79999923706055,0.064694,1.0,False,,True,False,False,False,False,False,False,False,1.287377,0.499787,0.632772,0.395578,0.499787,0.43509299999999995,0.43509299999999995,0.49798725,0.5975847,0.5,0.5975847
QCMU,QCOM,2.002502,200,ols,0.042784,20000,0.042784,False,False,15.026000022888184,0.042784,1.0,False,,True,False,False,False,False,False,False,False,0.639942,0.216952,0.383243,0.147427,0.202606,0.174168,0.15982200000000002,0.5006255,0.6007505999999999,0.5006255,0.6007505999999999
SHPU,SHOP,2.009716,171,ols,0.076943,25000,0.076943,False,False,12.817000389099121,0.076943,1.0,False,,True,False,False,False,False,False,False,False,1.019793,0.345899,0.581077,0.342587,0.344834,0.26895600000000003,0.267891,0.502429,0.6029148,0.502429,0.6029148
SOFA,SOFI,1.974593,41,ols,,0,,False,True,15.199999809265137,,1.0,False,,False,False,False,False,False,False,True,False,0.853134,0.318082,0.572214,0.315056,0.315548,0.318082,0.315548,0.49364825,1.0,0.5,1.0
TSLL,TSLA,1.99378,499,ols,0.075834,200000,0.075834,False,False,10.8100004196167,0.075834,1.0,False,,True,False,False,False,False,False,False,False,1.245832,0.49411,0.624768,0.386701,0.49411,0.418276,0.418276,0.498445,0.598134,0.5,0.598134
TSMX,TSM,1.995487,380,ols,0.224695,800000,0.224695,False,False,67.80999755859375,0.224695,1.0,False,,True,False,False,False,False,False,False,False,0.810434,0.275826,0.410788,0.167606,0.275826,0.05113100000000001,0.05113100000000001,0.49887175,0.5986461,0.5,0.5986461
XOMX,XOM,1.988307,243,ols,0.051247,20000,0.051247,False,False,44.73500061035156,0.051247,1.0,False,,True,False,False,False,False,False,False,False,0.456332,0.147821,0.232733,0.053218,0.144442,0.09657400000000001,0.09319499999999999,0.49707675,0.5964921,0.5,0.5964921
YINN,FXI,2.973818,499,ols,0.013975,1400000,0.013975,False,False,34.20000076293945,0.013975,1.0,False,,True,False,False,False,False,False,False,False,0.858375,0.369624,0.287946,0.24334,0.369624,0.355649,0.355649,0.7434545,0.8921454,0.7434545,0.8921454
MEXX,EWW,2.955323,499,ols,0.048528,25000,0.048528,False,False,33.63999938964844,0.048528,1.0,False,,True,False,False,False,False,False,False,False,0.745034,0.297572,0.251425,0.182646,0.297572,0.249044,0.249044,0.73883075,0.8865968999999999,0.73883075,0.8865968999999999
KORU,EWY,2.931822,499,ols,0.088268,350000,0.088268,False,False,414.0199890136719,0.088268,1.0,False,,True,False,False,False,False,False,False,False,0.927863,0.386506,0.316165,0.283076,0.386506,0.298238,0.298238,0.7329555,0.8795466,0.7329555,0.8795466
HIBL,SPY,4.476262,499,ols,0.534621,45000,0.534621,False,False,74.2300033569336,0.534621,1.0,False,,False,True,False,False,False,True,False,False,0.809735,0.412961,0.167241,0.217612,0.412961,-0.12165999999999999,-0.12165999999999999,1.0,1.0,1.0,1.0
LABU,XBI,2.986834,499,ols,,0,,False,True,182.6999969482422,,1.0,False,,False,False,False,False,False,False,True,False,0.789606,0.321319,0.26417,0.207066,0.321319,0.321319,0.321319,0.7467085,1.0,0.7467085,1.0
SOXL,SOXX,2.963095,499,ols,0.015384,5200000,0.015384,False,False,80.55999755859375,0.015384,1.0,False,,True,False,False,False,False,False,False,False,1.138714,0.545304,0.383995,0.428853,0.545304,0.5299200000000001,0.5299200000000001,0.74077375,0.8889285,0.74077375,0.8889285
CHAU,ASHR,1.966843,499,ols,0.035577,60000,0.035577,False,False,22.100000381469727,0.035577,1.0,False,,True,False,False,False,False,False,False,False,0.518622,0.117308,0.263216,0.065875,0.117308,0.081731,0.081731,0.49171075,0.5900529,0.5,0.5900529
CWEB,KWEB,1.987646,499,ols,0.014194,900000,0.014194,False,False,27.1299991607666,0.014194,1.0,False,,True,False,False,False,False,False,False,False,0.705767,0.189576,0.354804,0.123563,0.189576,0.17538199999999998,0.17538199999999998,0.4969115,0.5962938,0.5,0.5962938
ERX,XLE,1.987193,499,ols,0.23552,6000,0.23552,False,False,89.27999877929688,0.23552,1.0,False,,True,False,False,False,False,False,False,False,0.446416,0.110082,0.224343,0.049367,0.110082,-0.125438,-0.125438,0.49679825,0.5961579,0.5,0.5961579
NUGT,GDX,1.976867,499,ols,0.018157,200000,0.018157,False,False,217.3300018310547,0.018157,1.0,False,,True,False,False,False,False,False,False,False,0.777034,0.209792,0.392703,0.148906,0.209792,0.191635,0.191635,0.49421675,0.5930601,0.5,0.5930601
JNUG,GDXJ,1.975339,499,ols,0.038451,90000,0.038451,False,False,229.5399932861328,0.038451,1.0,False,,True,False,False,False,False,False,False,False,0.868281,0.251313,0.438503,0.18523,0.251313,0.212862,0.212862,0.49383475,0.5926017,0.5,0.5926017
GUSH,XOP,2.010352,499,ols,0.036683,350000,0.036683,False,False,37.79999923706055,0.036683,1.0,False,,True,False,False,False,False,False,False,False,0.590421,0.148288,0.293488,0.087477,0.148288,0.11160500000000001,0.11160500000000001,0.502588,0.6031056,0.502588,0.6031056
URAA,URA,1.927462,449,ols,0.028842,35000,0.028842,False,False,39.2599983215332,0.028842,1.0,False,,True,False,False,False,False,False,False,False,0.881264,0.384298,0.44161,0.174313,0.384298,0.355456,0.355456,0.4818655,0.5782385999999999,0.5,0.5782385999999999
TQQQ,QQQ,2.970932,499,ols,0.007937999999999999,0,0.007937999999999999,False,False,50.65999984741211,0.007937999999999999,1.0,False,,True,False,False,False,False,False,True,False,0.631734,0.23905,0.212593,0.132322,0.23905,0.231112,0.231112,0.742733,0.8912796,0.742733,0.8912796
SPXL,SPY,2.882597,499,ols,0.034925000000000005,250000,0.034925000000000005,False,False,215.91000366210938,0.034925000000000005,1.0,False,,True,False,False,False,False,False,False,False,0.483146,0.170669,0.167241,0.075892,0.170669,0.13574399999999998,0.13574399999999998,0.72064925,0.8647791,0.72064925,0.8647791
URTY,IWM,3.000056,499,ols,0.07713199999999999,100000,0.07713199999999999,False,False,62.5099983215332,0.07713199999999999,1.0,False,,True,False,False,False,False,False,False,False,0.655907,0.254172,0.218558,0.143309,0.254172,0.17704000000000003,0.17704000000000003,0.750014,0.9000168,0.750014,0.9000168
MSTU,MSTR,1.966126,391,ols,0.20848299999999997,1900000,0.20848299999999997,False,False,4.684999942779541,0.20848299999999997,1.0,False,,True,False,False,False,False,False,False,False,1.706051,1.067239,0.87632,0.729358,1.067239,0.8587560000000001,0.8587560000000001,0.4915315,0.5898378,0.5,0.5898378
NVDX,NVDA,1.997548,499,ols,0.117226,250000,0.117226,False,False,16.290000915527344,0.117226,1.0,False,,True,False,False,False,False,False,False,False,0.986934,0.402051,0.493544,0.242691,0.402051,0.284825,0.284825,0.499387,0.5992644,0.5,0.5992644
TSLT,TSLA,1.992644,499,ols,0.079463,400000,0.079463,False,False,15.119999885559082,0.079463,1.0,False,,True,False,False,False,False,False,False,False,1.245413,0.528215,0.624768,0.386039,0.528215,0.448752,0.448752,0.498161,0.5977932,0.5,0.5977932
BTCL,IBIT,2.006534,440,ols,0.040803000000000006,5000,0.040803000000000006,False,False,17.719999313354492,0.040803000000000006,1.0,False,,True,False,False,False,False,False,False,False,0.99939,0.42409,0.495382,0.247814,0.42409,0.38328700000000004,0.38328700000000004,0.5016335,0.6019602,0.5016335,0.6019602
ETU,ETHA,1.98984,365,ols,0.031032999999999998,30000,0.031032999999999998,False,False,6.849999904632568,0.031032999999999998,1.0,False,,True,False,False,False,False,False,False,False,1.509643,0.729167,0.74626,0.548446,0.729167,0.698134,0.698134,0.49746,0.596952,0.5,0.596952
CCUP,CRCL,1.985237,168,ols,0.222133,550000,0.222133,False,False,4.78000020980835,0.222133,1.0,False,,True,False,False,False,False,False,False,False,1.954246,1.004405,1.186526,1.376821,1.128544,0.782272,0.906411,0.49630925,0.5955710999999999,0.5,0.5955710999999999
CRWU,CRWV,1.989021,178,ols,0.154472,200000,0.154472,False,False,8.75,0.154472,1.0,False,,True,False,False,False,False,False,False,False,1.968132,1.100108,1.185255,1.381779,1.182821,0.9456360000000001,1.028349,0.49725525,0.5967062999999999,0.5,0.5967062999999999
AAPX,AAPL,1.99374,499,ols,0.140042,10000,0.140042,False,False,26.440000534057617,0.140042,1.0,False,,True,False,False,False,False,False,False,False,0.565049,0.189905,0.282851,0.079255,0.189905,0.04986299999999999,0.04986299999999999,0.498435,0.598122,0.5,0.598122
GOOX,GOOGL,1.978222,499,ols,0.015637,150000,0.015637,False,False,69.0199966430664,0.015637,1.0,False,,True,False,False,False,False,False,False,False,0.599515,0.202148,0.301494,0.087951,0.202148,0.18651099999999998,0.18651099999999998,0.4945555,0.5934666,0.5,0.5934666
MSFX,MSFT,2.007778,499,ols,0.069784,100000,0.069784,False,False,16.399999618530273,0.069784,1.0,False,,True,False,False,False,False,False,False,False,0.488248,0.184543,0.242458,0.059474,0.184543,0.11475900000000001,0.11475900000000001,0.5019445,0.6023334,0.5019445,0.6023334
NFLU,NFLX,1.991698,384,ols,0.038336999999999996,10000,0.038336999999999996,False,False,36.7400016784668,0.038336999999999996,1.0,False,,True,False,False,False,False,False,False,False,0.688886,0.227571,0.329663,0.107328,0.227571,0.189234,0.189234,0.4979245,0.5975094,0.5,0.5975094
ROBN,HOOD,2.011698,299,ols,0.10298600000000001,450000,0.10298600000000001,False,False,18.200000762939453,0.10298600000000001,1.0,False,,True,False,False,False,False,False,False,False,1.509377,0.731472,0.705969,0.507172,0.731472,0.628486,0.628486,0.5029245,0.6035094,0.5029245,0.6035094
DJTU,DJT,2.004465,278,ols,0.325593,900000,0.3853171467171456,False,False,1.690000057220459,0.325593,1.183431912593777,False,,False,True,False,False,True,True,False,False,1.453252,0.823806,0.960445,0.928642,0.823806,0.4384888532828544,0.4384888532828544,0.50111625,0.6013395,0.50111625,0.6013395
RBLU,RBLX,2.018862,278,ols,0.089626,60000,0.089626,False,False,12.170000076293945,0.089626,1.0,False,,True,False,False,False,False,False,False,False,1.125998,0.49242,0.52773,0.286428,0.49242,0.40279400000000004,0.40279400000000004,0.5047155,0.6056585999999999,0.5047155,0.6056585999999999
SNOU,SNOW,1.999308,242,ols,0.009004999999999999,8000,0.009004999999999999,False,False,13.420000076293945,0.009004999999999999,1.0,False,,True,False,False,False,False,False,False,False,1.04044,0.382537,0.537805,0.288934,0.378823,0.37353200000000003,0.36981800000000004,0.499827,0.5997924,0.5,0.5997924
SMUP,SMR,1.978345,178,ols,0.146089,30000,0.146089,False,False,7.889999866485596,0.146089,1.0,False,,True,False,False,False,False,False,False,False,1.98086,1.211855,1.12414,1.222939,1.21511,1.065766,1.069021,0.49458625,0.5935035,0.5,0.5935035
GLXU,GLXY,2.009786,169,ols,0.10591300000000001,55000,0.10591300000000001,False,False,7.340000152587891,0.10591300000000001,1.0,False,,True,False,False,False,False,False,False,False,1.841288,1.046526,0.896247,0.815088,0.970298,0.940613,0.864385,0.5024465,0.6029358,0.5024465,0.6029358
AFRU,AFRM,1.955036,143,ols,0.16651,4000,0.16651,False,False,6.050000190734863,0.16651,1.0,False,,True,False,False,False,False,False,False,False,1.20986,0.617039,0.755089,0.532281,0.580378,0.450529,0.41386799999999996,0.488759,0.5865108,0.5,0.5865108
KTUP,KTOS,2.029589,143,ols,0.187307,25000,0.187307,False,False,16.469999313354492,0.187307,1.0,False,,True,False,False,False,False,False,False,False,1.572399,0.786359,0.573674,0.343853,0.594958,0.599052,0.407651,0.50739725,0.6088767,0.50739725,0.6088767
TTDU,TTD,1.996813,142,ols,0.137874,85000,0.137874,False,False,4.190000057220459,0.137874,1.0,False,,True,False,False,False,False,False,False,False,1.02156,0.511504,0.624115,0.387659,0.457445,0.37362999999999996,0.319571,0.49920325,0.5990439,0.5,0.5990439
BMNU,BMNR,1.949278,135,ols,0.234768,300000,0.234768,False,False,2.049999952316284,0.234768,1.0,False,,True,False,False,False,False,False,False,False,2.028884,1.568781,1.047333,1.014861,1.311604,1.334013,1.076836,0.4873195,0.5847834,0.5,0.5847834
SBTU,SBET,2.023176,118,ols,0.07900599999999999,35000,0.07900599999999999,False,False,3.359999895095825,0.07900599999999999,1.0,False,,True,False,False,False,False,False,False,False,1.714878,0.818132,0.847617,0.743624,0.778513,0.739126,0.699507,0.505794,0.6069528,0.505794,0.6069528
CIFU,CIFR,1.987225,95,ols,0.333621,15000,0.333621,False,False,22.06999969482422,0.333621,1.0,False,,True,False,False,False,False,False,False,False,2.079814,1.282246,1.117914,1.225886,1.247133,0.948625,0.9135120000000001,0.49680625,0.5961675,0.5,0.5961675
SOLX,GSOL,1.97142,88,ols,,0,,False,True,9.10200023651123,,1.0,False,,False,False,False,False,False,False,True,False,1.509302,0.730677,1.125107,1.212115,1.043994,0.730677,1.043994,0.492855,1.0,0.5,1.0
XRPK,XRPZ,1.956842,88,ols,,0,,False,True,7.98799991607666,,1.0,False,,False,False,False,False,False,False,True,False,1.575418,0.957859,0.799333,0.598166,0.723773,0.957859,0.723773,0.4892105,1.0,0.5,1.0
XRPT,XRPZ,2.016219,94,ols,0.088062,55000,0.088062,False,False,40.709999084472656,0.088062,1.0,False,,True,False,False,False,False,False,False,False,1.573392,0.844919,0.799333,0.654562,0.725568,0.756857,0.637506,0.50405475,0.6048657,0.50405475,0.6048657
CHNU,CHNL,2.00865,7,ols_short_history,0.0025,200,0.0025,False,False,20.790000915527344,0.0025,1.0,False,,True,False,False,False,False,False,True,False,0.972666,,0.484194,0.237495,0.237495,,0.234995,0.5021625,0.6025949999999999,0.5021625,0.6025949999999999
CRDX,CRDD,1.999167,7,ols_short_history,1.112453,200,1.112453,False,False,19.8700008392334,1.112453,1.0,False,,False,True,False,False,False,True,True,False,1.24266,,0.621569,0.385865,0.385865,,-0.7265879999999999,0.49979175,0.5997501,0.5,0.5997501
STLU,STLR,1.361032,7,ols_short_history,,0,,False,True,16.610000610351562,,1.0,False,,False,False,False,False,False,False,True,False,0.846479,,0.348605,0.029857,0.029857,,0.029857,0.340258,1.0,0.5,1.0
GMEU,GME,1.965495,242,ols,0.251798,20000,0.251798,False,False,10.470000267028809,0.251798,1.0,False,,True,False,False,False,False,False,False,False,0.878843,0.585784,0.439772,0.183505,0.569821,0.33398599999999995,0.318023,0.49137375,0.5896485,0.5,0.5896485
APLX,APLD,1.994746,148,ols,0.14715999999999999,100000,0.14715999999999999,False,False,14.359999656677246,0.14715999999999999,1.0,False,,True,False,False,False,False,False,False,False,2.188181,1.327711,1.32206,1.734092,1.495424,1.1805510000000001,1.3482640000000001,0.4986865,0.5984238,0.5,0.5984238
APPX,APP,1.986687,241,ols,0.042886,400000,0.042886,False,False,29.59000015258789,0.042886,1.0,False,,True,False,False,False,False,False,False,False,1.422303,0.649859,0.82359,0.664815,0.650512,0.606973,0.607626,0.49667175,0.5960061,0.5,0.5960061
ARCX,ACHR,1.982702,210,ols,0.14257,35000,0.14257,False,False,16.049999237060547,0.14257,1.0,False,,True,False,False,False,False,False,False,False,1.437549,0.677207,0.874545,0.745098,0.688522,0.534637,0.545952,0.4956755,0.5948106,0.5,0.5948106
ASTX,ASTS,1.989875,189,ols,0.07777300000000001,150000,0.07777300000000001,False,False,50.630001068115234,0.07777300000000001,1.0,False,,True,False,False,False,False,False,False,False,2.060533,1.182105,1.287484,1.632525,1.29471,1.1043319999999999,1.216937,0.49746875,0.5969625,0.5,0.5969625
BEX,BE,1.976552,101,ols,0.111631,100000,0.111631,False,False,27.760000228881836,0.111631,1.0,False,,True,False,False,False,False,False,False,False,2.116501,1.125799,0.998308,0.96184,1.027554,1.014168,0.915923,0.494138,0.5929656,0.5,0.5929656
CEGX,CEG,1.988778,189,ols,0.095708,30000,0.095708,False,False,17.1200008392334,0.095708,1.0,False,,True,False,False,False,False,False,False,False,0.933864,0.314446,0.584873,0.33634,0.31992,0.218738,0.22421199999999997,0.4971945,0.5966334,0.5,0.5966334
CLSX,CLSK,1.99941,143,ols,0.142154,150000,0.142154,False,False,13.220000267028809,0.142154,1.0,False,,True,False,False,False,False,False,False,False,2.029104,1.204009,0.954271,0.909827,1.076764,1.061855,0.93461,0.4998525,0.599823,0.5,0.599823
COZX,CORZ,2.036041,107,ols,0.049475,25000,0.049475,False,False,13.253000259399414,0.049475,1.0,False,,True,False,False,False,False,False,False,False,1.43751,0.709744,0.860944,0.781778,0.751192,0.660269,0.7017169999999999,0.50901025,0.6108123,0.50901025,0.6108123
CRDU,CRDO,1.992286,143,ols,0.101035,200000,0.101035,False,False,29.979999542236328,0.101035,1.0,False,,True,False,False,False,False,False,False,False,1.761853,0.971311,0.911146,0.820606,0.906125,0.870276,0.80509,0.4980715,0.5976857999999999,0.5,0.5976857999999999
CSEX,CLS,1.996241,101,ols,0.056567,20000,0.056567,False,False,22.229999542236328,0.056567,1.0,False,,True,False,False,False,False,False,False,False,1.531558,0.611716,0.713607,0.506367,0.54859,0.555149,0.49202300000000004,0.49906025,0.5988722999999999,0.5,0.5988722999999999
CWVX,CRWV,1.989693,189,ols,0.129219,300000,0.129219,False,False,37.970001220703125,0.129219,1.0,False,,True,False,False,False,False,False,False,False,1.94676,0.930761,1.185255,1.383185,1.043867,0.801542,0.9146480000000001,0.49742325,0.5969078999999999,0.5,0.5969078999999999
DOGD,DDOG,2.01146,167,ols,0.040603999999999994,1000,0.040603999999999994,False,False,13.84000015258789,0.040603999999999994,1.0,False,,True,False,False,False,False,False,False,False,1.183577,0.40194,0.485942,0.240214,0.34739,0.36133600000000005,0.306786,0.502865,0.603438,0.502865,0.603438
ENPX,ENPH,2.018005,143,ols,0.198205,50000,0.198205,False,False,11.0600004196167,0.198205,1.0,False,,True,False,False,False,False,False,False,False,1.627569,0.737458,0.727314,0.543358,0.653502,0.539253,0.45529700000000006,0.50450125,0.6054015,0.50450125,0.6054015
FLYT,FLY,1.991499,116,ols,0.202301,20000,0.202301,False,False,27.489999771118164,0.202301,1.0,False,,True,False,False,False,False,False,False,False,2.332659,1.423761,1.093937,1.181482,1.293007,1.22146,1.090706,0.49787475,0.5974497,0.5,0.5974497
GEVX,GEV,1.997394,189,ols,0.04982,10000,0.04982,False,False,66.66000366210938,0.04982,1.0,False,,True,False,False,False,False,False,False,False,1.002975,0.311363,0.526557,0.276179,0.302567,0.26154299999999997,0.25274699999999994,0.4993485,0.5992181999999999,0.5,0.5992181999999999
IREX,IREN,1.981471,116,ols,0.312479,40000,0.312479,False,False,26.93000030517578,0.312479,1.0,False,,True,False,False,False,False,False,False,False,2.150683,1.341261,1.05281,1.077793,1.199072,1.028782,0.886593,0.49536775,0.5944413,0.5,0.5944413
JOBX,JOBY,1.979218,148,ols,0.22856500000000002,15000,0.22856500000000002,False,False,19.399999618530273,0.22856500000000002,1.0,False,,True,False,False,False,False,False,False,False,1.42416,0.691623,0.813576,0.641415,0.670902,0.46305799999999997,0.442337,0.4948045,0.5937654,0.5,0.5937654
LABX,ALAB,1.997192,167,ols,0.037666,150000,0.037666,False,False,33.279998779296875,0.037666,1.0,False,,True,False,False,False,False,False,False,False,1.829728,0.980663,0.918081,0.839326,0.93299,0.942997,0.895324,0.499298,0.5991576,0.5,0.5991576
LRCU,LRCX,2.036709,162,ols,0.07622,25000,0.07622,False,False,47.900001525878906,0.07622,1.0,False,,True,False,False,False,False,False,False,False,1.110289,0.43658,0.505196,0.269448,0.37689,0.36036,0.30067,0.50917725,0.6110127,0.50917725,0.6110127
MDBX,MDB,1.990871,162,ols,,0,,False,True,18.170000076293945,,1.0,False,,False,False,False,False,False,False,True,False,1.540953,0.603221,0.672182,0.44566,0.546949,0.603221,0.546949,0.49771775,1.0,0.5,1.0
NEBX,NBIS,1.998338,148,ols,0.063478,95000,0.063478,False,False,69.51000213623047,0.063478,1.0,False,,True,False,False,False,False,False,False,False,1.882984,0.960345,1.112138,1.233769,1.073187,0.896867,1.009709,0.4995845,0.5995014,0.5,0.5995014
NNEX,NNE,1.990594,101,ols,,0,,False,True,6.297999858856201,,1.0,False,,False,False,False,False,False,False,True,False,1.679508,0.804962,1.506972,2.239024,1.664261,0.804962,1.664261,0.4976485,1.0,0.5,1.0
NVTX,NVTS,1.996514,148,ols,0.236622,35000,0.236622,False,False,25.969999313354492,0.236622,1.0,False,,True,False,False,False,False,False,False,False,2.426677,1.575194,1.613929,2.591162,1.994482,1.338572,1.75786,0.4991285,0.5989542,0.5,0.5989542
