ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPU,AAPL,2.0,1.986532,499,ols
AMUU,AMD,2.0,2.007596,256,ols
AMZU,AMZN,2.0,1.988634,499,ols
ASMU,ASML,2.0,2.007374,41,ols
AVL,AVGO,2.0,1.986547,375,ols
BOEU,BA,2.0,1.993147,243,ols
BABU,BABA,2.0,2.031139,40,ols
BRKU,BRK-B,2.0,1.946839,332,ols
CONX,COIN,2.0,2.003029,97,ols
CSCL,CSCO,2.0,2.023813,200,ols
FRDU,F,2.0,1.762742,182,ols
GGLL,GOOGL,2.0,1.994566,499,ols
HODU,HOOD,2.0,2.006637,97,ols
LINT,INTC,2.0,1.990936,97,ols
ELIL,LLY,2.0,1.993139,261,ols
LMTL,LMT,2.0,1.998914,171,ols
METU,META,2.0,1.998369,462,ols
MRVU,MRVL,2.0,2.008702,40,ols
MSFU,MSFT,2.0,1.991981,499,ols
MUU,MU,2.0,1.994264,375,ols
NFXL,NFLX,2.0,1.995867,380,ols
NVDU,NVDA,2.0,1.98708,499,ols
ORCU,ORCL,2.0,2.004419,97,ols
PALU,PANW,2.0,2.005088,261,ols
PLTU,PLTR,2.0,1.991949,332,ols
QCMU,QCOM,2.0,2.002502,200,ols
SHPU,SHOP,2.0,2.009716,171,ols
SOFA,SOFI,2.0,1.974593,41,ols
TSLL,TSLA,2.0,1.99378,499,ols
TSMX,TSM,2.0,1.995487,380,ols
XOMX,XOM,2.0,1.988307,243,ols
YINN,FXI,2.0,2.973818,499,ols
MEXX,EWW,2.0,2.955323,499,ols
KORU,EWY,2.0,2.931822,499,ols
HIBL,SPY,2.0,4.476262,499,ols
LABU,XBI,2.0,2.986834,499,ols
SOXL,SOXX,2.0,2.963095,499,ols
CHAU,ASHR,2.0,1.966843,499,ols
CWEB,KWEB,2.0,1.987646,499,ols
ERX,XLE,2.0,1.987193,499,ols
NUGT,GDX,2.0,1.976867,499,ols
JNUG,GDXJ,2.0,1.975339,499,ols
GUSH,XOP,2.0,2.010352,499,ols
URAA,URA,2.0,1.927462,449,ols
TQQQ,QQQ,2.0,2.970932,499,ols
SPXL,SPY,2.0,2.882597,499,ols
URTY,IWM,2.0,3.000056,499,ols
MSTU,MSTR,2.0,1.966126,391,ols
NVDX,NVDA,2.0,1.997548,499,ols
TSLT,TSLA,2.0,1.992644,499,ols
BTCL,IBIT,2.0,2.006534,440,ols
ETU,ETHA,2.0,1.98984,365,ols
CCUP,CRCL,2.0,1.985237,168,ols
CRWU,CRWV,2.0,1.989021,178,ols
AAPX,AAPL,2.0,1.99374,499,ols
GOOX,GOOGL,2.0,1.978222,499,ols
MSFX,MSFT,2.0,2.007778,499,ols
NFLU,NFLX,2.0,1.991698,384,ols
ROBN,HOOD,2.0,2.011698,299,ols
