ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
SMUP,SMR,2.0,1.979481,185,ols
GLXU,GLXY,2.0,2.010478,176,ols
AFRU,AFRM,2.0,1.958963,150,ols
KTUP,KTOS,2.0,2.02999,150,ols
TTDU,TTD,2.0,1.998627,149,ols
BMNU,BMNR,2.0,1.949894,142,ols
SBTU,SBET,2.0,2.023591,125,ols
CIFU,CIFR,2.0,1.991693,102,ols
SOLX,GSOL,2.0,1.966789,95,ols
XRPK,XRPZ,2.0,1.961578,95,ols
XRPT,XRPZ,2.0,2.015265,101,ols
CHNU,CHNL,2.0,1.995334,14,ols_short_history
CRDX,CRDD,2.0,1.993645,14,ols_short_history
STLU,STLR,2.0,1.842211,14,ols_short_history
GMEU,GME,2.0,1.964943,249,ols
APLX,APLD,2.0,1.993803,155,ols
APPX,APP,2.0,1.987311,248,ols
ARCX,ACHR,2.0,1.983336,217,ols
ASTX,ASTS,2.0,1.990717,196,ols
BEX,BE,2.0,1.980493,108,ols
CEGX,CEG,2.0,1.986745,196,ols
CLSX,CLSK,2.0,1.999769,150,ols
COZX,CORZ,2.0,2.037616,114,ols
CRDU,CRDO,2.0,1.9957,150,ols
CSEX,CLS,2.0,1.997314,108,ols
CWVX,CRWV,2.0,1.989121,196,ols
DOGD,DDOG,2.0,1.923283,172,ols
ENPX,ENPH,2.0,2.005355,148,ols
FLYT,FLY,2.0,1.99544,123,ols
GEVX,GEV,2.0,1.999037,196,ols
IREX,IREN,2.0,1.982388,123,ols
JOBX,JOBY,2.0,1.979563,155,ols
LABX,ALAB,2.0,1.996149,174,ols
LRCU,LRCX,2.0,2.036207,169,ols
MDBX,MDB,2.0,1.964739,167,ols
NEBX,NBIS,2.0,1.998105,155,ols
NNEX,NNE,2.0,1.898092,108,ols
NVTX,NVTS,2.0,2.003945,155,ols
OPEX,OPEN,2.0,1.996252,123,ols
PONX,PONY,2.0,2.006288,155,ols
QBTX,QBTS,2.0,1.991412,248,ols
QUBX,QUBT,2.0,1.967518,208,ols
RGTU,RGTI,2.0,1.98754,208,ols
SMU,SMR,2.0,1.983916,196,ols
SNPX,SNPS,2.0,1.82836,108,ols
SRPU,SRPT,2.0,1.965141,123,ols
TARK,ARKK,2.0,1.978977,501,ols
TEMT,TEM,2.0,1.984069,236,ols
UNX,U,2.0,2.02976,150,ols
UPSX,UPST,2.0,1.988288,217,ols
VOYX,VOYG,2.0,1.92773,153,ols
WULX,WULF,2.0,1.993408,123,ols
CRMU,CRML,2.0,1.96124,49,ols
UECG,UEC,2.0,2.004041,49,ols
DNNG,DNN,2.0,1.982957,48,ols
RCAX,RCAT,2.0,2.004476,54,ols
RDWU,RDW,2.0,1.984694,56,ols
OKLL,OKLO,2.0,1.997922,208,ols
GDXU,GDX,2.0,3.041251,501,ols
MRNX,MRNA,2.0,2.013277,53,ols
ZETX,ZETA,2.0,2.043186,53,ols
LITX,LITE,2.0,1.981322,59,ols
SNXX,SNDK,2.0,1.994554,59,ols
WDCX,WDC,2.0,2.042323,59,ols
LNOK,NOK,2.0,1.958486,63,ols
USGG,USAR,2.0,1.996364,68,ols
ONDG,ONDS,2.0,2.002555,68,ols
PLUL,PLUG,2.0,1.951501,68,ols
ALBG,ALB,2.0,1.992893,68,ols
UUUG,UUUU,2.0,1.99773,68,ols
HUTG,HUT,2.0,2.000089,68,ols
XPEG,XPEV,2.0,1.992844,66,ols
ORLG,ORLY,2.0,2.003477,65,ols
LUNL,LUNR,2.0,1.985789,68,ols
RKTL,RKT,2.0,1.97122,68,ols
EOSU,EOSE,2.0,1.971438,67,ols
BTFL,KEEL,2.0,2.048075,77,ols
FGRU,FIGR,2.0,1.995272,44,ols
APHU,APH,2.0,2.0024,44,ols
COPZ,COPX,2.0,2.024814,44,ols
LEUX,LEU,2.0,2.057383,43,ols
COHX,COHR,2.0,2.051485,43,ols
AXPG,AXP,2.0,2.018414,43,ols
FCXG,FCX,2.0,2.047227,43,ols
GLWG,GLW,2.0,1.986552,30,ols
SNDU,SNDK,2.0,2.000054,28,ols_short_history
PAAU,PAAS,2.0,1.951878,28,ols_short_history
BITX,IBIT,2.0,2.003699,501,ols
ETHU,ETHA,2.0,2.000792,438,ols
XXRP,XRPZ,2.0,2.021863,101,ols
ONDL,ONDS,2.0,1.951184,77,ols
MSTX,MSTR,2.0,1.953791,421,ols
SMCX,SMCI,2.0,1.842497,417,ols
ORCX,ORCL,2.0,1.982183,301,ols
IONX,IONQ,2.0,1.988013,279,ols
HIMZ,HIMS,2.0,1.998286,278,ols
IRE,IREN,2.0,1.98979,125,ols
AVGX,AVGO,2.0,1.977874,416,ols
RKLX,RKLB,2.0,1.995494,278,ols
RGTX,RGTI,2.0,1.991755,265,ols
SOFX,SOFI,2.0,1.994667,316,ols
NVOX,NVO,2.0,1.994303,345,ols
LLYX,LLY,2.0,1.992387,426,ols
SOUX,SOUN,2.0,2.001996,208,ols
QPUX,IONQ,2.0,1.781553,177,ols
HOOX,HOOD,2.0,1.998908,274,ols
RIOX,RIOT,2.0,1.99956,324,ols
QSU,QS,2.0,1.991459,125,ols
MPL,MP,2.0,1.993406,125,ols
OSCX,OSCR,2.0,2.010658,143,ols
DKNX,DKNG,2.0,1.991629,182,ols
ANEL,ANET,2.0,1.99288,158,ols
VSTL,VST,2.0,1.979166,189,ols
CVNX,CVNA,2.0,1.987248,225,ols
LMNX,LMND,2.0,2.016888,128,ols
AVXX,AVAV,2.0,1.996837,122,ols
BU,B,2.0,2.02122,104,ols
PLU,PL,2.0,2.014433,72,ols
ADBU,ADBE,2.0,2.027106,19,ols_short_history
PYPU,PYPL,2.0,2.029507,18,ols_short_history
TXNU,TXN,2.0,1.983633,19,ols_short_history
UNHU,UNH,2.0,1.945392,19,ols_short_history
AAOX,AAOI,2.0,1.978904,20,ols_short_history
HLXX,HL,2.0,1.942137,20,ols_short_history
IBX,IBM,2.0,1.970035,20,ols_short_history
AALG,AAL,2.0,1.98704,196,ols
ABNG,ABNB,2.0,1.991115,106,ols
ADBG,ADBE,2.0,1.989993,272,ols
AMDG,AMD,2.0,2.003172,311,ols
ARMG,ARM,2.0,1.995643,318,ols
ASMG,ASML,2.0,1.984347,318,ols
AVGG,AVGO,2.0,1.998966,233,ols
BAIG,BBAI,2.0,2.001423,167,ols
BEG,BE,2.0,1.986997,86,ols
BIDG,BIDU,2.0,2.017244,84,ols
BLSG,BLSH,2.0,2.01856,121,ols
BMNG,BMNR,2.0,1.990485,121,ols
BOEG,BA,2.0,1.994539,214,ols
BULG,BULL,2.0,1.975989,175,ols
CIFG,CIFR,2.0,1.987609,89,ols
CMGG,CMG,2.0,1.976471,105,ols
CNCG,CNC,2.0,2.007109,83,ols
COIG,COIN,2.0,1.997473,276,ols
COTG,COST,2.0,1.989386,148,ols
CRCG,CRCL,2.0,1.989896,175,ols
CRMG,CRM,2.0,1.982838,262,ols
CRWG,CRWV,2.0,1.996735,175,ols
DUOG,DUOL,2.0,2.02218,89,ols
FIGG,FIG,2.0,2.001974,130,ols
FUTG,FUTU,2.0,2.00136,130,ols
GEMG,GEMI,2.0,1.970776,114,ols
GEVG,GEV,2.0,1.966555,86,ols
GLGG,GLXY,2.0,2.000518,167,ols
GRAG,GRAB,2.0,1.976709,89,ols
HOOG,HOOD,2.0,2.006093,272,ols
IREG,IREN,2.0,1.970168,86,ols
KLAG,KLAC,2.0,2.007806,84,ols
LACG,LAC,2.0,2.006975,89,ols
LULG,LULU,2.0,1.994875,114,ols
MPG,MP,2.0,1.989136,121,ols
NBIG,NBIS,2.0,2.008805,121,ols
NEMG,NEM,2.0,1.983533,106,ols
NETG,NET,2.0,2.002008,106,ols
NIOG,NIO,2.0,1.966784,84,ols
NUG,NU,2.0,1.980182,106,ols
NVDG,NVDA,2.0,1.969734,337,ols
OKTG,OKTA,2.0,1.993441,106,ols
OPEG,OPEN,2.0,2.003733,89,ols
OSCG,OSCR,2.0,1.990499,114,ols
PANG,PANW,2.0,1.997034,272,ols
PBRG,PBR,2.0,1.945693,84,ols
PLTG,PLTR,2.0,1.993849,248,ols
PYPG,PYPL,2.0,1.994764,262,ols
RTXG,RTX,2.0,2.019805,219,ols
SATG,SATS,2.0,1.993183,86,ols
SBU,SBUX,2.0,1.998507,106,ols
SNAG,SNAP,2.0,1.980058,84,ols
SPOG,SPOT,2.0,1.971715,106,ols
TERG,TER,2.0,1.994584,106,ols
TSLG,TSLA,2.0,1.992076,337,ols
TSMG,TSM,2.0,1.985014,318,ols
UNHG,UNH,2.0,1.995771,189,ols
UPSG,UPS,2.0,1.983788,89,ols
VALG,VALE,2.0,1.97812,83,ols
XYZG,XYZ,2.0,1.999542,262,ols
COIO,COIN,2.0,0.931834,173,ols
MSOO,MSTR,2.0,0.914997,173,ols
NVDO,NVDA,2.0,0.933056,173,ols
PLOO,PLTR,2.0,0.90002,173,ols
TSLO,TSLA,2.0,0.857662,173,ols
CRCA,CRCL,2.0,1.980098,177,ols
NVDB,NVDA,2.0,1.995883,154,ols
PLTA,PLTR,2.0,1.995306,154,ols
TSLI,TSLA,2.0,1.984246,154,ols
COIA,COIN,2.0,2.005497,154,ols
BITU,IBIT,2.0,1.992275,501,ols
ETHT,ETHA,2.0,1.991499,438,ols
UXRP,XRPZ,2.0,2.000059,101,ols
SOLT,SOEZ,2.0,2.01531,95,ols
TSLR,TSLA,2.0,1.998952,501,ols
AAPB,AAPL,2.0,1.989855,501,ols
AMDL,AMD,2.0,1.998315,501,ols
AMZZ,AMZN,2.0,1.991151,501,ols
AVGU,AVGO,2.0,1.99206,194,ols
BABX,BABA,2.0,2.006326,501,ols
BULX,BULL,2.0,1.973709,159,ols
CONL,COIN,2.0,1.987528,501,ols
CRWL,CRWD,2.0,1.996136,359,ols
DLLL,DELL,2.0,1.986496,296,ols
ETRL,ETOR,2.0,1.99719,159,ols
GOU,GOOGL,2.0,2.008037,96,ols
INTW,INTC,2.0,1.987729,297,ols
IONL,IONQ,2.0,1.986808,269,ols
ISUL,ISRG,2.0,2.010589,135,ols
LCDL,LCID,2.0,1.95736,251,ols
MRAL,MARA,2.0,1.978558,282,ols
FBL,META,2.0,1.997378,501,ols
MVLL,MRVL,2.0,1.993581,282,ols
MSFL,MSFT,2.0,1.99208,501,ols
MSTP,MSTR,2.0,1.996144,217,ols
MULL,MU,2.0,1.998864,359,ols
NBIL,NBIS,2.0,1.998419,135,ols
NOWL,NOW,2.0,1.99235,194,ols
NVDL,NVDA,2.0,1.987683,501,ols
PDDL,PDD,2.0,2.001853,194,ols
PTIR,PLTR,2.0,1.996529,408,ols
QCML,QCOM,2.0,1.974994,263,ols
RDTL,RDDT,2.0,1.981442,270,ols
RVNL,RIVN,2.0,1.985846,251,ols
SMCL,SMCI,2.0,1.768424,337,ols
TSMU,TSM,2.0,1.991383,359,ols
UBRL,UBER,2.0,1.997798,408,ols
VRTL,VRT,2.0,1.980047,270,ols
AMYY,AMD,2.0,0.309321,150,ols
AZYY,AMZN,2.0,0.603474,150,ols
BBYY,BABA,2.0,0.581758,123,ols
XBTY,IBIT,2.0,0.539691,236,ols
COYY,COIN,2.0,0.465418,184,ols
NUGY,GDX,2.0,0.487765,105,ols
HMYY,HIMS,2.0,0.254282,96,ols
HOYY,HOOD,2.0,0.479987,140,ols
IOYY,IONQ,2.0,0.305311,115,ols
MAAY,MARA,2.0,0.307627,115,ols
FBYY,META,2.0,0.559209,124,ols
MTYY,MSTR,2.0,0.374784,145,ols
NVYY,NVDA,2.0,0.645451,236,ols
PLYY,PLTR,2.0,0.531688,145,ols
QBY,QBTS,2.0,0.252019,97,ols
TQQY,QQQ,2.0,0.866359,289,ols
RGYY,RGTI,2.0,0.303525,100,ols
RTYY,RIOT,2.0,0.334598,96,ols
SEMY,SOXX,2.0,0.674024,105,ols
SMYY,SMCI,2.0,0.3276,140,ols
YSPY,SPY,2.0,0.835176,263,ols
TSYY,TSLA,2.0,0.533621,334,ols
QYLD,QQQ,1.0,0.624056,501,ols
QYLG,QQQ,1.0,0.799046,501,ols
QQQX,QQQ,1.0,0.782592,501,ols
JEPQ,QQQ,1.0,0.766186,501,ols
XYLD,SPY,1.0,0.641876,501,ols
XYLG,SPY,1.0,0.816399,501,ols
JEPI,SPY,1.0,0.596183,501,ols
SPYI,SPY,1.0,0.824547,501,ols
RYLD,IWM,1.0,0.57341,501,ols
MUYY,MU,1.0,0.263136,6,ols_short_history
TMYY,TSM,1.0,0.423252,6,ols_short_history
CWY,CRWV,1.0,0.451294,5,ols_short_history
ABNY,ABNB,1.0,0.796601,457,ols
AIYY,AI,1.0,0.769141,501,ols
AMDY,AMD,1.0,0.79658,501,ols
AMZY,AMZN,1.0,0.763543,501,ols
APLY,AAPL,1.0,0.79089,501,ols
BABO,BABA,1.0,0.774489,426,ols
BRKC,BRK-B,1.0,0.825189,220,ols
CONY,COIN,1.0,0.77702,501,ols
CRCO,CRCL,1.0,0.833788,140,ols
CVNY,CVNA,1.0,0.815606,306,ols
DISO,DIS,1.0,0.75699,501,ols
DRAY,DKNG,1.0,0.79855,193,ols
FBY,META,1.0,0.789531,501,ols
GMEY,GME,1.0,0.659436,154,ols
GOOY,GOOGL,1.0,0.755924,501,ols
HIYY,HIMS,1.0,0.865818,145,ols
HOOY,HOOD,1.0,0.790947,239,ols
MARO,MARA,1.0,0.779919,340,ols
MRNY,MRNA,1.0,0.763205,501,ols
MSFO,MSFT,1.0,0.79472,501,ols
MSTY,MSTR,1.0,0.762623,501,ols
NFLY,NFLX,1.0,0.787594,501,ols
NVDY,NVDA,1.0,0.78267,501,ols
PLTY,PLTR,1.0,0.795835,384,ols
PYPY,PYPL,1.0,0.814675,501,ols
RBLY,RBLX,1.0,0.840748,184,ols
RDYY,RDDT,1.0,0.820726,155,ols
SMCY,SMCI,1.0,0.757887,402,ols
SNOY,SNOW,1.0,0.799213,466,ols
TSLY,TSLA,1.0,0.754733,501,ols
TSMY,TSM,1.0,0.795988,417,ols
XOMO,XOM,1.0,0.809434,501,ols
XYZY,XYZ,1.0,0.811535,501,ols
AAPW,AAPL,1.0,1.101294,293,ols
AMDW,AMD,1.0,1.199507,187,ols
AMZW,AMZN,1.0,1.208732,211,ols
ARMW,ARM,1.0,1.210004,123,ols
AVGW,AVGO,1.0,1.198399,187,ols
BABW,BABA,1.0,1.22793,123,ols
BRKW,BRK-B,1.0,1.182299,211,ols
COIW,COIN,1.0,1.217313,294,ols
COSW,COST,1.0,1.233957,123,ols
GOOW,GOOGL,1.0,1.229793,187,ols
HOOW,HOOD,1.0,1.207594,211,ols
METW,META,1.0,1.18868,211,ols
MSFW,MSFT,1.0,1.215601,187,ols
MSTW,MSTR,1.0,1.213427,187,ols
NFLW,NFLX,1.0,1.191274,211,ols
NVDW,NVDA,1.0,1.200436,294,ols
PLTW,PLTR,1.0,1.195406,294,ols
TSLW,TSLA,1.0,1.197413,294,ols
UBEW,UBER,1.0,1.221624,123,ols
UNHW,UNH,1.0,1.196539,95,ols
TSYW,TLT,1.0,1.155277,108,ols
GLDW,GOLD,1.0,0.33653,118,ols
GDXW,GDX,1.0,1.200277,118,ols
TOPW,TOP,1.0,0.033346,158,ols
SDS,SPY,-2.0,-1.935633,501,ols
QID,QQQ,-2.0,-1.992694,501,ols
DXD,DIA,-2.0,-1.989586,501,ols
TWM,IWM,-2.0,-2.003536,501,ols
SCO,USO,-2.0,-1.340579,501,ols
MSTZ,MSTR,-2.0,-1.982392,398,ols
NVDQ,NVDA,-2.0,-1.992573,501,ols
BTCZ,IBIT,-2.0,-1.992582,447,ols
CONI,COIN,-2.0,-1.503146,408,ols
MSDD,MSTR,-2.0,-2.003384,217,ols
NVD,NVDA,-2.0,-1.992517,501,ols
TSDD,TSLA,-2.0,-1.993309,501,ols
ETHD,ETHA,-2.0,-1.981421,438,ols
CRCD,CRCL,-2.0,-2.009274,142,ols
CORD,CRWV,-2.0,-2.005534,142,ols
TSLQ,TSLA,-2.0,-1.877329,501,ols
ZSL,SLV,-2.0,-2.023575,501,ols
SQQQ,QQQ,-3.0,-2.976581,501,ols
SPXS,SPY,-3.0,-2.901809,501,ols
TZA,IWM,-3.0,-2.990991,501,ols
SOXS,SOXX,-3.0,-2.990782,501,ols
FAZ,XLF,-3.0,-3.000526,501,ols
LABD,XBI,-3.0,-2.989075,501,ols
TECS,XLK,-3.0,-2.964201,501,ols
SDOW,DIA,-3.0,-2.98831,501,ols
DUST,GDX,-3.0,-1.984657,501,ols
WEBS,XLK,-3.0,-2.245509,501,ols
FNGD,XLK,-3.0,-2.827066,501,ols
REW,XLK,-2.0,-1.998762,501,ols
SKF,XLF,-2.0,-2.004369,501,ols
SPXU,SPY,-3.0,-2.895658,501,ols
DUG,XLE,-2.0,-1.977396,501,ols
DRIP,XOP,-2.0,-1.998792,501,ols
TMV,TLT,-3.0,-2.966291,501,ols
TBT,TLT,-2.0,-1.981574,501,ols
TBX,TLT,-2.0,-0.42309,501,ols
NVDS,NVDA,-1.5,-1.461916,501,ols
EWV,EWJ,-2.0,-1.97704,501,ols
APLZ,APLD,-2.0,-1.985449,62,ols
AMZO,AMZN,-2.0,-1.953929,20,ols_short_history
BEZ,BE,-2.0,-1.982932,48,ols
NBIZ,NBIS,-2.0,-1.987081,62,ols
SMZ,SMR,-2.0,-1.991249,48,ols
QBTZ,QBTS,-2.0,-2.000342,135,ols
IONZ,IONQ,-2.0,-1.984602,208,ols
HIBS,SPHB,-3.0,-3.015858,501,ols
CLSZ,CLSK,-2.0,-2.017505,43,ols
IREZ,IREN,-2.0,-2.009311,62,ols
RGTZ,RGTI,-2.0,-1.748743,133,ols
PLTZ,PLTR,-2.0,-1.996705,219,ols
SMST,MSTR,-2.0,-1.629063,417,ols
SMCZ,SMCI,-2.0,-1.987955,265,ols
BMNZ,BMNR,-2.0,-1.966563,108,ols
HOOZ,HOOD,-2.0,-2.00811,108,ols
DAMD,AMD,-2.0,-2.008128,107,ols
RKLZ,RKLB,-2.0,-1.997927,105,ols
STSM,TSM,-2.0,-1.985814,105,ols
OKLS,OKLO,-2.0,-2.003453,99,ols
ASTN,ASTS,-2.0,-1.898529,51,ols
