variant,cagr,vol,sharpe,maxdd,mean_interval_days,n_pairs
prod_trEst_k+2.25,1.3400824188602107,3.2057361371710957,-0.26982787364252686,-1.1460016084552236,12.867169652390823,6
contrarian_k-2.25,1.3347580361978144,3.432544345285955,0.8101558921787265,-0.8934123964157238,11.540516774891776,6
contrarian_k-1.0,1.4662403452410118,1.3990274163503513,1.141895816368497,-0.696106784321828,11.631270200387847,6
TRagnostic_k0,1.4342052658453666,1.2746807463451189,1.1727639118699433,-0.6629589184143156,12.016289624354139,6
rawTR_k+2.25,1.375782114901651,1.6571858828153212,1.0384884032289186,-0.7597914199181042,13.609359714082352,6
rawTR_contrarian_k-2.25,1.3160475518844525,1.3031241410853145,1.1135027513089146,-0.659697260174751,10.814018564018562,6
