underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
GDX,-170.39822705,3158.695186,0.0,0.0,-10.84,-21.09,26.41681883282353,0.0,0.0,2982.7837777828236
MSTR,895.7082344400001,7375.011576,-0.37,0.0,-5570.58,-604.01,121.96616502631525,0.0,0.0,2217.725975466316
BLSH,1741.02942416,0.0,0.0,0.0,0.0,-40.47,0.0,0.0,0.0,1700.55942416
MARA,-73.94721659,5110.728883,-9.29,0.0,-3287.69,-319.46,66.93859890361345,0.0,0.0,1487.2802653136134
SLV,950.869985,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.289985
CRWV,181.83653006,787.9915080000001,0.0,0.0,0.0,-50.92,14.0696539486988,0.0,0.0,932.977692008699
META,534.4476496799999,1133.7332270000002,12.6,0.0,-864.7700000000001,-119.16000000000001,44.59839452192973,0.0,0.0,741.4492712019296
TSLA,1020.4489595800001,223.18924199999955,0.0,0.0,-402.9,-154.23,25.862636887108575,0.0,0.0,712.3708384671094
SOXX,907.5855369,-220.95329199999998,0.0,0.0,4.16,-1.79,7.463074310721552,0.0,0.0,696.4653192107216
NVDA,71.14948496,721.675683,1.44,0.0,-167.34,-160.51,52.95089586489182,0.0,0.0,519.3660638248919
RCAT,0.0,521.8626009999998,0.0,0.0,0.0,-41.03,14.997174854472,0.0,0.0,495.8297758544718
XRPZ,-1439.7644517400004,1939.5468380000002,0.0,0.0,-11.16,-53.78,27.481294022078657,0.0,0.0,462.3236802820784
ENPH,436.15916215,0.0,0.0,0.0,0.0,-14.26,0.0,0.0,0.0,421.89916215
IREN,0.0,451.113468,0.0,0.0,0.0,-66.18,11.714293598651954,0.0,0.0,396.6477615986523
EWJ,388.675936,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.275936
VRT,-205.89726944,563.5284639999998,2.06,0.0,0.0,-28.69,13.309328098829544,0.0,0.0,344.31052265882954
PLTR,-494.44224290999995,1332.344628,0.0,0.0,-431.29,-136.45,53.87179863303548,0.0,0.0,324.0341837230356
MRVL,0.0,347.1957709999997,0.0,0.0,-9.19,-40.28,24.511840164617944,0.0,0.0,322.2376111646172
AMD,927.33672567,-407.276875,0.0,0.0,-148.62,-97.39,46.391529830769265,0.0,0.0,320.44138050076936
INTC,-33.50780248,347.77775299999996,0.0,0.0,0.0,-31.36,16.913268194007564,0.0,0.0,299.82321871400745
MU,23.55845,302.73458800000003,0.0,0.0,-14.21,-24.34,11.789151385045312,0.0,0.0,299.5321893850453
AVGO,0.0,332.3820350000001,34.45,0.0,-30.49,-71.66,26.696870551462638,0.0,0.0,291.3789055514626
WULF,0.0,308.665827,0.0,0.0,0.0,-51.29,14.752683750942762,0.0,0.0,272.1285107509428
MRNA,18.78210107999999,279.224461,0.0,0.0,0.0,-38.38,11.058116335689533,0.0,0.0,270.6846784156896
ALAB,2.4e-07,275.4971639999999,0.0,0.0,0.0,-35.26,14.89489454565197,0.0,0.0,255.13205878565168
NBIS,-105.4451885,381.218263,0.0,0.0,0.0,-39.99,18.206971604794635,0.0,0.0,253.99004610479483
SRPT,0.0,278.16559499999994,0.0,0.0,0.0,-47.21,16.898258637852553,0.0,0.0,247.85385363785235
TSM,82.82289362,325.137346,0.0,0.0,-138.64,-65.72,22.347709159761237,0.0,0.0,225.9479487797612
CORZ,-11.887826,243.82642699999997,0.0,0.0,0.0,-22.15,13.140233099108508,0.0,0.0,222.92883409910849
HUT,-70.722721,301.211116,0.0,0.0,0.0,-27.71,9.579326731387582,0.0,0.0,212.35772173138753
LITE,0.0,214.861961,0.0,0.0,0.0,-11.36,4.951728573291595,0.0,0.0,208.4536895732916
MSFT,631.76421974,-128.48690400000032,66.43,0.0,-276.28,-136.23000000000002,48.349358602820246,0.0,0.0,205.54667434281964
MDB,0.0,230.21111199999996,0.0,0.0,0.0,-39.49,9.752538276045648,0.0,0.0,200.47365027604565
KLAC,0.0,202.464466,11.4,0.0,0.0,-35.23,14.709365031913102,0.0,0.0,193.34383103191308
ASTS,121.69252075,91.07338200000004,0.0,0.0,0.0,-50.54,18.341012641090355,0.0,0.0,180.56691539109056
HOOD,1491.15825505,-672.3269110000001,0.0,0.0,-633.58,-20.72,11.499853273163028,0.0,0.0,176.03119732316281
APP,0.0,184.60274400000003,0.0,0.0,0.0,-21.46,4.6311130541576055,0.0,0.0,167.7738570541576
CIFR,0.0,190.37173099999995,0.0,0.0,0.0,-34.09,8.420930986107628,0.0,0.0,164.70266198610761
BMNR,0.0,239.85032000000007,0.0,0.0,0.0,-94.89,15.66199686180218,0.0,0.0,160.6223168618023
RKT,14.0651807,153.102484,0.0,0.0,0.0,-20.98,11.940228584234275,0.0,0.0,158.12789328423423
CRDO,3.9e-07,175.70297,0.0,0.0,0.0,-28.44,9.71111950083308,0.0,0.0,156.9740898908331
SNOW,734.35125347,-437.866524,0.0,0.0,-114.75,-36.39,11.384716677847358,0.0,0.0,156.72944614784728
SOEZ,13.511677599999999,165.82643700000017,7.91,0.0,-18.09,-29.35,12.501756979375314,0.0,0.0,152.30987157937534
CRML,0.0,195.5916999999995,0.0,0.0,0.0,-73.31,27.151020455207792,0.0,0.0,149.43272045520735
XPEV,143.78664600000002,-1.568166999999999,0.0,0.0,0.0,-1.6,3.2557753906962232,0.0,0.0,143.87425439069625
UEC,-18.90443527,175.05252100000007,0.0,0.0,0.0,-26.04,11.998746853800656,0.0,0.0,142.10683258380072
