underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
GDX,"GDX, GDXU, NUGT",-170.39822695000004,3158.695186,0.0,0.0,-10.84,-21.09,27.012959519211453,0.0,0.0,2983.3799185692114
MSTR,"MSOO, MSTR, MSTU, MSTW, MSTX, MTYY",855.0732548200001,7375.011575999999,0.0,0.0,-5541.67,-611.63,124.71854008687883,0.0,0.0,2201.503370906879
BLSH,"BLSH, BLSX",1741.02942416,0.0,0.0,0.0,0.0,-40.47,0.0,0.0,0.0,1700.5594241600002
MARA,"MAAY, MARA",-2.6e-07,3850.4433889999996,0.0,0.0,-2610.4,-204.35,56.44515000859796,0.0,0.0,1092.1385387485975
SLV,SLV,950.86998489,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.2899848899999
CRWV,"CRWG, CRWV, CWVX",181.83653027,787.9915080000001,0.0,0.0,0.0,-50.92,14.387159747383238,0.0,0.0,933.2951980173835
META,"FBL, FBYY, META, METU, METW",358.48959212,1133.7332270000004,12.599999999999998,0.0,-711.8000000000001,-113.25000000000001,45.60483355194145,0.0,0.0,725.3776526719417
SOXX,"SOXL, SOXX",907.58553742,-220.95329199999998,0.0,0.0,4.16,-1.79,7.631491343457892,0.0,0.0,696.633736763458
TSM,"TSM, TSMG, TSMU",328.43494075,325.137346,0.0,0.0,0.0,-55.080000000000005,22.852023428712663,0.0,0.0,621.3443101787127
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT, TSLW",686.02395864,223.18924200000038,0.0,0.0,-247.63000000000002,-136.82,26.446271510310268,0.0,0.0,551.2094721503108
XOM,"XOM, XOMX",-4.56948121,514.810035,38.11,0.0,-15.55,-35.18,16.030590591550453,0.0,0.0,513.6511443815505
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDO, NVDU",-75.93436273,721.6756830000003,1.44,0.0,-44.92,-148.94,54.145823369430325,0.0,0.0,507.46714363943033
RCAT,"RCAT, RCAX",0.0,521.8626009999998,0.0,0.0,0.0,-41.03,15.335611748338865,0.0,0.0,496.16821274833865
