underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
TSLA,"TSLA, TSLI, TSLL, TSLR",1387.3785185540019,33894.621481445996,4
CRML,"CRML, CRMU",1281.7962554328005,34973.803744567194,2
MARA,"MAAY, MARA, MARO",1056.7205406300004,17811.47945937,3
MSTR,"MSTR, MSTW, MTYY",1050.4941361367964,34702.7058638632,3
UEC,"UEC, UECG",530.0252550129999,15662.294744987,2
QCOM,"QCMU, QCOM",496.141446300001,14339.9985537,2
GDX,"GDX, GDXU, NUGT",440.70119231999706,36149.09880768,3
META,"FBL, FBYY, META",379.63212521559853,25979.2878747844,3
CRCL,"CRCG, CRCL",374.87295820000145,18792.3270418,2
MRNA,"MRNA, MRNX",370.02577193350044,14456.054228066501,2
SNOW,"SNOU, SNOW",367.0346010400008,14869.72539896,2
SMCI,"SMCI, SMCL",351.2030938800003,5073.096906119999,2
GSOL,"GSOL, SOLX",346.75365327180043,23705.7263467282,2
EOSE,"EOSE, EOSU",328.9682336200003,20241.03176638,2
SOEZ,"SOEZ, SOLT",297.51645391999955,16218.00354608,2
XRPZ,"UXRP, XRPZ, XXRP",297.325385680002,35170.83461432,3
CEG,"CEG, CEGX",281.8536989999993,18979.346301,2
ASML,"ASML, ASMU",271.8514123399982,15376.26858766,2
OPEN,"OPEG, OPEN",259.1724278950005,6701.927572105,2
LEU,"LEU, LEUX",245.30142483639975,19208.878575163602,2
OKLO,"OKLL, OKLO",243.29946560000008,9606.2205344,2
BABA,"BABA, BABX",221.17811120999977,13477.541888790001,2
QBTS,"QBTS, QBTX",218.01349949999894,18446.7865005,2
LLY,"ELIL, LLY",216.37761786119972,3491.8623821388,2
VRT,"VRT, VRTL",210.92346344100042,16865.256536558998,2
F,"F, FRDU",202.54156928519933,11175.258430714799,2
IREN,"IREG, IREN",197.11382901440084,14768.2661709856,2
LRCX,"LRCU, LRCX",190.91589360000035,4222.0841064,2
RTX,"RTX, RTXG",187.7445842178995,4177.2754157821,2
BULL,"BULG, BULL",180.2365963499999,3702.6034036500005,2
ASHR,"ASHR, CHAU",178.61178986999948,14947.14821013,2
URA,"URA, URAA",175.8126543999997,15087.7273456,2
XBI,"LABU, XBI",152.2820572000005,4226.917942800001,2
XOM,"XOM, XOMX",149.0893059200007,19782.050694079997,2
SBET,"SBET, SBTU",148.88807560019995,14206.1119243998,2
RBLX,"RBLU, RBLX",140.02775756000028,14731.972242439999,2
HOOD,"HOOD, HOOW",139.07682383999872,8932.32317616,2
PYPL,"PYPG, PYPL",134.7351856800001,4413.26481432,2
