symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,382.120436,0.0,0.0,-15.54,-44.47,9.403328602464452,0.0,0.0,331.5137646024644
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,80.450924,0.0,0.0,0.0,0.0,38.21467829369717,0.0,0.0,118.66560229369716
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,98.590523,0.0,0.0,-25.53,-40.38,9.84645883207048,0.0,0.0,42.52698183207048
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,-32.017917,0.0,0.0,0.0,-68.39,13.699861550432455,0.0,0.0,-86.70805544956754
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,-209.087315,0.0,0.0,-29.37,-13.61,11.539498767479646,0.0,0.0,-240.52781623252037
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,-235.756704,0.0,0.0,-26.13,-38.36,10.92784352129771,0.0,0.0,-289.31886047870233
SDS,PROSHARES ULTRASHORT S&P500,0.0,-296.434867,0.0,0.0,-26.99,-26.509999999999998,15.80069276044977,0.0,0.0,-334.13417423955025
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,-6.433718,0.0,0.0,-1.46,-3.04,1.3152044416504753,0.0,0.0,-389.2977427783496
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,-1133.442631,0.0,0.0,0.0,-21.06,17.94781926814352,0.0,0.0,-1136.5548117318563
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-1509.109378,0.0,0.0,-90.65,-77.7,18.05130287471437,0.0,0.0,-1662.814033425286
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1900.617632,0.0,0.0,0.0,-198.92,17.694556757325383,0.0,0.0,-2081.843075242675
